"";"YEAR";"Litter_N_Min";"Litter_Ca_Min";"Litter_Mg_Min";"Litter_K_Min";"Litter_S_Min";"Litter_P_Min";"SOM_N_Min";"SOM_Ca_Min";"SOM_Mg_Min";"SOM_K_Min";"SOM_S_Min";"SOM_P_Min";"MB_NUP_SOM";"MB_CaUP_SOM";"MB_MgUP_SOM";"MB_KUP_SOM";"MB_SUP_SOM";"MB_PUP_SOM";"MB_NUP_DOC";"MB_CaUP_DOC";"MB_MgUP_DOC";"MB_KUP_DOC";"MB_SUP_DOC";"MB_PUP_DOC";"MB_NT";"MB_CaT";"MB_MgT";"MB_KT";"MB_ST";"MB_PT";"X";"Net_N_Minz";"Net_P_Minz";"Net_Ca_Minz";"Net_K_Minz";"Net_Mg_Minz";"Net_S_Minz"
"1";2005;210,4551025;32,3591533;14,1503043;8,2705172;9,8488425;6,8004386;302,7974159;1,64e-05;1,64e-05;1,63e-05;8,042276;9,9938821;141,5380941;1,64e-05;1,64e-05;1,63e-05;0,1547591;3,0951824;119,7370969;0,0272466;0,0272466;0,0268139;0,1273206;2,724664;90,4255906;0,0115726;0,0115726;0,0113824;0,1232709;2,5572239;0;55,09215901;4,35737267999;12,957341501556;3,223129489208;3,432613160005;5,69507360674
"2";2006;166,9395462;23,5716106;10,6891956;10,399254;6,9163904;6,226604;302,0764703;0,0001059;0,0001062;0,0001057;8,0073971;9,9184197;141,39178;0,0001059;0,0001062;0,0001057;0,1546008;3,092018;117,6947699;0,0261632;0,0270053;0,0263309;0,1305326;2,7005279;166,2036992;0,0222723;0,0226668;0,0221848;0,2386271;4,8764767;0;49,184974524;4,16376034926;9,436115940508;4,055646800224;2,591471164325;4,74271752094
"3";2007;178,5222494;23,7987903;11,0713178;13,6992124;6,7944374;7,2176442;301,801916;0,0002214;0,0002245;0,0002235;7,9817163;9,8560927;141,418876;0,0002214;0,0002245;0,0002235;0,1546552;3,0931022;119,1953486;0,0249205;0,0272767;0,0265414;0,1310662;2,7276708;186,9050657;0,0245537;0,0260267;0,0253752;0,2721278;5,545677;0;50,558034352;4,44297667117;9,527704789312;5,34582829161;2,68430875408;4,6952150525
"4";2008;187,7978053;23,944034;11,3679594;16,4090178;6,6810989;8,0258428;301,4494534;0,0003433;0,0003521;0,0003498;7,9473183;9,7897721;141,4412996;0,0003433;0,0003521;0,0003498;0,1546537;3,0930738;120,4383974;0,0245314;0,0274743;0,0248938;0,1320538;2,7474352;195,1229353;0,0247923;0,0272343;0,0256921;0,2823413;5,7522749;0;51,633240582;4,66661525309;9,586117442884;6,406001566324;2,75639048146;4,64753410604
"5";2009;195,1380529;24,0163164;11,5918189;18,5754967;6,5731795;8,6823462;301,1342823;0,0004678;0,0004833;0,0004738;7,9131584;9,7245897;141,482717;0,0004678;0,0004833;0,0004738;0,1546689;3,0933798;121,4346543;0,0247731;0,0276498;0,0223506;0,1326076;2,7649699;199,3655385;0,0250311;0,027801;0,0242387;0,2857118;5,8240224;0;52,477275326;4,8443168702;9,615038368436;7,254094308502;2,81078876582;4,60180593418
"6";2010;200,9078001;23,9766646;11,7573417;20,2344164;6,4708751;9,214618;300,8407861;0,0005936;0,0006161;0,0005915;7,879282;9,6603065;141,5369548;0,0005936;0,0006161;0,0005915;0,1546949;3,0939012;122,2831639;0,0249559;0,0278006;0,0194733;0,1328521;2,7800442;202,287057;0,0253305;0,0281705;0,0224112;0,286912;5,8560075;0;53,125159122;4,98458442891;9,599124669748;7,903869717908;2,85101470746;4,558067983
"7";2011;205,4057481;23,7930954;11,8763076;21,5474913;6,3742599;9,6452277;300,5635109;0,0007201;0,0007504;0,0007051;7,8467119;9,596849;141,602412;0,0007201;0,0007504;0,0007051;0,1547304;3,0946072;123,0155664;0,0243611;0,0279307;0,0180915;0,1351383;2,7930637;204,683118;0,0252276;0,028469;0,0198439;0,2886214;5,8753302;0;53,613516964;5,0942593261;9,525846545344;8,417840413802;2,879930390265;4,5159182201
"8";2012;208,8762683;23,5906213;11,9582997;22,5620979;6,2833091;9,9927119;300,3653318;0,0008456;0,0008858;0,0008173;7,8153842;9,5383091;141,6786446;0,0008456;0,0008858;0,0008173;0,1547745;3,0954883;130,2096753;0,0244721;0,0280438;0,0181973;0,1402188;2,8043791;224,7510129;0,0252311;0,0287352;0,019192;0,2919049;5,8898969;0;53,064469472;5,18024099643;9,444708836048;8,814533804542;2,899863990185;4,4750869247
"9";2013;211,5190081;23,4281394;12,0111005;23,2411257;6,1979263;10,2722936;300,2814541;0,0009711;0,0010217;0,0009298;7,7851246;9,496773;141,7654104;0,0009711;0,0010217;0,0009298;0,1548269;3,0965406;131,6014695;0,0246147;0,0281429;0,0182906;0,1407141;2,8142848;249,1036321;0,0254231;0,0289825;0,0191584;0,2943766;5,9021623;0;53,227858978;5,25089592346;9,379585736808;9,080027600602;2,912706168865;4,43785317808
"10";2014;213,4969858;23,2970595;12,0410256;23,6566484;6,1179599;10,4964676;300,2721034;0,0010983;0,0011584;0,0010425;7,7550509;9,4550756;141,8624383;0,0010983;0,0011584;0,0010425;0,1548879;3,0977591;132,1415921;0,0255905;0,0282303;0,0183735;0,1411513;2,8230245;261,527546;0,0261088;0,0292154;0,0192917;0,2954435;5,913003;0;53,427849594;5,30470224139;9,326714071148;9,242500317052;2,919991446785;4,4024341557
"11";2015;213,6075396;23,0556066;11,9812709;23,7248504;6,0106628;10,6045106;300,2867813;0,0012283;0,0012956;0,0011558;7,725159;9,4128093;141,9693254;0,0012283;0,0012956;0,0011558;0,154957;3,0991372;132,5025836;0,0278948;0,028287;0,0184285;0,1414345;2,8286923;265,4704857;0,0277192;0,0294293;0,0194579;0,2960403;5,9219716;0;53,394843222;5,32331796772;9,229078034476;9,269188729146;2,905487632475;4,35836056838
"12";2016;210,402195;22,5380458;11,7521388;23,337321;5,8378714;10,5221007;300,3100567;0,0013633;0,0014336;0,0012694;7,6954466;9,3701685;142,0852457;0,0013633;0,0014336;0,0012694;0,1550331;3,1006622;132,5060026;0,028248;0,0282823;0,0184256;0,1414111;2,8282227;266,8956413;0,0289759;0,0296144;0,0196126;0,2963917;5,9281645;0;52,948874874;5,28473520105;9,021572922436;9,117718033504;2,849831758805;4,29344535214
"13";2017;192,6789536;20,6080012;10,7490732;21,2645953;5,3241489;9,6561787;300,3307275;0,0015004;0,0015712;0,001383;7,6659083;9,3248164;142,2071653;0,0015004;0,0015712;0,001383;0,1551142;3,102284;130,7790387;0,0280024;0,0280184;0,018193;0,1400915;2,8018302;263,9193536;0,0293633;0,0296094;0,0195998;0,2957672;5,9154359;0;50,712289936;5,01068736953;8,248241619392;8,307459096594;2,6061342493;4,11969900342
"14";2018;197,0298476;20,9164138;10,9410762;21,6731846;5,3594659;9,9530949;300,3371515;0,0016369;0,0017078;0,0014959;7,6365402;9,2826225;142,3310233;0,0016369;0,0017078;0,0014959;0,1551968;3,1039363;131,4359711;0,0281066;0,0281226;0,0182915;0,1406129;2,8122615;263,5690154;0,0295692;0,0297011;0,0196747;0,2956236;5,9124975;0;51,23034392;5,08634429223;8,371853997516;8,46721497122;2,65280845327;4,12143905992
"15";2019;196,5274516;20,7597355;10,8773258;21,5345732;5,2857851;9,9834593;300,3490227;0,0017736;0,0018447;0,0016092;7,6073469;9,2403527;142,4591889;0,0017736;0,0018447;0,0016092;0,1552828;3,1056587;131,6890178;0,0281448;0,0281608;0,0189248;0,1408046;2,8160908;265,0946999;0,029791;0,0298905;0,0201791;0,2959711;5,9194294;0;51,12624391;5,08147125564;8,309103076868;8,412817376448;2,637337907585;4,08839616444
"16";2020;180,8602424;19,0927281;10,0018001;19,7218804;4,850368;9,2006102;300,3599701;0,0019102;0,0019816;0,0017239;7,5783249;9,1954303;142,5903016;0,0019102;0,0019816;0,0017239;0,1553713;3,1074285;130,3120686;0,0279102;0,0279262;0,0187125;0,1396304;2,7926103;261,8035906;0,0298184;0,029909;0,0203714;0,295465;5,9093015;0;49,127140146;4,83238233294;7,641181953356;7,704218595964;2,424631679275;3,9398734375
"17";2021;186,9292187;19,6292886;10,3006288;20,3158266;4,9515394;9,5665536;300,3575869;0,0020466;0,0021179;0,0018385;7,5494694;9,1539523;142,7210374;0,0020466;0,0021179;0,0018385;0,1554595;3,1091922;131,113684;0,0280381;0,0280542;0,0188354;0,1402713;2,8054256;261,8374272;0,029937;0,0300253;0,0205231;0,2954512;5,9090247;0;49,864237024;4,92890036891;7,856217345796;7,936436436106;2,497264012125;3,9628524425
"18";2022;192,1222152;20,0885129;10,5557454;20,8201931;5,0371332;9,880584;300,3630715;0,0021833;0,0022543;0,0019537;7,5207866;9,1124157;142,8543205;0,0021833;0,0022543;0,0019537;0,15555;3,1109975;131,9071904;0,0281671;0,0281832;0,0189582;0,1409166;2,8183351;263,9198093;0,0301649;0,0302526;0,0207402;0,2959951;5,9199003;0;50,480933482;5,00929362662;8,040259162116;8,133630678828;2,559271900325;3,98089122592
"19";2023;192,053914;20,0249109;10,5305404;20,7575619;4,9994323;9,9104273;300,3771409;0,0023204;0,0023916;0,0020696;7,4922746;9,0707151;142,9917684;0,0023204;0,0023916;0,0020696;0,1556435;3,1128709;132,1744114;0,028208;0,028224;0,0189977;0,1411204;2,8224099;265,311882;0,0303961;0,0304836;0,0209502;0,2965565;5,9311267;0;50,43593009;5,00435945525;8,014808577708;8,109173003124;2,5531692794;3,9595980319
"20";2024;176,7782949;18,4307106;9,6890865;19,0457116;4,5953008;9,1281926;300,3892929;0,0024577;0,002529;0,0021857;7,463931;9,0263537;143,1313787;0,0024577;0,002529;0,0021857;0,155739;3,1147793;130,7761079;0,0279753;0,0279914;0,0187877;0,1399564;2,7991271;261,5402468;0,030428;0,0305154;0,0209734;0,2961233;5,9224679;0;48,494807186;4,75557332624;7,37606514668;7,440001271408;2,348743837505;3,82131969324
"21";2025;197,1500969;20,1355268;10,8136941;21,3502918;5,3117057;10,4091681;300,3889906;0,0025944;0,0026656;0,0023011;7,4357498;8,9860491;143,2697633;0,0025944;0,0026656;0,0023011;0,1558335;3,1166681;134,7897887;0,028648;0,028664;0,0194303;0,1433194;2,8663905;262,5224629;0,0306506;0,0307382;0,0211766;0,2966461;5,9329243;0;50,784901832;5,11897762899;8,059072479632;8,340839913348;2,621949439885;4,04088603366
"22";2026;215,4473834;21,2876281;11,9431375;23,7367278;6,386322;11,8661813;300,4289455;0,0027356;0,0028069;0,0024231;7,4077562;8,9607833;143,420773;0,0027356;0,0028069;0,0024231;0,1559382;3,1187644;147,7773394;0,0298776;0,0298776;0,0298776;0,1493872;2,9877454;278,3145924;0,0318989;0,0319788;0,026403;0,3022559;6,0451128;0;51,53385853;5,52480618624;8,520352409436;9,269851674834;2,89620003574;4,3744879346
"23";2027;178,5592322;17,8634058;9,9744372;19,7643156;5,3496626;9,8553433;300,5374222;0,0028815;0,0029528;0,0025627;7,3799504;8,9484881;143,5877295;0,0028815;0,0029528;0,0025627;0,1560562;3,1211219;144,7150403;0,0293548;0,0293548;0,0293548;0,1467732;2,9354648;286,1969625;0,0322318;0,0323058;0,0304525;0,303286;6,06572;0;46,813425974;4,91443313602;7,1483290687;7,71697693803;2,41786995536;4,03405843988
"24";2028;148,0715332;15,0065696;8,3377959;16,4660387;4,4861283;8,1897106;300,6539346;0,0030268;0,0030981;0,0027062;7,3523038;8,9362037;143,7541923;0,0030268;0,0030981;0,0027062;0,1561734;3,1234712;141,9115519;0,0288753;0,0288753;0,0283757;0,1443764;2,8875277;286,4573213;0,0320739;0,0321459;0,0311209;0,3018787;6,037577;0;42,953948226;4,40962833002;6,003673788036;6,427855549816;2,020236145035;3,74911425742
