 YEAR;Month;Ca;Mg;K;Na;NO3;NH4;SO4;Cl;P;DOC;Al;Si
;;kg/ha/yr;kg/ha/yr;kg/ha/yr;kg/ha/yr;kg/ha/yr;kg/ha/yr;kg/ha/yr;kg/ha/yr;kg/ha/yr;kg/ha/yr;kg/ha/yr;kg/ha/yr
        2005;           1;      5.8450985;      4.1946430;      3.3523803;      8.2854509;      3.0021677;      0.0585930;      3.5529323;     22.8443317;      0.0614814;      9.5462713;      0.0000035;      7.9628515
        2005;           2;      1.2396640;      0.8902865;      0.6954890;      1.7586348;      0.6108039;      0.0188037;      0.7235200;      4.2829666;      0.0384719;      4.2132473;      0.0000037;      1.6299754
        2005;           3;      1.3374672;      0.9716860;      0.6922480;      1.7372373;      0.6774142;      0.0306919;      0.6663713;      3.5593162;      0.0619684;      7.9328012;      0.0000048;      1.7943995
        2005;           4;      0.5848637;      0.4208996;      0.2651361;      0.6608069;      0.2834561;      0.0159879;      0.2211803;      1.2471744;      0.0338252;      4.4378328;      0.0000061;      0.7322980
        2005;           5;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000254;      0.0000000
        2005;           6;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000265;      0.0000000
        2005;           7;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000187;      0.0000000
        2005;           8;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000217;      0.0000000
        2005;           9;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000206;      0.0000000
        2005;          10;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000199;      0.0000000
        2005;          11;      8.8909502;      6.6780434;      3.6157758;      9.0693855;      9.2016630;      0.2686331;      2.9067502;     16.3761253;      0.0638267;     45.2048225;      0.0000195;     49.4195595
        2005;          12;      5.3464155;      3.9557352;      2.5437441;      6.2573204;      5.2221069;      0.1911534;      2.4707975;     10.8975105;      0.0471176;     23.2436085;      0.0000076;     31.0861588
        2006;           1;      4.6757927;      3.3332233;      2.8429117;      6.8394904;      3.3011060;      0.2265736;      3.6234152;     11.5497379;      0.0713667;     20.1242428;      0.0000030;     19.9739380
        2006;           2;      1.0077620;      0.7018674;      0.5871024;      1.3953744;      0.6163446;      0.0508002;      0.7188668;      2.1625931;      0.0341479;      5.2735434;      0.0000021;      3.3604591
        2006;           3;      1.3984847;      0.9485213;      0.7634012;      1.7972980;      0.8362535;      0.0722729;      0.8807334;      2.5494504;      0.0443314;      8.3031340;      0.0000019;      3.6907806
        2006;           4;      0.5989570;      0.3930528;      0.2808044;      0.6545987;      0.3288693;      0.0307068;      0.2754554;      0.8386245;      0.0388350;      4.6844888;      0.0000035;      1.2517476
        2006;           5;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000158;      0.0000000
        2006;           6;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000066;      0.0000000
        2006;           7;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000032;      0.0000000
        2006;           8;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000026;      0.0000000
        2006;           9;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000018;      0.0000000
        2006;          10;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000001;      0.0000000
        2006;          11;      8.3711748;      5.2806954;      3.3213844;      8.1188707;      9.2114210;      0.3583168;      2.8752949;     10.1301470;      0.0759844;     43.0501671;      0.0000176;     47.2757378
        2006;          12;      5.2046442;      3.2254519;      2.4045410;      5.8392515;      5.3833642;      0.2542641;      2.4593053;      7.8314414;      0.0494262;     23.4550133;      0.0000092;     29.8866501
        2007;           1;      2.3832541;      1.4498539;      1.1803211;      2.8341520;      2.1895156;      0.1252677;      1.2992477;      3.8704684;      0.0332274;     10.3132706;      0.0000049;     11.8676157
        2007;           2;      2.4695094;      1.4753700;      1.3242880;      3.1368926;      1.8672719;      0.1467663;      1.5940683;      4.5424652;      0.0533170;     12.0334482;      0.0000044;      9.3207607
        2007;           3;      0.9067889;      0.5250234;      0.4363092;      1.0172229;      0.5878966;      0.0542446;      0.4693218;      1.4981737;      0.0470127;      5.8430820;      0.0000072;      2.5075066
