 YEAR;Month;Ca;Mg;K;Na;NO3;NH4;SO4;Cl;P;DOC;Al;Si
;;kg/ha/yr;kg/ha/yr;kg/ha/yr;kg/ha/yr;kg/ha/yr;kg/ha/yr;kg/ha/yr;kg/ha/yr;kg/ha/yr;kg/ha/yr;kg/ha/yr;kg/ha/yr
        2005;           1;      2.1245770;      2.3657048;      2.3153071;      3.5862830;      1.0105116;      0.0202641;      3.3899622;      8.0204525;      0.1691047;      7.0070887;      0.0000002;      2.3915844
        2005;           2;      0.5905812;      0.6517311;      0.5112505;      0.7783970;      0.4307806;      0.0059136;      0.5947236;      1.3607283;      0.1061192;      4.6554213;      0.0000005;      0.8829637
        2005;           3;      1.3738624;      1.4933846;      1.0999779;      1.7744584;      0.8599236;      0.0187624;      1.1885004;      3.6418998;      0.2407033;     11.3554201;      0.0000007;      1.6619759
        2005;           4;      0.9521602;      1.0216441;      0.5812128;      0.9079959;      0.6859820;      0.0102842;      0.4671519;      2.1276283;      0.1823496;      9.1707907;      0.0000021;      1.8565292
        2005;           5;      0.4483945;      0.4758519;      0.2099074;      0.3183943;      0.3860136;      0.0035688;      0.1210436;      0.5213858;      0.1142372;      5.6853738;      0.0000061;      1.1129754
        2005;           6;      0.8963103;      0.9401686;      0.3278971;      0.4819133;      0.8242085;      0.0051677;      0.1510660;      0.6155241;      0.1932018;     12.2735634;      0.0000205;      2.5596662
        2005;           7;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000004;      0.0000000
        2005;           8;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000
        2005;           9;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000001;      0.0000000
