 YEAR;Month;Ca;Mg;K;Na;NO3;NH4;SO4;Cl;P;DOC;Al;Si
;;kg/ha/yr;kg/ha/yr;kg/ha/yr;kg/ha/yr;kg/ha/yr;kg/ha/yr;kg/ha/yr;kg/ha/yr;kg/ha/yr;kg/ha/yr;kg/ha/yr;kg/ha/yr
        2005;           1;      2.6030180;      2.5333335;      2.1216891;      7.6029682;      1.8861381;      0.0315923;      3.3532724;     14.0247965;      0.1071054;     11.4115419;      0.0000062;      5.5704899
        2005;           2;      0.4853228;      0.4729042;      0.3422787;      1.2074958;      0.3951676;      0.0077420;      0.4655930;      1.6579256;      0.0590974;      4.7362490;      0.0000098;      1.4493169
        2005;           3;      1.2881889;      1.2618332;      0.7926037;      2.6541486;      1.0974065;      0.0284759;      0.9307989;      3.2845635;      0.1319586;     15.5457592;      0.0000195;      3.4552057
        2005;           4;      0.7807645;      0.7678197;      0.3679706;      1.2039815;      0.7374913;      0.0151293;      0.3164966;      1.4889513;      0.0846367;     10.4163971;      0.0000650;      2.5890458
        2005;           5;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000809;      0.0000000
        2005;           6;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0003436;      0.0000000
        2005;           7;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0001245;      0.0000000
        2005;           8;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000168;      0.0000000
        2005;           9;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000089;      0.0000000
        2005;          10;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000864;      0.0000000
        2005;          11;      7.4999528;      7.9883695;      3.9577117;     11.1056499;      9.5354691;      0.0560908;      3.5334508;     16.7105122;      0.1241143;     73.8442688;      0.0000455;     72.6124802
        2005;          12;      2.4761014;      2.6583369;      1.7803357;      4.5940962;      2.2968197;      0.0358731;      2.1474769;      8.2018309;      0.0838231;     20.3627338;      0.0000125;     14.9314308
        2006;           1;      2.3139760;      2.4969838;      2.1695628;      5.2040114;      1.1485002;      0.0650059;      3.3881257;      9.6948080;      0.1251717;     17.1197929;      0.0000054;      6.7436662
        2006;           2;      0.4471509;      0.4826568;      0.3546265;      0.8268879;      0.3276920;      0.0124322;      0.4652326;      1.2006532;      0.0530397;      4.7234440;      0.0000093;      1.5062100
        2006;           3;      1.1781051;      1.2742209;      0.8686056;      1.9677986;      1.0033225;      0.0350893;      1.0493197;      2.6634939;      0.0888982;     12.7609835;      0.0000117;      3.8398819
        2006;           4;      0.7255870;      0.7852244;      0.4035877;      0.8987397;      0.7240229;      0.0178550;      0.3521764;      1.0834450;      0.0895259;      9.6430302;      0.0000482;      2.7105479
        2006;           5;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000000;      0.0000053;      0.0000000
