"";"Year";"Month";"RF";"PET";"AET";"TF";"In";"Date"
"1";2005;1;636,4997559;43,3682365;14,6274366;504,1899109;132,309845;2005-01-01
"2";2005;2;132,5275421;54,5658913;43,2575645;99,6279984;32,8995361;2005-02-01
"3";2005;3;258,2542114;92,6669693;79,2204208;193,4024506;64,8517532;2005-03-01
"4";2005;4;111,7077408;89,3491135;79,8779602;81,0631409;30,6446018;2005-04-01
"5";2005;5;82,497879;109,8804321;109,8804321;60,0455284;22,4523487;2005-05-01
"6";2005;6;54,0071678;113,7720642;110,0753326;37,5569534;16,4502106;2005-06-01
"7";2005;7;5,3802967;133,1656647;121,377533;2,5621226;2,8181739;2005-07-01
"8";2005;8;0,6658783;105,2270508;3,8419371;0;0,6658783;2005-08-01
"9";2005;9;39,6685905;217,3886414;20,4505177;27,9258709;11,7427187;2005-09-01
"10";2005;10;56,9814224;106,0839005;17,1349049;39,9450645;17,0363617;2005-10-01
"11";2005;11;724,5911255;56,9273643;26,0846367;576,4246826;148,1662598;2005-11-01
"12";2005;12;397,2185669;38,439518;16,4301319;313,7400208;83,4785843;2005-12-01
"13";2006;1;636,4997559;43,3682365;14,6274366;504,1899109;132,309845;2006-01-01
"14";2006;2;132,5275421;54,5658913;43,2575645;99,6279984;32,8995361;2006-02-01
"15";2006;3;258,2542114;92,6669693;79,2204208;193,4024506;64,8517532;2006-03-01
"16";2006;4;111,7077408;89,3491135;79,8779602;81,0631409;30,6446018;2006-04-01
"17";2006;5;82,497879;109,8804321;109,8804321;60,0455284;22,4523487;2006-05-01
"18";2006;6;54,0071678;113,7720642;110,0753326;37,5569534;16,4502106;2006-06-01
"19";2006;7;5,3802967;133,1656647;121,377533;2,5621226;2,8181739;2006-07-01
"20";2006;8;0,6658783;105,2270508;3,8419371;0;0,6658783;2006-08-01
"21";2006;9;39,6685905;217,3886414;20,4505177;27,9258709;11,7427187;2006-09-01
"22";2006;10;56,9814224;106,0839005;17,1349049;39,9450645;17,0363617;2006-10-01
"23";2006;11;724,5911255;56,9273643;26,0846367;576,4246826;148,1662598;2006-11-01
