"";"V1";"Ca_Wet";"Mg_Wet";"K_Wet";"NO3_Wet";"NH4_Wet";"Ntot_Wet";"SO4_Wet";"Na_Wet";"Cl_Wet";"K_Folx";"NO3_Folx";"NH4_Folx";"Ntot_Folx";"SO4_Folx";"Na_Folx";"Cl_Folx";"Ca_WTH";"Mg_WTH";"K_WTH";"Na_WTH";"Al_WTH";"Si_Wet";"P_WTH";"V79";"Year";"N_TU";"Ca_TU";"Mg_TU";"K_TU";"S_TU";"P_TU";"N_LF";"Ca_LF";"Mg_LF";"K_LF";"S_LF";"P_LF";"N_L_Min";"Ca_L_Min";"Mg_L_Min";"K_L_Min";"S_L_Min";"P_L_Min";"N_SOM_Min";"Ca_SOM_Min";"Mg_SOM_Min";"K_SOM_Min";"S_SOM_Min";"P_SOM_Min"
"21";2025;1,1733867;1,8159763;0,720636;2,0278795;0,2357044;2,2635839;2,4052696;16,3639107;30,0533886;1,0246912;0;0;0;0;0;0;0,8568735;0,4412927;0,0558163;0,144662;1,1558832;3,4579623;0,1879888;NA;2025;20,4116306;3,0894036;1,7315607;5,0220342;4,7229948;0,5425545;0,6816637;0,2232067;0,0989908;3,2485213;0,1645462;0,0217315;8,1137705;1,1185505;0,3666253;3,3413048;0,4099793;0,1661016;15,325016;-0,0050692;-0,0030742;-0,0049453;2,165041;-0,0056881
"22";2026;1,09009;1,7463391;0,7533862;2,57616;0,2603092;2,8364692;2,2869554;16,1032791;29,2413216;1,0447775;0;0;0;0;0;0;0,8788733;0,4514498;0,0560843;0,1467875;1,1663504;3,5454388;0,189075;NA;2026;20,4698982;2,8118277;1,6825737;4,8971901;4,6918197;0,5419372;0,6201965;0,194462;0,0894863;3,2458408;0,1528037;0,0182342;7,3534813;0,9921825;0,3260524;3,3424802;0,3707984;0,1449559;15,598917;-0,0050182;-0,0030432;-0,0048955;2,1509993;-0,005604
"23";2027;1,5408158;1,7721338;0,7109369;1,8321431;0,198249;2,0303919;2,2847517;16,1259956;28,8638268;1,0629981;0;0;0;0;0;0;0,8854932;0,455263;0,056511;0,1478179;1,1730422;3,5777223;0,1887547;NA;2027;19,9404869;2,6893065;1,6745275;4,985672;4,700398;0,5420702;0,5694907;0,1706183;0,0816881;3,24348;0,1430661;0,0155279;6,6843271;0,882564;0,2912232;3,3395495;0,3367805;0,127091;15,8513145;-0,0049715;-0,0030149;-0,00485;2,1372066;-0,0055275
"24";2028;1,1733867;1,8159763;0,720636;2,0278795;0,2357044;2,2635839;2,4052696;16,3639107;30,0533886;1,0837202;0;0;0;0;0;0;0,8979067;0,4596624;0,0553534;0,1466158;1,1629473;3,6082458;0,1910651;NA;2028;19,9208679;2,5432591;1,663035;5,0204825;4,6872778;0,5438549;0,5297695;0,1514597;0,0756308;3,2542949;0,1354814;0,0134681;6,0936966;0,7874267;0,261333;3,3367314;0,3073574;0,1119611;16,0798664;-0,0049295;-0,0029894;-0,004809;2,1234519;-0,0054588
"25";2029;1,09009;1,7463391;0,7533862;2,57616;0,2603092;2,8364692;2,2869554;16,1032791;29,2413216;1,1011826;0;0;0;0;0;0;0,9034089;0,4627774;0,0559128;0,1478981;1,1708213;3,6372082;0,1906355;NA;2029;20,0456829;2,4132338;1,6364592;4,9268031;4,6848373;0,5431237;0,49605;0,1351728;0,0704179;3,2519717;0,128751;0,0118323;5,5708938;0,7047052;0,235643;3,3347225;0,2819112;0,0991042;16,2929935;-0,0048925;-0,002967;-0,0047729;2,1097932;-0,0053989
"26";2030;1,5408158;1,7721338;0,7109369;1,8321431;0,198249;2,0303919;2,2847517;16,1259956;28,8638268;1,117368;0;0;0;0;0;0;0,9051674;0,4644307;0,0565567;0,1490758;1,1788591;3,6536362;0,1898157;NA;2030;19,5672512;2,3396492;1,6289775;5,0056624;4,6788325;0,5423203;0,4675674;0,1216292;0,066066;3,2506435;0,1230874;0,0105373;5,1059275;0,6325025;0,2134283;3,3303244;0,2597623;0,0881245;16,4856148;-0,0048597;-0,0029471;-0,0047409;2,0963829;-0,0053462
"27";2031;1,1733867;1,8159763;0,720636;2,0278795;0,2357044;2,2635839;2,4052696;16,3639107;30,0533886;1,1359605;0;0;0;0;0;0;0,9146031;0,4674302;0,0554301;0,1478038;1,168582;3,6729491;0,1920003;NA;2031;19,5236568;2,2432604;1,6220793;5,045229;4,6624255;0,5439538;0,4451306;0,1106724;0,0626899;3,2619901;0,118695;0,0095432;4,6913261;0,5694034;0,1942031;3,3269882;0,2405272;0,0787091;16,6425018;-0,0048307;-0,0029296;-0,0047126;2,08303;-0,0053003
"28";2032;1,09009;1,7463391;0,7533862;2,57616;0,2603092;2,8364692;2,2869554;16,1032791;29,2413216;1,1514513;0;0;0;0;0;0;0,9185585;0,4698361;0,0560264;0,1490912;1,1765822;3,6965463;0,1914287;NA;2032;19,7094879;2,1472099;1,5971407;4,9506731;4,6529093;0,5427524;0,4254194;0,1011265;0,059652;3,2610531;0,1145884;0,0087308;4,320735;0,5141158;0,1775255;3,3252413;0,2237998;0,070599;16,8050003;-0,0048056;-0,0029143;-0,0046882;2,0699644;-0,0052605
"29";2033;1,5408158;1,7721338;0,7109369;1,8321431;0,198249;2,0303919;2,2847517;16,1259956;28,8638268;1,1274182;0;0;0;0;0;0;0,9173468;0,4700095;0,0567713;0,1504114;1,185477;3,7025023;0,1904372;NA;2033;19,2509403;2,1165643;1,5956999;5,0034041;4,6529107;0,5420123;0,4088998;0,1449424;0,057149;3,1457615;0,1112078;0,0080864;3,9881439;0,4697272;0,1629527;3,3125112;0,2091319;0,0635733;16,9435196;-0,0047835;-0,0029009;-0,0046665;2,0569079;-0,0052261
"30";2034;1,1733867;1,8159763;0,720636;2,0278795;0,2357044;2,2635839;2,4052696;16,3639107;30,0533886;1,0881455;0;0;0;0;0;0;0,9260433;0,4726485;0,0555921;0,1490459;1,1746582;3,7184305;0,1926464;NA;2034;19,2063389;2,0834982;1,6013085;4,9826622;4,6570659;0,5445591;0,3936233;0,1995187;0,0549713;3,0025041;0,1080554;0,0075519;3,6888065;0,4467264;0,1501939;3,2639699;0,1962556;0,0574577;17,0443077;-0,0047639;-0,002889;-0,0046474;2,0440524;-0,0051961
"31";2035;1,09009;1,7463391;0,7533862;2,57616;0,2603092;2,8364692;2,2869554;16,1032791;29,2413216;1,05588;0;0;0;0;0;0;0,9298649;0,4749385;0,0561899;0,1503885;1,1828728;3,7414536;0,1920959;NA;2035;19,4355583;2,0238006;1,582006;4,7929063;4,6479807;0,543645;0,3798843;0,2405736;0,0529624;2,8833802;0,1050402;0,0071034;3,4183881;0,4377199;0,1389657;3,1932547;0,1848582;0,0521057;17,1640606;-0,0047462;-0,0028783;-0,0046302;2,0313694;-0,005169
"32";2036;1,5408158;1,7721338;0,7109369;1,8321431;0,198249;2,0303919;2,2847517;16,1259956;28,8638268;1,0220859;0;0;0;0;0;0;0,9283065;0,4750052;0,0568091;0,1514322;1,1902117;3,7449992;0,19113;NA;2036;18,9788342;1,9950117;1,5755558;4,7580075;4,6253777;0,5423298;0,3663678;0,2794061;0,0510137;2,7613201;0,1019754;0,0067103;3,1730921;0,4370605;0,1289838;3,1085558;0,1746306;0,0473936;17,2559624;-0,0047295;-0,0028681;-0,0046138;2,0186381;-0,0051439
"33";2037;1,1733867;1,8159763;0,720636;2,0278795;0,2357044;2,2635839;2,4052696;16,3639107;30,0533886;0,9929264;0;0;0;0;0;0;0,9356843;0,4770691;0,0556101;0,1499429;1,1788324;3,7557847;0,1932657;NA;2037;18,945097;1,9795355;1,5830624;4,6948566;4,6271267;0,5448688;0,3537025;0,3104536;0,0492733;2,6576014;0,0990831;0,0063758;2,9497547;0,4420472;0,1200616;3,015168;0,1653752;0,0432241;17,3146038;-0,0047129;-0,0028581;-0,0045977;2,0061846;-0,0051191
"34";2038;1,09009;1,7463391;0,7533862;2,57616;0,2603092;2,8364692;2,2869554;16,1032791;29,2413216;0,9714871;0;0;0;0;0;0;0,9392378;0,4792542;0,0561445;0,1511055;1,1860605;3,7770948;0,1927355;NA;2038;19,0573788;1,9312667;1,5335777;4,4763231;4,6175466;0,5437093;0,3414101;0,326233;0,0474852;2,581594;0,0962163;0,0060773;2,7459056;0,4486259;0,1120505;2,9218111;0,1569581;0,0395188;17,3945484;-0,0046963;-0,0028481;-0,0045815;1,9938838;-0,0050941
"35";2039;1,5408158;1,7721338;0,7109369;1,8321431;0,198249;2,0303919;2,2847517;16,1259956;28,8638268;0,9525132;0;0;0;0;0;0;0,937254;0,4791518;0,0567534;0,1520677;1,1930155;3,7789509;0,1917312;NA;2039;18,5871696;1,9173659;1,4730893;4,4374218;4,588285;0,5423065;0,3281958;0,3359953;0,0454053;2,5074277;0,0930839;0,0057897;2,5588953;0,4534239;0,1047314;2,8323321;0,1491769;0,0362062;17,4454422;-0,0046792;-0,0028377;-0,0045648;1,9816117;-0,0050683
"36";2040;1,1733867;1,8159763;0,720636;2,0278795;0,2357044;2,2635839;2,4052696;16,3639107;30,0533886;0,937061;0;0;0;0;0;0;0,9438179;0,4808251;0,0556122;0,1506501;1,1821184;3,7871826;0,1937907;NA;2040;18,7063198;1,9264077;1,4380904;4,3901143;4,611588;0,5451283;0,3170164;0,344299;0,0434504;2,4483268;0,0904085;0,0055509;2,3869169;0,4563578;0,0979738;2,7479947;0,1419521;0,0332335;17,4773693;-0,004661;-0,0028266;-0,0045471;1,9695407;-0,0050406
"37";2041;1,09009;1,7463391;0,7533862;2,57616;0,2603092;2,8364692;2,2869554;16,1032791;29,2413216;0,9535194;0;0;0;0;0;0;0,9466023;0,4826188;0,0562036;0,1518965;1,1898549;3,8060267;0,1932025;NA;2041;18,7858562;1,8894532;1,3792332;4,21315;4,5961294;0,5440637;0,3053367;0,3066714;0,0413348;2,4816487;0,0875006;0,0053157;2,2288926;0,4541316;0,0917131;2,677592;0,1352633;0,0305588;17,5198479;-0,0046422;-0,0028152;-0,0045287;1,9577087;-0,0050119
"38";2042;1,5408158;1,7721338;0,7109369;1,8321431;0,198249;2,0303919;2,2847517;16,1259956;28,8638268;0,9855912;0;0;0;0;0;0;0,9441589;0,4823062;0,0568749;0,1529524;1,1973958;3,8068049;0,1921187;NA;2042;18,3282509;1,908483;1,3470598;4,2627935;4,5903263;0,5436135;0,2932136;0,2570688;0,0391736;2,5385807;0,0845295;0,0050877;2,0827708;0,4369832;0,0858302;2,6396248;0,1289381;0,028138;17,544426;-0,0046224;-0,0028032;-0,0045094;1,9459532;-0,0049817
"39";2043;1,1733867;1,8159763;0,720636;2,0278795;0,2357044;2,2635839;2,4052696;16,3639107;30,0533886;1,0135273;0;0;0;0;0;0;0,9508448;0,483973;0,0557238;0,15158;1,1866344;3,8152945;0,194227;NA;2043;18,4709663;1,8540927;1,3083615;4,2728148;4,554493;0,5444913;0,2838483;0,2176303;0,0373335;2,5933559;0,0821439;0,0049113;1,9478114;0,410358;0,0803306;2,6256995;0,123021;0,0259453;17,5558453;-0,0046015;-0,0027905;-0,004489;1,93415;-0,0049496
"40";2044;1,09009;1,7463391;0,7533862;6,6738267;4,7059512;11,3797779;2,2869554;16,1032791;29,2413216;1,0340664;0;0;0;0;0;0;0,9641525;0,4870345;0,0534752;0,1467513;1,154128;3,8258753;0,1985821;NA;2044;24,5093098;1,8428885;1,2645248;4,1729074;4,5701041;0,5496048;0,2853784;0,1848485;0,0354246;2,621804;0,0795787;0,0047418;1,8248972;0,3791224;0,0752073;2,6264348;0,1175146;0,023959;17,3767853;-0,0045807;-0,0027779;-0,0044687;1,9224807;-0,0049176
"41";2045;1,5408158;1,7721338;0,7109369;6,0000706;4,6652975;10,6653671;2,2847517;16,1259956;28,8638268;1,05058;0;0;0;0;0;0;0,9556612;0,4829596;0,0539022;0,1472822;1,1574442;3,7975764;0,1978846;NA;2045;23,7598362;1,8231398;1,2299037;4,2446313;4,5321088;0,5383686;0,2907348;0,1580615;0,0336441;2,6440489;0,0772672;0,004585;1,7173538;0,3462909;0,0704026;2,632468;0,1123359;0,0221539;16,6164532;-0,00448;-0,0027169;-0,0043705;1,7723476;-0,0050233
"42";2046;1,1733867;1,8159763;0,720636;6,1262236;4,7108202;10,8370438;2,4052696;16,3639107;30,0533886;1,0687742;0;0;0;0;0;0;0,9739432;0,4897977;0,0517667;0,1446217;1,1378764;3,8394287;0,2014047;NA;2046;23,6856155;1,8248833;1,2145934;4,3167653;4,5831828;0,5427063;0,294962;0,1365348;0,0321919;2,6749752;0,0756323;0,0044672;1,6226958;0,3139179;0,0659411;2,6433833;0,107563;0,0205133;16,5168705;-0,0043205;-0,0026202;-0,0042149;1,7616824;-0,0047922
"43";2047;1,09009;1,7463391;0,7533862;6,6738267;4,7059512;11,3797779;2,2869554;16,1032791;29,2413216;1,0514758;0;0;0;0;0;0;0,9897979;0,4975183;0,0517018;0,1451443;1,1401842;3,9002914;0,2020907;NA;2047;23,9052639;1,7287768;1,15703;4,1750169;4,4988718;0,5414432;0,2968992;0,1571288;0,030737;2,6024067;0,0738568;0,0043552;1,5385522;0,2863896;0,0618324;2,6507943;0,1032373;0,0190249;16,6149178;-0,0042624;-0,0025849;-0,0041582;1,7512852;-0,0047072
"44";2048;1,5408158;1,7721338;0,7109369;6,0000706;4,6652975;10,6653671;2,2847517;16,1259956;28,8638268;1,015664;0;0;0;0;0;0;0,9832118;0,4958068;0,0531838;0,1474157;1,1560992;3,8953695;0,1999601;NA;2048;23,4655552;1,7511494;1,1444755;4,2299051;4,422893;0,540417;0,2967783;0,1903069;0,0293283;2,4989569;0,0719655;0,0042456;1,4623663;0,2729324;0,0580048;2,629065;0,0991929;0,0176685;16,5067196;-0,0042335;-0,0025674;-0,0041301;1,7407733;-0,0046646
"45";2049;1,1733867;1,8159763;0,720636;6,1262236;4,7108202;10,8370438;2,4052696;16,3639107;30,0533886;0,9890472;0;0;0;0;0;0;0,9918607;0,4992414;0,0522998;0,1463648;1,1485963;3,9168649;0,201565;NA;2049;24,2197075;1,7405649;1,1372046;4,2177277;4,5088587;0,5523544;0,298226;0,2176106;0,0281838;2,4222293;0,0704942;0,0041714;1,393066;0,2695847;0,0544693;2,5891714;0,0954357;0,016434;17,4034328;-0,0042911;-0,0026023;-0,0041862;1,8679121;-0,0044945
"46";2050;1,09009;1,7463391;0,7533862;6,6738267;4,7059512;11,3797779;2,2869554;16,1032791;29,2413216;0,9655508;0;0;0;0;0;0;0,9917484;0,5001099;0,0530239;0,1473873;1,1560825;3,9269722;0,2004965;NA;2050;24,3822289;1,7185009;1,1141887;4,0548143;4,5022268;0,5514269;0,2985465;0,2391096;0,0270772;2,3508325;0,0690718;0,0040959;1,3303988;0,2722861;0,0512265;2,5405099;0,0920002;0,015313;17,2691193;-0,0044143;-0,002677;-0,0043064;1,8568931;-0,0046704
"47";2051;1,5408158;1,7721338;0,7109369;6,0000706;4,6652975;10,6653671;2,2847517;16,1259956;28,8638268;0,9434008;0;0;0;0;0;0;0,9825107;0,496459;0,0540296;0,1484304;1,1641047;3,9034598;0,1989826;NA;2051;24,0317745;1,6810458;1,0976391;4,0377231;4,4489145;0,5484054;0,2972492;0,2555972;0,0260022;2,2858829;0,0675271;0,0040143;1,2728482;0,2781392;0,0482287;2,4860702;0,0888018;0,0142893;17,3414536;-0,0044381;-0,0026914;-0,0043296;1,8461133;-0,0047038
"48";2052;1,1733867;1,8159763;0,720636;6,1262236;4,7108202;10,8370438;2,4052696;16,3639107;30,0533886;0,9256974;0;0;0;0;0;0;0,9987376;0,502704;0,0522894;0,1466551;1,1501344;3,9439001;0,2018246;NA;2052;24,0081272;1,6871436;1,1024461;4,0255346;4,452765;0,5517883;0,2959548;0,2692801;0,0251175;2,2362349;0,0662286;0,00395;1,2196178;0,2853439;0,0454662;2,4304814;0,0858099;0,0133534;17,2113457;-0,0044339;-0,0026889;-0,0043255;1,8353525;-0,0046972
