"";"Year";"N_PP";"Ca_PP";"Mg_PP";"K_PP";"S_PP";"P_PP";"N_PU";"Ca_PU";"Mg_PU";"K_PU";"S_PU";"P_PU";"N_AU";"Ca_AU";"Mg_AU";"K_AU";"S_AU";"P_AU";"N_Diff";"Ca_Diff";"Mg_Diff";"K_Diff";"S_Diff";"P_Diff"
"1";2005;1419623,3359375;399026,6582032;104968,815918;291729,5820313;50699,8962402;75350,5869139;233189,1328125;45365,0891116;15151,3312835;40770,0816346;7263,2981035;12459,60144;233189,1513671;50868,9802856;17465,9054413;61497,8654786;7263,2972183;12459,60144;-0,0185546000138856;-5503,891174;-2314,5741578;-20727,783844;0,000885200000084296;0
"2";2006;1105749,7656249;370569,5566405;93432,0878906;254582,8095703;42839,6274415;60345,6848146;232526,742798;47966,1830904;15079,2788085;40542,8039552;7249,5726319;13445,384766;232526,7558595;54554,6395262;17849,9491731;65355,0897216;7249,5715793;13445,384766;-0,0130615000089165;-6588,4564358;-2770,6703646;-24812,2857664;0,00105260000054841;0
"3";2007;803949,3125;344122,8964845;82292,5791014;218840,8193361;35282,1571045;45871,248291;232040,6726073;47998,8656617;15054,438263;40418,0386353;7245,2505645;13384,666992;232040,6823728;55185,0023193;18076,4568024;67481,1994628;7245,2500915;13384,666992;-0,00976549999904819;-7186,1366576;-3022,0185394;-27063,1608275;0,000473000000056345;0
"4";2008;216269,4807129;317945,3085938;70959,4396973;182680,6914063;27613,9346924;31145,5301513;232540,2780761;48336,3572083;15104,0927734;40567,6757813;7281,9244081;13426,9980468;184789,0222166;56147,7402344;18389,0487977;69985,5290527;7281,9232637;13426,9980468;47751,2558595;-7811,3830261;-3284,9560243;-29417,8532714;0,00114440000015748;0
"5";2009;42979,4865721;373795,2675782;84142,4448243;217831,25;33066,6730958;41474,9510497;232038,4547118;48300,1739653;15070,3571475;40451,2260742;7275,3797607;13379,3305668;174414,3164061;56331,2850343;18447,7120971;70696,5703125;7275,3791045;13379,3305668;57624,1383057;-8031,11106900001;-3377,3549496;-30245,3442383;0,000656199999866658;0
"6";2010;11700,3779297;432750,8183594;107020,6044921;279908,8554687;42399,5646973;59380,2900389;231025,5344237;42357,6932069;14995,4939269;40202,5339356;7249,7117613;13285,5146484;173829,8469237;50745,9337766;18523,036255;71792,845459;7249,7105407;13285,5161136;57195,6875;-8388,2405697;-3527,5423281;-31590,3115234;0,00122060000012425;-0,00146519999907468
"7";2011;5905,5761719;451211,8359374;131636,0595703;346425,4218749;52112,7250976;77999,9169923;229780,2258299;38130,3934019;14893,9134823;39889,4604492;7205,9119112;13178,6015628;173140,1011962;47007,5934449;18627,0791016;73321,2011719;7205,9114535;13178,6030268;56640,1246337;-8877,200043;-3733,1656193;-33431,7407227;0,000457699999969918;-0,00146400000267022
"8";2012;5849,6450194;454359,4882813;145454,0585938;412604,6250003;61673,9916994;96245,3828124;228650,3133544;37519,7397308;13462,3969421;39623,9719848;7172,7586365;13091,6806644;172502,2092286;46922,9876098;17416,7846376;75036,8193359;7172,7576752;13091,6806644;56148,1041258;-9403,247879;-3954,3876955;-35412,8473511;0,000961300001108611;0
"9";2013;5782,2216797;455376,0859375;148317,3759765;441921,5937499;71144,814453;114226,0263672;228017,3065186;37238,2285158;12745,5899046;34942,0908813;7153,345123;13037,072754;172091,9852297;47169,7798463;16922,1484376;72344,5517577;7153,3443756;13037,072754;55925,3212889;-9931,5513305;-4176,558533;-37402,4608764;0,000747400000363996;0
"10";2014;5743,9516601;456406,5507815;148469,1660156;445965,9257811;79799,6904297;132272,7744141;227384,2817382;37089,979721;12689,0231628;33874,6522214;7023,0121307;12982,4663088;171681,0506593;47533,4906006;17080,8770751;73205,1555174;7023,011093;12982,4663088;55703,2310789;-10443,5108796;-4391,8539123;-39330,503296;0,0010377000007793;0
