"";"Ca_L1";"Mg_L1";"K_L1";"Na_L1";"Al_L1";"Si_L1";"P_L1";"Ca_L2";"Mg_L2";"K_L2";"Na_L2";"Al_L2";"Si_L2";"P_L2";"Ca_L3";"Mg_L3";"K_L3";"Na_L3";"Al_L3";"Si_L3";"P_L3";"Ca_L4";"Mg_L4";"K_L4";"Na_L4";"Al_L4";"Si_L4";"P_L4";"Ca_L5";"Mg_L5";"K_L5";"Na_L5";"Al_L5";"Si_L5";"P_L5";"Ca_L6";"Mg_L6";"K_L6";"Na_L6";"Al_L6";"Si_L6";"P_L6";"Ca_L7";"Mg_L7";"K_L7";"Na_L7";"Al_L7";"Si_L7";"P_L7";"Ca_L8";"Mg_L8";"K_L8";"Na_L8";"Al_L8";"Si_L8";"P_L8";"Date";"Total_Ca"
"36";0,0277533;0,0400258;0,0690604;0,0077713;0,2222835;0,3507122;0,0032727;0,0375686;0,0459461;0,0853171;0,0104324;0,28502;0,4418917;0,0042794;0,0323409;0,0430513;0,0800734;0,0087432;0,2582997;0,4030347;0,0043653;0,0660596;0,0635511;0,0387454;0,0312326;0,251803;0,5248761;0,0075985;0,000443;0,000462;0,0002875;0,0001979;0,001769;0,0036585;5,45e-05;0,0060039;0,0058481;0,0036017;0,0028412;0,0231071;0,0480823;0,0006917;0,006388;0,0065206;0,0041032;0,0029285;0,0254451;0,0525634;0,000769;0,0053941;0,005495;0,0034587;0,0024801;0,0214856;0,0443774;0,0006478;2007-10-01;0,1819514
"37";0,0298054;0,033087;0,060823;0,0083415;0,2118448;0,3265585;0,0031589;0,026824;0,0317433;0,0586218;0,0073812;0,1984247;0,3072801;0,003195;0,0236784;0,0291762;0,053865;0,0064486;0,1793846;0,2786563;0,0030111;0,047268;0,0446932;0,0269394;0,0227244;0,1782875;0,3722973;0,0054373;0,0004904;0,0004637;0,0002799;0,0002367;0,0018508;0,0038649;5,61e-05;0,004138;0,0039911;0,0024519;0,0020082;0,01598;0,0331958;0,0004725;0,0054337;0,0053442;0,0033153;0,0025861;0,0211964;0,0439589;0,0006287;0,0041745;0,0041625;0,0026006;0,0019777;0,0164869;0,0340983;0,0004877;2007-11-01;0,1418124
"38";0,0255583;0,0278061;0,0510256;0,0070891;0,1791176;0,2759054;0,0028443;0,0225557;0,024672;0,0452865;0,0062904;0,158838;0,2446717;0,0024206;0,0205237;0,0227136;0,0417095;0,0057101;0,1455929;0,2244577;0,0022374;0,0328371;0,0311006;0,0189235;0,0162652;0,1256045;0,2613713;0,0037004;0,0003907;0,0003638;0,0002178;0,0001921;0,0014624;0,0030585;4,43e-05;0,0033233;0,0031572;0,0019254;0,0016469;0,0127503;0,026516;0,000374;0,0048118;0,0046068;0,0028133;0,0023382;0,0184085;0,038335;0,0005459;0,0037366;0,0036241;0,0022318;0,0018129;0,0144701;0,0300549;0,0004251;2007-12-01;0,1137372
"39";0,0260033;0,0293716;0,0539192;0,0071102;0,1858301;0,2871748;0,0031944;0,0228648;0,0246673;0,0452598;0,0063869;0,1595821;0,245589;0,0024301;0,0207624;0,0223322;0,0409285;0,0058216;0,1446591;0,2225529;0,0021487;0,0283798;0,0271546;0,0166147;0,0141082;0,1093899;0,2274275;0,0031507;0,0003479;0,0003249;0,0001955;0,0001727;0,0013094;0,0027359;3,89e-05;0,0030541;0,0029009;0,0017682;0,0015198;0,0117062;0,0243609;0,00034;0,0040783;0,003887;0,0023686;0,0020025;0,0155766;0,0324535;0,0004577;0,0031787;0,0030687;0,0018843;0,0015579;0,0122818;0,0255275;0,0003571;2008-01-01;0,1086693
"40";0,0242114;0,0258268;0,0472999;0,0068017;0,167732;0,2579032;0,0024778;0,0212877;0,0229798;0,0421466;0,0059659;0,1486261;0,2287084;0,0022183;0,0194196;0,0210142;0,038531;0,0054461;0,1358012;0,2090017;0,0020131;0,0279603;0,0266079;0,0162138;0,0138477;0,1069793;0,2227954;0,0031119;0,0003263;0,0003057;0,0001841;0,0001614;0,0012286;0,0025674;3,64e-05;0,0029083;0,0027638;0,0016829;0,0014407;0,0111162;0,0231544;0,0003239;0,0036683;0,0035008;0,0021336;0,0017991;0,0140068;0,0291911;0,0004109;0,002901;0,0027972;0,0017149;0,0014202;0,0111774;0,0232514;0,0003253;2008-02-01;0,1026829
"41";0,0312181;0,034207;0,0628684;0,0087385;0,2199475;0,3387748;0,0033101;0,0264623;0,0291805;0,0536193;0,007413;0,1872158;0,288469;0,0027907;0,0241447;0,0267002;0,0490571;0,0067652;0,1711446;0,2637511;0,002541;0,0336961;0,0322818;0,0197262;0,0165422;0,1292116;0,2690333;0,003772;0,000395;0,000372;0,0002246;0,000194;0,0014891;0,0031119;4,42e-05;0,0035209;0,0033641;0,002052;0,0017288;0,0134636;0,0280508;0,0003938;0,0041596;0,0039806;0,0024287;0,0020337;0,0158971;0,0331287;0,0004666;0,0031959;0,003107;0,0019103;0,0015551;0,0123651;0,0257078;0,0003593;2008-03-01;0,1267926
"42";0,0457143;0,0533651;0,0988769;0,012737;0,3354215;0,5186055;0,0051466;0,0367725;0,0428375;0,079237;0,0102672;0,2693907;0,4164646;0,0040725;0,0337243;0,0395293;0,073191;0,0094001;0,2482215;0,3838787;0,0037692;0,0466689;0,0448788;0,0273856;0,0223707;0,1775026;0,3704968;0,0052927;0,0005269;0,0005015;0,0003037;0,0002528;0,0019829;0,004149;5,95e-05;0,0045957;0,0044537;0,0027281;0,0021961;0,01757;0,0366411;0,0005221;0,0047845;0,0046027;0,0028116;0,002308;0,018256;0,0380731;0,0005408;0,0038645;0,0037419;0,0022947;0,0018615;0,0148342;0,0308962;0,0004379;2008-04-01;0,1766516
"43";0,0416589;0,064947;0,1126082;0,0115308;0,3497092;0,5548272;0,0055672;0,0518776;0,0638421;0,1186078;0,0144803;0,3935946;0,6104591;0,0059138;0,0442344;0,0557752;0,1027481;0,0124008;0,3387769;0,5265886;0,0049815;0,0784461;0,0748091;0,0451556;0,0367773;0,2921694;0,6133534;0,0088932;0,0007061;0,0006927;0,000426;0,000328;0,0026958;0,0056277;8,16e-05;0,0070304;0,0068603;0,004207;0,0032738;0,0267263;0,0558471;0,0008091;0,0061713;0,0060667;0,0037393;0,0028957;0,0237353;0,0494514;0,0007118;0,0050845;0,0050128;0,0030937;0,0023822;0,0195991;0,0408144;0,0005878;2008-05-01;0,2352093
"44";0,0712517;0,0946718;0,1748816;0,019916;0,5642313;0,8799185;0,0083768;0,059579;0,0862281;0,1621897;0,0158553;0,5034237;0,7892849;0,0090569;0,0532248;0,0758797;0,1431062;0,0143753;0,4479914;0,7009961;0,0074303;0,1039936;0,0990266;0,0594878;0,048057;0,3844871;0,8088493;0,0117729;0,0009735;0,000946;0,0005795;0,0004508;0,0036919;0,007716;0,0001118;0,0091526;0,0089173;0,0054666;0,0042251;0,0346822;0,0725214;0,0010542;0,0083585;0,0081051;0,0049668;0,0039169;0,0318466;0,0664497;0,0009605;0,0068053;0,0066262;0,0040722;0,0031859;0,0260209;0,0542519;0,0007842;2008-06-01;0,313339
"45";0,0854406;0,1198782;0,2271248;0,0233755;0,7150537;1,1166573;0,0111231;0,0552319;0,0886233;0,1651378;0,0140846;0,4947617;0,7825695;0,0101662;0,0600759;0,0835327;0,1579603;0,0165663;0,5008624;0,7815273;0,0073605;0,1122101;0,1088844;0,0665555;0,0516707;0,4248413;0,8882388;0,0128304;0,0011035;0,0010866;0,0006733;0,000509;0,004261;0,0088631;0,0001276;0,0102185;0,0100923;0,0062564;0,0046894;0,0393443;0,0819293;0,0011902;0,0097522;0,0095333;0,0058801;0,0045483;0,0375883;0,0781847;0,0011252;0,0078943;0,0077515;0,0047998;0,0036834;0,0305849;0,0635369;0,0009138;2008-07-01;0,341927
"46";0,0581511;0,1033862;0,1776676;0,015757;0,5315049;0,8514938;0,0087713;0,0609019;0,0995888;0,1859144;0,0154727;0,5531603;0,8758141;0,0114179;0,0681046;0,0955527;0,1811783;0,0187808;0,571762;0,8924297;0,0084096;0,1184882;0,116684;0,0721706;0,0541308;0,4539074;0,9465249;0,0137209;0,0011311;0,0011378;0,0007144;0,0005137;0,0044337;0,0091923;0,0001341;0,011808;0,0116943;0,0072585;0,005377;0,0454187;0,0946248;0,0013779;0,0102972;0,0102246;0,0063778;0,0047609;0,0401859;0,0833611;0,0012027;0,0084423;0,0084081;0,0052551;0,0038994;0,0330395;0,0684913;0,0009892;2008-08-01;0,3373244
"47";0,0643377;0,0937651;0,1769219;0,0173772;0,5508483;0,8629088;0,0089315;0,0469384;0,0746067;0,1383365;0,0119134;0,4162223;0,6584852;0,0087398;0,052274;0,0704023;0,132408;0,0144932;0,4255357;0,6629245;0,0061509;0,0886745;0,088396;0,0550404;0,0404367;0,3433484;0,7141798;0,01045;0,0008551;0,0008709;0,0005487;0,0003864;0,0033814;0,0069975;0,0001032;0,0098764;0,0097288;0,0060181;0,0045349;0,0379012;0,0789924;0,0011478;0,0094076;0,0094351;0,0059164;0,0043236;0,0369677;0,0765742;0,0011121;0,0077897;0,0078243;0,0049102;0,0035772;0,0306484;0,0634664;0,0009225;2008-09-01;0,2801534
"48";0,0394652;0,0503581;0,0935882;0,0108232;0,3076644;0,4784792;0,0048423;0,0321102;0,0458012;0,0845516;0,0084057;0,2654175;0,4168611;0,0051382;0,0305647;0,0414398;0,077117;0,0082749;0,2476781;0,3868008;0,0040688;0,0516159;0,0512923;0,0318947;0,0241912;0,2015007;0,4181258;0,0060266;0,0004918;0,0005011;0,0003149;0,0002279;0,0019639;0,0040541;5,88e-05;0,0061041;0,0059305;0,0036465;0,0028906;0,0234441;0,0488041;0,0007023;0,0069473;0,0069822;0,0043822;0,0032325;0,0274954;0,0568449;0,0008223;0,0058343;0,0058578;0,0036752;0,0027165;0,0230763;0,0477142;0,0006899;2008-10-01;0,1731335
"49";0,0294109;0,0344879;0,0635817;0,0080696;0,2159362;0,3343087;0,00356;0,0249761;0,0319232;0,058785;0,0066909;0,1926047;0,3002238;0,0035074;0,0228971;0,0291132;0,0536738;0,006172;0,1764742;0,2748573;0,0030985;0,0450667;0,0429126;0,0260727;0,0217783;0,1718903;0,3579299;0,0051777;0,0005057;0,000477;0,000287;0,0002433;0,0019011;0,0039737;5,8e-05;0,0043196;0,0041442;0,0025365;0,0020963;0,0166039;0,0345231;0,0004935;0,0059637;0,0057822;0,0035558;0,002848;0,0229725;0,0477715;0,0006852;0,0047705;0,0046606;0,0028814;0,0022762;0,018519;0,0384419;0,0005502;2008-11-01;0,1379103
"50";0,025323;0,028003;0,0513964;0,0069875;0,1790803;0,276217;0,0029207;0,0222936;0,0250332;0,0459944;0,0061656;0,1594081;0,2460594;0,0025346;0,0202143;0,0229024;0,0420809;0,0055872;0,1453894;0,2245521;0,0023051;0,0338516;0,0319419;0,0193784;0,0167454;0,1290876;0,268736;0,0038341;0,0003792;0,0003549;0,0002136;0,0001869;0,0014301;0,0029852;4,3e-05;0,0033014;0,0031419;0,0019193;0,0016367;0,0127035;0,0263969;0,0003723;0,0048033;0,0046027;0,0028138;0,002335;0,0184131;0,038321;0,0005459;0,0037901;0,0036684;0,0022579;0,0018412;0,0146717;0,0304694;0,0004316;2008-12-01;0,1139565
"51";0,0263369;0,0283834;0,0520793;0,0073422;0,1836466;0,2826326;0,0028344;0,0226661;0,024716;0,0453721;0,0063162;0,1592602;0,2452837;0,0024475;0,0206266;0,0225211;0,0413286;0,0057578;0,1451045;0,2234827;0,0021985;0,0303206;0,0287053;0,0174712;0,015094;0,1160544;0,2414988;0,0033928;0,0003478;0,0003253;0,000196;0,0001726;0,0013128;0,0027403;3,91e-05;0,0030658;0,0029129;0,0017776;0,0015268;0,0117805;0,0244928;0,000343;0,0040775;0,0038903;0,0023744;0,0020037;0,0156231;0,0325164;0,0004594;0,0032186;0,0031025;0,001906;0,0015804;0,0124524;0,0258642;0,0003628;2009-01-01;0,1106599
"52";0,0244258;0,0264597;0,0485735;0,0068094;0,1708823;0,2630685;0,0026332;0,02135;0,0233292;0,0428496;0,0059533;0,1502128;0,2313668;0,0023017;0,0193522;0,0210998;0,0387149;0,005417;0,1360182;0,2094447;0,0020298;0,0292758;0,02767;0,0167991;0,0145077;0,1115214;0,2323719;0,0032787;0,0003198;0,000301;0,0001822;0,0001584;0,0012128;0,0025295;3,59e-05;0,0028335;0,0027087;0,0016578;0,0014049;0,0109217;0,0226984;0,0003171;0,003558;0,0034189;0,0020959;0,0017464;0,0137157;0,0285124;0,0004008;0,0028544;0,002764;0,0017018;0,0013993;0,0110795;0,0229994;0,0003219;2009-02-01;0,1039695
"53";0,0314374;0,0345092;0,0634732;0,008781;0,2217649;0,341631;0,0033815;0,0267726;0,0297124;0,0546875;0,0074647;0,190222;0,2932543;0,0029132;0,0243232;0,0269692;0,0495947;0,006801;0,1727407;0,2662659;0,0025952;0,0353405;0,0335898;0,0204316;0,0173693;0,1346596;0,2807003;0,003963;0,0004014;0,0003774;0,0002276;0,0001971;0,001512;0,0031598;4,51e-05;0,0035803;0,0034141;0,0020816;0,0017597;0,0136896;0,0285136;0,0004017;0,0042143;0,0040283;0,0024585;0,0020628;0,0161225;0,0335797;0,0004742;0,0033474;0,0032299;0,0019826;0,0016364;0,0129181;0,0268558;0,0003772;2009-03-01;0,1294171
"54";0,0408531;0,0490553;0,0896466;0,0115092;0,3021067;0,4683333;0,0043968;0,0369275;0,0433436;0,0803268;0,0102712;0,2721016;0,4208573;0,0041828;0,0336121;0,0396121;0,0734029;0,0093533;0,2483766;0,3842498;0,0037929;0,0490112;0,0467616;0,0283889;0,0235288;0,1852071;0,3870744;0,005553;0,0005279;0,0005026;0,0003045;0,0002534;0,0019892;0,0041605;5,97e-05;0,0048315;0,004644;0,002834;0,0023173;0,018384;0,0383641;0,0005484;0,0048063;0,0046232;0,0028267;0,0023212;0,0183746;0,0382932;0,0005445;0,003908;0,0037791;0,0023188;0,0018861;0,0150218;0,0312663;0,0004438;2009-04-01;0,1744776
"55";0,0608216;0,0762489;0,1406248;0,0170387;0,463782;0,720637;0,0069249;0,0539051;0,0686098;0,1284835;0,0147825;0,4195015;0,6520184;0,0068102;0,0484968;0,0625619;0,1171991;0,0132876;0,3809989;0,5926462;0,0061535;0,0803435;0,0766966;0,046357;0,0376769;0,3007288;0,6302334;0,0091528;0,0008208;0,0007872;0,0004779;0,0003852;0,0030859;0,0064611;9,36e-05;0,0074606;0,0072262;0,0044213;0,0034973;0,028333;0,0591798;0,0008558;0,0066917;0,0064967;0,0039882;0,0031686;0,0256135;0,0533818;0,0007678;0,0054785;0,0053408;0,0032885;0,0025931;0,0210689;0,0438589;0,0006304;2009-05-01;0,2640186
"56";0,0606399;0,0872223;0,1575875;0,0169159;0,4967959;0,7805448;0,0075327;0,0607751;0,0812213;0,1529897;0,0167162;0,4908456;0,7645873;0,0075984;0,054462;0,0724754;0,1363391;0,0150601;0,438978;0,6835066;0,0065634;0,1050724;0,1001775;0,0601998;0,0484702;0,3892053;0,8182914;0,0119216;0,0009551;0,0009318;0,0005728;0,0004422;0,0036414;0,0075997;0,0001101;0,0092368;0,009007;0,005532;0,0042738;0,035152;0,0734042;0,0010645;0,0082944;0,0080664;0,0049566;0,0038893;0,0317524;0,0661668;0,0009553;0,0067946;0,0066319;0,0040867;0,0031849;0,0261137;0,0543647;0,0007846;2009-06-01;0,3062303
"57";0,0867082;0,1184682;0,2240312;0,0238958;0,7126165;1,1109765;0,0107881;0,0665016;0,0889399;0,1668969;0,0185054;0,537004;0,8363948;0,0077665;0,0595273;0,0800985;0,1500228;0,0165888;0,4823895;0,7516743;0,0068766;0,1166991;0,1133103;0,06911;0,0534438;0,4419738;0,923938;0,0133427;0,0011329;0,0011148;0,0006903;0,0005228;0,0043812;0,0091085;0,0001306;0,0107355;0,0105611;0,0065384;0,004952;0,0414045;0,0861501;0,0012406;0,0100546;0,0098382;0,0060632;0,0046749;0,0388437;0,0807383;0,0011596;0,0080851;0,0079536;0,0049298;0,0037708;0,0314949;0,0653237;0,0009347;2009-07-01;0,3594443
"58";0,083283;0,1173237;0,2173969;0,0232298;0,6886772;1,0774319;0,0098866;0,0736065;0,0997967;0,1870815;0,0205053;0,5986245;0,9332682;0,0086453;0,0652202;0,0893905;0,166967;0,0181906;0,5331889;0,8320413;0,007614;0,1337747;0,1302275;0,0796246;0,0610383;0,5068045;1,0596848;0,0152485;0,00117;0,0011731;0,0007366;0,000535;0,004597;0,0095225;0,0001374;0,0130259;0,0127698;0,0078727;0,0059671;0,0498577;0,1039655;0,0014943;0,0108082;0,0106971;0,0066623;0,0050141;0,0422436;0,0875707;0,0012523;0,008972;0,0088946;0,0055476;0,0041635;0,0351593;0,0728351;0,0010402;2009-08-01;0,3898605
"59";0,0437957;0,0722192;0,1248014;0,012033;0,38267;0,6094242;0,0059963;0,0537951;0,0720679;0,1333438;0,015045;0,430604;0,6715672;0,00615;0,0476469;0,06476;0,1193724;0,0133297;0,3842271;0,59997;0,005445;0,1040162;0,1014499;0,0623257;0,0479694;0,3967832;0,8279195;0,0119409;0,0008893;0,0009008;0,0005682;0,0004062;0,0035259;0,0072882;0,0001062;0,0106622;0,0104238;0,006418;0,0049189;0,0408142;0,0850835;0,0012259;0,0095384;0,009571;0,0060188;0,0044097;0,0377461;0,0780217;0,001123;0,0083678;0,0083389;0,0052224;0,0038803;0,0329448;0,0681737;0,0009764;2009-09-01;0,2787116
"60";0,0340355;0,0432965;0,0777803;0,0096178;0,2583226;0,4025206;0,0036523;0,0376766;0,0458869;0,0852218;0,0104528;0,2849295;0,4416613;0,0043253;0,0337114;0,0421878;0,07848;0,0092918;0,2595887;0,4031179;0,0040309;0,0622412;0,0601907;0,0369022;0,0295146;0,2387534;0,4969504;0,0071607;0,0005098;0,0005164;0,0003254;0,000239;0,0020425;0,0042098;6,06e-05;0,0065726;0,0063379;0,0038747;0,0031132;0,0251322;0,0523483;0,0007559;0,0071622;0,0071759;0,004511;0,0033587;0,0284739;0,0587702;0,0008435;0,0063153;0,0062752;0,0039273;0,0029722;0,0249576;0,0515749;0,0007379;2009-10-01;0,1882246
"61";0,030285;0,0338278;0,0622883;0,0084296;0,2160675;0,3332538;0,0033319;0,026979;0,0321709;0,0594072;0,007386;0,2002183;0,3103025;0,0033266;0,0245688;0,0292574;0,0540331;0,0067492;0,182417;0,2826265;0,0029587;0,0444992;0,0422984;0,0256777;0,0215497;0,1690682;0,3525234;0,0050752;0,000446;0,0004273;0,0002611;0,0002163;0,0017076;0,0035548;5,07e-05;0,0042831;0,0041105;0,0025156;0,0020779;0,0164461;0,0342104;0,0004883;0,0060111;0,0058188;0,0035744;0,0028712;0,0231227;0,0480979;0,0006903;0,0048537;0,0047274;0,0029183;0,0023193;0,0188173;0,0390649;0,0005594;2009-11-01;0,1419259
"62";0,0254974;0,0278877;0,0511811;0,0070586;0,1792098;0,2761709;0,002876;0,0226127;0,0250047;0,0459318;0,0062733;0,1601909;0,2469881;0,0025185;0,0206086;0,022734;0,0417455;0,0057348;0,1458835;0,2248585;0,0022448;0,0331696;0,0313406;0,0190281;0,0164218;0,1264327;0,2633407;0,0037316;0,0003703;0,0003472;0,0002094;0,0001829;0,0013986;0,0029193;4,17e-05;0,0032898;0,0031295;0,0019101;0,0016303;0,0126342;0,0262709;0,0003698;0,0048579;0,0046444;0,0028339;0,002361;0,0185693;0,0386735;0,0005516;0,0038267;0,0036976;0,0022736;0,0018597;0,0147934;0,0307302;0,0004357;2009-12-01;0,114233
"63";0,026364;0,0283732;0,0520564;0,0073529;0,1836825;0,2826574;0,0028288;0,0227097;0,0248761;0,0456811;0,0063149;0,1599707;0,2464734;0,0024891;0,0207086;0,0225843;0,0414464;0,0057794;0,1455611;0,2241717;0,0022113;0,0301229;0,0285367;0,01737;0,0149932;0,1152651;0,239913;0,0033625;0,0003454;0,0003232;0,0001948;0,0001715;0,0013035;0,0027216;3,87e-05;0,0030815;0,0029237;0,0017816;0,001534;0,0118109;0,0245741;0,000344;0,0041012;0,0039072;0,0023814;0,0020146;0,0156761;0,0326487;0,0004613;0,003268;0,0031409;0,0019257;0,0016048;0,0126022;0,0261957;0,0003679;2010-01-01;0,1107013
"64";0,0240622;0,0256791;0,0470018;0,0067679;0,1667164;0,2563447;0,0024429;0,0212385;0,02358;0,0433454;0,0058913;0,1508451;0,2326309;0,0023734;0,0193885;0,0213102;0,0391378;0,0054088;0,1369609;0,2110282;0,0020812;0,0291005;0,0275298;0,0167244;0,0144218;0,1109397;0,2311292;0,0032568;0,000326;0,0003057;0,0001844;0,0001613;0,0012304;0,0025694;3,65e-05;0,0029278;0,002781;0,0016941;0,0014511;0,011203;0,0233232;0,0003271;0,0036766;0,0035101;0,0021416;0,0018045;0,0140681;0,0292972;0,0004131;0,0029563;0,0028429;0,0017428;0,0014502;0,0113935;0,0236897;0,0003326;2010-02-01;0,1036764
"65";0,0314065;0,0346525;0,0637697;0,008757;0,2222824;0,3425573;0,0034169;0,0266271;0,0299901;0,055253;0,0073896;0,1909256;0,2946656;0,0029884;0,0242684;0,0273477;0,0503714;0,0067464;0,1741422;0,2687498;0,0026905;0,0338168;0,0324002;0,0198154;0,016615;0,1298915;0,2702836;0,0037951;0,0003943;0,0003718;0,0002248;0,0001937;0,0014898;0,0031113;4,42e-05;0,0035497;0,0033893;0,0020678;0,0017442;0,0135836;0,02829;0,0003979;0,0042115;0,0040247;0,0024552;0,0020609;0,0160979;0,0335383;0,0004734;0,0033723;0,0032485;0,0019916;0,0016486;0,0129876;0,0270145;0,0003796;2010-03-01;0,1276466
"66";0,045658;0,0532472;0,0986271;0,0127289;0,3347405;0,5175217;0,0051227;0,0372368;0,0443037;0,0822507;0,0102924;0,2767998;0,428558;0,00439;0,0337588;0,0409511;0,0760843;0,009285;0,2540375;0,3938606;0,0041062;0,0469148;0,0451121;0,0275477;0,0225108;0,1787338;0,3728392;0,0053305;0,000533;0,0005067;0,0003067;0,0002559;0,0020057;0,0041962;6,03e-05;0,0047388;0,0045703;0,0027944;0,0022706;0,0180776;0,0377064;0,0005382;0,0048339;0,0046444;0,0028367;0,0023341;0,0184481;0,0384647;0,0005471;0,0039033;0,0037746;0,0023149;0,0018826;0,0149882;0,0312081;0,0004428;2010-04-01;0,1775774
"67";0,0588127;0,0748649;0,1374621;0,0164917;0,4512198;0,7020952;0,006724;0,0536335;0,0695777;0,130346;0,0146037;0,4221172;0,6570569;0,0070808;0,0490265;0,0624004;0,1168307;0,0134816;0,3818318;0,5933875;0,006083;0,0785616;0,075118;0,0454757;0,0368605;0,2942782;0,616705;0,0089422;0,0007902;0,0007614;0,0004637;0,0003703;0,0029796;0,0062353;9,02e-05;0,0073354;0,0071163;0,0043542;0,003431;0,0278249;0,0581518;0,0008414;0,0065699;0,0063915;0,0039233;0,0031025;0,0251175;0,0523816;0,0007534;0,00534;0,0052221;0,0032155;0,0025176;0,020513;0,0427327;0,0006145;2010-05-01;0,2600698
"68";0,0754675;0,0978545;0,181463;0,021078;0,5892677;0,917291;0,0088876;0,0640024;0,0881264;0,1660043;0,0172554;0,5244009;0,8191726;0,009066;0,0571462;0,0801403;0,1509733;0,0153741;0,4741473;0,7415118;0,0081872;0,1050558;0,1005995;0,060703;0,0484685;0,3916958;0,8220472;0,0119578;0,0011044;0,0010565;0,0006375;0,0005106;0,0041118;0,0086333;0,0001255;0,0088936;0,008734;0,0053858;0,0040981;0,0339937;0,0709268;0,0010321;0,0085216;0,0082467;0,0050432;0,0039908;0,032348;0,0675672;0,0009774;0,0071346;0,0069084;0,0042281;0,0033431;0,0271307;0,0566388;0,000819;2010-06-01;0,3273261
"69";0,090632;0,1194653;0,2250867;0,0250961;0,7245372;1,1274518;0,0110266;0,0661739;0,0977526;0,1846412;0,0176793;0,5693714;0,8931285;0,0098942;0,0607625;0,087337;0,1653741;0,0165192;0,5165839;0,8080948;0,0081858;0,1293732;0,1236271;0,0740745;0,0588369;0,4773437;1,004957;0,0146881;0,0011591;0,0011313;0,0006953;0,000534;0,0044155;0,0092179;0,0001333;0,0109243;0,0106832;0,006572;0,0050217;0,0415865;0,0868497;0,0012602;0,0096676;0,0094411;0,0058139;0,0044996;0,0370379;0,0771858;0,001116;0,0079395;0,0077787;0,0048023;0,0036938;0,0305267;0,0635602;0,0009189;2010-07-01;0,3766321
"70";0,0649169;0,1063916;0,1878526;0,0178563;0,5707821;0,9067948;0,0090445;0,0739271;0,1072988;0,2038427;0,0201413;0,6341751;0,9921731;0,0098848;0,0669839;0,0961627;0,182677;0,0183753;0,5716258;0,8934234;0,0085446;0,1299668;0,1273863;0,0783853;0,059353;0,4974546;1,0373102;0,0148633;0,0012266;0,0012221;0,0007643;0,0005626;0,0047963;0,0099463;0,0001427;0,0120534;0,0119431;0,0074311;0,0055179;0,0466795;0,0970512;0,0013998;0,0112074;0,0110338;0,0068379;0,0051921;0,0434952;0,0903278;0,0012934;0,0091855;0,0090785;0,0056458;0,0042589;0,0358552;0,07435;0,0010621;2010-08-01;0,3694676
"71";0,0453699;0,0749669;0,1293242;0,0124497;0,3950877;0,629611;0,0063807;0,0577788;0,0830095;0,1565737;0,0155828;0,4888495;0,7653069;0,0081332;0,0510801;0,0724522;0,1368657;0,0139595;0,4309148;0,6734928;0,0065912;0,1126433;0,1094748;0,0667318;0,0514378;0,426755;0,8920492;0,0128983;0,0009223;0,0009295;0,0005857;0,0004239;0,003655;0,0075538;0,0001092;0,0101123;0,0099675;0,0061812;0,0046663;0,0390947;0,0812941;0,0011712;0,0097447;0,0097474;0,0061189;0,0045121;0,0384742;0,0795664;0,0011426;0,0085378;0,0084914;0,0053106;0,0039621;0,0335787;0,0694992;0,0009928;2010-09-01;0,2961892
"72";0,0429779;0,051119;0,094801;0,0119151;0,3196133;0,4947859;0,0049521;0,0368544;0,0483071;0,0897985;0,0099392;0,2906925;0,453274;0,0050635;0,0318518;0,0432346;0,0802261;0,0084992;0,25633;0,4008187;0,004641;0,0708578;0,0677385;0,0408709;0,0331017;0,2666453;0,5576397;0,0081882;0,0006461;0,0006287;0,0003876;0,0003067;0,0025005;0,0051926;7,46e-05;0,0062599;0,0060815;0,0037438;0,002971;0,024167;0,0502192;0,000722;0,0073249;0,0073129;0,0045891;0,0034411;0,0290498;0,0599878;0,0008597;0,0064022;0,0063526;0,003973;0,0030158;0,025294;0,0522687;0,0007467;2010-10-01;0,203175
"73";0,0301474;0,034913;0,0643597;0,0082638;0,2193833;0,3394099;0,0036775;0,0270448;0,0323503;0,0597299;0,0073849;0,2009222;0,311507;0,0033921;0,0244598;0,0294895;0,0544529;0,0066837;0,1827682;0,2834803;0,0030506;0,0469861;0,0443456;0,0267178;0,0226569;0,1768192;0,3695142;0,0053729;0,0004986;0,0004707;0,0002837;0,0002406;0,0018769;0,0039221;5,7e-05;0,0043925;0,0042055;0,0025695;0,0021309;0,0168395;0,035036;0,0005014;0,0060864;0,0058852;0,0036123;0,0029075;0,0233897;0,048663;0,0006987;0,0048477;0,0047251;0,002918;0,0023157;0,0187997;0,0390278;0,0005588;2010-11-01;0,1444633
"74";0,0256673;0,0277339;0,0508845;0,007133;0,1791685;0,2758354;0,0028191;0,0226281;0,0250987;0,0461094;0,0062692;0,1605634;0,2476285;0,002544;0,0206896;0,0228165;0,0419005;0,0057539;0,1464047;0,2256645;0,0022636;0,0341518;0,0321135;0,019417;0,0168877;0,1294329;0,269946;0,0038452;0,0003821;0,0003566;0,000214;0,0001884;0,0014342;0,0029979;4,31e-05;0,0033163;0,0031506;0,0019209;0,0016432;0,0127156;0,0264504;0,0003727;0,0048444;0,0046318;0,0028254;0,0023537;0,0185009;0,0385446;0,0005492;0,0037824;0,0036602;0,0022508;0,0018357;0,0146145;0,0303702;0,0004299;2010-12-01;0,115462
