"";"id";"YEAR";"Month";"Ca";"Mg";"K";"Na";"Al";"Si";"P";"group_id";"Date"
"73";"C:/Users/siahl/Documents/NutsforSEDLN/80_BO/Output data/Weathering/Weathering Layer 1.csv";2011;1;0,1320215;0,1483331;0,2643095;0,0376897;0,9237853;1,4279064;0,0128273;"Layer 1";2011-01-01
"74";"C:/Users/siahl/Documents/NutsforSEDLN/80_BO/Output data/Weathering/Weathering Layer 1.csv";2011;2;0,1153595;0,1459991;0,2600605;0,0289635;0,8468186;1,3289319;0,0219164;"Layer 1";2011-02-01
"75";"C:/Users/siahl/Documents/NutsforSEDLN/80_BO/Output data/Weathering/Weathering Layer 1.csv";2011;3;0,149602;0,194759;0,3489892;0,0377656;1,1236038;1,7648753;0,0280642;"Layer 1";2011-03-01
"76";"C:/Users/siahl/Documents/NutsforSEDLN/80_BO/Output data/Weathering/Weathering Layer 1.csv";2011;4;0,2142178;0,2987027;0,5367896;0,0529003;1,6768255;2,6473649;0,0440868;"Layer 1";2011-04-01
"77";"C:/Users/siahl/Documents/NutsforSEDLN/80_BO/Output data/Weathering/Weathering Layer 1.csv";2011;5;0,2995325;0,4386611;0,7854643;0,0714447;2,4010954;3,809927;0,0690391;"Layer 1";2011-05-01
"78";"C:/Users/siahl/Documents/NutsforSEDLN/80_BO/Output data/Weathering/Weathering Layer 1.csv";2011;6;0,3580962;0,5476624;0,9823834;0,0845164;2,9580772;4,706459;0,0853473;"Layer 1";2011-06-01
"79";"C:/Users/siahl/Documents/NutsforSEDLN/80_BO/Output data/Weathering/Weathering Layer 1.csv";2011;7;0,4198866;0,6776237;1,2457256;0,1056426;3,7111063;5,8872886;0,0830677;"Layer 1";2011-07-01
"80";"C:/Users/siahl/Documents/NutsforSEDLN/80_BO/Output data/Weathering/Weathering Layer 1.csv";2011;8;0,3369882;0,5339632;0,9212499;0,0722415;2,7819428;4,4683485;0,0955343;"Layer 1";2011-08-01
"81";"C:/Users/siahl/Documents/NutsforSEDLN/80_BO/Output data/Weathering/Weathering Layer 1.csv";2011;9;0,2800807;0,4507821;0,8062794;0,0671673;2,4243772;3,8638992;0,0621394;"Layer 1";2011-09-01
"82";"C:/Users/siahl/Documents/NutsforSEDLN/80_BO/Output data/Weathering/Weathering Layer 1.csv";2011;10;0,1691931;0,2495789;0,4442699;0,0417216;1,3808476;2,1882045;0,033979;"Layer 1";2011-10-01
"83";"C:/Users/siahl/Documents/NutsforSEDLN/80_BO/Output data/Weathering/Weathering Layer 1.csv";2011;11;0,1523295;0,1981452;0,3601912;0,0400837;1,1664881;1,8251697;0,02404;"Layer 1";2011-11-01
"84";"C:/Users/siahl/Documents/NutsforSEDLN/80_BO/Output data/Weathering/Weathering Layer 1.csv";2011;12;0,1338691;0,1631258;0,2964673;0,0357288;0,986217;1,5355822;0,0194938;"Layer 1";2011-12-01
"85";"C:/Users/siahl/Documents/NutsforSEDLN/80_BO/Output data/Weathering/Weathering Layer 1.csv";2012;1;0,15056;0,1686299;0,3086337;0,0418058;1,0674763;1,6481876;0,0171913;"Layer 1";2012-01-01
"86";"C:/Users/siahl/Documents/NutsforSEDLN/80_BO/Output data/Weathering/Weathering Layer 1.csv";2012;2;0,1182367;0,1495576;0,2680158;0,030165;0,8740671;1,3696141;0,0211792;"Layer 1";2012-02-01
"87";"C:/Users/siahl/Documents/NutsforSEDLN/80_BO/Output data/Weathering/Weathering Layer 1.csv";2012;3;0,1484551;0,1931642;0,3453879;0,0372585;1,1116357;1,7469529;0,0284313;"Layer 1";2012-03-01
"88";"C:/Users/siahl/Documents/NutsforSEDLN/80_BO/Output data/Weathering/Weathering Layer 1.csv";2012;4;0,2117442;0,2947063;0,5278567;0,051816;1,6489031;2,6051121;0,0448137;"Layer 1";2012-04-01
"89";"C:/Users/siahl/Documents/NutsforSEDLN/80_BO/Output data/Weathering/Weathering Layer 1.csv";2012;5;0,3021307;0,4432462;0,7955573;0,0725355;2,4312587;3,8559906;0,068446;"Layer 1";2012-05-01
"90";"C:/Users/siahl/Documents/NutsforSEDLN/80_BO/Output data/Weathering/Weathering Layer 1.csv";2012;6;0,3559429;0,542838;0,9716047;0,0834891;2,9273028;4,6592269;0,0861372;"Layer 1";2012-06-01
"91";"C:/Users/siahl/Documents/NutsforSEDLN/80_BO/Output data/Weathering/Weathering Layer 1.csv";2012;7;0,4180955;0,6748146;1,2392453;0,1048957;3,6911149;5,8570914;0,0834914;"Layer 1";2012-07-01
"92";"C:/Users/siahl/Documents/NutsforSEDLN/80_BO/Output data/Weathering/Weathering Layer 1.csv";2012;8;0,3361128;0,5317419;0,9165148;0,0718656;2,7691078;4,4483066;0,0957238;"Layer 1";2012-08-01
"93";"C:/Users/siahl/Documents/NutsforSEDLN/80_BO/Output data/Weathering/Weathering Layer 1.csv";2012;9;0,2749845;0,4377873;0,7765498;0,0645498;2,3417552;3,7369783;0,0644484;"Layer 1";2012-09-01
"94";"C:/Users/siahl/Documents/NutsforSEDLN/80_BO/Output data/Weathering/Weathering Layer 1.csv";2012;10;0,1581257;0,2256097;0,3909239;0,0364509;1,2268127;1,9520818;0,0380626;"Layer 1";2012-10-01
"95";"C:/Users/siahl/Documents/NutsforSEDLN/80_BO/Output data/Weathering/Weathering Layer 1.csv";2012;11;0,1709039;0,1986511;0,3644579;0,0475525;1,2420576;1,9217746;0,0194316;"Layer 1";2012-11-01
"96";"C:/Users/siahl/Documents/NutsforSEDLN/80_BO/Output data/Weathering/Weathering Layer 1.csv";2012;12;0,1374408;0,1643512;0,2996503;0,0371223;1,0057381;1,5625212;0,0187255;"Layer 1";2012-12-01
"97";"C:/Users/siahl/Documents/NutsforSEDLN/80_BO/Output data/Weathering/Weathering Layer 1.csv";2013;1;0,1447384;0,1708492;0,3121558;0,0393545;1,0534346;1,6343305;0,0189842;"Layer 1";2013-01-01
"98";"C:/Users/siahl/Documents/NutsforSEDLN/80_BO/Output data/Weathering/Weathering Layer 1.csv";2013;2;0,1146498;0,1453051;0,2586007;0,0287281;0,8416709;1,3212153;0,0219276;"Layer 1";2013-02-01
"99";"C:/Users/siahl/Documents/NutsforSEDLN/80_BO/Output data/Weathering/Weathering Layer 1.csv";2013;3;0,1545532;0,2006427;0,3624249;0,0398871;1,1706163;1,8346726;0,0266178;"Layer 1";2013-03-01
"100";"C:/Users/siahl/Documents/NutsforSEDLN/80_BO/Output data/Weathering/Weathering Layer 1.csv";2013;4;0,2110361;0,2940138;0,5264519;0,0516103;1,6441467;2,5979013;0,0447388;"Layer 1";2013-04-01
"101";"C:/Users/siahl/Documents/NutsforSEDLN/80_BO/Output data/Weathering/Weathering Layer 1.csv";2013;5;0,2968814;0,4343422;0,7761101;0,0704184;2,3729801;3,7669265;0,0694088;"Layer 1";2013-05-01
"102";"C:/Users/siahl/Documents/NutsforSEDLN/80_BO/Output data/Weathering/Weathering Layer 1.csv";2013;6;0,358693;0,5506278;0,9894761;0,0851196;2,9775147;4,7361751;0,08429;"Layer 1";2013-06-01
"103";"C:/Users/siahl/Documents/NutsforSEDLN/80_BO/Output data/Weathering/Weathering Layer 1.csv";2013;7;0,4186721;0,676157;1,2427247;0,1052814;3,7016633;5,8728151;0,0829521;"Layer 1";2013-07-01
"104";"C:/Users/siahl/Documents/NutsforSEDLN/80_BO/Output data/Weathering/Weathering Layer 1.csv";2013;8;0,3367203;0,5330356;0,919201;0,072084;2,7764711;4,459836;0,0957017;"Layer 1";2013-08-01
"105";"C:/Users/siahl/Documents/NutsforSEDLN/80_BO/Output data/Weathering/Weathering Layer 1.csv";2013;9;0,2747923;0,4372024;0,7751951;0,0644345;2,3380399;3,7312715;0,0645778;"Layer 1";2013-09-01
"106";"C:/Users/siahl/Documents/NutsforSEDLN/80_BO/Output data/Weathering/Weathering Layer 1.csv";2013;10;0,1580163;0,2250435;0,389609;0,0363377;1,223215;1,9465578;0,038262;"Layer 1";2013-10-01
"107";"C:/Users/siahl/Documents/NutsforSEDLN/80_BO/Output data/Weathering/Weathering Layer 1.csv";2013;11;0,1714293;0,199509;0,3661201;0,047637;1,2465125;1,9289351;0,0196739;"Layer 1";2013-11-01
"108";"C:/Users/siahl/Documents/NutsforSEDLN/80_BO/Output data/Weathering/Weathering Layer 1.csv";2013;12;0,1226494;0,1539385;0,27528;0,0312514;0,9010553;1,4115728;0,0220086;"Layer 1";2013-12-01
"109";"C:/Users/siahl/Documents/NutsforSEDLN/80_BO/Output data/Weathering/Weathering Layer 1.csv";2014;1;0,1338814;0,1493589;0,2667778;0,0382092;0,9343417;1,4432436;0,0129869;"Layer 1";2014-01-01
"110";"C:/Users/siahl/Documents/NutsforSEDLN/80_BO/Output data/Weathering/Weathering Layer 1.csv";2014;2;0,1147918;0,1451924;0,2582556;0,0287122;0,8408587;1,3199888;0,0220972;"Layer 1";2014-02-01
"111";"C:/Users/siahl/Documents/NutsforSEDLN/80_BO/Output data/Weathering/Weathering Layer 1.csv";2014;3;0,1490128;0,1939622;0,3471922;0,037509;1,1175947;1,7558826;0,0282427;"Layer 1";2014-03-01
"112";"C:/Users/siahl/Documents/NutsforSEDLN/80_BO/Output data/Weathering/Weathering Layer 1.csv";2014;4;0,2129721;0,2966174;0,5320923;0,0523332;1,6621716;2,6252081;0,0445113;"Layer 1";2014-04-01
"113";"C:/Users/siahl/Documents/NutsforSEDLN/80_BO/Output data/Weathering/Weathering Layer 1.csv";2014;5;0,2981775;0,435684;0,7787806;0,070769;2,3816285;3,7801685;0,0696272;"Layer 1";2014-05-01
"114";"C:/Users/siahl/Documents/NutsforSEDLN/80_BO/Output data/Weathering/Weathering Layer 1.csv";2014;6;0,3564955;0,5438054;0,9736927;0,0837003;2,9334023;4,6686044;0,0860721;"Layer 1";2014-06-01
"115";"C:/Users/siahl/Documents/NutsforSEDLN/80_BO/Output data/Weathering/Weathering Layer 1.csv";2014;7;0,4171986;0,6731088;1,2350953;0,1044344;3,67851;5,8381467;0,0839432;"Layer 1";2014-07-01
"116";"C:/Users/siahl/Documents/NutsforSEDLN/80_BO/Output data/Weathering/Weathering Layer 1.csv";2014;8;0,3368019;0,5324822;0,9178054;0,0719892;2,7729392;4,4544134;0,0960187;"Layer 1";2014-08-01
"117";"C:/Users/siahl/Documents/NutsforSEDLN/80_BO/Output data/Weathering/Weathering Layer 1.csv";2014;9;0,2784016;0,4465691;0,7965809;0,0663037;2,3973153;3,8223929;0,0629082;"Layer 1";2014-09-01
"118";"C:/Users/siahl/Documents/NutsforSEDLN/80_BO/Output data/Weathering/Weathering Layer 1.csv";2014;10;0,167642;0,2464814;0,4372233;0,0409841;1,3600401;2,1565211;0,0345657;"Layer 1";2014-10-01
"119";"C:/Users/siahl/Documents/NutsforSEDLN/80_BO/Output data/Weathering/Weathering Layer 1.csv";2014;11;0,1517063;0,1976756;0,3590484;0,0398217;1,1616901;1,818258;0,0242213;"Layer 1";2014-11-01
"120";"C:/Users/siahl/Documents/NutsforSEDLN/80_BO/Output data/Weathering/Weathering Layer 1.csv";2014;12;0,1333079;0,1628566;0,2957959;0,0355051;0,9827437;1,5307006;0,0196266;"Layer 1";2014-12-01
