"","WTH_80_LNBAS_SUM","WTH_80_HNBAS_SUM","WTH_80_LNSED_SUM","WTH_80_HNSED_SUM","BO_80_LNBAS_SUM","BO_80_HNBAS_SUM","BO_80_LNSED_SUM","BO_80_HNSED_SUM","BO_40_LNBAS_SUM","BO_40_HNBAS_SUM","BO_40_LNSED_SUM","BO_40_HNSED_SUM","WTH_40_LNBAS_SUM","WTH_40_HNBAS_SUM","WTH_40_LNSED_SUM","WTH_40_HNSED_SUM"
"1",2233413.9033203,1126184.3585859,3706126.1923827,1087212.6396483,2484666.2021483,509829.0469972,3352929.9511716,1124447.4257813,1707843.5751951,499690.8934331,1947428.2392579,775456.9838867,1323434.0573047,500809.0535889,2303993.3564454,762460.218262
