"";"Month";"Year";"Dry weight";"Ca";"Mg";"K";"S";"P";"Date"
"266";2;2027;27235,0175781;41,043663;6,7591743;26,828516;2,9755571;5,3850107;2027-02-01
"267";3;2027;27237,4824219;41,043663;6,7591743;26,828537;2,9755926;5,3850684;2027-03-01
"268";4;2027;27268,3007812;41,0487404;6,7598777;26,8310642;2,9768238;5,3868761;2027-04-01
"269";5;2027;27329,9394531;41,1319084;6,7762146;26,8931961;2,9840424;5,4007554;2027-05-01
"270";6;2027;27369,3867188;41,1961441;6,7866707;26,9352779;2,988662;5,4037805;2027-06-01
"271";7;2027;27408,8359375;41,2603798;6,7971258;26,9773598;2,9932818;5,4066577;2027-07-01
"272";8;2027;27443,3515625;41,3165855;6,8062749;27,014183;2,997324;5,410171;2027-08-01
"273";9;2027;27475,4023438;41,3687782;6,8147702;27,0483742;3,0010777;5,4135385;2027-09-01
"274";10;2027;27476,6367188;41,3707886;6,8150969;27,0496922;3,0012167;5,4137597;2027-10-01
"275";11;2027;27477,8691406;41,3721123;6,8153601;27,0502415;3,001231;5,4137897;2027-11-01
"276";12;2027;27479,1015625;41,3721123;6,8153601;27,0502911;3,0012455;5,4138198;2027-12-01
"277";1;2028;27480,2226562;41,3721123;6,8153591;27,0503044;3,0012529;5,4138341;2028-01-01
"278";2;2028;27481,34375;41,3721123;6,8153591;27,0503159;3,0012629;5,4138522;2028-02-01
"279";3;2028;27483,5839844;41,3721123;6,8153591;27,0503368;3,0012953;5,4139051;2028-03-01
"280";4;2028;27511,6015625;41,3767509;6,816;27,0526352;3,0024183;5,4155521;2028-04-01
"281";5;2028;27567,6367188;41,4523354;6,8308506;27,1089611;3,0089805;5,4281316;2028-05-01
"282";6;2028;27603,4980469;41,5107307;6,8403554;27,1472187;3,0131803;5,4308949;2028-06-01
"283";7;2028;27639,359375;41,5691223;6,8498611;27,1854725;3,0173798;5,433836;2028-07-01
"284";8;2028;27670,7402344;41,6202164;6,8581781;27,2189465;3,021055;5,4369745;2028-08-01
"285";9;2028;27699,8789062;41,6676636;6,865901;27,2500305;3,024467;5,4399981;2028-09-01
"286";10;2028;27700,9980469;41,669487;6,8661981;27,2512264;3,0245917;5,4402018;2028-10-01
"287";11;2028;27702,1191406;41,6707077;6,866437;27,2517223;3,0246046;5,4402289;2028-11-01
"288";12;2028;27703,2402344;41,6707077;6,866437;27,2517681;3,0246179;5,4402566;2028-12-01
"289";1;2029;27704,359375;41,6707077;6,866437;27,2517796;3,0246255;5,4402709;2029-01-01
"290";2;2029;27705,4804688;41,6707077;6,866437;27,2517948;3,0246356;5,440289;2029-02-01
"291";3;2029;27707,7226562;41,6707077;6,866437;27,2518177;3,0246675;5,4403415;2029-03-01
"292";4;2029;27735,7402344;41,675354;6,8670788;27,2541218;3,0257907;5,441987;2029-04-01
"293";5;2029;27791,7753906;41,7516975;6,8819299;27,3113308;3,0323527;5,4547415;2029-05-01
"294";6;2029;27827,6367188;41,8100967;6,8914356;27,3495846;3,0365524;5,4584689;2029-06-01
"295";7;2029;27863,4980469;41,8684921;6,9009404;27,3878403;3,0407522;5,4612207;2029-07-01
"296";8;2029;27894,8789062;41,9195862;6,9092574;27,4213142;3,0444269;5,4644618;2029-08-01
"297";9;2029;27924,015625;41,9670372;6,9169803;27,4523983;3,0478392;5,4675584;2029-09-01
"298";10;2029;27925,1367188;41,9688568;6,9172783;27,4535923;3,0479708;5,4677525;2029-10-01
"299";11;2029;27926,2578125;41,9701347;6,9175272;27,4541206;3,0479844;5,4677792;2029-11-01
"300";12;2029;27927,3789062;41,9701347;6,9175272;27,4541645;3,047998;5,4678054;2029-12-01
"301";1;2030;27928,6113281;41,9701347;6,9175272;27,4541798;3,0480053;5,4678202;2030-01-01
"302";2;2030;27929,84375;41,9701347;6,9175267;27,4541931;3,0480158;5,4678378;2030-02-01
"303";3;2030;27932,3085938;41,9701347;6,9175267;27,4542179;3,0480492;5,4678917;2030-03-01
"304";4;2030;27963,1269531;41,9750786;6,9182048;27,4566555;3,0492325;5,4696226;2030-04-01
"305";5;2030;28024,765625;42,0588684;6,9345417;27,5195179;3,0564511;5,4835997;2030-05-01
"306";6;2030;28064,2148438;42,1231079;6,9449973;27,5615997;3,0610707;5,4868255;2030-06-01
"307";7;2030;28103,6621094;42,1873398;6,9554534;27,6036854;3,0656903;5,4897165;2030-07-01
"308";8;2030;28138,1796875;42,2435455;6,964602;27,6405067;3,0697327;5,4931931;2030-08-01
"309";9;2030;28170,2304688;42,295742;6,9730968;27,6746998;3,0734861;5,4964976;2030-09-01
"310";10;2030;28171,4628906;42,2977486;6,9734244;27,6760159;3,0736303;5,496707;2030-10-01
"311";11;2030;28172,6953125;42,2991028;6,9736929;27,67659;3,0736449;5,496736;2030-11-01
"312";12;2030;28173,9277344;42,2991028;6,9736929;27,6766434;3,0736597;5,4967651;2030-12-01
"313";1;2031;28175,0488281;42,299099;6,9736929;27,6766548;3,073667;5,4967794;2031-01-01
"314";2;2031;28176,1699219;42,299099;6,9736929;27,6766682;3,0736771;5,4967966;2031-02-01
"315";3;2031;28178,4101562;42,299099;6,9736929;27,6766949;3,073709;5,4968486;2031-03-01
"316";4;2031;28206,4277344;42,3037186;6,9743319;27,6789913;3,074825;5,4984798;2031-04-01
"317";5;2031;28262,4628906;42,3802681;6,9891839;27,7364578;3,081387;5,5112343;2031-05-01
"318";6;2031;28298,3242188;42,4386635;6,9986887;27,7747154;3,0855868;5,5146928;2031-06-01
"319";7;2031;28334,1875;42,4970589;7,008193;27,8129692;3,0897865;5,5173759;2031-07-01
"320";8;2031;28365,5664062;42,5481529;7,01651;27,8464451;3,0934615;5,520597;2031-08-01
"321";9;2031;28394,7050781;42,5956001;7,0242329;27,8775291;3,0968738;5,5234079;2031-09-01
"322";10;2031;28395,8242188;42,5974274;7,0245299;27,8787212;3,0970049;5,5235958;2031-10-01
"323";11;2031;28396,9453125;42,5986748;7,0247788;27,8792515;3,0970192;5,5236216;2031-11-01
"324";12;2031;28398,0664062;42,5986748;7,0247788;27,879303;3,0970325;5,5236478;2031-12-01
"325";1;2032;28399,2988281;42,5986748;7,0247784;27,8793163;3,0970407;5,5236626;2032-01-01
"326";2;2032;28400,53125;42,5986748;7,0247784;27,8793335;3,0970516;5,5236821;2032-02-01
"327";3;2032;28402,9980469;42,5986748;7,0247784;27,8793583;3,0970867;5,5237379;2032-03-01
"328";4;2032;28433,8164062;42,6037254;7,0254788;27,8818798;3,0983088;5,5255227;2032-04-01
"329";5;2032;28495,453125;42,6885033;7,0418158;27,945919;3,1055272;5,5396914;2032-05-01
"330";6;2032;28534,9023438;42,7527351;7,0522709;27,9880009;3,1101468;5,5454783;2032-06-01
"331";7;2032;28574,3515625;42,8169708;7,0627275;28,0300846;3,1147664;5,5485201;2032-07-01
"332";8;2032;28608,8671875;42,8731804;7,071876;28,0669079;3,1188087;5,5522594;2032-08-01
"333";9;2032;28640,9179688;42,9253769;7,0803709;28,101099;3,1225622;5,5556841;2032-09-01
"334";10;2032;28642,1503906;42,9273834;7,0806971;28,102417;3,1227064;5,5558882;2032-10-01
"335";11;2032;28643,3828125;42,928772;7,0809765;28,1030178;3,1227248;5,5559163;2032-11-01
"336";12;2032;28644,6171875;42,928772;7,0809774;28,1030693;3,1227393;5,5559454;2032-12-01
"337";1;2033;28645,8496094;42,928772;7,0809774;28,1030846;3,1227474;5,5559602;2033-01-01
"338";2;2033;28647,0820312;42,9287682;7,0809765;28,1030998;3,1227584;5,5559793;2033-02-01
"339";3;2033;28649,5488281;42,9287682;7,0809765;28,1031246;3,1227932;5,5560346;2033-03-01
"340";4;2033;28680,3671875;42,9338188;7,081677;28,1056461;3,1240129;5,5578151;2033-04-01
"341";5;2033;28742,0039062;43,0190926;7,0980148;28,1702805;3,1312311;5,5720892;2033-05-01
"342";6;2033;28781,453125;43,0833244;7,1084714;28,2123642;3,1358509;5,5779009;2033-06-01
"343";7;2033;28820,9003906;43,1475677;7,1189275;28,2544479;3,1404705;5,580997;2033-07-01
"344";8;2033;28855,4179688;43,2037697;7,1280756;28,2912693;3,1445127;5,5847397;2033-08-01
"345";9;2033;28887,46875;43,2559624;7,1365709;28,3254623;3,1482663;5,5882173;2033-09-01
"346";10;2033;28888,7011719;43,2579689;7,1368976;28,3267803;3,148411;5,5884209;2033-10-01
"347";11;2033;28889,9335938;43,2593727;7,1371813;28,3274002;3,1484308;5,5884485;2033-11-01
"348";12;2033;28891,1679688;43,2593727;7,1371813;28,3274555;3,1484456;5,5884767;2033-12-01
"349";1;2034;28892,4003906;43,2593727;7,1371813;28,327467;3,1484532;5,5884905;2034-01-01
"350";2;2034;28893,6328125;43,2593727;7,1371813;28,3274841;3,1484632;5,5885086;2034-02-01
"351";3;2034;28896,0976562;43,2593727;7,1371813;28,3275051;3,1484959;5,5885606;2034-03-01
"352";4;2034;28926,9160156;43,264286;7,1378574;28,329937;3,1496689;5,5902696;2034-04-01
"353";5;2034;28988,5546875;43,3496819;7,1541948;28,3947124;3,1568873;5,6045613;2034-05-01
"354";6;2034;29028,0039062;43,4139099;7,16465;28,4367943;3,1615069;5,610373;2034-06-01
"355";7;2034;29067,4511719;43,4781532;7,1751075;28,478878;3,1661265;5,6176515;2034-07-01
"356";8;2034;29101,96875;43,5343628;7,1842551;28,5156994;3,1701689;5,621325;2034-08-01
"357";9;2034;29134,0195312;43,5865479;7,1927509;28,5498943;3,1739223;5,624979;2034-09-01
"358";10;2034;29135,2519531;43,5885544;7,1930776;28,5512104;3,174067;5,6251831;2034-10-01
"359";11;2034;29136,484375;43,5899696;7,1933632;28,5518322;3,1740875;5,6252112;2034-11-01
"360";12;2034;29137,7167969;43,5899696;7,1933632;28,5518894;3,1741023;5,6252389;2034-12-01
"361";1;2035;29138,8378906;43,5899734;7,1933632;28,5519009;3,1741097;5,6252522;2035-01-01
"362";2;2035;29139,9589844;43,5899734;7,1933632;28,5519161;3,1741197;5,6252694;2035-02-01
"363";3;2035;29142,1992188;43,5899696;7,1933632;28,551939;3,1741514;5,625319;2035-03-01
"364";4;2035;29170,2167969;43,5945778;7,1940012;28,5542393;3,1752648;5,6269436;2035-04-01
"365";5;2035;29226,2519531;43,6721649;7,2088528;28,6129189;3,1818271;5,6395741;2035-05-01
"366";6;2035;29262,1132812;43,7305565;7,2183576;28,6511745;3,1860266;5,644855;2035-06-01
"367";7;2035;29297,9765625;43,7889481;7,2278628;28,6894283;3,1902263;5,6480045;2035-07-01
"368";8;2035;29329,3554688;43,8400497;7,2361798;28,7229023;3,1939013;5,6514745;2035-08-01
"369";9;2035;29358,4941406;43,8874969;7,2439036;28,7539864;3,1973135;5,6544957;2035-09-01
"370";10;2035;29359,6132812;43,8893166;7,2442007;28,7551823;3,1974447;5,6546783;2035-10-01
"371";11;2035;29360,734375;43,8906326;7,2444606;28,7557507;3,1974635;5,6547041;2035-11-01
"372";12;2035;29361,8554688;43,8906326;7,2444606;28,7557983;3,1974769;5,6547298;2035-12-01
"373";1;2036;29363,0878906;43,8906288;7,2444606;28,7558098;3,1974845;5,6547437;2036-01-01
"374";2;2036;29364,3203125;43,8906288;7,2444606;28,755825;3,1974947;5,6547608;2036-02-01
"375";3;2036;29366,7871094;43,8906288;7,2444601;28,7558517;3,1975276;5,6548128;2036-03-01
"376";4;2036;29397,6054688;43,8955612;7,2451386;28,7582932;3,1987066;5,6565313;2036-04-01
"377";5;2036;29459,2421875;43,9810753;7,2614756;28,8231754;3,2059252;5,6708565;2036-05-01
"378";6;2036;29498,6914062;44,0452995;7,2719307;28,8652573;3,2105448;5,6766815;2036-06-01
"379";7;2036;29538,140625;44,109539;7,2823868;28,907341;3,2151644;5,680563;2036-07-01
"380";8;2036;29572,65625;44,1657486;7,2915359;28,9441624;3,2192066;5,6842289;2036-08-01
"381";9;2036;29604,7070312;44,2179413;7,3000312;28,9783573;3,2229602;5,6873612;2036-09-01
"382";10;2036;29605,9394531;44,2199478;7,3003578;28,9796734;3,2231047;5,6875672;2036-10-01
"383";11;2036;29607,171875;44,2213936;7,3006468;28,9803066;3,2231259;5,6875944;2036-11-01
"384";12;2036;29608,40625;44,2213936;7,3006468;28,9803638;3,2231407;5,6876221;2036-12-01
"385";1;2037;29609,5273438;44,2213936;7,3006468;28,9803753;3,2231479;5,6876354;2037-01-01
"386";2;2037;29610,6464844;44,2213936;7,3006468;28,9803905;3,2231579;5,6876521;2037-02-01
"387";3;2037;29612,8886719;44,2213936;7,3006468;28,9804153;3,2231894;5,6877022;2037-03-01
"388";4;2037;29640,90625;44,2259903;7,3012848;28,9827175;3,224299;5,6893187;2037-04-01
"389";5;2037;29696,9414062;44,3045502;7,3161354;29,0424919;3,2308612;5,7024989;2037-05-01
"390";6;2037;29732,8027344;44,3629417;7,3256402;29,0807476;3,2350607;5,7071309;2037-06-01
"391";7;2037;29768,6640625;44,4213409;7,3351464;29,1190033;3,2392604;5,7103419;2037-07-01
"392";8;2037;29800,0429688;44,4724274;7,3434629;29,1524773;3,2429357;5,7138577;2037-08-01
"393";9;2037;29829,1816406;44,5198746;7,3511858;29,1835613;3,2463479;5,7175441;2037-09-01
"394";10;2037;29830,3027344;44,5217056;7,3514833;29,1847553;3,2464788;5,7177296;2037-10-01
"395";11;2037;29831,4238281;44,5230522;7,3517528;29,1853542;3,2465014;5,7177548;2037-11-01
"396";12;2037;29832,5429688;44,5230522;7,3517528;29,1854038;3,2465146;5,7177792;2037-12-01
"397";1;2038;29833,7773438;44,5230522;7,3517537;29,185421;3,2465229;5,7177935;2038-01-01
"398";2;2038;29835,0097656;44,523056;7,3517537;29,1854343;3,2465339;5,7178125;2038-02-01
"399";3;2038;29837,4765625;44,523056;7,3517537;29,185463;3,2465684;5,7178669;2038-03-01
"400";4;2038;29868,2929688;44,5280991;7,3524542;29,1879921;3,2477865;5,7196403;2038-04-01
"401";5;2038;29929,9316406;44,6137962;7,3687916;29,2531185;3,2550049;5,7339759;2038-05-01
"402";6;2038;29969,3789062;44,6780357;7,3792467;29,2952003;3,2596245;5,7397895;2038-06-01
"403";7;2038;30008,828125;44,74226;7,3897038;29,3372841;3,2642441;5,7431946;2038-07-01
"404";8;2038;30043,34375;44,7984657;7,3988519;29,3741055;3,2682865;5,746944;2038-08-01
"405";9;2038;30075,3945312;44,8506584;7,4073472;29,4083004;3,2720401;5,7503743;2038-09-01
"406";10;2038;30076,6289062;44,8526649;7,4076738;29,4096165;3,2721846;5,750577;2038-10-01
"407";11;2038;30077,8613281;44,8540878;7,4079614;29,4102535;3,2722063;5,7506042;2038-11-01
"408";12;2038;30079,09375;44,8540955;7,4079614;29,4103069;3,2722211;5,7506313;2038-12-01
"409";1;2039;30080,2148438;44,8540955;7,4079604;29,4103203;3,2722287;5,7506447;2039-01-01
"410";2;2039;30081,3359375;44,8540878;7,4079604;29,4103336;3,2722385;5,7506614;2039-02-01
"411";3;2039;30083,5761719;44,8540878;7,4079604;29,4103603;3,2722702;5,7507114;2039-03-01
"412";4;2039;30111,59375;44,8586922;7,4085994;29,4126625;3,2733796;5,7523274;2039-04-01
"413";5;2039;30167,6289062;44,9373474;7,4234514;29,472435;3,2799418;5,7655215;2039-05-01
"414";6;2039;30203,4921875;44,9957504;7,4329562;29,5106907;3,2841415;5,7683721;2039-06-01
"415";7;2039;30239,3535156;45,054142;7,442461;29,5489464;3,288341;5,7711492;2039-07-01
"416";8;2039;30270,7324219;45,1052437;7,450778;29,5824203;3,2920163;5,7745433;2039-08-01
"417";9;2039;30299,8710938;45,1526871;7,4585018;29,6135044;3,2954285;5,7776241;2039-09-01
"418";10;2039;30300,9921875;45,1545105;7,4587989;29,6147003;3,2955596;5,777801;2039-10-01
"419";11;2039;30302,1113281;45,1558647;7,4590697;29,615303;3,2955823;5,7778254;2039-11-01
"420";12;2039;30303,2324219;45,1558685;7,4590697;29,6153545;3,2955956;5,7778502;2039-12-01
"421";1;2040;30304,4648438;45,1558685;7,4590697;29,615366;3,2956033;5,7778635;2040-01-01
"422";2;2040;30305,6992188;45,1558685;7,4590697;29,6153831;3,2956133;5,7778802;2040-02-01
"423";3;2040;30308,1640625;45,1558685;7,4590697;29,615406;3,2956457;5,7779317;2040-03-01
"424";4;2040;30338,9824219;45,1607628;7,4597449;29,6178436;3,2968128;5,7796283;2040-04-01
"425";5;2040;30400,6210938;45,248024;7,4760818;29,6835976;3,3040314;5,794312;2040-05-01
"426";6;2040;30440,0683594;45,3122673;7,4865375;29,7256794;3,308651;5,7975202;2040-06-01
"427";7;2040;30479,515625;45,3764954;7,4969945;29,7677612;3,3132706;5,8009539;2040-07-01
"428";8;2040;30514,0332031;45,4327049;7,5061421;29,8045845;3,317313;5,8047276;2040-08-01
"429";9;2040;30546,0839844;45,4848976;7,5146379;29,8387794;3,3210664;5,8081732;2040-09-01
"430";10;2040;30547,3164062;45,4869041;7,5149646;29,8400955;3,3212106;5,808372;2040-10-01
"431";11;2040;30548,5507812;45,4884033;7,5152674;29,8407936;3,3212385;5,8083987;2040-11-01
"432";12;2040;30549,7832031;45,4884033;7,5152674;29,8408508;3,3212533;5,8084254;2040-12-01
"433";1;2041;30551,015625;45,4884033;7,5152674;29,8408661;3,3212614;5,8084397;2041-01-01
"434";2;2041;30552,2480469;45,4884033;7,5152678;29,8408833;3,3212724;5,8084583;2041-02-01
"435";3;2041;30554,7148438;45,4884033;7,5152678;29,8409119;3,3213072;5,8085117;2041-03-01
"436";4;2041;30585,53125;45,4934464;7,5159693;29,8434372;3,322525;5,8102822;2041-04-01
"437";5;2041;30647,1699219;45,5798073;7,5323067;29,9091911;3,3297431;5,8247538;2041-05-01
"438";6;2041;30686,6191406;45,644043;7,5427623;29,951273;3,334363;5,8289146;2041-06-01
"439";7;2041;30726,0664062;45,708271;7,5532188;29,9933548;3,3389826;5,8320751;2041-07-01
"440";8;2041;30760,5839844;45,7644806;7,5623665;30,03018;3,3430247;5,8357835;2041-08-01
"441";9;2041;30792,6347656;45,8166733;7,5708632;30,064373;3,3467784;5,8391647;2041-09-01
"442";10;2041;30793,8671875;45,8186798;7,5711899;30,0656891;3,3469229;5,8393564;2041-10-01
"443";11;2041;30795,0996094;45,8201408;7,5714836;30,0663528;3,3469479;5,8393831;2041-11-01
"444";12;2041;30796,3320312;45,8201408;7,5714836;30,0664082;3,3469627;5,8394094;2041-12-01
"445";1;2042;30797,5664062;45,8201485;7,5714836;30,0664234;3,3469701;5,8394227;2042-01-01
"446";2;2042;30798,7988281;45,8201485;7,5714836;30,0664368;3,3469803;5,8394394;2042-02-01
"447";3;2042;30801,265625;45,8201485;7,5714836;30,0664635;3,3470135;5,8394904;2042-03-01
"448";4;2042;30832,0820312;45,8250618;7,5721617;30,0689068;3,3481867;5,8411946;2042-04-01
"449";5;2042;30893,7207031;45,9119682;7,5884995;30,1346607;3,3554049;5,8557949;2042-05-01
"450";6;2042;30933,1679688;45,9762077;7,5989547;30,1767445;3,3600247;5,859127;2042-06-01
"451";7;2042;30972,6171875;46,0404396;7,6094108;30,2188244;3,3646443;5,8622136;2042-07-01
"452";8;2042;31007,1328125;46,0966454;7,6185598;30,2556477;3,3686864;5,8659215;2042-08-01
"453";9;2042;31039,1835938;46,1488419;7,6270542;30,2898426;3,3724401;5,8692913;2042-09-01
"454";10;2042;31040,4179688;46,1508484;7,6273808;30,2911587;3,3725846;5,8694806;2042-10-01
"455";11;2042;31041,6503906;46,1523514;7,6276827;30,2918491;3,3726118;5,8695068;2042-11-01
"456";12;2042;31042,8828125;46,1523438;7,6276827;30,2919064;3,3726263;5,8695331;2042-12-01
"457";1;2043;31044,1171875;46,1523514;7,6276827;30,2919216;3,3726344;5,8695478;2043-01-01
"458";2;2043;31045,3496094;46,1523514;7,6276827;30,2919369;3,3726451;5,869566;2043-02-01
"459";3;2043;31047,8144531;46,1523514;7,6276827;30,2919636;3,3726799;5,8696198;2043-03-01
"460";4;2043;31078,6328125;46,1574059;7,6283855;30,2945004;3,3739023;5,8713956;2043-04-01
"461";5;2043;31140,2714844;46,2438927;7,6447225;30,3602543;3,3811207;5,8858943;2043-05-01
"462";6;2043;31179,71875;46,3081284;7,655179;30,402338;3,3857403;5,8897867;2043-06-01
"463";7;2043;31219,1679688;46,372364;7,6656351;30,444418;3,3903601;5,8928952;2043-07-01
"464";8;2043;31253,6835938;46,4285698;7,6747842;30,4812412;3,3944023;5,896647;2043-08-01
"465";9;2043;31285,734375;46,4807549;7,6832795;30,5154362;3,3981559;5,8998256;2043-09-01
"466";10;2043;31286,96875;46,4827614;7,6836066;30,5167522;3,3982999;5,900013;2043-10-01
"467";11;2043;31288,2011719;46,4842491;7,6839037;30,5174255;3,3983259;5,9000392;2043-11-01
"468";12;2043;31289,4335938;46,4842491;7,6839037;30,5174847;3,3983405;5,9000659;2043-12-01
"469";1;2044;31290,6660156;46,4842491;7,6839037;30,5174999;3,3983488;5,9000802;2044-01-01
"470";2;2044;31291,8984375;46,4842491;7,6839037;30,5175152;3,3983593;5,9000978;2044-02-01
"471";3;2044;31294,3652344;46,4842567;7,6839037;30,5175419;3,3983934;5,9001508;2044-03-01
"472";4;2044;31325,1835938;46,4892693;7,6846042;30,5200729;3,3996024;5,9019051;2044-04-01
"473";5;2044;31386,8203125;46,5773544;7,7009411;30,5858231;3,406821;5,916739;2044-05-01
"474";6;2044;31426,2695312;46,6415863;7,7113967;30,6279049;3,4114406;5,9226646;2044-06-01
"475";7;2044;31465,71875;46,7058182;7,7218523;30,6699905;3,4160602;5,9258962;2044-07-01
"476";8;2044;31500,234375;46,7620201;7,7310014;30,7068119;3,4201024;5,9297938;2044-08-01
"477";9;2044;31532,2851562;46,8142166;7,7394962;30,741003;3,423856;5,93327;2044-09-01
"478";10;2044;31533,5175781;46,816227;7,7398233;30,742321;3,4240003;5,9334579;2044-10-01
"479";11;2044;31534,75;46,8177414;7,7401333;30,7430573;3,4240313;5,9334841;2044-11-01
"480";12;2044;31535,984375;46,8177414;7,7401333;30,7431202;3,424046;5,9335103;2044-12-01
"481";1;2045;31537,2167969;46,8177414;7,7401333;30,7431297;3,4240537;5,9335232;2045-01-01
"482";2;2045;31538,4492188;46,8177414;7,7401333;30,7431488;3,4240639;5,9335403;2045-02-01
"483";3;2045;31540,9160156;46,8177414;7,7401338;30,7431698;3,4240966;5,9335909;2045-03-01
"484";4;2045;31571,734375;46,82267;7,7408118;30,7456245;3,4252727;5,9352975;2045-04-01
"485";5;2045;31633,3710938;46,9097672;7,7571487;30,8113747;3,4324913;5,949934;2045-05-01
"486";6;2045;31672,8203125;46,9740067;7,7676039;30,8534565;3,4371109;5,9558182;2045-06-01
"487";7;2045;31712,2675781;47,0382385;7,7780604;30,8955421;3,4417305;5,9589872;2045-07-01
"488";8;2045;31746,7851562;47,0944481;7,787209;30,9323635;3,4457729;5,9628158;2045-08-01
"489";9;2045;31778,8359375;47,1466331;7,7957044;30,9665565;3,4495265;5,966269;2045-09-01
"490";10;2045;31780,0683594;47,1486435;7,796031;30,9678726;3,4496708;5,9664564;2045-10-01
"491";11;2045;31781,3007812;47,1501694;7,7963352;30,9685783;3,4496989;5,9664826;2045-11-01
"492";12;2045;31782,5351562;47,1501694;7,7963343;30,9686394;3,4497137;5,9665084;2045-12-01
"493";1;2046;31783,7675781;47,1501656;7,7963343;30,9686527;3,4497216;5,9665222;2046-01-01
"494";2;2046;31785;47,1501656;7,7963343;30,9686699;3,4497328;5,9665408;2046-02-01
"495";3;2046;31787,4648438;47,1501694;7,7963343;30,9686947;3,4497671;5,9665937;2046-03-01
"496";4;2046;31818,2832031;47,1552086;7,7970362;30,9712353;3,450983;5,9683576;2046-04-01
"497";5;2046;31879,921875;47,242897;7,8133731;31,0369892;3,4582014;5,9831147;2046-05-01
"498";6;2046;31919,3710938;47,3071289;7,8238282;31,0790691;3,4628212;5,9890251;2046-06-01
"499";7;2046;31958,8183594;47,3713608;7,8342853;31,1211529;3,4674408;5,9964528;2046-07-01
"500";8;2046;31993,3359375;47,4275665;7,8434334;31,1579781;3,471483;6,0003214;2046-08-01
"501";9;2046;32025,3867188;47,4797592;7,8519287;31,1921673;3,4752367;6,0040555;2046-09-01
"502";10;2046;32026,6191406;47,4817619;7,8522553;31,1934853;3,4753809;6,0042462;2046-10-01
"503";11;2046;32027,8515625;47,4832954;7,8525634;31,194212;3,4754114;6,004272;2046-11-01
"504";12;2046;32029,0839844;47,4832954;7,8525634;31,194273;3,4754262;6,0042982;2046-12-01
"505";1;2047;32030,3164062;47,4853096;7,85289;31,1955891;3,4755704;6,0045996;2047-01-01
"506";2;2047;32031,5507812;47,4873161;7,8532166;31,1969051;3,4757149;6,0049009;2047-02-01
"507";3;2047;32034,015625;47,491333;7,8538699;31,1995335;3,4760036;6,0055041;2047-03-01
"508";4;2047;32064,8339844;47,5415115;7,8620381;31,2324123;3,4796126;6,0130415;2047-04-01
"509";5;2047;32126,4726562;47,64188;7,8783751;31,2981663;3,4868312;6,0281157;2047-05-01
"510";6;2047;32165,9199219;47,7061119;7,8888311;31,3402462;3,4914508;6,0377641;2047-06-01
"511";7;2047;32205,3691406;47,7703514;7,8992863;31,3823299;3,4960704;6,0474119;2047-07-01
"512";8;2047;32239,8847656;47,8265572;7,9084353;31,4191532;3,5001128;6,0558529;2047-08-01
"513";9;2047;32271,9355469;47,8787498;7,9169307;31,4533443;3,5038662;6,0636926;2047-09-01
"514";10;2047;32273,1679688;47,8807564;7,9172573;31,4546623;3,5040107;6,0639939;2047-10-01
"515";11;2047;32274,4023438;47,8827629;7,9175839;31,4559784;3,5041549;6,0642948;2047-11-01
"516";12;2047;32275,6347656;47,8847733;7,9179106;31,4572926;3,5042994;6,0645962;2047-12-01
"517";1;2048;32276,9804688;47,8869553;7,9182677;31,4587307;3,504457;6,0649252;2048-01-01
"518";2;2048;32278,3242188;47,8891449;7,9186249;31,4601669;3,5046144;6,0652542;2048-02-01
"519";3;2048;32281,015625;47,893528;7,9193382;31,4630318;3,5049295;6,0659118;2048-03-01
"520";4;2048;32314,6367188;47,9482727;7,9282498;31,4989014;3,5088668;6,0741348;2048-04-01
"521";5;2048;32381,8769531;48,0577621;7,9460726;31,5706291;3,5167415;6,090579;2048-05-01
"522";6;2048;32424,9121094;48,1278419;7,957479;31,6165371;3,521781;6,1011047;2048-06-01
"523";7;2048;32467,9472656;48,1979179;7,9688849;31,6624432;3,5268207;6,11163;2048-07-01
"524";8;2048;32505,6015625;48,2592316;7,9788656;31,7026157;3,5312304;6,1208391;2048-08-01
"525";9;2048;32540,5664062;48,3161736;7,9881325;31,7399139;3,5353253;6,1293912;2048-09-01
"526";10;2048;32541,9121094;48,3183556;7,9884887;31,7413502;3,5354826;6,1297202;2048-10-01
"527";11;2048;32543,2578125;48,320549;7,9888444;31,7427864;3,5356402;6,1300492;2048-11-01
"528";12;2048;32544,6015625;48,3227386;7,9892001;31,7442207;3,5357978;6,1303778;2048-12-01
"529";1;2049;32545,7226562;48,3245621;7,9894977;31,7454147;3,535929;6,1303921;2049-01-01
"530";2;2049;32546,84375;48,324791;7,9897947;31,7466106;3,5360601;6,1304379;2049-02-01
"531";3;2049;32549,0839844;48,324791;7,9903893;31,7490005;3,5363228;6,1307492;2049-03-01
"532";4;2049;32577,1015625;48,3323898;7,9978156;31,7788906;3,5396039;6,1345878;2049-04-01
"533";5;2049;32633,1367188;48,4069023;8,0126667;31,838665;3,5461657;6,1470304;2049-05-01
"534";6;2049;32669;48,4652939;8,0221729;31,8769207;3,5503657;6,151648;2049-06-01
"535";7;2049;32704,8613281;48,5236969;8,0316782;31,9151745;3,5545654;6,154984;2049-07-01
"536";8;2049;32736,2402344;48,5747871;8,0399952;31,9486504;3,5582402;6,1586962;2049-08-01
"537";9;2049;32765,3789062;48,6222305;8,047718;31,9797325;3,5616524;6,16255;2049-09-01
