"";"V30";"V31";"V32";"V33";"V34";"V35";"V36";"V37";"V38";"V39";"V40";"V41";"V42";"V43";"V44";"V45";"V46";"V47";"V48";"V49";"V50";"V51";"V52";"V53";"V54";"V55";"V56";"V57";"V58";"V59";"V60";"V61";"V62";"N_F";"Ca_F";"Mg_F";"K_F";"S_F";"P_F";"N_W";"Ca_W";"Mg_W";"K_W";"S_W";"P_W";"WoodBiomass";"FoliarBiomass";"TotBiomass"
"37";181,3679962;46,7334404;13,6281576;47,2727242;6,1330218;12,7125702;58,3539848;43,0235901;7,6086154;42,4562225;4,5172968;9,044836;"  19249.5917969";"    120.3536530";"     39.9567757";"     10.7295694";"     26.7103844";"      3.6090055";"      7.4968758";"     32.4502335";"     30.8260536";"      5.0199504";"     20.1029377";"      2.2276158";"      4.4698844";" 179094.0937500";"    133.7534790";"    141.4945374";"     20.1393013";"     92.2173233";"     11.8573313";"     18.8837185";NA;"     95.1642990";"     24.6505909";"      7.1036248";"     33.5183296";"      5.7649035";"      9.3491478";"     42.9492531";"     67.6449051";"      7.5107350";"     29.6581573";"      5.1124196";"      5.3689981";1368738,75;81184,21875;2737477,5
"38";181,3684082;46,733551;13,6281891;47,272747;6,1330361;12,7125988;58,3539848;43,0235901;7,6086154;42,4561424;4,5172968;9,0448351;"  19253.2890625";"    120.3315735";"     39.9490967";"     10.7275085";"     26.7052307";"      3.6083219";"      7.4955115";"     32.4505119";"     30.8260536";"      5.0199504";"     20.1029205";"      2.2276216";"      4.4699297";" 179097.4218750";"    133.7537537";"    141.4945374";"     20.1393013";"     92.2171631";"     11.8573360";"     18.8837624";NA;"     94.5665665";"     24.5027924";"      7.0610352";"     33.3065186";"      5.7298388";"      9.2899866";"     42.9492455";"     67.6449051";"      7.5107350";"     29.6581039";"      5.1124196";"      5.3689976";1368735,625;80218,461914;2737471,25
"39";181,3684998;46,7335777;13,6281967;47,2727509;6,1330395;12,7126055;58,3539848;43,0235901;7,6086154;42,4561234;4,5172968;9,0448351;"  19256.8769531";"    120.3096542";"     39.9416580";"     10.7255106";"     26.7002506";"      3.6076558";"      7.4941516";"     32.4506493";"     30.8260536";"      5.0199504";"     20.1029167";"      2.2276254";"      4.4699516";" 179100.9218750";"    133.7538757";"    141.4945374";"     20.1393013";"     92.2171402";"     11.8573399";"     18.8837833";NA;"     94.1479416";"     24.3956661";"      7.0301638";"     33.1567192";"      5.7046614";"      9.2487812";"     42.9492455";"     67.6449051";"      7.5107350";"     29.6580906";"      5.1124191";"      5.3689976";1368734,84375;79683,198242;2737469,6875
"40";181,3685608;46,7335892;13,6282005;47,2727509;6,1330419;12,7126093;58,3539848;43,0235863;7,6086154;42,4561119;4,5172973;9,0448351;"  19260.4628906";"    120.2877960";"     39.9342194";"     10.7235136";"     26.6952763";"      3.6069956";"      7.4928017";"     32.4507942";"     30.8260536";"      5.0199504";"     20.1029148";"      2.2276323";"      4.4699788";" 179104.4531250";"    133.7540436";"    141.4945374";"     20.1393013";"     92.2171097";"     11.8573475";"     18.8838120";NA;"     93.6495438";"     24.2675533";"      6.9932451";"     32.9796410";"      5.6745358";"      9.1996841";"     42.9492455";"     67.6449051";"      7.5107350";"     29.6580830";"      5.1124182";"      5.3689976";1368734,375;79134,277344;2737468,75
"41";181,3687134;46,7336273;13,628212;47,2727585;6,1330471;12,7126198;58,3539848;43,0235863;7,6086154;42,4560814;4,5172973;9,0448351;"  19267.6347656";"    120.2442398";"     39.9193535";"     10.7195206";"     26.6853294";"      3.6057062";"      7.4901352";"     32.4511261";"     30.8260536";"      5.0199504";"     20.1029072";"      2.2276654";"      4.4700522";" 179111.4843750";"    133.7543640";"    141.4945374";"     20.1393013";"     92.2170563";"     11.8573809";"     18.8838844";NA;"     93.1413879";"     24.1372337";"      6.9556904";"     32.7990685";"      5.6436000";"      9.1494427";"     42.9492455";"     67.6449051";"      7.5107350";"     29.6580601";"      5.1124182";"      5.3689976";1368733,125;78556,225586;2737466,25
"42";181,3025665;46,7155876;13,6228724;47,2690926;6,1309719;12,7080126;58,3563766;43,024437;7,6087208;42,4700241;4,517601;9,0452271;"  19357.2890625";"    119.7440720";"     39.7434731";"     10.6715870";"     26.5656452";"      3.5917909";"      7.4590354";"     32.4665108";"     30.8330441";"      5.0207572";"     20.1058674";"      2.2293940";"      4.4722047";" 179267.3750000";"    133.7739410";"    141.5037384";"     20.1403179";"     92.2439117";"     11.8597670";"     18.8866673";NA;"     93.6580963";"     24.1596889";"      6.9533434";"     32.8364830";"      5.7062249";"      9.2016373";"     42.9510536";"     67.6462708";"      7.5108423";"     29.6680298";"      5.1127715";"      5.3692346";1369302,34375;84716,679688;2738604,6875
"43";180,9698639;46,473877;13,5471935;46,9952278;6,1046405;12,629775;58,8080482;43,2124023;7,6390343;42,6289978;4,541348;9,0757713;"  19536.5996094";"    119.0552979";"     39.5460472";"     10.6147251";"     26.4184628";"      3.5770380";"      7.4139991";"     32.5787735";"     30.9640713";"      5.0402646";"     20.1796837";"      2.2408035";"      4.4863787";" 181012.8125000";"    134.6783905";"    142.1253510";"     20.2207851";"     92.5904236";"     11.9224520";"     18.9498978";NA;"     95.0543976";"     24.6387997";"      7.0738468";"     33.3716354";"      5.8471479";"      9.3229923";"     43.2915688";"     67.9488678";"      7.5414844";"     29.7817554";"      5.1403003";"      5.3877463";1382759,21875;88411,757812;2765518,4375
"44";180,5498047;46,4655724;13,5503006;47,0057411;6,0895653;12,55966;59,4514885;43,7790146;7,7423582;43,2053413;4,5903535;9,1453657;"  19651.3554688";"    118.9410782";"     39.5445137";"     10.6164207";"     26.4235210";"      3.5732424";"      7.3949742";"     32.7387009";"     31.1447487";"      5.0706806";"     20.3021069";"      2.2515738";"      4.5011520";" 183318.7187500";"    135.9668732";"    143.7848206";"     20.4589710";"     93.7015152";"     12.0390406";"     19.0764389";NA;"     95.0680084";"     24.6700268";"      7.0840383";"     33.4240532";"      5.8466344";"      9.3061352";"     43.7766724";"     68.8610535";"      7.6459322";"     30.1940613";"      5.1971121";"      5.4299212";1401586,5625;88441,455078;2803173,125
"45";180,1716156;46,4613152;13,5528803;47,014473;6,0906005;12,4580698;59,9890976;44,2635689;7,8302593;43,6956635;4,642375;9,1726351;"  19766.1132812";"    118.7331619";"     39.5441933";"     10.6180973";"     26.4285183";"      3.5737011";"      7.3631544";"     32.8723183";"     31.3263664";"      5.1010971";"     20.4245243";"      2.2650132";"      4.5079560";" 185297.5625000";"    137.0433960";"    145.2310791";"     20.6661434";"     94.6650162";"     12.1648064";"     19.1270390";NA;"     95.1037292";"     24.7291718";"      7.1019278";"     33.5125351";"      5.8608651";"      9.2820206";"     44.1819801";"     69.6411285";"      7.7347889";"     30.5448227";"      5.2574186";"      5.4464469";1417603,75;88572,929688;2835207,5
"46";179,9164734;46,4684677;13,5546198;47,0203629;6,0912991;12,402935;60,3586197;44,6062508;7,8906775;44,0326881;4,6781316;9,2013235;"  19866.5253906";"    118.4630966";"     39.5496826";"     10.6195488";"     26.4328461";"      3.5740983";"      7.3407469";"     32.9641609";"     31.4898758";"      5.1277118";"     20.5316448";"      2.2767727";"      4.5170684";" 186679.2500000";"    137.7833405";"    146.2889099";"     20.8142529";"     95.3502426";"     12.2537737";"     19.1822243";NA;"     94.7655945";"     24.7004414";"      7.0933194";"     33.4749260";"      5.8533678";"      9.2420053";"     44.4605637";"     70.1927948";"      7.7958655";"     30.7859192";"      5.2988696";"      5.4638329";1428613,125;88397,626953;2857226,25
"47";179,7163239;46,4740753;13,5559845;47,0249825;6,0918465;12,3665695;60,6524353;44,8787193;7,9387174;44,3006592;4,7065625;9,2292709;"  19959.7675781";"    118.1709061";"     39.5547256";"     10.6208820";"     26.4368248";"      3.5744636";"      7.3232241";"     33.0371857";"     31.6417046";"      5.1524248";"     20.6311111";"      2.2876918";"      4.5274353";" 187791.2656250";"    138.3717041";"    147.1518707";"     20.9355717";"     95.9093857";"     12.3260851";"     19.2374744";NA;"     93.8726730";"     24.5671406";"      7.0545249";"     33.2961845";"      5.8207884";"      9.1561966";"     44.6820793";"     70.6314392";"      7.8444285";"     30.9776192";"      5.3318291";"      5.4807701";1437366,875;87816,5625;2874733,75
"48";179,7168579;46,4704475;13,5560236;47,0238571;6,0916514;12,3668203;60,6629486;44,8828621;7,940093;44,307148;4,7072139;9,2310324;"  19963.3535156";"    118.1716156";"     39.5514984";"     10.6209326";"     26.4362221";"      3.5740449";"      7.3233271";"     33.0433197";"     31.6448078";"      5.1533751";"     20.6343479";"      2.2878351";"      4.5283127";" 187824.0312500";"    138.3962708";"    147.1657867";"     20.9392891";"     95.9237595";"     12.3276339";"     19.2411804";NA;"     91.6525421";"     23.8121281";"      6.8857841";"     32.4314880";"      5.6247797";"      8.9461355";"     44.6900024";"     70.6381149";"      7.8458190";"     30.9822636";"      5.3325844";"      5.4818363";1437617,5;85524,130859;2875235
"49";179,7176208;46,4707031;13,5560875;47,0239067;6,0916829;12,3668623;60,6628723;44,8828621;7,9400873;44,3069572;4,7072124;9,2310114;"  19966.9394531";"    118.1551666";"     39.5443954";"     10.6192913";"     26.4314194";"      3.5734324";"      7.3224936";"     33.0446548";"     31.6448078";"      5.1535044";"     20.6343060";"      2.2878537";"      4.5286102";" 187826.6875000";"    138.3974762";"    147.1657867";"     20.9394035";"     95.9233856";"     12.3276482";"     19.2414474";NA;"     90.0174408";"     23.4404449";"      6.7688861";"     31.9086132";"      5.5344524";"      8.7738771";"     44.6899452";"     70.6381149";"      7.8458123";"     30.9821205";"      5.3325830";"      5.4818249";1437609,53125;83454,179688;2875219,0625
"50";179,7179718;46,4707985;13,5561142;47,0239258;6,0916953;12,3668861;60,6628685;44,8828621;7,9400873;44,3068771;4,7072129;9,2310104;"  19970.5253906";"    118.1348801";"     39.5372925";"     10.6173840";"     26.4266529";"      3.5727999";"      7.3212457";"     33.0449219";"     31.6448078";"      5.1535044";"     20.6342926";"      2.2878599";"      4.5286527";" 187829.9218750";"    138.3977203";"    147.1657867";"     20.9394035";"     95.9232483";"     12.3276567";"     19.2414875";NA;"     89.4544525";"     23.3002968";"      6.7284160";"     31.7075825";"      5.5008736";"      8.7186089";"     44.6899414";"     70.6381149";"      7.8458128";"     30.9820709";"      5.3325830";"      5.4818244";1437606,40625;82502,695312;2875212,8125
"51";179,7180634;46,4708214;13,5561209;47,0239296;6,0916986;12,3668928;60,6628685;44,8828621;7,9400873;44,3068619;4,7072129;9,2310104;"  19973.7753906";"    118.1160965";"     39.5308609";"     10.6156569";"     26.4223499";"      3.5722241";"      7.3200855";"     33.0450401";"     31.6448078";"      5.1535044";"     20.6342869";"      2.2878635";"      4.5286717";" 187833.0625000";"    138.3978424";"    147.1657867";"     20.9394035";"     95.9232101";"     12.3276596";"     19.2415066";NA;"     89.0607758";"     23.1990204";"      6.6991706";"     31.5657959";"      5.4768372";"      8.6801653";"     44.6899414";"     70.6381149";"      7.8458123";"     30.9820557";"      5.3325830";"      5.4818244";1437605,625;81969,003906;2875211,25
"52";179,7181091;46,4708328;13,5561247;47,0239296;6,0917006;12,3668966;60,6628685;44,8828621;7,9400873;44,3068504;4,7072129;9,2310104;"  19977.0253906";"    118.0973511";"     39.5244293";"     10.6139297";"     26.4180489";"      3.5716536";"      7.3189344";"     33.0451698";"     31.6448078";"      5.1535044";"     20.6342850";"      2.2878702";"      4.5286961";" 187836.2656250";"    138.3979797";"    147.1657867";"     20.9394035";"     95.9231796";"     12.3276653";"     19.2415314";NA;"     88.5921631";"     23.0779171";"      6.6641989";"     31.3982201";"      5.4480786";"      8.6343584";"     44.6899414";"     70.6381149";"      7.8458123";"     30.9820461";"      5.3325830";"      5.4818244";1437605,15625;81417,651367;2875210,3125
"53";179,7182617;46,4708672;13,5561361;47,023941;6,0917053;12,3669062;60,6628685;44,8828583;7,9400873;44,3068275;4,7072129;9,2310104;"  19983.5253906";"    118.0599976";"     39.5115738";"     10.6104774";"     26.4094505";"      3.5705411";"      7.3166618";"     33.0454712";"     31.6448078";"      5.1535044";"     20.6342812";"      2.2879016";"      4.5287623";" 187842.6250000";"    138.3982697";"    147.1657867";"     20.9394035";"     95.9231339";"     12.3276978";"     19.2415981";NA;"     88.1144028";"     22.9547462";"      6.6286321";"     31.2273674";"      5.4185400";"      8.5874805";"     44.6899414";"     70.6381149";"      7.8458128";"     30.9820232";"      5.3325830";"      5.4818244";1437604,0625;80838,325195;2875208,125
"54";179,652298;46,4527588;13,5507708;47,0203323;6,089642;12,3624086;60,6655235;44,8838043;7,9402056;44,3216248;4,7075515;9,2314444;"  20064.7734375";"    117.6336060";"     39.3598137";"     10.5690842";"     26.3060989";"      3.5586362";"      7.2902961";"     33.0599899";"     31.6514301";"      5.1542711";"     20.6370983";"      2.2895443";"      4.5307899";" 187995.5625000";"    138.4174957";"    147.1749115";"     20.9404125";"     95.9515686";"     12.3300810";"     19.2443256";NA;"     88.7030563";"     22.9886436";"      6.6289830";"     31.2739086";"      5.4879251";"      8.6468763";"     44.6919785";"     70.6396561";"      7.8459353";"     30.9928493";"      5.3329849";"      5.4820929";1438222,03125;87141,025391;2876444,0625
"55";179,4162903;46,2831497;13,4980154;46,8282623;6,0722899;12,3090219;61,0174255;45,0384903;7,9656358;44,4550247;4,7275772;9,2570562;"  20227.2734375";"    116.9651337";"     39.1983337";"     10.5228977";"     26.1858711";"      3.5473030";"      7.2537951";"     33.1383438";"     31.7768574";"      5.1733079";"     20.7091484";"      2.3007362";"      4.5446153";" 189401.7343750";"    139.1189880";"    147.7096100";"     21.0111618";"     96.2546005";"     12.3850327";"     19.2996349";NA;"     89.5305634";"     23.4466724";"      6.7471528";"     31.7992821";"      5.6264133";"      8.7668419";"     44.9632263";"     70.8942719";"      7.8722191";"     31.0904179";"      5.3567195";"      5.4979625";1448941,25;90416,5625;2897882,5
"56";179,1562653;46,2855568;13,5002604;46,835865;6,0639787;12,2696638;61,4109726;45,3971405;8,0299845;44,813961;4,7584534;9,3004532;"  20331.2714844";"    116.6745377";"     39.2020569";"     10.5248528";"     26.1914902";"      3.5443048";"      7.2379766";"     33.2259712";"     31.9432735";"      5.2008724";"     20.8200932";"      2.3106108";"      4.5580196";" 190896.6250000";"    139.9035187";"    148.8249817";"     21.1695805";"     96.9869995";"     12.4623804";"     19.3833256";NA;"     89.3598328";"     23.4917240";"      6.7604127";"     31.8664551";"      5.6283460";"      8.7541218";"     45.2665749";"     71.4845734";"      7.9387240";"     31.3529453";"      5.3933153";"      5.5248508";1460929,21875;90446,933594;2921858,4375
"57";179,0314331;46,2876434;13,5013371;46,8395119;6,0644321;12,2350807;61,6021385;45,5722542;8,0612402;44,988308;4,7769504;9,3095942;"  20435.2714844";"    116.2294540";"     39.2068100";"     10.5267887";"     26.1970539";"      3.5448544";"      7.2103252";"     33.2685356";"     32.1105652";"      5.2284374";"     20.9310360";"      2.3227901";"      4.5638332";" 191676.1875000";"    140.2845764";"    149.4556274";"     21.2607040";"     97.3998032";"     12.5149784";"     19.4039440";NA;"     89.1328049";"     23.5625534";"      6.7808123";"     31.9670067";"      5.6444244";"      8.7318211";"     45.4139175";"     71.7728043";"      7.9710269";"     31.4804592";"      5.4152384";"      5.5305138";1466751,875;90581,386719;2933503,75
"58";178,8930359;46,2923927;13,502532;46,8435555;6,0649347;12,201829;61,8157692;45,7703781;8,0961714;45,1831551;4,7976236;9,323699;"  20526.2695312";"    115.8796310";"     39.2131195";"     10.5284662";"     26.2018776";"      3.5453305";"      7.1894059";"     33.3161011";"     32.2587433";"      5.2525568";"     21.0281124";"      2.3334475";"      4.5708561";" 192522.2187500";"    140.7104645";"    150.1280212";"     21.3558578";"     97.8342514";"     12.5708122";"     19.4338093";NA;"     88.7232513";"     23.5440845";"      6.7750545";"     31.9431133";"      5.6389637";"      8.6928558";"     45.5785942";"     72.0989075";"      8.0071287";"     31.6229725";"      5.4397407";"      5.5392532";1473259,6875;90402,109375;2946519,375
"59";178,7223358;46,2982445;13,5040045;46,8485451;6,0655546;12,1691704;62,0817719;46,0170517;8,1396627;45,4257584;4,8233628;9,3476763;"  20610.7695312";"    115.6097107";"     39.2189293";"     10.5300112";"     26.2063141";"      3.5457690";"      7.1738772";"     33.3753281";"     32.3963394";"      5.2749534";"     21.1182537";"      2.3433430";"      4.5797591";" 193546.7812500";"    141.2407074";"    150.9182892";"     21.4666939";"     98.3444214";"     12.6369534";"     19.4815464";NA;"     87.8804398";"     23.4298115";"      6.7415366";"     31.7897511";"      5.6101065";"      8.6130867";"     45.7836266";"     72.5049133";"      8.0520792";"     31.8004131";"      5.4702473";"      5.5541096";1481362,1875;89807,871094;2962724,375
"60";178,7231598;46,2952194;13,5040607;46,8486671;6,0653319;12,1695051;62,094429;46,0232086;8,1413183;45,4349251;4,8241472;9,3497963;"  20614.0195312";"    115.6107407";"     39.2169495";"     10.5300703";"     26.2064533";"      3.5454435";"      7.1739917";"     33.3808861";"     32.3998108";"      5.2758150";"     21.1216946";"      2.3434973";"      4.5805545";" 193585.8437500";"    141.2686920";"    150.9380798";"     21.4709225";"     98.3637466";"     12.6388206";"     19.4857731";NA;"     85.9235687";"     22.7695904";"      6.5872331";"     31.0675468";"      5.4284759";"      8.4272528";"     45.7933807";"     72.5150452";"      8.0537910";"     31.8071194";"      5.4711771";"      5.5554228";1481670,625;87463,457031;2963341,25
"61";178,7238007;46,2954178;13,5041084;46,8487015;6,0653572;12,1695404;62,0943756;46,0232086;8,1413116;45,4347687;4,8241463;9,3497829;"  20617.2675781";"    115.5958328";"     39.2107658";"     10.5287399";"     26.2022858";"      3.5449107";"      7.1732235";"     33.3818474";"     32.3998108";"      5.2759795";"     21.1216640";"      2.3435144";"      4.5807858";" 193588.2968750";"    141.2695770";"    150.9380798";"     21.4710732";"     98.3634186";"     12.6388359";"     19.4859829";NA;"     84.4490585";"     22.4147530";"      6.4734964";"     30.5694828";"      5.3417563";"      8.2725306";"     45.7933464";"     72.5150452";"      8.0537834";"     31.8069992";"      5.4711757";"      5.5554142";1481663,90625;85486,337891;2963327,8125
"62";178,7241364;46,2955093;13,5041351;46,8487167;6,0653691;12,1695623;62,0943756;46,0232086;8,1413116;45,4346924;4,8241463;9,349782;"  20620.5175781";"    115.5784073";"     39.2045898";"     10.5270805";"     26.1981392";"      3.5443602";"      7.1721501";"     33.3820724";"     32.3998108";"      5.2759795";"     21.1216526";"      2.3435199";"      4.5808215";" 193591.2187500";"    141.2697906";"    150.9380798";"     21.4710732";"     98.3632812";"     12.6388426";"     19.4860172";NA;"     83.9226379";"     22.2810097";"      6.4348707";"     30.3773174";"      5.3094044";"      8.2206078";"     45.7933426";"     72.5150452";"      8.0537834";"     31.8069458";"      5.4711757";"      5.5554137";1481660,9375;84545,283203;2963321,875
"63";178,7242279;46,2955322;13,5041418;46,8487206;6,065372;12,1695681;62,0943756;46,0232086;8,1413116;45,4346695;4,8241463;9,349781;"  20623.5429688";"    115.5618439";"     39.1988373";"     10.5255365";"     26.1942921";"      3.5438459";"      7.1711259";"     33.3821831";"     32.3998108";"      5.2759795";"     21.1216469";"      2.3435235";"      4.5808396";" 193594.1250000";"    141.2698975";"    150.9380798";"     21.4710732";"     98.3632431";"     12.6388454";"     19.4860344";NA;"     83.5557632";"     22.1848392";"      6.4070964";"     30.2424126";"      5.2863584";"      8.1846018";"     45.7933426";"     72.5150452";"      8.0537834";"     31.8069305";"      5.4711757";"      5.5554137";1481660,15625;84013,056641;2963320,3125
"64";178,7242737;46,2955475;13,5041456;46,8487206;6,0653739;12,1695709;62,0943756;46,0232086;8,1413116;45,4346581;4,8241463;9,349781;"  20626.5664062";"    115.5453110";"     39.1930885";"     10.5239925";"     26.1904488";"      3.5433364";"      7.1701102";"     33.3823051";"     32.3998108";"      5.2759795";"     21.1216469";"      2.3435302";"      4.5808630";" 193597.0937500";"    141.2700195";"    150.9380798";"     21.4710732";"     98.3632278";"     12.6388531";"     19.4860573";NA;"     83.1191864";"     22.0698605";"      6.3738885";"     30.0830116";"      5.2587886";"      8.1417065";"     45.7933426";"     72.5150452";"      8.0537834";"     31.8069210";"      5.4711757";"      5.5554137";1481659,6875;83460,195312;2963319,375
"65";178,7243958;46,295578;13,5041552;46,8487244;6,0653777;12,1695786;62,0943756;46,0232086;8,1413116;45,4346313;4,8241458;9,3497801;"  20632.6191406";"    115.5123749";"     39.1815948";"     10.5209055";"     26.1827602";"      3.5423443";"      7.1681070";"     33.3825798";"     32.3998108";"      5.2759795";"     21.1216431";"      2.3435614";"      4.5809269";" 193603.0000000";"    141.2702942";"    150.9380798";"     21.4710732";"     98.3631821";"     12.6388826";"     19.4861183";NA;"     82.6740952";"     21.9529324";"      6.3401189";"     29.9205112";"      5.2304602";"      8.0977964";"     45.7933426";"     72.5150452";"      8.0537834";"     31.8069000";"      5.4711757";"      5.5554137";1481658,4375;82880,371094;2963316,875
"66";178,6582336;46,2773132;13,4987402;46,8451347;6,0633187;12,165122;62,0972748;46,0242424;8,1414423;45,4501038;4,8245201;9,350255;"  20708.2656250";"    115.1393509";"     39.0462532";"     10.4839697";"     26.0905399";"      3.5318375";"      7.1450062";"     33.3967781";"     32.4062767";"      5.2767329";"     21.1244144";"      2.3451772";"      4.5829043";" 193755.4062500";"    141.2896881";"    150.9473267";"     21.4720955";"     98.3930588";"     12.6413288";"     19.4888763";NA;"     83.3376770";"     21.9973469";"      6.3430634";"     29.9738255";"      5.3066502";"      8.1643190";"     45.7956467";"     72.5167999";"      8.0539227";"     31.8185349";"      5.4716315";"      5.5557156";1482322,5;89260,605469;2964645
"67";178,4257507;46,116478;13,4495287;46,6646118;6,0484967;12,1156254;62,4650764;46,1960526;8,1704388;45,6024628;4,8475394;9,3795719;"  20859.5585938";"    114.5682526";"     38.9114952";"     10.4460688";"     25.9911880";"      3.5233552";"      7.1150022";"     33.4739113";"     32.5303688";"      5.2960687";"     21.1977177";"      2.3566372";"      4.5970016";" 195238.3593750";"    142.0261688";"    151.5340271";"     21.5512486";"     98.7333221";"     12.7038670";"     19.5509701";NA;"     84.0854568";"     22.4150372";"      6.4545794";"     30.4703369";"      5.4384694";"      8.2787266";"     46.0871964";"     72.8076096";"      8.0847416";"     31.9331341";"      5.4996901";"      5.5743966";1493844,0625;92020,410156;2987688,125
"68";178,1074219;46,1287651;13,4528408;46,6758232;6,03899;12,068347;62,9773788;46,6705971;8,2542028;46,0696983;4,8883357;9,4364309;"  20956.3847656";"    114.4049149";"     38.9192238";"     10.4481897";"     25.9971638";"      3.5209632";"      7.1014810";"     33.5813408";"     32.6878624";"      5.3217320";"     21.3010120";"      2.3659689";"      4.6095629";" 197190.0312500";"    143.0520172";"    152.9693146";"     21.7497044";"     99.6552887";"     12.8037195";"     19.6566219";NA;"     84.0657730";"     22.4723625";"      6.4704752";"     30.5497284";"      5.4426422";"      8.2697849";"     46.4932861";"     73.6108627";"      8.1737709";"     32.2845764";"      5.5494156";"      5.6106272";1509892,34375;92051,308594;3019784,6875
"69";177,9042206;46,1369514;13,4549551;46,6829796;6,0399122;12,0479393;63,309803;46,9788742;8,3085556;46,3728867;4,9205027;9,4810171;"  21053.2109375";"    114.1151505";"     38.9270897";"     10.4502916";"     26.0030861";"      3.5215671";"      7.0920997";"     33.6510582";"     32.8455315";"      5.3473964";"     21.4043045";"      2.3773084";"      4.6247435";" 198490.4531250";"    143.7176361";"    153.9570923";"     21.8874931";"    100.2898102";"     12.8864365";"     19.7447968";NA;"     83.9893036";"     22.5528526";"      6.4930182";"     30.6602497";"      5.4602489";"      8.2787981";"     46.7567902";"     74.1326675";"      8.2315407";"     32.5126228";"      5.5886245";"      5.6390371";1520305,78125;92188,164062;3040611,5625
"70";177,7785797;46,1420135;13,4562635;46,6874046;6,040482;12,0174217;63,5174904;47,1714668;8,3425131;46,5623055;4,9405994;9,49473;"  21137.9335938";"    113.8048706";"     38.9339142";"     10.4521141";"     26.0082207";"      3.5220909";"      7.0736613";"     33.6946068";"     32.9834900";"      5.3698521";"     21.4946842";"      2.3872304";"      4.6312828";" 199327.1093750";"    144.1335144";"    154.6136475";"     21.9799976";"    100.7120743";"     12.9409494";"     19.7737885";NA;"     83.6123657";"     22.5430737";"      6.4897361";"     30.6477661";"      5.4564862";"      8.2429838";"     46.9214172";"     74.4586716";"      8.2676325";"     32.6550941";"      5.6131196";"      5.6477747";1526811,5625;92005,693359;3053623,125
"71";177,6261292;46,1481552;13,4578495;46,6927757;6,0411739;11,9898758;63,7717171;47,4072266;8,3840809;46,7941704;4,9651999;9,5190449;"  21216.6054688";"    113.5622787";"     38.9402008";"     10.4537945";"     26.0129528";"      3.5225735";"      7.0608153";"     33.7479248";"     33.1115952";"      5.3907042";"     21.5786095";"      2.3964436";"      4.6400781";" 200326.2500000";"    144.6425781";"    155.3765564";"     22.0865993";"    101.2022705";"     13.0047474";"     19.8223896";NA;"     82.8304596";"     22.4450073";"      6.4608340";"     30.5156059";"      5.4307470";"      8.1715441";"     47.1229362";"     74.8577423";"      8.3118143";"     32.8294983";"      5.6431046";"      5.6632681";1534775,46875;91400,917969;3069550,9375
"72";177,6271057;46,1462173;13,4579239;46,6930313;6,0409241;11,9902983;63,7866325;47,4160652;8,3860426;46,8051186;4,9661283;9,5215549;"  21219.6308594";"    113.5634232";"     38.9392509";"     10.4538593";"     26.0131378";"      3.5223246";"      7.0609350";"     33.7530746";"     33.1155090";"      5.3915062";"     21.5818405";"      2.3966157";"      4.6408181";" 200372.7187500";"    144.6744690";"    155.4042664";"     22.0914478";"    101.2246933";"     13.0069809";"     19.8272381";NA;"     81.0865326";"     21.8795929";"      6.3192530";"     29.8554020";"      5.2637386";"      8.0053663";"     47.1347656";"     74.8726959";"      8.3138990";"     32.8377266";"      5.6442366";"      5.6648669";1535151,25;89014,912109;3070302,5
"73";177,6271057;46,1462173;13,4579239;46,6930313;6,0409241;11,9902983;63,7866325;47,4160652;8,3860426;46,8051186;4,9661283;9,5215549;"  21222.6562500";"    113.5496597";"     38.9337006";"     10.4527578";"     26.0096207";"      3.5218458";"      7.0602183";"     33.7537994";"     33.1155090";"      5.3917065";"     21.5819950";"      2.3966320";"      4.6410079";" 200375.7500000";"    144.6751862";"    155.4042664";"     22.0916500";"    101.2248459";"     13.0069971";"     19.8274307";NA;"     79.8318863";"     21.5410538";"      6.2214761";"     29.3934555";"      5.1822944";"      7.8815002";"     47.1347656";"     74.8726959";"      8.3138990";"     32.8377266";"      5.6442366";"      5.6648669";1535151,25;87637,607422;3070302,5
"74";177,6274261;46,1463051;13,4579496;46,6930466;6,040935;11,9903193;63,7866173;47,4160652;8,3860426;46,8050385;4,9661283;9,5215521;"  21225.6816406";"    113.5342331";"     38.9281540";"     10.4512682";"     26.0058975";"      3.5213525";"      7.0592661";"     33.7540207";"     33.1155090";"      5.3917065";"     21.5819836";"      2.3966374";"      4.6410437";" 200378.4062500";"    144.6753998";"    155.4042664";"     22.0916500";"    101.2247009";"     13.0070038";"     19.8274612";NA;"     79.3371964";"     21.4135189";"      6.1846414";"     29.2103844";"      5.1511111";"      7.8323197";"     47.1347580";"     74.8726959";"      8.3138990";"     32.8376732";"      5.6442366";"      5.6648664";1535148,125;86719,550781;3070296,25
