"";"id";"YEAR";"Month";"Ca";"Mg";"K";"Na";"NO3";"NH4";"SO4";"Cl";"P";"DOC";"Al";"Si";"H";"pH";"R";"HR";"group_id";"Date"
"76";"C:/Users/siahl/Documents/NutsforSEDLN/Base/Output data/Soil solution/Leaching Layer 1.csv";2011;4;0,506331;0,3814743;0,3347769;1,0102832;0;0;0,110233;1,1972654;0;2,3677735;0,0012438;0,969105;NA;NA;NA;NA;1;2011-04-01
"77";"C:/Users/siahl/Documents/NutsforSEDLN/Base/Output data/Soil solution/Leaching Layer 1.csv";2011;5;0,5257724;0,3960431;0,2683947;0,7569059;0;0;0,0616655;0,7105927;0;2,7041812;0,002275;1,1873313;NA;NA;NA;NA;1;2011-05-01
"78";"C:/Users/siahl/Documents/NutsforSEDLN/Base/Output data/Soil solution/Leaching Layer 1.csv";2011;6;0,5385662;0,405655;0,2286941;0,6136078;0;0;0,053511;0,4763231;0,0025943;2,7455809;0,002927;1,4782513;NA;NA;NA;NA;1;2011-06-01
"79";"C:/Users/siahl/Documents/NutsforSEDLN/Base/Output data/Soil solution/Leaching Layer 1.csv";2011;7;0;0;0;0;0;0;0;0;0;0;0,0132766;0;NA;NA;NA;NA;1;2011-07-01
"80";"C:/Users/siahl/Documents/NutsforSEDLN/Base/Output data/Soil solution/Leaching Layer 1.csv";2011;8;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;1;2011-08-01
"81";"C:/Users/siahl/Documents/NutsforSEDLN/Base/Output data/Soil solution/Leaching Layer 1.csv";2011;9;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;1;2011-09-01
"82";"C:/Users/siahl/Documents/NutsforSEDLN/Base/Output data/Soil solution/Leaching Layer 1.csv";2011;10;0,6033041;0,4546024;0,1640197;0,4997624;0,0018979;0,0077228;0,0265484;0,4847314;0,002039;1,6935025;0;2,1517432;NA;NA;NA;NA;1;2011-10-01
"83";"C:/Users/siahl/Documents/NutsforSEDLN/Base/Output data/Soil solution/Leaching Layer 1.csv";2011;11;2,6633341;2,0092707;2,0278859;5,3832202;0,0736905;0,1028048;0,8119701;11,2464952;0,0576873;6,5550604;0,0003662;10,0709496;NA;NA;NA;NA;1;2011-11-01
"84";"C:/Users/siahl/Documents/NutsforSEDLN/Base/Output data/Soil solution/Leaching Layer 1.csv";2011;12;1,1037574;0,8325704;0,9681418;2,7360413;0,0472083;0,0498443;0,4443565;6,1270747;0,0347009;2,3603022;0,0004824;1,7129383;NA;NA;NA;NA;1;2011-12-01
"85";"C:/Users/siahl/Documents/NutsforSEDLN/Base/Output data/Soil solution/Leaching Layer 1.csv";2012;1;1,2002641;0,9050214;1,2711662;4,1237812;0,0517199;0,0551089;0,6920549;8,0195341;0,0510399;2,4551342;0,0002593;1,0947256;NA;NA;NA;NA;1;2012-01-01
"86";"C:/Users/siahl/Documents/NutsforSEDLN/Base/Output data/Soil solution/Leaching Layer 1.csv";2012;2;0,3791294;0,2857671;0,3185226;1,0084103;0,0224935;0,0389533;0,1409338;1,131308;0,0126195;1,8768867;0,0008539;0,5306715;NA;NA;NA;NA;1;2012-02-01
"87";"C:/Users/siahl/Documents/NutsforSEDLN/Base/Output data/Soil solution/Leaching Layer 1.csv";2012;3;0,7786105;0,5866638;0,6445375;1,7565864;0,0367856;0,0634074;0,2770307;2,6077173;0,0215555;3,269402;0,0009201;0,9611427;NA;NA;NA;NA;1;2012-03-01
"88";"C:/Users/siahl/Documents/NutsforSEDLN/Base/Output data/Soil solution/Leaching Layer 1.csv";2012;4;0,5314634;0,4003277;0,3423142;0,8920653;0;0;0,1074277;1,1733202;0;2,3715267;0,0013548;0,9497671;NA;NA;NA;NA;1;2012-04-01
"89";"C:/Users/siahl/Documents/NutsforSEDLN/Base/Output data/Soil solution/Leaching Layer 1.csv";2012;5;0,5329183;0,4013216;0,2696776;0,6738505;0;0;0,0605742;0,5995626;0;2,7069857;0,0022312;1,1948582;NA;NA;NA;NA;1;2012-05-01
"90";"C:/Users/siahl/Documents/NutsforSEDLN/Base/Output data/Soil solution/Leaching Layer 1.csv";2012;6;0,5397136;0,4064;0,2284791;0,5335949;0;0;0,0511741;0,376871;0,0028193;2,7476425;0,0030297;1,4723611;NA;NA;NA;NA;1;2012-06-01
"91";"C:/Users/siahl/Documents/NutsforSEDLN/Base/Output data/Soil solution/Leaching Layer 1.csv";2012;7;0;0;0;0;0;0;0;0;0;0;0,013154;0;NA;NA;NA;NA;1;2012-07-01
"92";"C:/Users/siahl/Documents/NutsforSEDLN/Base/Output data/Soil solution/Leaching Layer 1.csv";2012;8;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;1;2012-08-01
"93";"C:/Users/siahl/Documents/NutsforSEDLN/Base/Output data/Soil solution/Leaching Layer 1.csv";2012;9;0;0;0;0;0;0;0;0;0;0;3e-07;0;NA;NA;NA;NA;1;2012-09-01
"94";"C:/Users/siahl/Documents/NutsforSEDLN/Base/Output data/Soil solution/Leaching Layer 1.csv";2012;10;0,498512;0,3757192;0,1488266;0,3138551;0,0016746;0,0080939;0,0257036;0,247118;0,0024039;1,6944244;0,0001366;2,1768196;NA;NA;NA;NA;1;2012-10-01
