"";"Year";"Month";"Dry weight";"N";"Ca";"Mg";"K";"S";"P";"Date"
"1";2005;1;108513,21875;34,323513;54,3751106;6,019938;23,7635555;4,0856643;4,6182165;2005-01-01
"2";2005;2;108567,015625;34,3405266;54,4020615;6,0229225;23,7753334;4,0876899;4,6205058;2005-02-01
"3";2005;3;108674,6015625;34,3745575;54,4559708;6,0288911;23,798893;4,0917401;4,6250849;2005-03-01
"4";2005;4;110019,4140625;34,7999344;55,1298485;6,103497;24,0934029;4,1423745;4,6823187;2005-04-01
"5";2005;5;112709,046875;35,6506844;56,4776039;6,2527084;24,6824074;4,2436423;4,7967868;2005-05-01
"6";2005;6;114430,40625;36,1951637;57,3401642;6,3482041;25,0593758;4,3084545;4,8700461;2005-06-01
"7";2005;7;116151,78125;36,7396431;58,2027245;6,4436989;25,4363422;4,3732657;4,9433064;2005-07-01
"8";2005;8;117657,96875;37,2160606;58,9574661;6,5272574;25,7661858;4,4299765;5,0074086;2005-08-01
"9";2005;9;119056,578125;37,6584511;59,6582985;6,6048479;26,0724678;4,482636;5,0669322;2005-09-01
"10";2005;10;119110,375;37,6754646;59,6852493;6,607832;26,0842514;4,4846611;5,069222;2005-10-01
"11";2005;11;119164,15625;37,6924782;59,712204;6,6108165;26,0960312;4,4866862;5,0707927;2005-11-01
"12";2005;12;119201,953125;37,7044373;59,7311401;6,6129131;26,1026535;4,4881086;5,0711646;2005-12-01
"13";2006;1;119202,1484375;37,7044601;59,7312241;6,6129169;26,1026897;4,4881139;5,0711646;2006-01-01
"14";2006;2;119202,1484375;37,7044601;59,7312241;6,6129169;26,1026897;4,4881139;5,0711646;2006-02-01
"15";2006;3;119202,1484375;37,7044601;59,7312241;6,6129169;26,1026897;4,4881139;5,0711646;2006-03-01
"16";2006;4;119248,7421875;37,7056923;59,7324142;6,6129937;26,1108494;4,4883428;5,0713439;2006-04-01
"17";2006;5;120064,6484375;37,7654037;59,8791199;6,6251955;26,2537956;4,4982028;5,0790844;2006-05-01
"18";2006;6;121087,828125;37,9276466;60,2503357;6,6628675;26,3825321;4,5290222;5,0883255;2006-06-01
"19";2006;7;122207,796875;38,2110443;60,6572037;6,7042103;26,5224285;4,5529976;5,098567;2006-07-01
"20";2006;8;123240,109375;38,4722672;61,0872726;6,7480578;26,671463;4,5741377;5,1105018;2006-08-01
"21";2006;9;124263,4375;38,7312164;61,484539;6,7881236;26,8097343;4,5971127;5,1232948;2006-09-01
"22";2006;10;124263,4375;38,7312164;61,484539;6,7881236;26,8097343;4,5971127;5,1232948;2006-10-01
"23";2006;11;124263,4375;38,7312164;61,484539;6,7881236;26,8097343;4,5971127;5,1232948;2006-11-01
"24";2006;12;124263,4375;38,7312164;61,484539;6,7881236;26,8097343;4,5971127;5,1232948;2006-12-01
"25";2007;1;124263,4375;38,7312164;61,484539;6,7881236;26,8097343;4,5971127;5,1232948;2007-01-01
"26";2007;2;124263,4375;38,7312164;61,484539;6,7881236;26,8097343;4,5971127;5,1232948;2007-02-01
"27";2007;3;124263,4375;38,7312164;61,484539;6,7881236;26,8097343;4,5971127;5,1232948;2007-03-01
"28";2007;4;124321,265625;38,733139;61,4862785;6,7882423;26,8198681;4,597465;5,1235714;2007-04-01
"29";2007;5;125343,21875;38,833374;61,6964302;6,8070769;26,9989071;4,6131296;5,1359391;2007-05-01
"30";2007;6;126411,9140625;39,0089493;62,0965767;6,8479505;27,1382465;4,6453195;5,1501226;2007-06-01
"31";2007;7;127589,328125;39,3068848;62,5380478;6,8931084;27,2910347;4,6713018;5,1611156;2007-07-01
"32";2007;8;128674,078125;39,5813751;63,0045471;6,9409938;27,4537563;4,6941977;5,1740398;2007-08-01
"33";2007;9;129744,25;39,8521805;63,4332047;6,9844937;27,6037693;4,718905;5,1869345;2007-09-01
"34";2007;10;129744,25;39,8521805;63,4332047;6,9844937;27,6037693;4,718905;5,1869345;2007-10-01
"35";2007;11;129744,25;39,8521805;63,4332047;6,9844937;27,6037693;4,718905;5,1869345;2007-11-01
"36";2007;12;129744,25;39,8521805;63,4332047;6,9844937;27,6037693;4,718905;5,1869345;2007-12-01
"37";2008;1;129744,25;39,8521805;63,4332047;6,9844937;27,6037693;4,718905;5,1869345;2008-01-01
"38";2008;2;129744,25;39,8521805;63,4332047;6,9844937;27,6037693;4,718905;5,1869345;2008-02-01
"39";2008;3;129744,25;39,8521805;63,4332047;6,9844937;27,6037693;4,718905;5,1869345;2008-03-01
"40";2008;4;129806,578125;39,8543701;63,435154;6,9846292;27,6146908;4,719305;5,1872482;2008-04-01
"41";2008;5;130922,6640625;39,9733276;63,6747322;7,006526;27,8102207;4,7376184;5,2017684;2008-05-01
"42";2008;6;132040,015625;40,1613731;64,1020889;7,0503693;27,959959;4,7712746;5,2181149;2008-06-01
"43";2008;7;133275,296875;40,4739532;64,5752029;7,0989752;28,124836;4,7991433;5,2299228;2008-07-01
"44";2008;8;134412,375;40,7616844;65,0747452;7,1504841;28,3002872;4,8236685;5,2438731;2008-08-01
"45";2008;9;135529,234375;41,0443039;65,5316391;7,1970429;28,4611263;4,8499637;5,2583404;2008-09-01
"46";2008;10;135529,234375;41,0443039;65,5316391;7,1970429;28,4611263;4,8499637;5,2583404;2008-10-01
"47";2008;11;135529,234375;41,0443039;65,5316391;7,1970429;28,4611263;4,8499637;5,2583404;2008-11-01
"48";2008;12;135529,234375;41,0443039;65,5316391;7,1970429;28,4611263;4,8499637;5,2583404;2008-12-01
"49";2009;1;135529,234375;41,0443039;65,5316391;7,1970429;28,4611263;4,8499637;5,2583404;2009-01-01
"50";2009;2;135529,234375;41,0443039;65,5316391;7,1970429;28,4611263;4,8499637;5,2583404;2009-02-01
"51";2009;3;135529,234375;41,0443039;65,5316391;7,1970429;28,4611263;4,8499637;5,2583404;2009-03-01
"52";2009;4;135600,015625;41,0470695;65,5340271;7,1972103;28,4735279;4,8504658;5,2587352;2009-04-01
"53";2009;5;136870,203125;41,2027931;65,8236694;7,2246141;28,6960564;4,8736992;5,2772446;2009-05-01
"54";2009;6;138043,671875;41,4037552;66,2811127;7,2716279;28,8563061;4,9090457;5,2947297;2009-06-01
"55";2009;7;139293,140625;41,7199287;66,7688751;7,3218288;29,026474;4,9376874;5,3061604;2009-07-01
"56";2009;8;140380,53125;41,9950905;67,2557907;7,3721285;29,1976566;4,961503;5,3186774;2009-08-01
"57";2009;9;141060,5625;42,1671638;67,5393219;7,4010701;29,2974854;4,9777308;5,3271971;2009-09-01
"58";2009;10;141060,5625;42,1671638;67,5393219;7,4010701;29,2974854;4,9777308;5,3271971;2009-10-01
"59";2009;11;141060,5625;42,1671638;67,5393219;7,4010701;29,2974854;4,9777308;5,3271971;2009-11-01
"60";2009;12;141060,5625;42,1671638;67,5393219;7,4010701;29,2974854;4,9777308;5,3271971;2009-12-01
"61";2010;1;141060,5625;42,1671638;67,5393219;7,4010701;29,2974854;4,9777308;5,3271971;2010-01-01
"62";2010;2;141060,5625;42,1671638;67,5393219;7,4010701;29,2974854;4,9777308;5,3271971;2010-02-01
"63";2010;3;141060,5625;42,1671638;67,5393219;7,4010701;29,2974854;4,9777308;5,3271971;2010-03-01
"64";2010;4;141133,34375;42,1700401;67,5418091;7,4012451;29,3102398;4,9782519;5,3276072;2010-04-01
"65";2010;5;142458,78125;42,3370667;67,8501968;7,4305797;29,5424442;5,0030694;5,3474445;2010-05-01
"66";2010;6;143671,484375;42,5487518;68,3312149;7,4801908;29,7116528;5,039597;5,3658786;2010-06-01
"67";2010;7;145020,578125;42,8901367;68,8671112;7,5355425;29,8994255;5,071053;5,3912716;2010-07-01
"68";2010;8;146194,234375;43,1871262;69,4019089;7,5909896;30,0882568;5,0971885;5,4051547;2010-08-01
"69";2010;9;146941,09375;43,3761139;69,7187271;7,6234369;30,2002048;5,1152816;5,4158068;2010-09-01
"70";2010;10;146941,09375;43,3761139;69,7187271;7,6234369;30,2002048;5,1152816;5,4158068;2010-10-01
"71";2010;11;146941,09375;43,3761139;69,7187271;7,6234369;30,2002048;5,1152816;5,4158068;2010-11-01
"72";2010;12;146941,09375;43,3761139;69,7187271;7,6234369;30,2002048;5,1152816;5,4158068;2010-12-01
"73";2011;1;146941,09375;43,3761139;69,7187271;7,6234369;30,2002048;5,1152816;5,4158068;2011-01-01
"74";2011;2;146941,09375;43,3761139;69,7187271;7,6234369;30,2002048;5,1152816;5,4158068;2011-02-01
"75";2011;3;146941,09375;43,3761139;69,7187271;7,6234369;30,2002048;5,1152816;5,4158068;2011-03-01
"76";2011;4;147018,625;43,3793488;69,721489;7,6236329;30,213789;5,1158667;5,4162674;2011-04-01
"77";2011;5;148448,125;43,5635529;70,0675507;7,6572585;30,4642296;5,144474;5,4392681;2011-05-01
"78";2011;6;149700,34375;43,7871742;70,5740967;7,7097282;30,6433372;5,1821923;5,4587698;2011-06-01
"79";2011;7;150608,1875;44,0168953;70,941864;7,7478809;30,7729645;5,2037849;5,4686432;2011-07-01
"80";2011;8;151208,890625;44,1688995;71,2210312;7,7769561;30,8721256;5,2174282;5,4759426;2011-08-01
"81";2011;9;151851,53125;44,3315163;71,4990005;7,8055425;30,9708481;5,2332816;5,4841132;2011-09-01
"82";2011;10;151851,53125;44,3315163;71,4990005;7,8055425;30,9708481;5,2332816;5,4841132;2011-10-01
"83";2011;11;151851,53125;44,3315163;71,4990005;7,8055425;30,9708481;5,2332816;5,4841132;2011-11-01
"84";2011;12;151851,53125;44,3315163;71,4990005;7,8055425;30,9708481;5,2332816;5,4841132;2011-12-01
"85";2012;1;151851,53125;44,3315163;71,4990005;7,8055425;30,9708481;5,2332816;5,4841132;2012-01-01
"86";2012;2;151851,53125;44,3315163;71,4990005;7,8055425;30,9708481;5,2332816;5,4841132;2012-02-01
"87";2012;3;151851,53125;44,3315163;71,4990005;7,8055425;30,9708481;5,2332816;5,4841132;2012-03-01
"88";2012;4;151928,6875;44,3347282;71,5017548;7,8057384;30,9843616;5,2338619;5,48457;2012-04-01
"89";2012;5;153369,515625;44,5347824;71,8539047;7,8400559;31,2367897;5,2629647;5,5080156;2012-05-01
"90";2012;6;154630,0625;44,7631416;72,3693466;7,8936725;31,4200153;5,3009343;5,5279264;2012-06-01
"91";2012;7;155550,5625;44,9960709;72,746315;7,9329467;31,5535908;5,3230977;5,5384383;2012-07-01
"92";2012;8;156156,109375;45,1492996;73,0308304;7,9627085;31,6552029;5,3370223;5,5458469;2012-08-01
"93";2012;9;156801,640625;45,3126526;73,3130188;7,9918456;31,7559032;5,3531256;5,553781;2012-09-01
"94";2012;10;156801,640625;45,3126526;73,3130188;7,9918456;31,7559032;5,3531256;5,553781;2012-10-01
"95";2012;11;156801,640625;45,3126526;73,3130188;7,9918456;31,7559032;5,3531256;5,553781;2012-11-01
"96";2012;12;156801,640625;45,3126526;73,3130188;7,9918456;31,7559032;5,3531256;5,553781;2012-12-01
"97";2013;1;156801,640625;45,3126526;73,3130188;7,9918456;31,7559032;5,3531256;5,553781;2013-01-01
"98";2013;2;156801,640625;45,3126526;73,3130188;7,9918456;31,7559032;5,3531256;5,553781;2013-02-01
"99";2013;3;156801,640625;45,3126526;73,3130188;7,9918456;31,7559032;5,3531256;5,553781;2013-03-01
"100";2013;4;156886,265625;45,3165588;73,3162384;7,9920802;31,7707291;5,3538251;5,5543323;2013-04-01
"101";2013;5;158470,1875;45,5702972;73,7242279;8,0333471;32,0482216;5,3893032;5,5831161;2013-05-01
"102";2013;6;159754,046875;45,7932854;74,2577057;8,0890455;32,2382317;5,4279747;5,6037245;2013-06-01
"103";2013;7;160909,234375;46,0856056;74,7384567;8,1393194;32,4091492;5,456212;5,6169353;2013-07-01
"104";2013;8;161659,671875;46,2755013;75,0968094;8,1769485;32,5375519;5,4737301;5,6272464;2013-08-01
"105";2013;9;162315,609375;46,4414825;75,3881454;8,2071342;32,6417961;5,4903188;5,6377311;2013-09-01
"106";2013;10;162315,609375;46,4414825;75,3881454;8,2071342;32,6417961;5,4903188;5,6377311;2013-10-01
"107";2013;11;162315,609375;46,4414825;75,3881454;8,2071342;32,6417961;5,4903188;5,6377311;2013-11-01
"108";2013;12;162315,609375;46,4414825;75,3881454;8,2071342;32,6417961;5,4903188;5,6377311;2013-12-01
"109";2014;1;162315,609375;46,4414825;75,3881454;8,2071342;32,6417961;5,4903188;5,6377311;2014-01-01
"110";2014;2;162315,609375;46,4414825;75,3881454;8,2071342;32,6417961;5,4903188;5,6377311;2014-02-01
"111";2014;3;162315,609375;46,4414825;75,3881454;8,2071342;32,6417961;5,4903188;5,6377311;2014-03-01
"112";2014;4;162400,609375;46,4454079;75,3913879;8,2073717;32,6566887;5,4910221;5,6382861;2014-04-01
"113";2014;5;164007,90625;46,7061348;75,8092957;8,2497711;32,9382744;5,5274005;5,6678572;2014-05-01
"114";2014;6;165305,546875;46,9480095;76,3532867;8,3067179;33,1326332;5,5664864;5,6889486;2014-06-01
"115";2014;7;166708,75;47,3030815;76,9424591;8,3684969;33,3427773;5,6011004;5,7037687;2014-07-01
"116";2014;8;167490,078125;47,5007973;77,3189087;8,4081373;33,4781075;5,6195064;5,713654;2014-08-01
"117";2014;9;168150,796875;47,6679878;77,6149445;8,4388885;33,5843201;5,6363506;5,7223458;2014-09-01
"118";2014;10;168150,796875;47,6679878;77,6149445;8,4388885;33,5843201;5,6363506;5,7223458;2014-10-01
"119";2014;11;168150,796875;47,6679878;77,6149445;8,4388885;33,5843201;5,6363506;5,7223458;2014-11-01
"120";2014;12;168150,796875;47,6679878;77,6149445;8,4388885;33,5843201;5,6363506;5,7223458;2014-12-01
"121";2015;1;168150,796875;47,6679878;77,6149445;8,4388885;33,5843201;5,6363506;5,7223458;2015-01-01
"122";2015;2;168150,796875;47,6679878;77,6149445;8,4388885;33,5843201;5,6363506;5,7223458;2015-02-01
"123";2015;3;168150,796875;47,6679878;77,6149445;8,4388885;33,5843201;5,6363506;5,7223458;2015-03-01
"124";2015;4;168240,0625;47,6723442;77,6184845;8,4391479;33,5999565;5,637126;5,7229576;2015-04-01
"125";2015;5;169930,640625;47,9687309;78,0700302;8,4859037;33,8961372;5,6775446;5,7559562;2015-05-01
"126";2015;6;171241,8125;48,2022018;78,6244888;8,5440903;34,0946884;5,7170391;5,7691646;2015-06-01
"127";2015;7;172011,90625;48,3970718;78,9506607;8,5783777;34,2113762;5,7362046;5,7768226;2015-07-01
"128";2015;8;172642,8125;48,5567131;79,2573166;8,6107502;34,3219452;5,7511983;5,7846732;2015-08-01
"129";2015;9;173122,671875;48,6781425;79,4741592;8,6333275;34,3999481;5,7635274;5,7908583;2015-09-01
"130";2015;10;173122,671875;48,6781425;79,4741592;8,6333275;34,3999481;5,7635274;5,7908583;2015-10-01
"131";2015;11;173122,671875;48,6781425;79,4741592;8,6333275;34,3999481;5,7635274;5,7908583;2015-11-01
"132";2015;12;173122,671875;48,6781425;79,4741592;8,6333275;34,3999481;5,7635274;5,7908583;2015-12-01
"133";2016;1;173122,671875;48,6781425;79,4741592;8,6333275;34,3999481;5,7635274;5,7908583;2016-01-01
"134";2016;2;173122,671875;48,6781425;79,4741592;8,6333275;34,3999481;5,7635274;5,7908583;2016-02-01
"135";2016;3;173122,671875;48,6781425;79,4741592;8,6333275;34,3999481;5,7635274;5,7908583;2016-03-01
"136";2016;4;173214,078125;48,6826401;79,4778214;8,6335964;34,4159584;5,7643294;5,7914915;2016-04-01
"137";2016;5;174967,09375;48,9980202;79,9532928;8,6830959;34,7230759;5,807096;5,82655;2016-05-01
"138";2016;6;176312,578125;49,2446442;80,5292206;8,7436695;34,9299927;5,8476233;5,840632;2016-06-01
"139";2016;7;177173,03125;49,4623795;80,8981247;8,7825356;35,0624313;5,8692985;5,8497691;2016-07-01
"140";2016;8;177603,109375;49,571209;81,109726;8,804924;35,1389961;5,8796391;5,8552814;2016-08-01
"141";2016;9;178043,734375;49,6827049;81,311264;8,8259525;35,2117081;5,8910809;5,8610644;2016-09-01
"142";2016;10;178043,734375;49,6827049;81,311264;8,8259525;35,2117081;5,8910809;5,8610644;2016-10-01
"143";2016;11;178043,734375;49,6827049;81,311264;8,8259525;35,2117081;5,8910809;5,8610644;2016-11-01
"144";2016;12;178043,734375;49,6827049;81,311264;8,8259525;35,2117081;5,8910809;5,8610644;2016-12-01
