"";"Mean_Ca1";"Mean_Ca2";"Mean_Ca3";"Mean_Ca4";"Mean_Ca5";"Mean_Ca6";"Mean_Ca7";"Mean_Ca8";"Mean_Mg1";"Mean_Mg2";"Mean_Mg3";"Mean_Mg4";"Mean_Mg5";"Mean_Mg6";"Mean_Mg7";"Mean_Mg8";"Mean_K1";"Mean_K2";"Mean_K3";"Mean_K4";"Mean_K5";"Mean_K6";"Mean_K7";"Mean_K8";"Mean_Na1";"Mean_Na2";"Mean_Na3";"Mean_Na4";"Mean_Na5";"Mean_Na6";"Mean_Na7";"Mean_Na8";"Mean_Al1";"Mean_Al2";"Mean_Al3";"Mean_Al4";"Mean_Al5";"Mean_Al6";"Mean_Al7";"Mean_Al8";"Mean_SO41";"Mean_SO42";"Mean_SO43";"Mean_SO44";"Mean_SO45";"Mean_SO46";"Mean_SO47";"Mean_SO48";"Mean_NO31";"Mean_NO32";"Mean_NO33";"Mean_NO34";"Mean_NO35";"Mean_NO36";"Mean_NO37";"Mean_NO38";"Mean_NH41";"Mean_NH42";"Mean_NH43";"Mean_NH44";"Mean_NH45";"Mean_NH46";"Mean_NH47";"Mean_NH48";"Mean_Cl1";"Mean_Cl2";"Mean_Cl3";"Mean_Cl4";"Mean_Cl5";"Mean_Cl6";"Mean_Cl7";"Mean_Cl8"
"1";182,538383657576;106,083379598485;77,9823825166667;59,1673901007576;64,189395475;74,106062025;119,668771395455;90,9672307954545;149,955439887121;145,466061968939;89,5036260712121;97,0582083462121;108,241278215152;118,512305695455;155,348581835606;171,134724645455;29,8898485068182;42,589089175;39,2005005;33,2440113015152;31,7417114007576;39,2214633522727;43,9900851409091;45,2945468189394;75,2781164007576;90,4427539651515;99,9592163181818;102,226045377273;112,629778487121;136,442725784848;162,258735947727;178,997836835606;9,33228708409091;0,519450821212121;0,914871996969697;18,206816830303;13,5061884643939;7,0171648719697;0,548368913636364;0,941859532575758;260,833929815909;65,9701359189394;0,57049745530303;286,587074388636;279,084562593182;278,099080517424;276,67953502803;278,297683368182;1,28729306742424;0,0199071909090909;0;0,000528875757575758;0,0014323;0,00158189166666667;0,00191665454545455;0,00248544393939394;1,44464109924242;0,018243646969697;0;0,00319231287878788;0,172371534848485;0,0663646856060606;0,138559104545455;0,187694433333333;90,8959008984849;110,147253731061;119,718468609848;115,961595359091;118,161846390909;134,392889831818;141,067587594697;160,290909041667
