"";"Ca_L1";"Mg_L1";"K_L1";"Na_L1";"Al_L1";"Si_L1";"P_L1";"Ca_L2";"Mg_L2";"K_L2";"Na_L2";"Al_L2";"Si_L2";"P_L2";"Ca_L3";"Mg_L3";"K_L3";"Na_L3";"Al_L3";"Si_L3";"P_L3";"Ca_L4";"Mg_L4";"K_L4";"Na_L4";"Al_L4";"Si_L4";"P_L4";"Ca_L5";"Mg_L5";"K_L5";"Na_L5";"Al_L5";"Si_L5";"P_L5";"Ca_L6";"Mg_L6";"K_L6";"Na_L6";"Al_L6";"Si_L6";"P_L6";"Ca_L7";"Mg_L7";"K_L7";"Na_L7";"Al_L7";"Si_L7";"P_L7";"Ca_L8";"Mg_L8";"K_L8";"Na_L8";"Al_L8";"Si_L8";"P_L8";"Date";"Total_Ca"
"34";0,0157207;0,0308443;0,0094213;0,0097192;0,1304089;0,1879115;0;0,0335475;0,0211896;0,0056925;0,0124085;0,0882023;0,1973015;0;0,0521819;0,0309437;0,0085416;0,0197079;0,133072;0,300552;0;0,1688627;0,0956289;0,0104207;0,0330889;0,2121734;0,8159908;0;0,1525596;0,0892071;0,0122805;0,0331877;0,2239426;0,7652377;0;0,1370883;0,0763732;0,0139479;0,0351306;0,2362856;0,7047354;0;0,0268739;0,0202203;0,006737;0,0114838;0,0931821;0,180287;0;0,0325122;0,0205741;0,0062108;0,0118745;0,0869819;0,194072;0;2007-08-01;0,6193468
"35";0,0360994;0,030825;0,0102294;0,0175895;0,1478567;0,261884;0;0,031345;0,0192139;0,0038676;0,0095017;0,0661406;0,1717985;0;0,0454661;0,0263974;0,0063307;0,0155449;0,1030023;0,2518287;0;0,1465254;0,0827169;0,0085041;0,0273965;0,1751497;0,7019744;0;0,1309751;0,0762913;0,010055;0,0274492;0,1847327;0,6516335;0;0,1172018;0,0650312;0,0113796;0,0289423;0,1943248;0,596979;0;0,0407559;0,0262717;0,0081073;0,0154183;0,1138983;0,247228;0;0,0445028;0,0265277;0,0065056;0,0138991;0,0967997;0,2469022;0;2007-09-01;0,5928715
"36";0,1019684;0,0585591;0,0046486;0,0157735;0,1060607;0,4794623;0;0,0022424;0,0042256;0,0012141;0,0014404;0,0179859;0,0258248;0;0,0070816;0,0067729;0,002059;0,0035392;0,0312977;0,0537955;0;0,1143964;0,064122;0,0044992;0,0157505;0,1010273;0,5248144;0;0,0895395;0,0516765;0,0058585;0,0164383;0,1101837;0,4344122;0;0,0795002;0,0436133;0,0066051;0,0172875;0,1156663;0,3935188;0;0,0385393;0,0237618;0,0065172;0,0131544;0,0942995;0,2225044;0;0,0345321;0,0205841;0,0049116;0,0104909;0,0732567;0,1903602;0;2007-10-01;0,4677999
"37";0,0801755;0,045365;0,0028989;0,0104269;0,069506;0,3672747;0;0,0016187;0,0028582;0,0008186;0,001065;0,0124943;0,0179359;0;0,0020032;0,0035999;0,0010273;0,0013089;0,0156127;0,0224136;0;0,0842086;0,047031;0,003004;0,0106429;0,068111;0,3823061;0;0,0713185;0,040903;0,0036066;0,0106918;0,0718552;0,3352577;0;0,0637747;0,0346649;0,0040696;0,0113406;0,0758443;0,3038419;0;0,0358565;0,0212138;0,0048035;0,0105301;0,0729558;0,1951083;0;0,0270768;0,0159988;0,0034235;0,0075537;0,05239;0,1454934;0;2007-11-01;0,3660325
"38";0,089207;0,0493897;0,0021632;0,0086485;0,056732;0,3942012;0;0,0013656;0,0022909;0,0006543;0,0009128;0,0102244;0,0146832;0;0,0016801;0,0028787;0,0008192;0,0011158;0,0127342;0,0182809;0;0,0705855;0,0392313;0,0023337;0,0084279;0,0534417;0,3179396;0;0,0598983;0,034155;0,0027717;0,0083761;0,0559673;0,2784974;0;0,0552954;0,0298259;0,0030262;0,0087342;0,0582598;0,258171;0;0,0448324;0,025793;0,0035123;0,0091994;0,0615518;0,2219749;0;0,0205641;0,0122479;0,0026912;0,0058358;0,0408731;0,1114342;0;2007-12-01;0,3434284
"39";0,1013542;0,055814;0,0022138;0,0090789;0,0592558;0,4442367;0;0,0013849;0,00231;0,0006578;0,0009225;0,0102944;0,0148122;0;0,0017032;0,0029019;0,0008231;0,001127;0,0128158;0,0184341;0;0,0679721;0,0376867;0,0022539;0,0081867;0,0515242;0,3060561;0;0,0569687;0,0324004;0,0026661;0,0080748;0,0536086;0,2649913;0;0,0523626;0,0281662;0,002894;0,0083617;0,0555018;0,2445772;0;0,0373512;0,021432;0,0030877;0,0079446;0,053063;0,1861186;0;0,0175186;0,0104484;0,0022572;0,0049181;0,034501;0,094713;0;2008-01-01;0,3366155
"40";0,0720824;0,0403541;0,0022335;0,008403;0,0553803;0,3251038;0;0,0012992;0,0021819;0,0006209;0,0008621;0,0096835;0,0139414;0;0,0016069;0,0027509;0,0007789;0,0010576;0,0120914;0,0174153;0;0,0626778;0,0347736;0,0021824;0,0078436;0,0493432;0,2833934;0;0,0523732;0,029809;0,0025971;0,0077677;0,0515035;0,2450886;0;0,0478238;0,0257633;0,002823;0,0080281;0,0532556;0,2251364;0;0,0325715;0,0187051;0,0028545;0,0072155;0,0482731;0,163708;0;0,0160677;0,0095675;0,0020564;0,0044964;0,0314867;0,0867294;0;2008-02-01;0,2865025
"41";0,0888634;0,0499636;0,0029817;0,0110311;0,0728928;0,4039334;0;0,0015951;0,0027543;0,0007854;0,0010505;0,0120948;0,0174028;0;0,0019676;0,0034636;0,000983;0,0012858;0,0150715;0,0216897;0;0,0709987;0,0394852;0,0027824;0,0097009;0,0611388;0,3244743;0;0,0603605;0,0344459;0,0032918;0,0096095;0,0637974;0,2855128;0;0,0531909;0,0287955;0,0036541;0,0099648;0,0662379;0,2553383;0;0,0288575;0,0168683;0,0033681;0,0077136;0,0528602;0,152579;0;0,0163174;0,0099069;0,0022865;0,0048377;0,0344608;0,0901151;0;2008-03-01;0,3221511
"42";0,1131191;0,064564;0,0049641;0,0172998;0,1150576;0,5294162;0;0,0021536;0,0039925;0,0011399;0,001378;0,0169842;0,0244683;0;0,0026644;0,0050305;0,0014297;0,0016916;0,0212249;0,0305795;0;0,0860482;0,0480431;0,0038917;0,0131672;0,083289;0,3992555;0;0,0737591;0,0423262;0,004619;0,0130918;0,0871963;0,3552163;0;0,0647276;0,0353271;0,0051515;0,0135707;0,090552;0,3177839;0;0,0282949;0,016887;0,0038535;0,0083702;0,0585072;0,1548371;0;0,0174679;0,0107416;0,0026413;0,0054478;0,0391788;0,0983025;0;2008-04-01;0,3882348
"43";0,0439743;0,0322024;0,0098406;0,0194196;0,1492153;0,2882127;0;0,0030009;0,0059524;0,0017046;0,001871;0,0246669;0,0355299;0;0,0037279;0,0075055;0,0021378;0,0023033;0,0308571;0,0444765;0;0,110095;0,0617579;0,0064193;0,0204588;0,1297885;0,5260509;0;0,0935225;0,0540846;0,0076701;0,0202939;0,135747;0,4678159;0;0,0793587;0,0439614;0,0085916;0,0207373;0,1396661;0,4103782;0;0,0168584;0,0128157;0,0039343;0,0069138;0,0564691;0,1115969;0;0,0192464;0,0124656;0,0035078;0,0067684;0,0504472;0,11444;0;2008-05-01;0,3697841
"44";0,0951178;0,0587067;0,0149631;0,0344107;0,2391811;0,5486485;0;0,0060847;0,0077472;0,0025198;0,003479;0,0358913;0,055756;0;0,006261;0,009333;0,0029468;0,0037169;0,0418518;0,0629292;0;0,1082336;0,0611345;0,0086284;0,0248993;0,1596934;0,5391782;0;0,1017267;0,0593954;0,0097983;0,0246064;0,1662973;0,5225211;0;0,0805275;0,0455398;0,011117;0,0246683;0,169126;0,4374624;0;0,0136846;0,0124146;0,0040902;0,0063665;0,0572399;0,1018382;0;0,0148355;0,0110857;0,0035513;0,0060766;0,0494732;0,0980428;0;2008-06-01;0,4264714
"45";0,043886;0,0375345;0,0132948;0,0212993;0,1824302;0,3223233;0;0,009953;0,0100432;0,0034213;0,005241;0,0482234;0,0799685;0;0,0182658;0,0151219;0,0050247;0,0088362;0,072869;0,1303569;0;0,099568;0,056433;0,0113537;0,0289272;0,1881036;0,5248898;0;0,0942398;0,0557112;0,0126401;0,028137;0,1936414;0,5135465;0;0,0572244;0,0360556;0,0116508;0,0218983;0,1622389;0,3473286;0;0,0042781;0,0099495;0,0029149;0,0027139;0,0408774;0,0574234;0;0,0032252;0,0071306;0,0021399;0,0020478;0,0298251;0,0420605;0;2008-07-01;0,3306403
"46";0,0733223;0,052757;0,0180369;0,0330492;0,2551065;0,4866617;0;0,0201123;0,0149854;0,0050751;0,0093204;0,0728393;0,1360202;0;0,0348858;0,0230964;0,0073394;0,0150905;0,1094415;0,2190392;0;0,1709838;0,0970327;0,0100577;0,0321974;0,207451;0,8218038;0;0,1526532;0,0896289;0,0118151;0,0319884;0,2175479;0,762011;0;0,1330839;0,0746834;0,0136348;0,0337881;0,2295087;0,6854362;0;0,0144561;0,0148851;0,0051205;0,0072413;0,0697617;0,1171693;0;0,0174155;0,0136382;0,0046822;0,0075283;0,0631587;0,1199699;0;2008-08-01;0,6169129
"47";0,0416692;0,0326927;0,0110574;0,0190659;0,1555646;0,2884512;0;0,0226999;0,0146518;0,0042662;0,0090441;0,0649232;0,1375916;0;0,0350822;0,021394;0,0059777;0,0135277;0,0930579;0,2053702;0;0,1500483;0,0848359;0,0081545;0,0266384;0,1710704;0,7137005;0;0,134204;0,0783889;0,0095354;0,0264186;0,1790588;0,661198;0;0,1207868;0,0673369;0,0106699;0,0276202;0,1870592;0,6067173;0;0,0302473;0,021441;0,0071048;0,0123539;0,0973217;0,1958334;0;0,0345147;0,021448;0,0062646;0,0120783;0,0876407;0,2022576;0;2008-09-01;0,5692524
"48";0,0653768;0,0391246;0,0057793;0,0155481;0,1073152;0,3362072;0;0,014873;0,0092866;0,0022969;0,0052235;0,036769;0,0855723;0;0,0244254;0,0143516;0,0032753;0,0080327;0,0538317;0,1345366;0;0,1032017;0,057958;0,0047713;0,0159935;0,1022772;0,4808055;0;0,092012;0,0531975;0,0055749;0,0158746;0,1070764;0,4424788;0;0,0823741;0,0453371;0,006199;0,0165246;0,111467;0,4023151;0;0,0357915;0,0224512;0,0063725;0,0124206;0,0905632;0,2096019;0;0,0341013;0,0204286;0,0048605;0,0102391;0,0720065;0,1880434;0;2008-10-01;0,4521558
"49";0,0793424;0,0449693;0,002767;0,0099446;0,0669119;0,3624473;0;0,0015984;0,0028326;0,0008133;0,0010548;0,0124024;0,0177775;0;0,0019829;0,003571;0,0010211;0,0012984;0,0155075;0,02224;0;0,0860523;0,0480185;0,0029351;0,0105268;0,0673968;0,3892016;0;0,0716793;0,0411301;0,0035767;0,0106163;0,0714908;0,3365172;0;0,0596458;0,0325549;0,0040538;0,0110068;0,0739987;0,2865274;0;0,0312167;0,0188925;0,0046601;0,0096672;0,0686134;0,1743107;0;0,0272345;0,0161355;0,0033807;0,0074255;0,0517283;0,1457989;0;2008-11-01;0,3587523
"50";0,0786285;0,0438856;0,0021901;0,0084167;0,0556983;0,351526;0;0,0013598;0,0022838;0,0006528;0,0009098;0,010198;0,0146381;0;0,0016733;0,00287;0,0008175;0,0011124;0,0127031;0,0182272;0;0,0707844;0,0393727;0,0022718;0,0082246;0,0523826;0,3181378;0;0,060854;0,0347195;0,002676;0,0081539;0,0547454;0,2816022;0;0,0563958;0,0304357;0,0028699;0,0084032;0,0563252;0,2612954;0;0,0433748;0,0250359;0,0034141;0,0088591;0,059599;0,2149724;0;0,0215474;0,0127473;0,0026511;0,0058351;0,0406486;0,1151337;0;2008-12-01;0,334618
"51";0,0747817;0,0419687;0,0023708;0,0088206;0,0584046;0,3380605;0;0,0013704;0,0022922;0,0006539;0,0009148;0,0102262;0,0146979;0;0,0016907;0,0028855;0,0008196;0,0011205;0,0127541;0,0183315;0;0,0671047;0,0372846;0,0021681;0,0078519;0,0498126;0,3016437;0;0,0572377;0,0326177;0,002555;0,0077655;0,0519514;0,2651251;0;0,052606;0,0283678;0,0027817;0,0080596;0,053888;0,24462;0;0,0369927;0,0213062;0,0030229;0,0077316;0,051952;0,1841008;0;0,0189085;0,0111761;0,0022801;0,0050466;0,0351495;0,1006492;0;2009-01-01;0,3106924
"52";0,0668873;0,0376501;0,0022597;0,008271;0,0548189;0,3041553;0;0,0012843;0,0021647;0,0006174;0,0008545;0,0096192;0,0138298;0;0,0015806;0,0027189;0,0007723;0,0010442;0,0119726;0,0172117;0;0,0593994;0,0330748;0,0021453;0,0075466;0,0478902;0,2695252;0;0,0505354;0,0288784;0,0025394;0,0074793;0,050029;0,2369441;0;0,0451028;0,0244297;0,0028109;0,007778;0,052036;0,2138217;0;0,0260246;0,0151936;0,0029124;0,0067013;0,0459307;0,136419;0;0,0153213;0,0091953;0,0020293;0,0043433;0,0307024;0,0833366;0;2009-02-01;0,2661357
"53";0,0899082;0,0505126;0,0029519;0,0109786;0,0725741;0,4078883;0;0,0015987;0,0027592;0,0007867;0,0010527;0,0121158;0,0174353;0;0,0019694;0,003469;0,0009851;0,0012878;0,0151004;0,0217247;0;0,0738168;0,0410843;0,0026303;0,0093455;0,0592494;0,3346759;0;0,0633769;0,0362095;0,0030818;0,0092074;0,0615898;0,2963058;0;0,057142;0,0309521;0,0033888;0,0095541;0,063926;0,2694773;0;0,0342537;0,0198124;0,0032992;0,0080098;0,0541811;0,1748278;0;0,0184478;0,0109947;0,0023666;0,0051274;0,036003;0,0995447;0;2009-03-01;0,3405135
"54";0,0837147;0,0487808;0,0060608;0,0182036;0,121499;0,4170392;0;0,0021431;0,003976;0,0011358;0,0013722;0,0169203;0,0243685;0;0,0026529;0,0050067;0,0014231;0,0016845;0,021128;0,0304406;0;0,0859609;0,0480874;0,0037765;0,0127931;0,0813515;0,3978482;0;0,0745633;0,0428958;0,0044298;0,0126409;0,0847495;0,3570383;0;0,0662099;0,036223;0,0049213;0,013115;0,0880362;0,3221135;0;0,0306295;0,018096;0,0039055;0,0086259;0,0598097;0,1649211;0;0,0194422;0,0117275;0,0027333;0,0057517;0,0407902;0,107137;0;2009-04-01;0,3653165
"55";0,1433352;0,0831863;0,0081634;0,0266473;0,1785239;0,6935861;0;0,002999;0,0059619;0,0017097;0,0018731;0,0247289;0,0355892;0;0,0036609;0,007435;0,0021298;0,0022779;0,0306793;0,0440744;0;0,1122904;0,0632544;0,0060488;0,0194939;0,1247793;0,5321085;0;0,0916475;0,0532707;0,0074253;0,0194927;0,1314654;0,457945;0;0,0769073;0,0428442;0,0084293;0,0200341;0,1359798;0,3987143;0;0,0183865;0,0134262;0,0041073;0,007283;0,0583989;0,1187892;0;0,0166757;0,0112395;0,0032998;0,0060997;0,0468047;0,1020863;0;2009-05-01;0,4659025
"56";0,0471031;0,0369449;0,0121076;0,0221808;0,177366;0,3253965;0;0,0032785;0,0069161;0,0020125;0,0020427;0,0284783;0,0407024;0;0,0159864;0,0129433;0,0043156;0,0075277;0,0618921;0,1125477;0;0,1262066;0,0715032;0,0076278;0,0238419;0,1535648;0,6072117;0;0,1053636;0,0618757;0,009079;0,0232924;0,1589;0,5326688;0;0,0833779;0,047138;0,010743;0,0241366;0,1658802;0,4465008;0;0,0149669;0,0128293;0,0042591;0,0067113;0,0589128;0,1078093;0;0,0133296;0,010339;0,0033864;0,0055756;0,0465785;0,0902904;0;2009-06-01;0,4096126
"57";0,0608454;0,0449996;0,0152192;0,0276632;0,2166103;0,4089067;0;0,0053094;0,0083785;0,0026716;0,0032076;0,0374108;0,0555408;0;0,0323136;0,0209602;0,0066577;0,0132335;0,0962634;0,1994999;0;0,091308;0,0524608;0,0111588;0,0269894;0,1788834;0,4876452;0;0,1210928;0,0715045;0,0105469;0,0269198;0,1847745;0,6141637;0;0,1010629;0,057208;0,0124187;0,0283797;0,1951293;0,5368673;0;0,0114914;0,0124823;0,0042358;0,0058518;0,0580296;0,0959282;0;0,0107712;0,0099833;0,0034207;0,0050468;0,0464185;0,0817536;0;2009-07-01;0,4341947
"58";0,0443176;0,0405716;0,0143674;0,0225646;0,1985337;0,3391816;0;0,0123693;0,0118774;0,0040864;0,0064454;0,057618;0,0968007;0;0,0530014;0,0315797;0,0083695;0,0190783;0,129912;0,3023193;0;0,17068;0,097538;0,0091746;0,029441;0,1930622;0,8126381;0;0,1587578;0,0933852;0,0110223;0,0305562;0,2094781;0,7814762;0;0,1427179;0,0802592;0,0124731;0,0322118;0,2203303;0,7173786;0;0,034014;0,0233401;0,0076624;0,0134729;0,1044168;0,2156585;0;0,0341502;0,0214094;0,0063634;0,012038;0,0881393;0,2015773;0;2009-08-01;0,6500082
"59";0,0995297;0,0605459;0,0128832;0,0316636;0,2180638;0,5500453;0;0,0160007;0,0116918;0,0037665;0,0071594;0,0552999;0,1058397;0;0,0480668;0,0280546;0,0059865;0,0149553;0,099703;0,2603317;0;0,1527916;0,0867901;0,007425;0,0245752;0,1601838;0,7185212;0;0,1352344;0,0791923;0,0091723;0,0255467;0,1743359;0,6625855;0;0,1237752;0,0692277;0,0101011;0,0265282;0,1810346;0,6148557;0;0,0483501;0,0299451;0,0087416;0,0169866;0,1227095;0,2830034;0;0,0433014;0,0260507;0,0063799;0,0133257;0,0939257;0,240687;0;2009-09-01;0,6670499
"60";0,090442;0,0525391;0,0047632;0,0152891;0,1039311;0,432689;0;0,0056932;0,0053286;0,0016394;0,0028445;0,0248443;0,0428669;0;0,0228555;0,0136169;0,0032364;0,0075986;0,0517921;0,1273807;0;0,1056622;0,0595203;0,0043772;0,0148785;0,0963948;0,4873151;0;0,0941527;0,0545144;0,0053027;0,015289;0,1038551;0,4491404;0;0,084621;0,0466866;0,0058706;0,0158703;0,1078676;0,4090164;0;0,0449074;0,0270301;0,0067721;0,0140267;0,0990269;0,2508201;0;0,0359769;0,0214725;0,0048085;0,0103293;0,0723718;0,1956897;0;2009-10-01;0,4843109
"61";0,0903138;0,0506564;0,0027388;0,0103549;0,0687886;0,4070412;0;0,0016349;0,0028781;0,0008233;0,001074;0,0125745;0,0180672;0;0,0020054;0,0036043;0,0010283;0,0013099;0,0156276;0,0224368;0;0,0880351;0,0490793;0,0029073;0,0105305;0,0673853;0,3970951;0;0,0749008;0,0429182;0,0034199;0,0103806;0,0700945;0,3485049;0;0,0682847;0,037157;0,0037044;0,0106802;0,0721536;0,3193716;0;0,048325;0,0281754;0,0044633;0,0109847;0,0747595;0,2457028;0;0,0355743;0,0209649;0,0028806;0,007158;0,0497067;0,1776792;0;2009-11-01;0,409074
"62";0,0774384;0,0432616;0,0022301;0,0085087;0,0562295;0,3471187;0;0,0013736;0,002299;0,0006559;0,000917;0,0102552;0,0147386;0;0,0016877;0,002886;0,0008206;0,0011196;0,0127612;0,0183308;0;0,0707018;0,0393208;0,0022847;0,0082659;0,0525957;0,3179268;0;0,0610303;0,0348162;0,0026696;0,0081459;0,0546959;0,2822748;0;0,0557574;0,0301382;0,0029079;0,0084297;0,0566211;0,2590524;0;0,0420174;0,024323;0,0035084;0,0088884;0,0600793;0,2100211;0;0,0229352;0,0135354;0,0026702;0,0059443;0,0413457;0,1211802;0;2009-12-01;0,3329418
"63";0,0825305;0,0460079;0,0023036;0,0088877;0,0585659;0,3689263;0;0,0013799;0,0023038;0,0006565;0,00092;0,0102716;0,0147733;0;0,0016985;0,0028957;0,0008219;0,0011247;0,012794;0,0183966;0;0,0686551;0,0381063;0,0021588;0,0078935;0,0499948;0,3079257;0;0,0584874;0,0332957;0,0025306;0,0077668;0,051925;0,2700888;0;0,0535244;0,0288479;0,002748;0,0080256;0,0536815;0,2481;0;0,0385016;0,0221773;0,0029452;0,0076703;0,0515506;0,1898846;0;0,0187801;0,0111195;0,0022745;0,0050042;0,0349469;0,100046;0;2010-01-01;0,3235575
"64";0,0714594;0,0400353;0,0022112;0,0083047;0,0548642;0,3223235;0;0,0012926;0,0021748;0,0006197;0,000859;0,009659;0,0138961;0;0,0015955;0,0027382;0,0007767;0,0010523;0,0120487;0,0173357;0;0,0642297;0,0356834;0,0020415;0,0074382;0,0472194;0,2884008;0;0,0530383;0,0302624;0,0024621;0,0074141;0,0496165;0,2466864;0;0,047788;0,0258352;0,0027093;0,0077008;0,051537;0,2240404;0;0,0303653;0,0175575;0,0028493;0,0069573;0,0470576;0,1543128;0;0,0161581;0,0096302;0,0020543;0,0044478;0,0312596;0,0870126;0;2010-02-01;0,2859269
"65";0,0955762;0,0534688;0,0028743;0,0109488;0,0722423;0,4301815;0;0,0015984;0,0027582;0,0007863;0,0010524;0,012111;0,0174293;0;0,0019679;0,0034664;0,0009844;0,0012868;0,0150891;0,0217088;0;0,0750473;0,0417508;0,0025995;0,0093069;0,0590176;0,3394475;0;0,0647387;0,0369605;0,0030333;0,0091562;0,0612676;0,3015394;0;0,0584025;0,0316127;0,0033332;0,0094987;0,0635762;0,2742;0;0,0362884;0,0209524;0,0032271;0,0080333;0,0541758;0,1829053;0;0,0190377;0,0113032;0,0023763;0,0051886;0,0363118;0,1020782;0;2010-03-01;0,3526571
"66";0,1215172;0,0689701;0,0047782;0,0171921;0,1141256;0,562095;0;0,0021636;0,0040041;0,0011424;0,0013831;0,0170277;0,0245437;0;0,0026611;0,0050257;0,0014288;0,0016901;0,0212096;0,0305526;0;0,0909553;0,0508069;0,0036467;0,012686;0,0806608;0,4173443;0;0,0791348;0,0454404;0,0042579;0,0125081;0,0838814;0,3747222;0;0,0707897;0,0386382;0,0047104;0,0129772;0,087092;0,3394245;0;0,0369261;0,0214608;0,003879;0,0091809;0,0624149;0,1913948;0;0,0204286;0,012234;0,0027647;0,0058913;0,0415227;0,1114993;0;2010-04-01;0,4245764
"67";0,1363437;0,0794289;0,0085253;0,0270759;0,1813567;0,6677412;0;0,0030516;0,0060339;0,0017262;0,0018998;0,0249924;0,0360297;0;0,0037667;0,0075833;0,002161;0,0023284;0,0311894;0,0449482;0;0,1169186;0,0657127;0,006001;0,019723;0,1257955;0,5510337;0;0,1001852;0,0580709;0,0071217;0,0195342;0,1313986;0,4918268;0;0,0866129;0,0479376;0,0080465;0,0202526;0,1366315;0,4367648;0;0,0271876;0,0174881;0,0049129;0,0095323;0,0706585;0,1610403;0;0,0220516;0,0137937;0,003723;0,0073482;0,0535856;0,1274973;0;2010-05-01;0,4961179
"68";0,1522433;0,0898909;0,0115416;0,0347275;0,2340695;0,7679147;0;0,0036095;0,0074555;0,0021422;0,0022136;0,0304487;0,0438481;0;0,0085153;0,0105289;0,0033561;0,004785;0,048464;0,0761509;0;0,1417777;0,0801189;0,00721;0,0237833;0,1531126;0,6689877;0;0,1221869;0,0713029;0,0086368;0,0237827;0,1612931;0,6009752;0;0,1015723;0,0567168;0,0101712;0,0250701;0,1702046;0,5197288;0;0,0195868;0,0149269;0,0048246;0,0081702;0,0671699;0,1311723;0;0,0201468;0,0134856;0,0041215;0,0075051;0,0573807;0,123934;0;2010-06-01;0,5696386
"69";0,0347479;0,0346625;0,0118269;0,018298;0,1669662;0,2774844;0;0,0110365;0,0104969;0,0035792;0,0056799;0,0506443;0,0856752;0;0,0318869;0,0207841;0,0066204;0,0131529;0,0958643;0,1975784;0;0,1497507;0,0850855;0,0086719;0,0274857;0,1778868;0,7178272;0;0,1299349;0,0764845;0,010295;0,0271976;0,1861488;0,6501079;0;0,1088883;0,061376;0,0121686;0,0288047;0,1972177;0,568541;0;0,025435;0,0184744;0,0060723;0,0103487;0,0830768;0,1663157;0;0,0176822;0,0130036;0,0043111;0,0072068;0,0585157;0,1165214;0;2010-07-01;0,5093624
"70";0,0474324;0,0422025;0,0146855;0,0240445;0,2067175;0,356207;0;0,0159332;0,0131568;0,0046227;0,0077155;0,0643365;0,1147358;0;0,0507439;0,0306479;0,0081687;0,0180334;0,1247285;0,2907872;0;0,1096712;0,0631643;0,012608;0,0312549;0,2069269;0,5800824;0;0,1181363;0,0707236;0,013051;0,0303909;0,2118046;0,6231773;0;0,0915771;0,0534796;0,015081;0,0305565;0,2162868;0,5183825;0;0,0271648;0,0202473;0,0068797;0,0114255;0,0930637;0,1816255;0;0,0262703;0,0176318;0,0057305;0,0101034;0,0775849;0,1639608;0;2010-08-01;0,4869292
"71";0,1315568;0,0782296;0,0109046;0,0314949;0,2137878;0,6724903;0;0,0190122;0,0129881;0,0040659;0,0080005;0,0597713;0,1203502;0;0,0491263;0,0289965;0,0055345;0,013958;0,0943033;0,261527;0;0,1488224;0,0848215;0,0072875;0,0237981;0,1562791;0,7006342;0;0,1358993;0,0800231;0,0084138;0,0235337;0,1634254;0,6589165;0;0,1204853;0,0679074;0,0097061;0,0251042;0,1736386;0,5978804;0;0,0445368;0,0280908;0,0085115;0,0160891;0,1179749;0,2651467;0;0,0406504;0,0246356;0,0064036;0,013002;0,0924034;0,2293858;0;2010-09-01;0,6900895
"72";0,0986278;0,0568473;0,0045981;0,015385;0,104082;0,4651043;0;0,0055376;0,005277;0,0016278;0,0027938;0,0246249;0,0421612;0;0,0186901;0,0116717;0,0030634;0,006735;0,047597;0,1086815;0;0,1084835;0,0611256;0,0041505;0,0143086;0,093313;0,4967717;0;0,0964129;0,0559673;0,0048531;0,0141746;0,0977528;0,4545731;0;0,087379;0,0483753;0,0053999;0,0148398;0,1022074;0,4165325;0;0,0450521;0,0271296;0,0067599;0,0139751;0,0987761;0,2512937;0;0,0369481;0,0220318;0,0047577;0,0103281;0,072294;0,1994914;0;2010-10-01;0,4971311
"73";0,0872898;0,049083;0,0027729;0,0103426;0,0688137;0,3950637;0;0,0016334;0,0028744;0,0008228;0,0010736;0,0125656;0,0180514;0;0,0032948;0,0040065;0,0011955;0,0018786;0,0184371;0,0289325;0;0,0879708;0,0490919;0,0028302;0,0102545;0,0659686;0,3960467;0;0,0760567;0,0436058;0,0032535;0,0099659;0,0677949;0,351744;0;0,0693989;0,0378402;0,0035037;0,0101871;0,0694598;0,3221924;0;0,0474059;0,0277392;0,0043946;0,0107103;0,0733075;0,2412396;0;0,0285237;0,0168869;0,0033091;0,0073838;0,0514264;0,1507594;0;2010-11-01;0,401574
"74";0,0905242;0,0500758;0,0021544;0,0086529;0,0567316;0,3994415;0;0,0013801;0,0023071;0,0006577;0,0009205;0,0102866;0,0147907;0;0,0016904;0,0028903;0,0008216;0,0011212;0,0127782;0,018357;0;0,0723948;0,0402249;0,0022617;0,0082678;0,0525702;0,324659;0;0,0633598;0,0360866;0,0026061;0,0080906;0,0543383;0,2913454;0;0,0584894;0,0315656;0,0028023;0,0083091;0,055893;0,2693363;0;0,0463955;0,0268162;0,0033007;0,0087768;0,0592468;0,2269412;0;0,0223588;0,0132192;0,0026949;0,0059464;0,0414275;0,118952;0;2010-12-01;0,356593
"75";0,0780298;0,0436634;0,0023313;0,0088191;0,0583041;0,3508926;0;0,0013872;0,0023115;0,000658;0,0009236;0,0102996;0,014824;0;0,0017057;0,0029033;0,0008232;0,0011281;0,0128202;0,0184455;0;0,0681911;0,0378596;0,002162;0,0078834;0,0499504;0,3060502;0;0,0586256;0,0333764;0,0025163;0,0077335;0,051739;0,2705309;0;0,0533687;0,0287829;0,0027304;0,0079642;0,0533587;0,247308;0;0,0365964;0,0211251;0,0029986;0,0076204;0,0513957;0,1822366;0;0,0177589;0,0105913;0,0022562;0,0048704;0,0342766;0,0956052;0;2011-01-01;0,3156634
"76";0,0736139;0,0411587;0,0021815;0,0082897;0,0547181;0,3307872;0;0,0013009;0,0021837;0,0006213;0,000863;0,0096898;0,0139532;0;0,0016031;0,002746;0,0007779;0,0010557;0,0120736;0,0173851;0;0,0626962;0,0348275;0,0021186;0,0076286;0,0482352;0,2828544;0;0,054374;0,030976;0,0024451;0,0074508;0,0497577;0,2520766;0;0,0488352;0,0263766;0,0026705;0,0076725;0,0513363;0,2280128;0;0,0305248;0,0176578;0,0028309;0,0069247;0,046869;0,1548429;0;0,0180912;0,010644;0,0020711;0,0046513;0,0322522;0,0952667;0;2011-02-01;0,2910393
