"";"X";"Ca_L1";"Mg_L1";"K_L1";"Na_L1";"NO3_L1";"NH4_L1";"SO4_L1";"Cl_L1";"P_L1";"DOC_L1";"pH_L1";"Al_L1";"R_L1";"HR_L1";"Si_L1";"Ca_L2";"Mg_L2";"K_L2";"Na_L2";"NO3_L2";"NH4_L2";"SO4_L2";"Cl_L2";"P_L2";"DOC_L2";"pH_L2";"Al_L2";"R_L2";"HR_L2";"Si_L2";"Ca_L3";"Mg_L3";"K_L3";"Na_L3";"NO3_L3";"NH4_L3";"SO4_L3";"Cl_L3";"P_L3";"DOC_L3";"pH_L3";"Al_L3";"R_L3";"HR_L3";"Si_L3";"Ca_L4";"Mg_L4";"K_L4";"Na_L4";"NO3_L4";"NH4_L4";"SO4_L4";"Cl_L4";"P_L4";"DOC_L4";"pH_L4";"Al_L4";"R_L4";"HR_L4";"Si_L4";"Ca_L5";"Mg_L5";"K_L5";"Na_L5";"NO3_L5";"NH4_L5";"SO4_L5";"Cl_L5";"P_L5";"DOC_L5";"pH_L5";"Al_L5";"R_L5";"HR_L5";"Si_L5";"Ca_L6";"Mg_L6";"K_L6";"Na_L6";"NO3_L6";"NH4_L6";"SO4_L6";"Cl_L6";"P_L6";"DOC_L6";"pH_L6";"Al_L6";"R_L6";"HR_L6";"Si_L6";"Ca_L7";"Mg_L7";"K_L7";"Na_L7";"NO3_L7";"NH4_L7";"SO4_L7";"Cl_L7";"P_L7";"DOC_L7";"pH_L7";"Al_L7";"R_L7";"HR_L7";"Si_L7";"Ca_L8";"Mg_L8";"K_L8";"Na_L8";"NO3_L8";"NH4_L8";"SO4_L8";"Cl_L8";"P_L8";"DOC_L8";"pH_L8";"Al_L8";"R_L8";"HR_L8";"Si_L8";"Date";"AEC_SO4_L1";"AEC_PO4_L1";"AEC_Cl_L1";"AEC_SO4_L2";"AEC_PO4_L2";"AEC_Cl_L2";"AEC_SO4_L3";"AEC_PO4_L3";"AEC_Cl_L3";"AEC_SO4_L4";"AEC_PO4_L4";"AEC_Cl_L4";"AEC_SO4_L5";"AEC_PO4_L5";"AEC_Cl_L5";"AEC_SO4_L6";"AEC_PO4_L6";"AEC_Cl_L6";"AEC_SO4_L7";"AEC_PO4_L7";"AEC_Cl_L7";"AEC_SO4_L8";"AEC_PO4_L8";"AEC_Cl_L8";"CEC_Ca_L1";"CEC_Mg_L1";"CEC_K_L1";"CEC_Na_L1";"CEC_NH4_L1";"CEC_Al_L1";"CEC_H_L1";"CEC_Ca_L2";"CEC_Mg_L2";"CEC_K_L2";"CEC_Na_L2";"CEC_NH4_L2";"CEC_Al_L2";"CEC_H_L2";"CEC_Ca_L3";"CEC_Mg_L3";"CEC_K_L3";"CEC_Na_L3";"CEC_NH4_L3";"CEC_Al_L3";"CEC_H_L3";"CEC_Ca_L4";"CEC_Mg_L4";"CEC_K_L4";"CEC_Na_L4";"CEC_NH4_L4";"CEC_Al_L4";"CEC_H_L4";"CEC_Ca_L5";"CEC_Mg_L5";"CEC_K_L5";"CEC_Na_L5";"CEC_NH4_L5";"CEC_Al_L5";"CEC_H_L5";"CEC_Ca_L6";"CEC_Mg_L6";"CEC_K_L6";"CEC_Na_L6";"CEC_NH4_L6";"CEC_Al_L6";"CEC_H_L6";"CEC_Ca_L7";"CEC_Mg_L7";"CEC_K_L7";"CEC_Na_L7";"CEC_NH4_L7";"CEC_Al_L7";"CEC_H_L7";"CEC_Ca_L8";"CEC_Mg_L8";"CEC_K_L8";"CEC_Na_L8";"CEC_NH4_L8";"CEC_Al_L8";"CEC_H_L8"
"38";38;10,6382675;14,4131384;5,7862787;30,1812668;1,2003821;0,6514931;20,6894264;35,118206;0,3441757;143,7935333;5,1230469;1,5677941;18,9371681;5,0284209;2,5029697;12,8111591;13,7412329;12,8347759;35,8690147;0;0;21,5090923;45,1581497;0,3034229;229,4117889;4,8710938;0,3613616;28,26404;9,971261;16,2004948;28,8746262;12,5182877;10,2019863;35,631321;0;0;21,5999966;54,0551033;0,2704132;312,1374817;5,0839844;0,5586945;40,7161331;11,3067799;26,521328;9,0613537;15,2613029;12,0840931;42,0878067;0;0;12,4974575;61,6242981;0,1935311;319,0614014;4,6835938;0,0236888;37,1179123;16,0589886;47,4990845;8,1720114;13,9504442;10,9984941;50,2910614;0;0;12,1281433;68,0031357;0,1469996;351,4223938;4,5859375;0,037435;39,5757065;18,9946995;69,5129395;9,7051144;15,5191612;14,4780617;59,7246704;0;0;12,1348562;73,4004288;0,1602312;381,4460449;4,7441406;0,0182624;45,237751;18,3365936;94,0147247;13,264904;19,2408504;14,2017269;70,0812302;0;0;12,1476727;77,5363846;0,1578248;423,1420288;5,1035156;0,0050973;55,4625015;15,0611734;117,3446426;9,820735;21,8865814;14,9951963;76,6337051;0;0;12,1056681;79,4279709;0,1395269;421,5903931;5,2460938;0,0033623;57,1180954;13,1469707;129,7092743;NA;8314,0878906;9994,5068359;36,6826172;9043,5146484;9994,5068359;44,8876534;9043,5146484;9994,5068359;51,5942039;3249,284668;9994,5068359;73,4407501;3042,2385254;9994,5068359;75,5555038;3042,2385254;9994,5068359;77,0282288;3042,2385254;9994,5068359;78,1134262;3042,2385254;9994,5068359;78,6348419;62640,6289062;16973,5917969;11453,7988281;1659,5303955;7,1645274;11077,3779297;7883,7612305;44730,859375;15992,7539062;8392,2851562;781,7900391;0;20587,1074219;6549,4643555;38630,1484375;16747,6914062;7669,206543;1607,1220703;0;31551,1660156;5058,0683594;32064,8046875;13501,0361328;5432,6796875;567,6460571;0;33088,6835938;4476,46875;25068,1914062;12586,4472656;4232,7236328;691,2249756;0;41682,40625;5419,5810547;20382,5371094;11769,734375;3128,9484863;387,2246094;0;50074,0507812;5874,043457;16501,4296875;3036,4648438;2454,6984863;320,8335876;0;58603,2890625;5611,8017578;14585,4902344;3009,7553711;1902,4669189;315,4137268;0;64040,0429688;5540,4711914
"39";39;16,3659973;22,1432514;7,681181;39,8045769;2,2639697;1,1999582;23,5255871;41,6232567;1,0148968;379,6411743;5,0371094;2,341085;48,9381294;14,3354015;3,8562455;18,1375332;19,4624786;16,5734558;46,0369148;0;0;25,3402309;47,968277;0,9038927;491,8022766;4,8046875;0,5502734;59,4177933;22,5492535;25,9367619;37,1648674;16,1264267;12,6625795;44,2787628;0;0;25,7386513;57,2908783;0,7656979;532,3626099;5,0097656;0,8440949;68,1393509;20,5877628;29,976757;8,8065271;14,8224192;12,1922255;42,2761955;0;0;13,1132593;57,5124931;0,388776;358,3471985;4,65625;0,0281038;41,3181076;18,4064255;37,9123497;8,1022968;13,8330383;11,3036623;51,2314072;0;0;12,8894243;65,2906265;0,2432419;378,3605652;4,59375;0,0383721;42,7230339;20,337059;54,8744354;9,584342;15,3262033;14,8584576;60,3091049;0;0;12,9452295;71,4523239;0,2790837;381,3650208;4,7773438;0,0170139;45,6946144;17,8662262;74,6455154;13,2693815;19,2311001;14,7054558;70,6269684;0;0;12,9993591;76,7190781;0,2686212;428,0260315;5,1054688;0,0054271;56,1294975;15,2081795;95,1218033;9,8100224;21,8199081;15,4485884;76,5823441;0;0;12,8762207;78,7157288;0,2160878;424,5869751;5,2246094;0,0038009;57,2512703;13,5132246;107,0638885;NA;8293,6972656;9994,5068359;37,8463974;9043,5146484;9994,5068359;41,9753075;9043,5146484;9994,5068359;47,1641808;3255,6652832;9994,5068359;70,8989944;3042,2385254;9994,5068359;73,4067535;3042,2385254;9994,5068359;75,1989517;3042,2385254;9994,5068359;76,5730896;3042,2385254;9994,5068359;77,2629929;62641,359375;16950,7949219;11453,7197266;1648,7283936;9,9405909;11085,109375;7912,8242188;44731,59375;15999,7451172;8380,6308594;775,9765015;0;20584,7675781;6558,7128906;38606,6054688;16752,0175781;7674,2885742;1610,1364746;0;31553,2460938;5082,3432617;32086,2578125;13501,2333984;5431,7963867;565,0379639;0;33083,0195312;4453,8217773;25069,8457031;12588,7353516;4234,0776367;685,3587036;0;41678,6289062;5427,4970703;20382,0722656;11769,5927734;3125,7670898;380,6159363;0;50069,5546875;5898,6464844;16498,1425781;3033,2971191;2455,4018555;312,3458252;0;58601,4609375;5638,1450195;14593,3837891;3005,4892578;1901,1105957;305,733551;0;64035,5390625;5557,5664062
"40";40;22,3585243;30,2028255;9,3318348;48,959549;2,9834752;1,8393519;25,3711224;64,3198471;1,0674479;500,0675049;5,0058594;2,7981014;63,9401436;19,4044437;4,9917312;24,3773575;26,1736794;19,6970196;54,6976929;0;0;26,6622066;60,6664581;0,9904302;709,6727295;4,7695312;0,6681092;84,8285065;33,4502907;34,4225502;47,0093575;20,4165897;14,3909836;50,4752541;0;0;26,0459251;62,8344841;0,868122;790,4786377;4,9667969;0,9921262;100,026001;31,7204437;37,1492233;10,0065107;16,8338947;13,0737467;45,2335243;0;0;13,1772747;57,8213272;0,4533474;471,5676575;4,6171875;0,0341437;53,6713524;24,9232655;39,0158081;9,1223669;15,5752745;12,0731258;54,4802856;0;0;12,9557838;65,2859573;0,2276255;496,4578857;4,5527344;0,0475881;55,2724571;27,4705238;55,0337296;10,5790062;16,9166908;15,6711121;63,2909698;0;0;12,94244;72,3771286;0,3664162;464,4680786;4,7480469;0,0193623;55,1509171;22,2604294;74,8970413;15,2669029;22,113327;15,8178501;75,2338943;0;0;13,0064764;77,9850006;0,4286745;556,6560059;5,0390625;0,0067049;71,7924652;20,9835377;95,9085007;11,4069834;25,3521347;16,7743149;82,4899521;0;0;12,964735;82,0744553;0,3668215;560,5582886;5,1015625;0,0055187;73,4388885;19,9874916;110,8739471;NA;8273,3330078;9994,5068359;48,8188972;9043,5146484;9994,5068359;47,7700691;9043,5146484;9994,5068359;49,4117661;3262,0522461;9994,5068359;70,7383652;3042,2385254;9994,5068359;73,1319733;3042,2385254;9994,5068359;75,1989517;3042,2385254;9994,5068359;76,9490356;3042,2385254;9994,5068359;77,7202148;62636,0273438;16922,2714844;11452,6464844;1669,0666504;12,5409689;11091,8613281;7938,4716797;44733,3359375;16009,8828125;8368,7724609;774,656189;0;20581,078125;6559,0288086;38584,3046875;16757,5136719;7679,9736328;1616,2144775;0;31554,7617188;5099,4404297;32101,8046875;13501,1699219;5431,3081055;563,7493286;0;33078,1640625;4438,9482422;25070,734375;12589,7275391;4234,7817383;682,4842529;0;41675,8867188;5434,5302734;20381,9921875;11769,4990234;3124,6682129;378,5881958;0;50066,6953125;5910,7973633;16496,40625;3031,230957;2455,4887695;309,3321838;0;58600,359375;5651,9863281;14594,8291016;3003,4396973;1900,7559814;303,2344055;0;64033,4765625;5567,6416016
"41";41;26,0952415;35,2013397;10,2984314;53,8388252;4,8528085;2,9045491;25,5933418;62,9440765;0,7096984;710,5901489;4,96875;3,3042867;89,9644699;28,467226;7,9141879;32,3940277;34,7994537;23,3369446;64,9970856;0;0;27,0704708;70,120491;0,4716454;1074,6303711;4,71875;0,8756409;126,4323883;52,6726837;60,7064629;66,1954498;28,7727108;18,0412483;63,5050888;0;0;27,5926208;77,1858063;0;1272,7349854;4,9101562;1,3459483;158,5562134;53,5663109;61,2805099;11,9109344;20,0295506;14,457715;50,0142441;0;0;13,0527964;61,2678146;0;637,5803223;4,5625;0,045802;71,2251053;35,0382881;48,9027367;10,9597301;18,7127209;13,4585495;60,557682;0;0;12,752739;69,286087;0;677,0431519;4,5039062;0,0632138;74,0917816;38,748764;65,254509;12,3753796;19,7891655;17,2245712;69,4127274;0;0;12,6843319;77,1079407;0;599,7155151;4,7109375;0,0234431;70,382782;29,5698109;85,4880905;17,4999809;25,3387794;17,2145004;81,6584396;0;0,2017257;13,0662394;70,0620422;0;751,0466919;5,0820312;0,0060557;97,9211655;27,2532921;104,8297577;13,5206089;30,0270405;18,5291996;90,7928085;0;0,1263415;12,8081207;84,6660538;0;754,9308472;5,0214844;0,0073044;96,9229279;28,89888;122,2509537;NA;8252,9921875;9994,5068359;47,5434227;9043,5146484;9994,5068359;50,8013611;9043,5146484;9994,5068359;53,1548767;3268,4450684;9994,5068359;71,5260162;3042,2385254;9994,5068359;73,4746628;3042,2385254;9994,5068359;75,730423;3042,2385254;9994,5068359;77,5695953;3042,2385254;9994,5068359;77,9673843;62632,0273438;16897,5722656;11450,3193359;1662,7984619;17,9412518;11097,9150391;7981,0673828;44733,6015625;16018,4355469;8359,1914062;776,0556641;0;20576,4921875;6563,5566406;38562,9335938;16761,8808594;7683,9770508;1622,8532715;0;31556,0839844;5119,1723633;32115,2773438;13501,3466797;5430,5385742;563,583374;0;33072,828125;4428,8447266;25071,21875;12590,2275391;4234,699707;680,5116577;0;41672,8789062;5443,5161133;20381,7890625;11769,3398438;3123,3500977;377,6005249;0;50063,6445312;5922,8242188;16495,0273438;3029,8955078;2455,4929199;308,5079956;0,0006631;58599,1914062;5661,6630859;14595,09375;3001,230957;1900,0228271;302,0295715;0,0004068;64031,2265625;5580,4624023
"42";42;77,6470108;104,6437225;20,7879333;108,6163101;0;0;29,2472229;103,2335815;5,1449127;3424,8691406;4,6816406;13,8983412;398,1792603;172,6323395;31,9276409;96,0043869;103,1259232;49,2726479;138,177002;0;0;32,406208;127,1867981;3,3086731;4599,7983398;4,4160156;5,902998;487,493866;279,1391602;312,6564636;168,544281;73,2695389;35,6784401;126,0257263;0;0;32,8365822;142,8625488;0;4120,4619141;4,7246094;4,2769833;485,6799316;201,0636749;146,6099854;17,979002;30,2325497;20,2100506;70,1149826;0;0;15,2874641;86,6672134;0;1206,0283203;4,3984375;0,1418936;126,9788513;74,0258713;86,8753357;17,531971;29,9300194;17,9093227;80,493927;0;0;12,225729;81,7441864;0;1431,1954346;4,3261719;0,1880744;146,5827484;91,949852;101,6118393;17,4370213;27,8815937;21,5085373;86,8990936;0;0;12,2254124;92,9004822;0;1003,1691895;4,5976562;0,0437586;113,4246216;53,7702408;122,5930176;28,170763;40,7242584;22,9851227;108,1139908;0;0;13,6184406;89,4628906;0;1535,3554688;4,6796875;0,0298605;178,3892975;77,5033035;138,2319946;20,24827;44,8880615;23,8636856;116,5612259;0;0;12,9183569;102,0247574;0;1428,8894043;4,7070312;0,0264421;167,4861603;70,6620712;160,0075836;NA;8252,9921875;9994,5068359;53,9923973;9043,5146484;9994,5068359;58,1717453;9043,5146484;9994,5068359;61,1211586;3268,4450684;9994,5068359;72,7813492;3042,2385254;9994,5068359;75,1386414;3042,2385254;9994,5068359;77,3659973;3042,2385254;9994,5068359;76,6274567;3042,2385254;9994,5068359;79,4432526;62566,8085938;16864,0722656;11415,4814453;1656,8205566;0;11116,1240234;8182,5825195;44715,046875;16010,6582031;8351,6728516;780,6962891;0;20573,2890625;6628,5092773;38541,1914062;16754,6191406;7677,2451172;1627,0839844;0;31557,7382812;5174,394043;32113,5410156;13500,1113281;5425,9033203;564,7246094;0;33068,5664062;4450,9345703;25068,3320312;12587,015625;4229,4487305;678,9060669;0;41669,7070312;5472,1225586;20379,25;11767,2324219;3118,1721191;377,9424744;0;50060,71875;5945,902832;16489,4765625;3024,0432129;2451,920166;305,4657288;0;58597,7578125;5695,5625;14589,0244141;2994,6452637;1894,8035889;300,2456055;0;64028,7421875;5620,3017578
"43";43;146,3604431;196,9048767;30,0371761;156,197525;0;0;36,8953857;123,6001205;12,9347239;6849,5366211;4,5996094;22,6194992;774,9650879;366,6243896;62,3594055;145,9108429;156,789093;48,9355736;140,7697906;0;0;21,7145805;115,6939697;0;5334,293457;4,8613281;0,4830135;655,3439331;233,7050781;669,7174072;181,983963;79,1227036;25,1558132;89,5842514;0;0;14,6471758;93,9453125;0;3708,4155273;5,3945312;0,2248602;518,0698242;99,9994202;163,2011566;27,2037964;45,7484665;26,6966286;93,8482132;0;0;18,4288425;125,7045898;0;1598,1500244;4,40625;0,1567914;168,7577972;97,6005402;181,2215424;27,3394165;46,6731377;24,4375381;110,5350266;0;0;15,8761339;111,7517014;0;2082,0241699;4,3164062;0,2382285;212,4317017;134,5723267;194,2602844;27,6291046;44,1782036;29,543993;120,6375351;0;0;15,8442793;129,5018463;0;1572,9953613;4,5488281;0,0664818;174,8891907;87,2767029;213,9258423;49,3638687;71,2736511;33,2558899;157,4425201;0;0;16,9207573;125,0904846;0;2663,2373047;4,6503906;0,0408152;306,4844666;137,388443;223,1391144;38,0161972;84,1357651;37,1204681;183,0402374;0;0;17,7269154;156,2260895;0;2774,0822754;4,5976562;0,0565596;313,6552124;148,6918488;277,0340271;NA;8252,9921875;9994,5068359;57,3816147;9043,5146484;9994,5068359;73,162674;9043,5146484;9994,5068359;77,1200027;3268,4450684;9994,5068359;77,8690872;3042,2385254;9994,5068359;77,7700348;3042,2385254;9994,5068359;80,2818146;3042,2385254;9994,5068359;79,6157913;3042,2385254;9994,5068359;82,2782898;62512,296875;16820,0878906;11389,2900391;1645,1640625;0;11134,3925781;8362,3945312;44705,0234375;16012,6533203;8348,7685547;800,5454102;0;20562,0234375;6661,6918945;38523,2929688;16749,0996094;7672,8505859;1639,461792;0;31557,3339844;5214,4799805;32113,3769531;13501,2197266;5423,074707;571,9215698;0;33064,1328125;4458,0810547;25067,2792969;12586,5302734;4225,4311523;682,5829468;0;41665,8242188;5486,875;20377,4277344;11766,0693359;3113,855957;381,4459534;0;50057,1367188;5963,3422852;16484,9199219;3019,4870605;2449,5280762;307,154541;0;58595,6875;5720,4848633;14583,3115234;2988,4389648;1890,5762939;302,4288635;0;64025,25;5656,534668
"44";44;180,3327026;242,6548004;25,2410069;133,5032043;0;0;16,7782516;105,8239822;0;7276,9868164;4,8457031;4,522233;889,9503174;322,8808899;120,5972672;147,3647766;158,4333649;42,4636497;124,1826096;0;0;12,9310026;100;0;4800,8637695;5,296875;0,0921328;657,571106;142,5728302;904,9713745;178,3368988;77,5477295;24,8813457;88,7339401;0;0;12,8577604;93,9453125;0;3337,5739746;5,9433594;0,0585465;506,9441833;49,3181534;178,965744;23,6648636;39,8019218;19,4231396;69,2929916;0;0;9,8192263;103,125;0;1246,5570068;4,4121094;0,0924258;131,9197235;75,8397903;219,5435791;25,5063915;43,5479012;19,3227749;88,4274139;0;0;9,3797722;93,75;0;1769,7205811;4,3261719;0,1509879;181,2544098;113,6990356;239,1196289;27,3143635;43,6771927;24,0672321;100,2761383;0;0;9,3909426;115,234375;0;1415,6958008;4,578125;0,0386521;159,0036011;76,9456863;247,496994;52,651577;75,9725113;28,1339378;136,5760498;0;0;10,7257442;112,5;0;2396,9135742;4,9257812;0,0090231;299,9115906;99,573967;241,0410767;40,2990036;89,1076202;30,0969639;154,0324402;0;0;9,9057093;142,1875;0;2496,6740723;4,7675781;0,0164558;298,2528687;117,8594742;298,5635986;NA;8263,1601562;9994,5068359;74,8166275;9043,5146484;9994,5068359;79,245285;9043,5146484;9994,5068359;77,1200027;3268,4450684;9994,5068359;83,7259064;3042,2385254;9994,5068359;82,2105103;3042,2385254;9994,5068359;84,9365387;3042,2385254;9994,5068359;84,4052277;3042,2385254;9994,5068359;87,8146362;62458,5390625;16808,78125;11358,1279297;1668,7425537;0;11129,8535156;8513,6416016;44697,7578125;16018,3369141;8344,6083984;813,4448853;0;20548,7851562;6695,6337891;38510,90625;16746,0195312;7665,1088867;1640,1569824;0;31556,9257812;5253,8310547;32113,5058594;13502,9228516;5420,5048828;580,1374512;0;33059,5195312;4462,4101562;25067,140625;12587,6347656;4222,293457;690,0933228;0;41661,5273438;5493,8408203;20376,2773438;11766,0117188;3110,5456543;388,8026733;0;50052,8320312;5974,5922852;16481,78125;3017,0031738;2448,5830078;314,8327332;0;58592,8789062;5733,5297852;14578,8017578;2984,8232422;1888,4569092;313,5395813;0;64020,3867188;5678,3764648
"45";45;180,0746002;242,2076111;27,4977245;148,1136017;0;0;23,6328392;161,0372009;0;5623,6967773;5,609375;0,5836694;816,0449219;121,2378693;125,29216;142,7187653;153,5357971;41,7610016;123,2354431;0;0;14,3287649;98,4375;0;4320,7773438;5,6679688;0,0358157;632,7294312;87,4001236;1123,2634277;174,4881439;75,8847961;24,5905209;87,8208618;0;0;14,3287649;93,9453125;0;3003,8164062;7,0546875;0,0044267;490,5382385;10,0978155;193,4266815;19,7625389;33,2434883;17,7357349;63,6341362;0;0;10,2852497;104,1015625;0;972,3144531;4,4042969;0,096545;102,597168;59,455246;269,4881592;22,6930866;38,7497635;18,2074337;83,7209702;0;0;9,8457966;95,3125;0;1504,2625732;4,3476562;0,1332573;155,3507385;95,3596954;293,0337524;25,1109257;40,1582947;23,0414906;96,6920242;0;0;9,8548727;115,0390625;0;1274,1262207;4,5703125;0,0401703;142,7191925;69,6351929;289,2711487;50,6992035;73,1641312;27,5802231;134,5275879;0;0;10,9393997;111,9140625;0;2157,222168;5,1171875;0,0048546;283,6971741;75,8398666;258,3874817;37,9960327;84,0342941;29,1605587;150,4999084;0;0;10,2731209;142,1875;0;2247,0065918;4,8515625;0,0118231;275,2723694;99,2287292;321,3621521;NA;8273,3330078;9994,5068359;86,4745026;9043,5146484;9994,5068359;79,6238251;9043,5146484;9994,5068359;77,1200027;3268,4450684;9994,5068359;83,4283218;3042,2385254;9994,5068359;81,864975;3042,2385254;9994,5068359;84,9880447;3042,2385254;9994,5068359;84,5678024;3042,2385254;9994,5068359;87,9243164;62415,5117188;16790,2773438;11330,8076172;1695,3391113;0;11124,1640625;8654,7880859;44691,3242188;16026,1982422;8338,4355469;820,2156372;0;20536,171875;6729,9277344;38498,4960938;16742,9746094;7657,3740234;1640,8204346;0;31556,5292969;5292,9003906;32114,2070312;13505,2001953;5416,3271484;582,9980469;0;33056;4468,5458984;25067,6308594;12589,5400391;4218,0292969;692,6871338;0;41657,921875;5501,2895508;20376,0585938;11767,2109375;3105,8669434;391,0066528;0;50049,0390625;5986,53125;16480,3886719;3017,109375;2446,0698242;316,0119324;0;58590,2226562;5745,2670898;14575,9736328;2984,9157715;1884,152832;315,4658508;0;64015,9335938;5699,4667969
"46";46;225,2245483;303,0189819;30,3784924;166,3475647;0;0;22,0709038;208,8698273;0;6238,4760742;6,6152344;0,0534415;1000,6558228;39,0902786;172,6921692;131,4616394;141,5085907;40,0560646;119,0648346;0;0;14,3287649;99,21875;0;3888,699707;5,7832031;0,027109;578,9425659;69,1740189;1261,3466797;169,7098999;73,8154678;24,2333603;86,6527634;0;0;14,3287649;93,9453125;0;2703,4350586;9,6132812;1,22e-05;450,4607849;0,1117218;202,2294312;16,9195652;28,4643784;16,3991642;59,1142578;0;0;10,2852497;104,1015625;0;758,4052734;4,4160156;0,0904399;80,3769836;46,0238876;312,5782166;20,1366806;34,3885078;17,1359787;79,1288986;0;0;9,8457966;94,53125;0;1278,6231689;4,3769531;0,1126481;133,5343475;79,5695114;337,4190979;23,2506943;37,1868858;22,1424007;93,4958267;0;0;9,8548727;115,234375;0;1146,713623;4,5722656;0,0397843;128,5337677;62,5851898;324,9395142;48,4879036;69,9857101;26,949276;132,0830536;0;0;10,9393997;112,109375;0;1941,4997559;5,3144531;0,0027786;266,9048462;56,6784668;273,1181641;35,668148;78,9085541;28,1998901;146,7312164;0;0;10,2731209;141,40625;0;2022,3060303;4,9375;0,0086611;253,8613892;83,1895905;342,0267029;NA;8273,3330078;9994,5068359;100,3891068;9043,5146484;9994,5068359;79,4348526;9043,5146484;9994,5068359;77,1200027;3268,4450684;9994,5068359;83,4283218;3042,2385254;9994,5068359;81,9349823;3042,2385254;9994,5068359;84,9365387;3042,2385254;9994,5068359;84,5139236;3042,2385254;9994,5068359;87,9605408;62372,6601562;16783,3398438;11303,375;1719,3166504;0;11117,6513672;8777,0527344;44686,1367188;16033,7558594;8332,9306641;825,6417847;0;20525,0253906;6758,7426758;38487,9609375;16740,3730469;7650,6044922;1641,4049072;0;31556,1464844;5326,543457;32114,6503906;13506,9013672;5412,6152344;585,3275146;0;33053,2109375;4474,0766602;25067,9941406;12591,1708984;4214,3032227;695,0147095;0;41654,9101562;5507,8466797;20375,828125;11768,1982422;3101,7583008;392,913269;0;50045,6640625;5997,2900391;16479,296875;3017,4577637;2443,9238281;317,255188;0;58587,7421875;5755,0395508;14573,6230469;2985,2954102;1880,4489746;317,4186707;0;64011,8789062;5717,597168
"47";47;129,4257355;174,0264435;22,8111362;123,4541931;2,4817696;1,4909204;26,3744659;146,1275635;6,1609097;4519,7783203;4,9726562;3,2915869;572,8305054;180,4659576;91,8965683;135,3411255;145,7717896;44,7873497;133,7865143;0;0;23,9171658;121,4454651;0;4143,9580078;5,3769531;0,0904126;576,9299316;113,7298279;1359,3317871;164,442749;71,5255356;23,8543224;85,3231354;0;0;19,4772854;93,9453125;0;2433,0915527;10,0390625;4,6e-06;405,47229;0,0429995;206,6550903;14,8350248;24,9599857;15,3566008;55,5092659;0;0;12,044508;104,1015625;0;591,5560913;4,4003906;0,0986808;62,3287354;36,2639427;340,8874207;17,9050865;30,5806465;16,1596794;74,8119202;0;0;11,6050549;94,7265625;0;1086,8297119;4,3691406;0,117778;113,1676254;67,9706573;365,9963074;21,6068859;34,5605049;21,3473129;90,4717636;0;0;11,6068001;115,0390625;0;1032,0422363;4,5449219;0,0456092;114,5884705;57,4185791;347,9789734;45,9934654;66,4188385;26,2496281;129,1564636;0;0;11,8153629;111,9140625;0;1747,3497314;5,4804688;0,0018034;248,0606232;43,164341;283,3901367;33,4803505;74,1231232;27,3266945;142,9596558;0;0;11,687232;141,796875;0;1820,0754395;4,9765625;0,0075795;230,9161377;72,4297791;357,6054077;NA;8273,3330078;9994,5068359;83,4597855;9043,5146484;9994,5068359;79,8122101;9043,5146484;9994,5068359;77,1200027;3268,4450684;9994,5068359;83,4283218;3042,2385254;9994,5068359;81,864975;3042,2385254;9994,5068359;84,9880447;3042,2385254;9994,5068359;84,5678024;3042,2385254;9994,5068359;87,8879318;62396,2734375;16779,6660156;11314,1025391;1700,8913574;4,1082339;11112,4248047;8756,7744141;44694,765625;16046,4550781;8333,3720703;829,7675781;0;20514,46875;6743,2651367;38489,7734375;16741,3984375;7650,777832;1641,9372559;0;31555,7832031;5321,1196289;32116,3808594;13508,9814453;5413,0585938;586,9949341;0;33050,9257812;4471,1635742;25069,734375;12593,3427734;4214,7363281;696,8679199;0;41652,390625;5505,4057617;20377,2597656;11769,9482422;3102,1557617;394,4160767;0;50042,640625;5997,9042969;16480,4921875;3019,1994629;2444,2636719;318,5386658;0;58585,4492188;5754,5141602;14575,0117188;2987,7819824;1880,9063721;319,2194824;0;64008,1953125;5718,2763672
