"";"Year";"NG_PP";"CaG_PP";"MgG_PP";"KG_PP";"SG_PP";"PG_PP";"NG_PU";"CaG_PU";"MgG_PU";"KG_PU";"SG_PU";"PG_PU";"NG_AU";"CaG_AU";"MgG_AU";"KG_AU";"SG_AU";"PG_AU";"NG_Diff";"CaG_Diff";"MgG_Diff";"KG_Diff";"SG_Diff";"PG_Diff"
"1";2005;2016653;495977,1015626;126267,3925781;331205,470703;192928,8496093;71755,0971679;279772,9833984;51968,5664367;18572,7125093;47876,7631682;19674,5932997;11788,9143064;279773,001953;53803,1922762;19645,4521561;62298,7641601;19674,5921783;11788,9143064;-0,018554599955678;-1834,6258395;-1072,7396468;-14422,0009919;0,00112139999691863;0
"2";2006;1710539,484375;458660,0195311;111722,5322264;284813,2343749;183346,9628904;57628,7375488;283790,533203;56796,2772827;18657,3355408;48209,3356321;20425,9038695;12836,1474612;283790,5305177;58992,4271695;19941,4626237;65473,2579346;20425,9017333;12836,1474612;0,00268530001631007;-2196,1498868;-1284,1270829;-17263,9223025;0,00213620000067749;0
"3";2007;1411643,203125;430366,7031252;97601,6137694;239975,8955077;174025,0664064;44157,3481445;280666,8471678;54755,0156859;18403,434845;47632,7245483;20525,2066346;12628,1997072;279503,2915039;57150,3896332;19804,0537338;66462,7683104;20525,2052609;12628,2011724;1163,55566389998;-2395,3739473;-1400,6188888;-18830,0437621;0,00137370000084047;-0,00146519999907468
"4";2008;654475,9960937;400033,4882813;81686,6030272;190035,3574218;163694,4912111;29120,7468261;280773,5666503;54296,4285582;18360,3552247;47566,5407714;20823,5504761;12583,0869144;227410,1782228;56901,4598846;19883,5620422;68044,6577147;20823,5482176;12583,0869144;53363,3884275;-2605,0313264;-1523,2068175;-20478,1169433;0,00225850000060746;0
"5";2009;11035,3740234;423115,4003906;84141,8227538;192508,6210937;175943,4941406;28931,9082033;281573,1918946;53616,9396666;18353,4820557;47630,4871827;21273,6286928;12565,8383784;216945,6716307;56356,1530456;19955,1524506;69163,4356689;21273,626526;12565,8383784;64627,5202639;-2739,21337900001;-1601,6703949;-21532,9484862;0,00216680000085034;0
"6";2010;0;535864,6054688;118836,6284181;283780,7558594;213976,0791015;53243,8273926;281047,3159177;49892,8251038;18279,6972046;47488,0189208;18114,309723;12499,8603516;216468,1188964;52653,6851499;19894,0177001;69191,1011962;18114,3085937;12499,8618168;64579,1970213;-2760,8600461;-1614,3204955;-21703,0822754;0,00112929999886546;-0,00146519999907468
"7";2011;0,0014649;582105,6328127;153497,3798831;371965,7480469;228602,2148437;75901,5751952;279860,123535;39334,4001465;18163,2889099;47231,1276855;14880,2443541;12400,469238;215683,0615233;42243,2870941;19864,1686402;70097,8742677;14880,2431031;12400,469238;64177,0620117;-2908,8869476;-1700,8797303;-22866,7465822;0,0012509999996837;0
"8";2012;0,0039063;587731,1406249;181792,5996093;460687,84375;230298,669922;98495,0078126;278021,6884764;37776,6059875;17110,3877258;46912,5296631;14225,8312376;12301,0781256;214599,1618651;40852,9580384;18909,1863098;71095,7145997;14225,830139;12301,0781256;63422,5266113;-3076,3520509;-1798,798584;-24183,1849366;0,00109859999975015;0
"9";2013;0,008789;589742,9882812;189836,0302735;532517,1601561;230515,8515624;120761,2744142;275942,5612795;36974,0369568;15033,7940368;44537,9280397;14133,9702147;12173,583252;213399,8937989;40220,3720704;16931,9841157;70057,3210449;14133,9688112;12173,583984;62542,6674806;-3246,3351136;-1898,1900789;-25519,3930052;0,0014035000003787;-0,000732000000425614
"10";2014;0,0019532;591228,3828126;189932,4824217;553905,3242186;230697,0820313;142714,1308593;275024,7543946;36486,4492188;14975,0700684;39150,5357057;14042,9446107;12114,8393556;212742,847168;39900,3495789;16971,2355652;65987,1398928;14042,9429322;12114,8393556;62281,9072266;-3413,9003601;-1996,1654968;-26836,6041871;0,00167850000070757;0
"11";2015;0,0058594;591897,5195314;189987,2685546;554172,4257814;230708,5722658;160281,9960939;274106,968994;36196,3699188;14931,9224851;39003,6190796;14049,542328;11589,8732915;212088,1721192;39773,6387939;17023,613861;67124,4892578;14049,5411987;11589,8732304;62018,7968748;-3577,2688751;-2091,6913759;-28120,8701782;0,00112929999886546;6,10999995842576e-05
"12";2016;0,0078124;592027,1328126;189989,1015625;554197,9648437;230481,8095703;161979,9033204;274096,9746094;36062,841446;14919,46994;38955,5742186;14210,5000613;10223,140625;211855,255127;39795,1990356;17101,8472748;68295,6042481;14210,4994509;10223,140686;62241,7194824;-3732,3575896;-2182,3773348;-29340,0300295;0,000610400000368827;-6,10000006417977e-05
