"";"Year";"N_PP";"Ca_PP";"Mg_PP";"K_PP";"S_PP";"P_PP";"N_PU";"Ca_PU";"Mg_PU";"K_PU";"S_PU";"P_PU";"N_AU";"Ca_AU";"Mg_AU";"K_AU";"S_AU";"P_AU";"N_Diff";"Ca_Diff";"Mg_Diff";"K_Diff";"S_Diff";"P_Diff"
"1";2005;1489651,640625;352735,6542969;91387,161133;237768,9843752;46733,9936524;81487,8520507;278501,4301759;46246,2740478;15227,4692079;39642,1845092;6989,0708657;12235,7771035;278501,4301759;47891,5491637;16076,1463624;47010,4118042;6989,0698393;12235,777836;0;-1645,2751159;-848,677154500001;-7368,227295;0,00102639999931853;-0,000732500000594882
"2";2006;1087249,0429688;328457,1640624;79962,3498533;147496,3027343;38698,4331055;67349,2749023;278066,7463377;45774,589844;15079,2796019;39210,0360717;6973,9671783;12168,2870712;278066,7658689;47744,0758362;16095,1955642;48345,6031495;6973,9661484;12168,287361;-0,0195311999996193;-1969,4859922;-1015,9159623;-9135,5670778;0,0010299000005034;-0,000289800000246032
"3";2007;700325,7646485;304695,6464843;68841,6445314;66905,5299073;30971,1009521;53752,9208983;277580,6873779;45807,2751464;15054,4383544;39085,2704467;6969,6449812;12125,4998551;277580,6912842;47955,4184266;16162,5148163;50563,8081053;6969,6445847;12125,5007324;-0,00390630000038072;-2148,14328020001;-1108,0764619;-11478,5376586;0,000396500000533706;-0,000877300000865944
"4";2008;503533,8100585;317583,6875001;67994,4785157;40903,1755371;28479,5649413;49189,1413574;278080,2744141;46144,765625;15104,093048;39234,9068603;7006,3187406;12158,8641818;278080,2618408;48438,8328704;16287,4407958;53155,6347655;7006,3179626;12158,8646701;0,0125732999877073;-2294,0672454;-1183,3477478;-13920,7279052;0,000777999999627355;-0,000488300000142772
"5";2009;371315,8159179;341519,3632814;69672,1147461;47728,4333497;27064,4816894;46421,4238281;277578,4368895;46108,5837403;15070,3575745;39118,4540406;6999,7743225;12120,1628723;277578,449463;48556,5146942;16333,0684052;55470,8773193;6999,774025;12120,1626891;-0,0125734999892302;-2447,9309539;-1262,7108307;-16352,4232787;0,000297499999760475;0,000183199999810313
"6";2010;309874,6135252;356128,4414062;67927,5332033;53240,5599364;23737,4857178;40279,8361817;276565,531738;45910,0876464;14995,4942934;38869,765625;6974,1063768;12044,2790451;276565,5521239;48535,1529236;16349,5784835;56672,4591064;6974,1055908;12044,2795791;-0,0203858999884687;-2625,0652772;-1354,0841901;-17802,6934814;0,000786000000516651;-0,000534000000698143
"7";2011;273529,8479003;368248,3925782;65950,7258299;55250,8494873;20482,6757812;34274,8872069;275320,2192381;45522,4163817;14893,9145204;38556,6871947;6930,3064956;11955,2965243;275320,2222898;48312,1802827;16332,9522935;57511,9499508;6930,3062207;11955,2962799;-0,00305170001229271;-2789,763901;-1439,0377731;-18955,2627561;0,000274899999567424;0,00024440000015602
"8";2012;221641,4382323;378984,1796876;63945,2436521;57993,7890624;17343,2476806;28473,4791259;274190,3092042;45199,0039061;14799,9231261;38291,2079467;6897,1532516;11877,3385849;274190,3178712;48144,3757782;16319,2289199;58307,8989258;6897,1520766;11877,3389893;-0,00866699998732656;-2945,3718721;-1519,3057938;-20016,6909791;0,00117499999942083;-0,000404399999752059
"9";2013;238121,9023438;389278,0468749;62023,3413087;60430,3356933;14342,3606567;22910,7825926;273557,2780763;45029,6970213;14749,7010191;38135,4732667;6877,7396928;11831,6980668;273557,2694091;48119,5057222;16343,5103835;59106,861206;6877,7392656;11831,6981047;0,00866719998884946;-3089,8087009;-1593,8093644;-20971,3879393;0,000427199999649019;-3,78999993699836e-05
"10";2014;226344,9182128;395588,6250001;58809,3068847;59413,3149415;10624,9142456;16082,9461061;272924,2751465;44860,3851317;14699,4799194;37979,7431031;6858,3250734;11786,0564272;272924,2625729;47914,9656984;16375,3169402;60015,7060547;6858,3241653;11786,0567322;0,0125735999899916;-3054,5805667;-1675,8370208;-22035,9629516;0,000908099999833212;-0,00030499999957101
