 ;;µmol/kg;;;kg/ha;;
 YEAR;Month;SO4;PO4;Chloride;SO4;PO4;Chloride
        2005;           1;   9037.4482422;  10013.5800781;     85.2413101;    212.7081299;    227.6621704;     15.5277376
        2005;           2;   9037.4482422;  10013.5800781;     83.0747910;    212.7081299;    227.6621704;     15.1330795
        2005;           3;   9037.4482422;  10032.6542969;     82.7839050;    212.7081299;    228.0958557;     15.0800924
        2005;           4;   9037.4482422;  10032.6542969;     86.8017502;    212.7081299;    228.0958557;     15.8119879
        2005;           5;   9037.4482422;  10032.6542969;     91.8942947;    212.7081299;    228.0958557;     16.7396584
        2005;           6;   9037.4482422;  10032.6542969;     96.2103500;    212.7081299;    228.0958557;     17.5258808
        2005;           7;   9037.4482422;  10032.6542969;     98.4266739;    212.7081299;    228.0958557;     17.9296112
        2005;           8;   9037.4482422;  10032.6542969;     98.4140549;    212.7081299;    228.0958557;     17.9273129
        2005;           9;   9037.4482422;  10032.6542969;     98.4266739;    212.7081299;    228.0958557;     17.9296112
        2005;          10;   9037.4482422;  10032.6542969;     98.4140549;    212.7081299;    228.0958557;     17.9273129
        2005;          11;   9037.4482422;  10032.6542969;     87.8146362;    212.7081299;    228.0958557;     15.9965000
        2005;          12;   9037.4482422;  10032.6542969;     83.8037796;    212.7081299;    228.0958557;     15.2658739
        2006;           1;   9037.4482422;  10032.6542969;     79.3048782;    212.7081299;    228.0958557;     14.4463434
        2006;           2;   9037.4482422;  10032.6542969;     77.2371140;    212.7081299;    228.0958557;     14.0696764
        2006;           3;   9037.4482422;  10032.6542969;     76.8871078;    212.7081299;    228.0958557;     14.0059175
        2006;           4;   9037.4482422;  10032.6542969;     79.9118347;    212.7081299;    228.0958557;     14.5569086
        2006;           5;   9037.4482422;  10032.6542969;     86.4825974;    212.7081299;    228.0958557;     15.7538528
        2006;           6;   9037.4482422;  10032.6542969;     91.3691635;    212.7081299;    228.0958557;     16.6439991
        2006;           7;   9037.4482422;  10032.6542969;     91.4056549;    212.7081299;    228.0958557;     16.6506481
        2006;           8;   9037.4482422;  10032.6542969;     91.3324432;    212.7081299;    228.0958557;     16.6373119
        2006;           9;   9037.4482422;  10032.6542969;     91.3691635;    212.7081299;    228.0958557;     16.6439991
        2006;          10;   9037.4482422;  10032.6542969;     91.3324432;    212.7081299;    228.0958557;     16.6373119
        2006;          11;   9037.4482422;  10032.6542969;     82.8374100;    212.7081299;    228.0958557;     15.0898390
        2006;          12;   9037.4482422;  10032.6542969;     80.7509155;    212.7081299;    228.0958557;     14.7097569
        2007;           1;   9037.4482422;  10032.6542969;     79.5943604;    212.7081299;    228.0958557;     14.4990778
        2007;           2;   9037.4482422;  10032.6542969;     79.8420181;    212.7081299;    228.0958557;     14.5441904
        2007;           3;   9037.4482422;  10032.6542969;     81.9466095;    212.7081299;    228.0958557;     14.9275675
        2007;           4;   9037.4482422;  10051.7275391;     85.4063263;    212.7081299;    228.5294800;     15.5577984
        2007;           5;   9037.4482422;  10051.7275391;     89.6071854;    212.7081299;    228.5294800;     16.3230343
        2007;           6;   9037.4482422;  10070.8007812;     96.4141846;    212.7081299;    228.9631042;     17.5630112
        2007;           7;   9037.4482422;  10070.8007812;     96.8112564;    212.7081299;    228.9631042;     17.6353436
        2007;           8;   9037.4482422;  10070.8007812;     96.8332291;    212.7081299;    228.9631042;     17.6393471
        2007;           9;   9037.4482422;  10070.8007812;     96.8112564;    212.7081299;    228.9631042;     17.6353436
        2007;          10;   9037.4482422;  10070.8007812;     93.5809021;    212.7081299;    228.9631042;     17.0468960
        2007;          11;   9037.4482422;  10089.8740234;     89.2622070;    212.7081299;    229.3967590;     16.2601929
        2007;          12;   9037.4482422;  10089.8740234;     86.4463730;    212.7081299;    229.3967590;     15.7472534
        2008;           1;   9037.4482422;  10089.8740234;     78.2737350;    212.7081299;    229.3967590;     14.2585087
        2008;           2;   9037.4482422;  10089.8740234;     75.5848160;    212.7081299;    229.3967590;     13.7686901
        2008;           3;   9037.4482422;  10089.8740234;     78.5883255;    212.7081299;    229.3967590;     14.3158150
        2008;           4;   9037.4482422;  10089.8740234;     79.4866257;    212.7081299;    229.3967590;     14.4794521
        2008;           5;   9037.4482422;  10089.8740234;     83.5085602;    212.7081299;    229.3967590;     15.2120962
        2008;           6;   9037.4482422;  10108.9472656;     90.4641037;    212.7081299;    229.8303833;     16.4791336
        2008;           7;   9037.4482422;  10108.9472656;     94.6858902;    212.7081299;    229.8303833;     17.2481823
