 ;;µmol/kg;;;kg/ha;;
 YEAR;Month;SO4;PO4;Chloride;SO4;PO4;Chloride
        2005;           1;   3041.7441406;   9994.5068359;     91.5138168;    117.4654694;    372.8311157;     27.3523102
        2005;           2;   3041.7441406;   9994.5068359;     90.3789444;    117.4654694;    372.8311157;     27.0131092
        2005;           3;   3041.7441406;   9994.5068359;     88.7925110;    117.4654694;    372.8311157;     26.5389462
        2005;           4;   3041.7441406;   9994.5068359;     89.3625183;    117.4654694;    372.8311157;     26.7093143
        2005;           5;   3041.7441406;   9994.5068359;     90.7536240;    117.4654694;    372.8311157;     27.1251011
        2005;           6;   3041.7441406;   9994.5068359;     92.8746796;    117.4654694;    372.8311157;     27.7590542
        2005;           7;   3047.3447266;   9994.5068359;     95.3603973;    117.6817551;    372.8311157;     28.5019989
        2005;           8;   3047.3447266;   9994.5068359;     95.3275070;    117.6817551;    372.8311157;     28.4921703
        2005;           9;   3047.3447266;   9994.5068359;     95.3930283;    117.6817551;    372.8311157;     28.5117569
        2005;          10;   3047.3447266;   9994.5068359;     95.2609100;    117.6817551;    372.8311157;     28.4722672
        2005;          11;   3047.3447266;   9994.5068359;     90.0942612;    117.6817551;    372.8311157;     26.9280243
        2005;          12;   3047.3447266;   9994.5068359;     87.1425476;    117.6817551;    372.8311157;     26.0457916
        2006;           1;   3047.3447266;   9994.5068359;     82.0045319;    117.6817551;    372.8311157;     24.5101051
        2006;           2;   3047.3447266;   9994.5068359;     81.3496170;    117.6817551;    372.8311157;     24.3143578
        2006;           3;   3047.3447266;   9994.5068359;     80.9115906;    117.6817551;    372.8311157;     24.1834412
        2006;           4;   3047.3447266;   9994.5068359;     81.4716568;    117.6817551;    372.8311157;     24.3508358
        2006;           5;   3047.3447266;   9994.5068359;     83.4081650;    117.6817551;    372.8311157;     24.9296341
        2006;           6;   3052.9489746;   9994.5068359;     88.7383881;    117.8981781;    372.8311157;     26.5227699
        2006;           7;   3052.9489746;   9994.5068359;     90.2490692;    117.8981781;    372.8311157;     26.9742947
        2006;           8;   3052.9489746;   9994.5068359;     90.2052078;    117.8981781;    372.8311157;     26.9611816
        2006;           9;   3052.9489746;   9994.5068359;     90.2490692;    117.8981781;    372.8311157;     26.9742947
        2006;          10;   3052.9489746;   9994.5068359;     90.2052078;    117.8981781;    372.8311157;     26.9611816
        2006;          11;   3052.9489746;   9994.5068359;     85.0307465;    117.8981781;    372.8311157;     25.4146023
        2006;          12;   3052.9489746;   9994.5068359;     82.8374100;    117.8981781;    372.8311157;     24.7590389
        2007;           1;   3052.9489746;   9994.5068359;     81.6223145;    117.8981781;    372.8311157;     24.3958645
        2007;           2;   3052.9489746;   9994.5068359;     81.0385056;    117.8981781;    372.8311157;     24.2213726
        2007;           3;   3052.9489746;   9994.5068359;     81.2880936;    117.8981781;    372.8311157;     24.2959690
        2007;           4;   3052.9489746;   9994.5068359;     82.6760559;    117.8981781;    372.8311157;     24.7108135
        2007;           5;   3052.9489746;   9994.5068359;     84.1840515;    117.8981781;    372.8311157;     25.1615334
        2007;           6;   3052.9489746;   9994.5068359;     86.2629318;    117.8981781;    372.8311157;     25.7828846
        2007;           7;   3058.5576172;   9994.5068359;     89.6071854;    118.1147766;    372.8311157;     26.7824402
        2007;           8;   3058.5576172;   9994.5068359;     89.6550980;    118.1147766;    372.8311157;     26.7967606
        2007;           9;   3058.5576172;   9994.5068359;     89.5589371;    118.1147766;    372.8311157;     26.7680206
        2007;          10;   3058.5576172;   9994.5068359;     89.7026901;    118.1147766;    372.8311157;     26.8109875
        2007;          11;   3058.5576172;   9994.5068359;     90.4641037;    118.1147766;    372.8311157;     27.0385628
