 ;;µmol/kg;;;kg/ha;;
 YEAR;Month;SO4;PO4;Chloride;SO4;PO4;Chloride
        2005;           1;   3036.1474609;   9994.5068359;     90.2490692;    112.5229492;    357.8021240;     25.8869400
        2005;           2;   3036.1474609;   9994.5068359;     88.9524994;    112.5229492;    357.8021240;     25.5150375
        2005;           3;   3036.1474609;   9994.5068359;     87.0417938;    112.5229492;    357.8021240;     24.9669704
        2005;           4;   3036.1474609;   9994.5068359;     87.9364090;    112.5229492;    357.8021240;     25.2235794
        2005;           5;   3036.1474609;   9994.5068359;     89.4121399;    112.5229492;    357.8021240;     25.6468792
        2005;           6;   3036.1474609;   9994.5068359;     92.0266876;    112.5229492;    357.8021240;     26.3968296
        2005;           7;   3036.1474609;   9994.5068359;     94.2411957;    112.5229492;    357.8021240;     27.0320415
        2005;           8;   3036.1474609;   9994.5068359;     94.2623901;    112.5229492;    357.8021240;     27.0381184
        2005;           9;   3036.1474609;   9994.5068359;     94.2411957;    112.5229492;    357.8021240;     27.0320415
        2005;          10;   3036.1474609;   9994.5068359;     94.2623901;    112.5229492;    357.8021240;     27.0381184
        2005;          11;   3036.1474609;   9994.5068359;     89.0831680;    112.5229492;    357.8021240;     25.5525150
        2005;          12;   3036.1474609;   9994.5068359;     86.2257614;    112.5229492;    357.8021240;     24.7329025
        2006;           1;   3036.1474609;   9994.5068359;     80.8154602;    112.5229492;    357.8021240;     23.1810169
        2006;           2;   3036.1474609;   9994.5068359;     80.2885590;    112.5229492;    357.8021240;     23.0298786
        2006;           3;   3036.1474609;   9994.5068359;     79.8420181;    112.5229492;    357.8021240;     22.9017944
        2006;           4;   3036.1474609;   9994.5068359;     80.8475952;    112.5229492;    357.8021240;     23.1902313
        2006;           5;   3036.1474609;   9994.5068359;     82.7301178;    112.5229492;    357.8021240;     23.7302151
        2006;           6;   3041.7441406;   9994.5068359;     88.3480530;    112.7303696;    357.8021240;     25.3416557
        2006;           7;   3041.7441406;   9994.5068359;     88.4050903;    112.7303696;    357.8021240;     25.3580189
        2006;           8;   3041.7441406;   9994.5068359;     88.2905960;    112.7303696;    357.8021240;     25.3251781
        2006;           9;   3041.7441406;   9994.5068359;     88.9524994;    112.7303696;    357.8021240;     25.5150375
        2006;          10;   3041.7441406;   9994.5068359;     88.8462296;    112.7303696;    357.8021240;     25.4845505
        2006;          11;   3041.7441406;   9994.5068359;     84.2305603;    112.7303696;    357.8021240;     24.1605988
        2006;          12;   3041.7441406;   9994.5068359;     82.2331543;    112.7303696;    357.8021240;     23.5876656
        2007;           1;   3041.7441406;   9994.5068359;     81.0385056;    112.7303696;    357.8021240;     23.2449913
        2007;           2;   3041.7441406;   9994.5068359;     80.5220642;    112.7303696;    357.8021240;     23.0968590
        2007;           3;   3041.7441406;   9994.5068359;     81.1014328;    112.7303696;    357.8021240;     23.2630444
        2007;           4;   3041.7441406;   9994.5068359;     82.8906326;    112.7303696;    357.8021240;     23.7762585
        2007;           5;   3041.7441406;   9994.5068359;     84.3687210;    112.7303696;    357.8021240;     24.2002277
        2007;           6;   3041.7441406;   9994.5068359;     86.8017502;    112.7303696;    357.8021240;     24.8981171
        2007;           7;   3047.3447266;   9994.5068359;     90.2052078;    112.9379349;    357.8021240;     25.8743591
        2007;           8;   3047.3447266;   9994.5068359;     90.1166000;    112.9379349;    357.8021240;     25.8489456
        2007;           9;   3047.3447266;   9994.5068359;     90.2490692;    112.9379349;    357.8021240;     25.8869400
        2007;          10;   3047.3447266;   9994.5068359;     90.2926483;    112.9379349;    357.8021240;     25.8994408
        2007;          11;   3047.3447266;   9994.5068359;     90.8339844;    112.9379349;    357.8021240;     26.0547180
        2007;          12;   3047.3447266;   9994.5068359;     88.4334335;    112.9379349;    357.8021240;     25.3661499
        2008;           1;   3041.7441406;   9994.5068359;     84.7715302;    112.7303696;    357.8021240;     24.3157692
        2008;           2;   3041.7441406;   9994.5068359;     81.9466095;    112.7303696;    357.8021240;     23.5054741
        2008;           3;   3041.7441406;   9994.5068359;     80.7185059;    112.7303696;    357.8021240;     23.1532040
        2008;           4;   3041.7441406;   9994.5068359;     80.6533966;    112.7303696;    357.8021240;     23.1345291
        2008;           5;   3041.7441406;   9994.5068359;     81.1014328;    112.7303696;    357.8021240;     23.2630444
        2008;           6;   3041.7441406;   9994.5068359;     83.6572647;    112.7303696;    357.8021240;     23.9961567
        2008;           7;   3047.3447266;   9994.5068359;     88.0562973;    112.9379349;    357.8021240;     25.2579708
        2008;           8;   3047.3447266;   9994.5068359;     87.9364090;    112.9379349;    357.8021240;     25.2235794
        2008;           9;   3047.3447266;   9994.5068359;     87.9965897;    112.9379349;    357.8021240;     25.2408428
        2008;          10;   3047.3447266;   9994.5068359;     87.9965897;    112.9379349;    357.8021240;     25.2408428
        2008;          11;   3047.3447266;   9994.5068359;     88.8995590;    112.9379349;    357.8021240;     25.4998493
        2008;          12;   3047.3447266;   9994.5068359;     87.4052963;    112.9379349;    357.8021240;     25.0712357
        2009;           1;   3047.3447266;   9994.5068359;     85.4063263;    112.9379349;    357.8021240;     24.4978523
        2009;           2;   3047.3447266;   9994.5068359;     85.1155548;    112.9379349;    357.8021240;     24.4144497
        2009;           3;   3047.3447266;   9994.5068359;     82.2331543;    112.9379349;    357.8021240;     23.5876656
        2009;           4;   3047.3447266;   9994.5068359;     82.1194534;    112.9379349;    357.8021240;     23.5550518
        2009;           5;   3047.3447266;   9994.5068359;     84.0903702;    112.9379349;    357.8021240;     24.1203861
        2009;           6;   3047.3447266;   9994.5068359;     86.4463730;    112.9379349;    357.8021240;     24.7961807
        2009;           7;   3052.9489746;   9994.5068359;     91.3324432;    113.1456299;    357.8021240;     26.1976986
        2009;           8;   3052.9489746;   9994.5068359;     91.2583466;    113.1456299;    357.8021240;     26.1764412
        2009;           9;   3052.9489746;   9994.5068359;     91.7244034;    113.1456299;    357.8021240;     26.3101254
        2009;          10;   3052.9489746;   9994.5068359;     91.7587814;    113.1456299;    357.8021240;     26.3199844
        2009;          11;   3052.9489746;   9994.5068359;     88.3480530;    113.1456299;    357.8021240;     25.3416557
        2009;          12;   3052.9489746;   9994.5068359;     85.8838806;    113.1456299;    357.8021240;     24.6348362
        2010;           1;   3052.9489746;   9994.5068359;     82.9435883;    113.1456299;    357.8021240;     23.7914448
        2010;           2;   3052.9489746;   9994.5068359;     81.8298035;    113.1456299;    357.8021240;     23.4719696
        2010;           3;   3052.9489746;   9994.5068359;     81.9466095;    113.1456299;    357.8021240;     23.5054741
        2010;           4;   3052.9489746;   9994.5068359;     82.8374100;    113.1456299;    357.8021240;     23.7609901
        2010;           5;   3052.9489746;   9994.5068359;     83.9481277;    113.1456299;    357.8021240;     24.0795841
        2010;           6;   3052.9489746;   9994.5068359;     85.9610291;    113.1456299;    357.8021240;     24.6569653
        2010;           7;   3058.5576172;   9994.5068359;     88.1155472;    113.3534851;    357.8021240;     25.2749672
        2010;           8;   3064.1699219;   9994.5068359;     92.7613449;    113.5615005;    357.8021240;     26.6075611
        2010;           9;   3064.1699219;   9994.5068359;     92.7899094;    113.5615005;    357.8021240;     26.6157494
        2010;          10;   3064.1699219;   9994.5068359;     92.4670639;    113.5615005;    357.8021240;     26.5231495
        2010;          11;   3064.1699219;   9994.5068359;     88.5178604;    113.5615005;    357.8021240;     25.3903618
        2010;          12;   3058.5576172;   9994.5068359;     86.1132965;    113.3534851;    357.8021240;     24.7006397
        2011;           1;   3058.5576172;   9994.5068359;     83.2556686;    113.3534851;    357.8021240;     23.8809605
        2011;           2;   3058.5576172;   9994.5068359;     80.8475952;    113.3534851;    357.8021240;     23.1902313
        2011;           3;   3058.5576172;   9994.5068359;     79.7011337;    113.3534851;    357.8021240;     22.8613834
        2011;           4;   3058.5576172;   9994.5068359;     79.2681961;    113.3534851;    357.8021240;     22.7371998
        2011;           5;   3058.5576172;   9994.5068359;     79.7011337;    113.3534851;    357.8021240;     22.8613834
        2011;           6;   3058.5576172;   9994.5068359;     81.5923538;    113.3534851;    357.8021240;     23.4038601
        2011;           7;   3058.5576172;   9994.5068359;     84.4597321;    113.3534851;    357.8021240;     24.2263374
        2011;           8;   3058.5576172;   9994.5068359;     86.5545731;    113.3534851;    357.8021240;     24.8272152
        2011;           9;   3058.5576172;   9994.5068359;     86.5545731;    113.3534851;    357.8021240;     24.8272152
        2011;          10;   3058.5576172;   9994.5068359;     86.5545731;    113.3534851;    357.8021240;     24.8272152
        2011;          11;   3058.5576172;   9994.5068359;     87.5335159;    113.3534851;    357.8021240;     25.1080132
        2011;          12;   3058.5576172;   9994.5068359;     86.2257614;    113.3534851;    357.8021240;     24.7329025
        2012;           1;   3052.9489746;   9994.5068359;     82.8906326;    113.1456299;    357.8021240;     23.7762585
        2012;           2;   3052.9489746;   9994.5068359;     80.7832336;    113.1456299;    357.8021240;     23.1717739
        2012;           3;   3047.3447266;   9994.5068359;     77.0194550;    112.9379349;    357.8021240;     22.0921745
        2012;           4;   3047.3447266;   9994.5068359;     77.7865982;    112.9379349;    357.8021240;     22.3122196
        2012;           5;   3047.3447266;   9994.5068359;     79.0457458;    112.9379349;    357.8021240;     22.6733932
        2012;           6;   3047.3447266;   9994.5068359;     81.5923538;    112.9379349;    357.8021240;     23.4038601
        2012;           7;   3052.9489746;   9994.5068359;     85.4063263;    113.1456299;    357.8021240;     24.4978523
        2012;           8;   3052.9489746;   9994.5068359;     86.4099960;    113.1456299;    357.8021240;     24.7857456
        2012;           9;   3052.9489746;   9994.5068359;     86.4099960;    113.1456299;    357.8021240;     24.7857456
        2012;          10;   3052.9489746;   9994.5068359;     87.6283417;    113.1456299;    357.8021240;     25.1352158
        2012;          11;   3047.3447266;   9994.5068359;     86.4825974;    112.9379349;    357.8021240;     24.8065681
        2012;          12;   3041.7441406;   9994.5068359;     82.9962692;    112.7303696;    357.8021240;     23.8065567
        2013;           1;   3041.7441406;   9994.5068359;     82.2895432;    112.7303696;    357.8021240;     23.6038418
        2013;           2;   3041.7441406;   9994.5068359;     81.7709274;    112.7303696;    357.8021240;     23.4550800
        2013;           3;   3041.7441406;   9994.5068359;     81.5923538;    112.7303696;    357.8021240;     23.4038601
        2013;           4;   3041.7441406;   9994.5068359;     82.8374100;    112.7303696;    357.8021240;     23.7609901
        2013;           5;   3041.7441406;   9994.5068359;     84.5946274;    112.7303696;    357.8021240;     24.2650261
        2013;           6;   3041.7441406;   9994.5068359;     87.1758728;    112.7303696;    357.8021240;     25.0054283
        2013;           7;   3041.7441406;   9994.5068359;     89.9814301;    112.7303696;    357.8021240;     25.8101711
        2013;           8;   3041.7441406;   9994.5068359;     89.9357605;    112.7303696;    357.8021240;     25.7970715
        2013;           9;   3041.7441406;   9994.5068359;     95.7053528;    112.7303696;    357.8021240;     27.4520130
        2013;          10;   3041.7441406;   9994.5068359;     94.4080429;    112.7303696;    357.8021240;     27.0798969
        2013;          11;   3047.3447266;   9994.5068359;     95.1761017;    112.9379349;    357.8021240;     27.3002090
        2013;          12;   3047.3447266;   9994.5068359;     93.0673218;    112.9379349;    357.8021240;     26.6953259
        2014;           1;   3047.3447266;   9994.5068359;     89.5589371;    112.9379349;    357.8021240;     25.6889820
        2014;           2;   3047.3447266;   9994.5068359;     82.6760559;    112.9379349;    357.8021240;     23.7147083
        2014;           3;   3041.7441406;   9994.5068359;     79.9465942;    112.7303696;    357.8021240;     22.9317913
        2014;           4;   3041.7441406;   9994.5068359;     70.5080719;    112.7303696;    357.8021240;     20.2244568
        2014;           5;   3041.7441406;   9994.5068359;     71.1107178;    112.7303696;    357.8021240;     20.3973179
        2014;           6;   3041.7441406;   9994.5068359;     73.4294205;    112.7303696;    357.8021240;     21.0624104
        2014;           7;   3047.3447266;   9994.5068359;     78.7426987;    112.9379349;    357.8021240;     22.5864677
        2014;           8;   3047.3447266;   9994.5068359;     78.6657562;    112.9379349;    357.8021240;     22.5643978
        2014;           9;   3047.3447266;   9994.5068359;     78.7426987;    112.9379349;    357.8021240;     22.5864677
        2014;          10;   3047.3447266;   9994.5068359;     83.2043152;    112.9379349;    357.8021240;     23.8662319
        2014;          11;   3047.3447266;   9994.5068359;     84.2305603;    112.9379349;    357.8021240;     24.1605988
        2014;          12;   3041.7441406;   9994.5068359;     83.3322067;    112.7303696;    357.8021240;     23.9029140
        2015;           1;   3041.7441406;   9994.5068359;     82.5121536;    112.7303696;    357.8021240;     23.6676922
        2015;           2;   3041.7441406;   9994.5068359;     79.7011337;    112.7303696;    357.8021240;     22.8613834
        2015;           3;   3041.7441406;   9994.5068359;     79.1574860;    112.7303696;    357.8021240;     22.7054462
        2015;           4;   3041.7441406;   9994.5068359;     80.0502319;    112.7303696;    357.8021240;     22.9615154
        2015;           5;   3041.7441406;   9994.5068359;     81.7709274;    112.7303696;    357.8021240;     23.4550800
        2015;           6;   3047.3447266;   9994.5068359;     85.3241959;    112.9379349;    357.8021240;     24.4742966
