 ;;µmol/kg;;;kg/ha;;
 YEAR;Month;SO4;PO4;Chloride;SO4;PO4;Chloride
        2005;           1;   9037.4482422;  10013.5800781;     72.2031403;    178.6982117;    191.2612457;     11.0496931
        2005;           2;   9037.4482422;  10013.5800781;     68.3571320;    178.6982117;    191.2612457;     10.4611149
        2005;           3;   9037.4482422;  10032.6542969;     70.3297653;    178.6982117;    191.6255798;     10.7629995
        2005;           4;   9037.4482422;  10051.7275391;     77.0545197;    178.6982117;    191.9898682;     11.7921314
        2005;           5;   9037.4482422;  10070.8007812;     82.2105103;    178.6982117;    192.3541718;     12.5811844
        2005;           6;   9037.4482422;  10089.8740234;     85.4633789;    178.6982117;    192.7184906;     13.0789900
        2005;           7;   9049.3955078;  10108.9472656;     93.7204437;    178.9344482;    193.0827789;     14.3426199
        2005;           8;   9049.3955078;  10108.9472656;     95.2541885;    178.9344482;    193.0827789;     14.5773392
        2005;           9;   9049.3955078;  10108.9472656;     95.2743073;    178.9344482;    193.0827789;     14.5804167
        2005;          10;   9049.3955078;  10108.9472656;     93.9156723;    178.9344482;    193.0827789;     14.3724985
        2005;          11;   9037.4482422;  10128.0214844;     77.4681931;    178.6982117;    193.4470978;     11.8554363
        2005;          12;   9037.4482422;  10128.0214844;     73.1319733;    178.6982117;    193.4470978;     11.1918392
        2006;           1;   9025.5078125;  10147.0947266;     67.5006332;    178.4621124;    193.8114166;     10.3300400
        2006;           2;   9025.5078125;  10147.0947266;     62.2486954;    178.4621124;    193.8114166;      9.5263033
        2006;           3;   9025.5078125;  10166.1679688;     63.4305229;    178.4621124;    194.1757050;      9.7071648
        2006;           4;   9037.4482422;  10185.2421875;     67.5006332;    178.6982117;    194.5400391;     10.3300400
        2006;           5;   9037.4482422;  10204.3154297;     73.1319733;    178.6982117;    194.9043427;     11.1918392
        2006;           6;   9037.4482422;  10223.3886719;     76.4086914;    178.6982117;    195.2686462;     11.6932964
        2006;           7;   9049.3955078;  10261.5351562;     88.7817230;    178.9344482;    195.9972534;     13.5868168
        2006;           8;   9049.3955078;  10261.5351562;     88.7166367;    178.9344482;    195.9972534;     13.5768557
        2006;           9;   9049.3955078;  10261.5351562;     88.7492447;    178.9344482;    195.9972534;     13.5818462
        2006;          10;   9049.3955078;  10261.5351562;     86.9192123;    178.9344482;    195.9972534;     13.3017855
        2006;          11;   9037.4482422;  10280.6093750;     72.0922928;    178.6982117;    196.3615570;     11.0327301
        2006;          12;   9037.4482422;  10299.6826172;     69.7830658;    178.6982117;    196.7258606;     10.6793337
        2007;           1;   9037.4482422;  10299.6826172;     68.1703491;    178.6982117;    196.7258606;     10.4325304
        2007;           2;   9037.4482422;  10318.7558594;     68.9057999;    178.6982117;    197.0901642;     10.5450802
        2007;           3;   9037.4482422;  10337.8300781;     72.5310364;    178.6982117;    197.4544983;     11.0998735
        2007;           4;   9037.4482422;  10356.9033203;     75.7304230;    178.6982117;    197.8188019;     11.5894947
        2007;           5;   9037.4482422;  10375.9765625;     80.6794815;    178.6982117;    198.1831207;     12.3468800
        2007;           6;   9049.3955078;  10395.0498047;     90.7939224;    178.9344482;    198.5474091;     13.8947563
        2007;           7;   9049.3955078;  10395.0498047;     92.7842102;    178.9344482;    198.5474091;     14.1993437
        2007;           8;   9049.3955078;  10395.0498047;     92.7842102;    178.9344482;    198.5474091;     14.1993437
        2007;           9;   9049.3955078;  10395.0498047;     92.7842102;    178.9344482;    198.5474091;     14.1993437
        2007;          10;   9037.4482422;  10414.1230469;     84.8847504;    178.6982117;    198.9117126;     12.9904385
        2007;          11;   9037.4482422;  10433.1972656;     76.4637146;    178.6982117;    199.2760468;     11.7017155
        2007;          12;   9025.5078125;  10452.2705078;     76.9490356;    178.4621124;    199.6403351;     11.7759867
        2008;           1;   9013.5771484;  10452.2705078;     63.4305229;    178.2261963;    199.6403351;      9.7071648
        2008;           2;   9013.5771484;  10452.2705078;     61.4656067;    178.2261963;    199.6403351;      9.4064627
        2008;           3;   9013.5771484;  10471.3437500;     67.9340515;    178.2261963;    200.0046387;     10.3963690
        2008;           4;   9013.5771484;  10490.4179688;     67.4028778;    178.2261963;    200.3689728;     10.3150797
