 ;;µmol/kg;;;kg/ha;;
 YEAR;Month;SO4;PO4;Chloride;SO4;PO4;Chloride
        2005;           1;   3041.7441406;   9994.5068359;     92.8465805;     94.9978485;    301.5197144;     22.4427891
        2005;           2;   3041.7441406;   9994.5068359;     92.0917511;     94.9978485;    301.5197144;     22.2603321
        2005;           3;   3041.7441406;   9994.5068359;     91.3324432;     94.9978485;    301.5197144;     22.0767937
        2005;           4;   3041.7441406;   9994.5068359;     91.9276810;     94.9978485;    301.5197144;     22.2206726
        2005;           5;   3041.7441406;   9994.5068359;     93.2006760;     94.9978485;    301.5197144;     22.5283794
        2005;           6;   3041.7441406;   9994.5068359;     94.9471283;     94.9978485;    301.5197144;     22.9505310
        2005;           7;   3047.3447266;   9994.5068359;     97.5019531;     95.1727676;    301.5197144;     23.5680790
        2005;           8;   3047.3447266;   9994.5068359;     97.4304047;     95.1727676;    301.5197144;     23.5507851
        2005;           9;   3047.3447266;   9994.5068359;     97.5718155;     95.1727676;    301.5197144;     23.5849686
        2005;          10;   3047.3447266;   9994.5068359;     96.3391037;     95.1727676;    301.5197144;     23.2869968
        2005;          11;   3047.3447266;   9994.5068359;     91.5138168;     95.1727676;    301.5197144;     22.1206341
        2005;          12;   3047.3447266;   9994.5068359;     88.6289368;     95.1727676;    301.5197144;     21.4233036
        2006;           1;   3047.3447266;   9994.5068359;     83.9957733;     95.1727676;    301.5197144;     20.3033791
        2006;           2;   3047.3447266;   9994.5068359;     83.0486832;     95.1727676;    301.5197144;     20.0744495
        2006;           3;   3047.3447266;   9994.5068359;     82.5121536;     95.1727676;    301.5197144;     19.9447594
        2006;           4;   3047.3447266;   9994.5068359;     83.1527023;     95.1727676;    301.5197144;     20.0995922
        2006;           5;   3047.3447266;   9994.5068359;     84.9880371;     95.1727676;    301.5197144;     20.5432281
        2006;           6;   3047.3447266;   9994.5068359;     88.1743469;     95.1727676;    301.5197144;     21.3134212
        2006;           7;   3047.3447266;   9994.5068359;     91.1073837;     95.1727676;    301.5197144;     22.0223923
        2006;           8;   3047.3447266;   9994.5068359;     91.0304871;     95.1727676;    301.5197144;     22.0038052
        2006;           9;   3047.3447266;   9994.5068359;     91.0690460;     95.1727676;    301.5197144;     22.0131226
        2006;          10;   3047.3447266;   9994.5068359;     91.0304871;     95.1727676;    301.5197144;     22.0038052
        2006;          11;   3047.3447266;   9994.5068359;     85.4877167;     95.1727676;    301.5197144;     20.6640110
        2006;          12;   3047.3447266;   9994.5068359;     83.6572647;     95.1727676;    301.5197144;     20.2215557
        2007;           1;   3047.3447266;   9994.5068359;     82.5670776;     95.1727676;    301.5197144;     19.9580364
        2007;           2;   3047.3447266;   9994.5068359;     81.6522064;     95.1727676;    301.5197144;     19.7368965
        2007;           3;   3047.3447266;   9994.5068359;     83.4081650;     95.1727676;    301.5197144;     20.1613426
        2007;           4;   3047.3447266;   9994.5068359;     82.7301178;     95.1727676;    301.5197144;     19.9974461
        2007;           5;   3047.3447266;   9994.5068359;     84.2305603;     95.1727676;    301.5197144;     20.3601322
        2007;           6;   3047.3447266;   9994.5068359;     86.7668839;     95.1727676;    301.5197144;     20.9732094
        2007;           7;   3052.9489746;   9994.5068359;     90.7939224;     95.3477936;    301.5197144;     21.9466209
        2007;           8;   3052.9489746;   9994.5068359;     90.9133301;     95.3477936;    301.5197144;     21.9754829
        2007;           9;   3052.9489746;   9994.5068359;     90.9526215;     95.3477936;    301.5197144;     21.9849796
        2007;          10;   3052.9489746;   9994.5068359;     90.7130508;     95.3477936;    301.5197144;     21.9270725
        2007;          11;   3052.9489746;   9994.5068359;     90.7130508;     95.3477936;    301.5197144;     21.9270725
        2007;          12;   3052.9489746;   9994.5068359;     89.5103455;     95.3477936;    301.5197144;     21.6363564
        2008;           1;   3052.9489746;   9994.5068359;     87.0079269;     95.3477936;    301.5197144;     21.0314751
        2008;           2;   3052.9489746;   9994.5068359;     85.3653564;     95.3477936;    301.5197144;     20.6344318
        2008;           3;   3052.9489746;   9994.5068359;     84.5049057;     95.3477936;    301.5197144;     20.4264488
        2008;           4;   3052.9489746;   9994.5068359;     83.9002457;     95.3477936;    301.5197144;     20.2802868
        2008;           5;   3052.9489746;   9994.5068359;     85.0732422;     95.3477936;    301.5197144;     20.5638256
        2008;           6;   3052.9489746;   9994.5068359;     87.3729172;     95.3477936;    301.5197144;     21.1196995
        2008;           7;   3058.5576172;   9994.5068359;     91.3324432;     95.5229568;    301.5197144;     22.0767937
        2008;           8;   3058.5576172;   9994.5068359;     91.2583466;     95.5229568;    301.5197144;     22.0588818
        2008;           9;   3058.5576172;   9994.5068359;     91.6898270;     95.5229568;    301.5197144;     22.1631794
        2008;          10;   3058.5576172;   9994.5068359;     91.7929535;     95.5229568;    301.5197144;     22.1881065
        2008;          11;   3058.5576172;   9994.5068359;     89.7968750;     95.5229568;    301.5197144;     21.7056160
        2008;          12;   3058.5576172;   9994.5068359;     88.5178604;     95.5229568;    301.5197144;     21.3964539
        2009;           1;   3058.5576172;   9994.5068359;     87.3077698;     95.5229568;    301.5197144;     21.1039505
        2009;           2;   3058.5576172;   9994.5068359;     88.0562973;     95.5229568;    301.5197144;     21.2848854
        2009;           3;   3058.5576172;   9994.5068359;     85.9993439;     95.5229568;    301.5197144;     20.7876816
        2009;           4;   3058.5576172;   9994.5068359;     86.3734741;     95.5229568;    301.5197144;     20.8781128
        2009;           5;   3058.5576172;   9994.5068359;     88.1155472;     95.5229568;    301.5197144;     21.2992077
        2009;           6;   3058.5576172;   9994.5068359;     90.1166000;     95.5229568;    301.5197144;     21.7828999
        2009;           7;   3064.1699219;   9994.5068359;     94.9831772;     95.6982422;    301.5197144;     22.9592457
