"";"LNS_Min";"LNS_Max";"LNB_Min";"LNB_Max";"HNB_Min";"HNB_Max";"HNS_Max";"HNS_Min";"ID"
"1";0,00186177973203107;0,00183834817837937;1,23177097093064e-05;2,86120171599343e-05;0,00275993236596389;0,00982254315694115;0,00104425840597533;0,0190717162257163;"Nit"
