"";"Ca_LNSED";"Mg_LNSED";"K_LNSED";"Na";"NO3";"NH4";"SO4";"Cl";"P";"DOC";"Al";"Si";"Ca_HNSED";"Mg_HNSED";"K_HNSED";"Na";"NO3";"NH4";"SO4";"Cl";"P";"DOC";"Al";"Si";"Ca_LNBAS";"Mg_LNBAS";"K_LNBAS";"Na";"NO3";"NH4";"SO4";"Cl";"P";"DOC";"Al";"Si";"Ca_HNBAS";"Mg_HNBAS";"K_HNBAS";"Na";"NO3";"NH4";"SO4";"Cl";"P";"DOC";"Al";"Si"
"1";2311,26487;2509,1474754;497,7978575;10428,314141;5,5197374;8,9621277;4091,6663641;18191,2693219;8,3348857;4535,5581359;5,9991373;4298,727553;663,7229818;1431,6919586;580,5018858;10445,1491537;2702,6252202;392,8567627;4439,3872166;18365,370907;3,5362752;6376,4431499;92,727688;1069,4734759;2784,9442613;3308,1072829;467,311728;10666,0837001;87,2593492;92,6092745;2339,2377671;18269,5171781;5,7818567;5338,5186059;0,8145347;10042,3300327;673,5932828;1706,7328881;31,8361579;10412,0398246;2691,644871;99,2416922;3729,8114933;18301,6623616;0,8036083;6627,3636448;32,708315;3933,4129031
