"";"LNS_Ca_Min";"LNS_Ca_Max";"LNB_Ca_Min";"LNB_Ca_Max";"HNS_Ca_Min";"HNS_Ca_Max";"HNB_Ca_Min";"HNB_Ca_Min.1";"LNS_K_Min";"LNS_K_Max";"LNB_K_Min";"LNB_K_Max";"HNS_K_Min";"HNS_K_Max";"HNB_K_Min";"HNB_K_Max";"ID"
"1";0,00106592371146648;8,88069598758938e-05;0,00287289098582904;0,00171755446771889;0,000892747801101562;8,05710070929654e-05;0,0148833905236565;0,0148833905236565;0,00387876136454593;0,0012126667680533;0,00819402020503042;0,0158660544904548;0,00961276551555228;0,000155525340731195;0,0143935058905831;0,000697054261190475;"Nit"
