"";"LNS_Ca_Min";"LNS_Ca_Max";"LNB_Ca_Min";"LNB_Ca_Max";"HNS_Ca_Min";"HNS_Ca_Max";"HNB_Ca_Min";"HNB_Ca_Min.1";"LNS_K_Min";"LNS_K_Max";"LNB_K_Min";"LNB_K_Max";"HNS_K_Min";"HNS_K_Max";"HNB_K_Min";"HNB_K_Max";"ID"
"1";0,78893954141336;0,789839612256303;0,822060937431567;0,73166049915355;0,800692509856983;0,800991726282395;0,00579734393279487;0,00579734393279487;0,00206537587062413;0,00598829188755585;0,0675370141442197;0,0968317873039275;0,0175991857303154;0,00431941602745926;0,00155330168623322;0,449917963523753;"Mineral"
