"";"LNS_Ca_Min";"LNS_Ca_Max";"LNB_Ca_Min";"LNB_Ca_Max";"HNS_Ca_Min";"HNS_Ca_Max";"HNB_Ca_Min";"HNB_Ca_Min.1";"LNS_K_Min";"LNS_K_Max";"LNB_K_Min";"LNB_K_Max";"HNS_K_Min";"HNS_K_Max";"HNB_K_Min";"HNB_K_Max";"ID"
"1";0,00019431155846635;0,000151096867503381;0,0652569054249326;0,0519919366923608;0,00312919078732507;0,00182699104472992;0,0522513152454483;0,0522513152454483;0,00721456134016415;0,00482201129402609;0,00218563407777067;0,0091450685381076;0,00192889176875966;0,0027550619213677;0,0902229389489807;0,713468813395416;"Exch"
