"","PerChange_LNSED_Min","PerChange_HNSED_Min","PerChange_LNBAS_Min","PerChange_HNBAS_Min","PerChange_LNSED_Max","PerChange_HNSED_Max","PerChange_LNBAS_Max","PerChange_HNBAS_Max"
"1",-0.0930889866015535,0.953585811285817,0.000615885485465322,0.137996618298194,-0.0919174089189687,-0.0522129202987667,0.00143060085799672,-0.491127157847057
