"","PerChange_LNSED_Min","PerChange_HNSED_Min","PerChange_LNBAS_Min","PerChange_HNBAS_Min","PerChange_LNSED_Max","PerChange_HNSED_Max","PerChange_LNBAS_Max","PerChange_HNBAS_Max"
"1",11.6893770636077,0.197470443709487,0.0241672940628643,-3.01647673087752,-10.6906383242765,0.405759817880968,-0.630571459288733,-0.831940874275823
