"","LN_SED_Atm_Max1","HN_SED_Atm_Max1","LN_BAS_Atm_Max1","HN_BAS_Atm_Max1","LN_SED_Ex_Max1","HN_SED_Ex_Max1","LN_BAS_Ex_Max1","HN_BAS_Ex_Max1","LN_SED_Mine_Max1","HN_SED_Mine_Max1","LN_BAS_Mine_Max1","HN_BAS_Mine_Max1"
"1",323919.4296875,300385.1464844,326711.6230469,183537.6972656,323952.6230469,327192.3398437,326690.7773437,219186.1533203,323919.4345703,290202.4550781,326711.6386719,180458.3564453
