"";"LNS_Min";"LNS_Max";"LNB_Min";"LNB_Max";"HNB_Min";"HNB_Max";"HNS_Max";"HNS_Min";"ID"
"1";0,000238533693809077;3,24393574181499e-05;0;0;0;4,24599458854392e-08;0,000545837581378408;0,000545837581378408;"SOMP"
