"";"Sens_Coeff_LNSED_Min_Ca";"Sens_Coeff_HNSED_Min_Ca";"Sens_Coeff_LNBAS_Min_Ca";"Sens_Coeff_HNBAS_Min_Ca";"Sens_Coeff_LNSED_Max_Ca";"Sens_Coeff_HNSED_Max_Ca";"Sens_Coeff_LNBAS_Max_Ca";"Sens_Coeff_HNBAS_Max_Ca";"Sens_Coeff_LNSED_Min_Mg";"Sens_Coeff_HNSED_Min_Mg";"Sens_Coeff_LNBAS_Min_Mg";"Sens_Coeff_HNBAS_Min_Mg";"Sens_Coeff_LNSED_Max_Mg";"Sens_Coeff_HNSED_Max_Mg";"Sens_Coeff_LNBAS_Max_Mg";"Sens_Coeff_HNBAS_Max_Mg";"Sens_Coeff_LNSED_Min_K";"Sens_Coeff_HNSED_Min_K";"Sens_Coeff_LNBAS_Min_K";"Sens_Coeff_HNBAS_Min_K";"Sens_Coeff_LNSED_Max_K";"Sens_Coeff_HNSED_Max_K";"Sens_Coeff_LNBAS_Max_K";"Sens_Coeff_HNBAS_Max_K";"ID"
"1";0,0660757648389792;0,109260694484014;0,033465346243531;0,128225197544473;0,0852223844839387;0,0531488927423011;0,014736135817192;0,0147355658113465;0,072772888552183;0,00527497142597043;0,0247884667530222;0,0300453531330345;0,0618012932008508;0,00182070402517716;0,00414193231023957;0,00111096943157106;0,0284718431083795;0,0580706113196328;0,0280281034823542;0,296559978236495;0,243694600744389;0,0849756330467634;0,0282558610345692;0,0375211096906874;"Nit"
