"";"LNS_Ca_Min";"LNS_Ca_Max";"LNB_Ca_Min";"LNB_Ca_Max";"HNS_Ca_Min";"HNS_Ca_Max";"HNB_Ca_Min";"HNB_Ca_Min.1";"LNS_K_Min";"LNS_K_Max";"LNB_K_Min";"LNB_K_Max";"HNS_K_Min";"HNS_K_Max";"HNB_K_Min";"HNB_K_Max";"ID"
"1";0,00563773962229174;0,00506929146146997;0,00149382401192164;0,000994885690346318;0,00349585952240563;0,00325491114324424;0,0223627454882038;0,0223627454882038;0,00860542732518126;0,00717004523776344;0,0269310949312774;0,026347478902553;0,0124436767302233;0,0116165393905939;0,015890085576999;0,00286536159628977;"Growth"
