"","PerChange_LNSED_Min_Ca","PerChange_HNSED_Min_Ca","PerChange_LNBAS_Min_Ca","PerChange_HNBAS_Min_Ca","PerChange_LNSED_Min_K","PerChange_HNSED_Min_K","PerChange_LNBAS_Min_K","PerChange_HNBAS_Min_K","PerChange_LNSED_Max_Ca","PerChange_HNSED_Max_Ca","PerChange_LNBAS_Max_Ca","PerChange_HNBAS_Max_Ca","PerChange_LNSED_Max_K","PerChange_HNSED_Max_K","PerChange_LNBAS_Max_K","PerChange_HNBAS_Max_K"
"1",0.214365344797658,0.145833701670814,1.5043614083405,-0.745674613227245,-0.948325081087297,0.251575667966351,0.127526819150449,1.66080074026409,0.00763382038721734,-0.156266621153055,-1.5920727248992,-1.64915358050852,0.226160983090311,-0.27826845402461,0.136541605084465,5.13607505720726
