"";"LNS_Ca_Min";"LNS_Ca_Max";"LNB_Ca_Min";"LNB_Ca_Max";"HNS_Ca_Min";"HNS_Ca_Max";"HNB_Ca_Min";"HNB_Ca_Min.1";"LNS_K_Min";"LNS_K_Max";"LNB_K_Min";"LNB_K_Max";"HNS_K_Min";"HNS_K_Max";"HNB_K_Min";"HNB_K_Max";"ID"
"1";0,00485404955988703;0,00776860727692729;0,0500042109032689;0,0721813058826793;0,0171020816967618;0,0212239647699584;0,0838285426579205;0,0838285426579205;0,00968707484066298;0,0146932600411372;0,00635388032554874;0,00440952447041995;0,0130180282453741;0,0113697605963632;0,016595214288593;0,00298873271170823;"Atm"
