"";"LNS_Ca_Min";"LNS_Ca_Max";"LNB_Ca_Min";"LNB_Ca_Max";"HNS_Ca_Min";"HNS_Ca_Max";"HNB_Ca_Min";"HNB_Ca_Min.1";"LNS_K_Min";"LNS_K_Max";"LNB_K_Min";"LNB_K_Max";"HNS_K_Min";"HNS_K_Max";"HNB_K_Min";"HNB_K_Max";"ID"
"1";5,11937376941867e-06;6,56360907633918e-07;4,09970675143707e-07;8,59277178981066e-10;0;0;5,36248857605898e-10;5,36248857605898e-10;1,11463040358165e-05;1,51137979222203e-06;5,6940482486485e-07;0;0;0;0;0;"SOMP"
