"";"Sens_Coeff_LNSED_Min_Ca";"Sens_Coeff_HNSED_Min_Ca";"Sens_Coeff_LNBAS_Min_Ca";"Sens_Coeff_HNBAS_Min_Ca";"Sens_Coeff_LNSED_Max_Ca";"Sens_Coeff_HNSED_Max_Ca";"Sens_Coeff_LNBAS_Max_Ca";"Sens_Coeff_HNBAS_Max_Ca";"Sens_Coeff_LNSED_Min_Mg";"Sens_Coeff_HNSED_Min_Mg";"Sens_Coeff_LNBAS_Min_Mg";"Sens_Coeff_HNBAS_Min_Mg";"Sens_Coeff_LNSED_Max_Mg";"Sens_Coeff_HNSED_Max_Mg";"Sens_Coeff_LNBAS_Max_Mg";"Sens_Coeff_HNBAS_Max_Mg";"Sens_Coeff_LNSED_Min_K";"Sens_Coeff_HNSED_Min_K";"Sens_Coeff_LNBAS_Min_K";"Sens_Coeff_HNBAS_Min_K";"Sens_Coeff_LNSED_Max_K";"Sens_Coeff_HNSED_Max_K";"Sens_Coeff_LNBAS_Max_K";"Sens_Coeff_HNBAS_Max_K";"ID"
"1";0,0029361849665501;0;0,00620559565953729;0,0342323775992057;0,000359926476748737;0;0,00276560528872836;0,0342318319087695;0,00026259538755299;0;0,00157988244546191;0,148433902352268;0,000823800843483799;0;0,000695492699494994;0,148434003004376;0,00197800361817876;0;0,0168626470539785;0,21618821946861;0,00307209578180752;0;0,00734672186938761;0,216186827336662;"SOMP"
