"","PerChange_LNSED_Min","PerChange_HNSED_Min","PerChange_LNBAS_Min","PerChange_HNBAS_Min","PerChange_LNSED_Max","PerChange_HNSED_Max","PerChange_LNBAS_Max","PerChange_HNBAS_Max"
"1",-3.66211873743296,-11.3123086796016,-0.508146475879936,-1.68136147271082,1.07453586336141,7.07937663753676,0.246108017320414,0.880454822925393
