"","PerChange_LNSED_Min_Ca","PerChange_HNSED_Min_Ca","PerChange_LNBAS_Min_Ca","PerChange_HNBAS_Min_Ca","PerChange_LNSED_Max_Ca","PerChange_HNSED_Max_Ca","PerChange_LNBAS_Max_Ca","PerChange_HNBAS_Max_Ca","PerChange_LNSED_Min_K","PerChange_HNSED_Min_K","PerChange_LNBAS_Min_K","PerChange_HNBAS_Min_K","PerChange_LNSED_Max_K","PerChange_HNSED_Max_K","PerChange_LNBAS_Max_K","PerChange_HNBAS_Max_K","PerChange_LNSED_Min_Mg","PerChange_HNSED_Min_Mg","PerChange_LNBAS_Min_Mg","PerChange_HNBAS_Min_Mg","PerChange_LNSED_Max_Mg","PerChange_HNSED_Max_Mg","PerChange_LNBAS_Max_Mg","PerChange_HNBAS_Max_Mg"
"1",3.23540697475069,9.83542440124376,0.931630605494441,2.15134553264586,-3.41447056905307,-8.7390672071797,-0.896796170220234,-2.49536083414172,25.3601937391306,4.14690175283814,5.28404014832006,6.55281793524073,-19.9420693813446,-4.77594754377697,-4.77710972282766,-6.04579886156356,0.458519385631538,0.373930389680182,-0.00605093250328134,0.139434533607598,-0.554514463566468,-0.372146490402644,0.11069152354106,-0.13349240709989
