"";"LNS_Min";"LNS_Max";"LNB_Min";"LNB_Max";"HNB_Min";"HNB_Max";"HNS_Max";"HNS_Min";"ID"
"1";0,00195331834917724;0,00203972799723936;0,0463763556033465;0,0140374571745232;0,565082480900037;0,541037178086536;0,962506022884181;0,670464423202719;"Atm"
