"";"Year";"N_PP";"Ca_PP";"Mg_PP";"K_PP";"S_PP";"P_PP";"N_PU";"Ca_PU";"Mg_PU";"K_PU";"S_PU";"P_PU";"N_AU";"Ca_AU";"Mg_AU";"K_AU";"S_AU";"P_AU";"N_Diff";"Ca_Diff";"Mg_Diff";"K_Diff";"S_Diff";"P_Diff"
"1";2005;1489651,640625;352735,6542969;91387,161133;237683,6152343;46733,9936524;81487,8520507;278501,4301759;46246,2740478;15227,4692079;39642,1845092;6989,0708657;12235,7771035;278501,4301759;47891,5491637;16076,1463624;46993,3248901;6989,0698393;12235,777836;0;-1645,2751159;-848,677154500001;-7351,1403809;0,00102639999931853;-0,000732500000594882
"2";2006;1087249,0429688;328227,6640624;79962,3498533;144856,0800781;38698,4331055;67349,2749023;278066,7463377;45774,589844;15079,2796019;39210,0360717;6973,9671783;12168,2870712;278066,7658689;47686,6993713;16095,1955642;47939,7125246;6973,9661484;12168,287361;-0,0195311999996193;-1912,1095273;-1015,9159623;-8729,6764529;0,0010299000005034;-0,000289800000246032
"3";2007;715246,4306641;307456,0527345;70006,5407714;59000,4307863;31518,6314698;54692,1564942;277580,6873779;45807,2751464;15054,4383544;39085,2704467;6969,6449812;12125,4998551;277580,6912841;47596,5009459;16162,2208711;49531,5089111;6969,6445847;12125,5007324;-0,00390619999961928;-1789,2257995;-1107,7825167;-10446,2384644;0,000396500000533706;-0,000877300000865944
"4";2008;205109,7734375;333399,3125002;76193,6821289;42944,6377105;33151,2968748;57364,5402833;278080,2744141;46144,765625;15104,093048;39234,9068603;7006,3187406;12158,8641818;173638,4566648;48171,11438;16268,8656921;50740,7073974;7006,3179626;12158,8646701;104441,8177493;-2026,348755;-1164,7726441;-11505,8005371;0,000777999999627355;-0,000488300000142772
"5";2009;0,0009766;414427,9726564;100061,5058594;87493,1225586;43336,9990235;74662,0737302;277578,4368895;43169,6520997;15070,3575745;39118,4540406;6999,7743225;12120,1628723;156358,3483887;45117,6578522;16258,3129272;51155,0739747;6999,774025;12120,1626891;121220,0885008;-1948,00575249999;-1187,9553527;-12036,6199341;0,000297499999760475;0,000183199999810313
"6";2010;0,0078125;472668,6132812;127523,7783204;130689,8789063;53871,7360841;92091,2011718;276565,531738;35672,3342285;14995,4942934;38869,765625;6974,1063768;12044,2790451;155417,1551514;38131,600357;16264,0553053;53020,484375;6974,1055908;12044,2795791;121148,3765866;-2459,26612850001;-1268,5610119;-14150,71875;0,000786000000516651;-0,000534000000698143
"7";2011;0,0024414;479022,2773437;148171,3144533;174042,4619141;64969,4995117;110352,8027345;275320,2192381;34146,7420653;12965,2436219;38556,6871947;6930,3064956;11955,2965243;155656,0023192;36762,0996551;14314,3182983;53833,6771241;6930,3062207;11955,2962799;119664,2169189;-2615,3575898;-1349,0746764;-15276,9899294;0,000274899999567424;0,00024440000015602
"8";2012;0,0058593;485886,5312499;153601,9199218;227678,0546875;78639,9414063;132875,7646484;274190,3092042;31711,0258789;11888,752716;38291,2079467;6897,1532516;11877,3385849;151591,6278079;34467,9358827;13310,8433227;53950,5687254;6897,1520766;11877,3389893;122598,6813963;-2756,9100038;-1422,0906067;-15659,3607787;0,00117499999942083;-0,000404399999752059
"9";2013;0,0058593;490803,4453127;155101,1914064;281700,8251952;89923,2275392;155657,0634766;273557,2780763;30344,5314941;11555,7847594;38135,4732667;6270,0936357;11384,2982866;150224,0428467;33238,456192;13048,5510407;53436,5118409;6270,0930864;11384,2980804;123333,2352296;-2893,9246979;-1492,7662813;-15301,0385742;0,000549299999875075;0,000206200000320678
"10";2014;0,0014649;492661,5742189;155733,5732422;321100,0859376;92277,5126955;161679,1191405;272924,2751465;29833,1092529;11432,5431519;37979,7431031;5485,8704225;9541,620392;150707,5723875;32657,4725647;12997,2646103;52690,4487305;5485,8699798;9541,6204376;122216,702759;-2824,3633118;-1564,7214584;-14710,7056274;0,00044270000034885;-4,55999997939216e-05
"11";2015;0,0012206;494190,9335938;156890,6083983;351045,0214843;92935,4716798;162819,3085937;272645,5593261;28904,7103272;11102,6799928;37911,8915406;5310,0472641;9232,6441499;147045,0140382;31600,4397277;12734,544571;52491,7860108;5310,0463944;9232,6445007;125600,5452879;-2695,7294005;-1631,8645782;-14579,8944702;0,000869699999384466;-0,00035080000088783
"12";2016;0,0004882;493496,9335937;157391,7480469;376438,7773435;93123,9995118;163135,6816405;271708,9056397;29299,0281982;10961,7798766;37680,839844;5241,858902;9117,0154649;146138,0418699;31216,7549592;12656,7483826;52513,7172851;5241,8585814;9117,0153808;125570,8637698;-1917,726761;-1694,968506;-14832,8774411;0,000320600000122795;8,41000000946224e-05
"13";2017;0,0004883;493002,984375;157477,3144529;393692,0664063;93033,2739257;162964,7011719;271450,9348146;29783,5495605;10960,8501891;37611,3717043;5255,0729445;9140,4141006;147265,086548;31271,0002138;12721,7237855;52686,4012451;5255,0723649;9140,4141541;124185,8482666;-1487,4506533;-1760,8735964;-15075,0295408;0,00057959999958257;-5,34999999217689e-05
"14";2018;0,0058593;494002,0546875;158073,7792969;407545,9414064;93462,4365233;163707,881836;269476,3117677;29453,7503662;10710,4306032;37124,1526489;5112,9347916;8893,4908905;143785,1025388;30634,4251405;12533,4481964;52759,080078;5112,9341812;8893,4907531;125691,2092289;-1180,6747743;-1823,0175932;-15634,9274291;0,000610399999459332;0,000137400000312482
"15";2019;0,00708;494385,0273435;158237,0927735;418535,4335936;93510,4174806;163783,3867188;267471,7535399;29602,8780519;10611,1061706;36622,7659303;5066,3628388;8818,0608978;143100,9000243;30279,9627381;12492,1045225;52917,3275146;5066,3623734;8818,061142;124370,8535156;-677,0846862;-1880,9983519;-16294,5615843;0,000465399999484362;-0,000244200000452111
"16";2020;0,0002441;492554,9414062;158029,0449219;423127,8085938;93296,2060546;163414,0312501;267487,5281981;30303,7932128;10701,6303406;36614,4501342;5118,5036391;8905,3348465;144620,7031251;30346,4956056;12642,6174775;53450,9962158;5118,5030974;8905,3347855;122866,825073;-42,7023928000017;-1940,9871369;-16836,5460816;0,000541700000212586;6,10000006417977e-05
"17";2021;0,0056153;488063,613281;158549,3242188;428405,2812499;93724,7666015;164149,4443358;267041,2119142;30352,3481443;10496,5123902;36517,2506103;5003,3925553;8704,7617339;141669,4953615;29253,4883117;12493,1475677;53966,0302733;5003,392006;8704,7618713;125371,7165527;1098,8598326;-1996,6351775;-17448,779663;0,000549299999875075;-0,000137399998493493
"18";2022;0,0097656;479134,9648437;158625,3115235;434259,0527344;93727,4238281;164153,3369139;265917,8472902;32385,9700927;10460,5747681;36227,6682739;4984,9995729;8671,7560044;141349,4444578;29364,0025331;12509,9324189;54400,7561034;4984,9988784;8671,7561264;124568,4028324;3021,9675596;-2049,3576508;-18173,0878295;0,000694500000463449;-0,000121999999464606
"19";2023;0,0021972;470229,2890624;158324,4091797;435810,2988281;93495,1318359;163753,232422;266580,7437744;34735,5065918;10583,02005;36397,5661011;5052,8189697;8788,350296;143155,9309082;29860,9669799;12686,4570159;55126,529541;5052,8183594;8788,3506316;123424,8128662;4874,5396119;-2103,4369659;-18728,9634399;0,000610299999607378;-0,000335599999743863
"20";2024;0,0078125;463057,8867186;158678,6015625;438383,6699219;93843,241211;164356,2509765;264879,9061277;36688,2186279;10390,2816469;35971,5084228;4937,8327483;8589,1286165;140130,7286376;29603,4308473;12543,4425202;55444,3632814;4937,832344;8589,1286164;124749,1774901;7084,7877806;-2153,1608733;-19472,8548586;0,000404300000809599;1,00000761449337e-07
"21";2025;0,0043946;456826,7539061;158732,0585939;441534,8867186;93842,3632813;164354,7988283;264576,2185058;38325,2241212;10375,9375915;35896,1838989;4932,3347777;8582,6155855;140093,5021971;29583,4808654;12575,3863983;56022,223877;4932,334244;8582,6156923;124482,7163087;8741,7432558;-2199,4488068;-20126,0399781;0,000533699999323289;-0,000106800000139629
"22";2026;0,0043945;448833,5624998;158248,3740235;439660,236328;93520,3041993;163798,6455079;262161,8120116;39725,657959;10449,4455263;35287,6637572;4974,6453323;8655,7266009;141450,3126222;29719,5217592;12697,5651551;56196,1171874;4974,6448821;8655,7264253;120711,4993894;10006,1361998;-2248,1196288;-20908,4534302;0,000450200000159384;0,000175600000147824
"23";2027;0,0014649;442146,3906249;158746,2509766;438452,6679688;93898,8100586;164455,8466796;262702,8092042;41314,21875;10300,4031981;35434,0745239;4888,6381989;8503,6012802;138947,9672851;29452,654785;12593,3074036;56910,5002441;4888,6375808;8503,6011582;123754,8419191;11861,563965;-2292,9042055;-21476,4257202;0,00061809999988327;0,000122000001283595
"24";2028;0,0041503;431890,2421876;158687,8339842;439120,4882812;93867,6230469;164401,8496093;261630,0412599;40961,5720213;10288,9418641;35157,0477907;4881,0957643;8488,4924849;138824,5590819;28885,4137268;12623,1368255;57308,3623046;4881,0951614;8488,4926145;122805,482178;12076,1582945;-2334,1949614;-22151,3145139;0,000602899999648798;-0,000129600000946084
