"","PerChange_LNSED_Min_Ca","PerChange_HNSED_Min_Ca","PerChange_LNBAS_Min_Ca","PerChange_HNBAS_Min_Ca","PerChange_LNSED_Max_Ca","PerChange_HNSED_Max_Ca","PerChange_LNBAS_Max_Ca","PerChange_HNBAS_Max_Ca","PerChange_LNSED_Min_K","PerChange_HNSED_Min_K","PerChange_LNBAS_Min_K","PerChange_HNBAS_Min_K","PerChange_LNSED_Max_K","PerChange_HNSED_Max_K","PerChange_LNBAS_Max_K","PerChange_HNBAS_Max_K","PerChange_LNSED_Min_Mg","PerChange_HNSED_Min_Mg","PerChange_LNBAS_Min_Mg","PerChange_HNBAS_Min_Mg","PerChange_LNSED_Max_Mg","PerChange_HNSED_Max_Mg","PerChange_LNBAS_Max_Mg","PerChange_HNBAS_Max_Mg"
"1",-0.738655457587331,-16.5424263416579,-12.8837573881994,-25.3230760736409,3.84457596917747,22.4388568768125,22.5739891928697,24.269987895439,4.93114872242181,19.284803691396,0.394885085140396,-0.0913117610525055,12.9085533978652,-3.06246323028459,2.89958402690108,-0.456037623404754,-0.548121651091517,1.60036197401705,-3.52662020213464,-6.32499542004858,1.85687441489928,-1.30015293915849,7.54937729260756,5.94948873263345
