"";"LNS_Min";"LNS_Max";"LNB_Min";"LNB_Max";"HNB_Min";"HNB_Max";"HNS_Max";"HNS_Min";"ID"
"1";0,170857770061185;0,151950588757393;0,101545104996352;0,105957700518063;0,0138934783683946;0,00157748108911635;0,0174319128794613;0,0292811921484858;"Growth"
