"","PerChange_LNSED_Min","PerChange_HNSED_Min","PerChange_LNBAS_Min","PerChange_HNBAS_Min","PerChange_LNSED_Max","PerChange_HNSED_Max","PerChange_LNBAS_Max","PerChange_HNBAS_Max"
"1",0.330237932325601,-15.3670116986387,-14.2188635195968,-25.6684126202823,-0.0473502153657939,11.579377594008,11.924791265431,20.6659229998938
