"","PerChange_LNSED_Min_Ca","PerChange_HNSED_Min_Ca","PerChange_LNBAS_Min_Ca","PerChange_HNBAS_Min_Ca","PerChange_LNSED_Min_K","PerChange_HNSED_Min_K","PerChange_LNBAS_Min_K","PerChange_HNBAS_Min_K","PerChange_LNSED_Max_Ca","PerChange_HNSED_Max_Ca","PerChange_LNBAS_Max_Ca","PerChange_HNBAS_Max_Ca","PerChange_LNSED_Max_K","PerChange_HNSED_Max_K","PerChange_LNBAS_Max_K","PerChange_HNBAS_Max_K"
"1",-40.8564188625024,-41.3427571615785,-40.2749287095774,-42.0170156159287,378.883521632437,-0.18208756323176,-2.08135649769495,-3.37739753605081,37.1526342176491,41.3309856085573,38.146147071066,41.8725983799792,377.874419640215,0.221537878535997,2.98771346705497,2.13493551021004
