"";"LNS_Min";"LNS_Max";"LNB_Min";"LNB_Max";"HNB_Min";"HNB_Max";"HNS_Max";"HNS_Min";"ID"
"1";9,30402602800457e-05;0,00318180632135947;0,187712545893737;0,0193189235601058;0,45138863540611;0,152742377515658;0,170700206946529;0,309935661039354;"Exch"
