"","PerChange_LNSED_Min_Ca","PerChange_HNSED_Min_Ca","PerChange_LNBAS_Min_Ca","PerChange_HNBAS_Min_Ca","PerChange_LNSED_Min_K","PerChange_HNSED_Min_K","PerChange_LNBAS_Min_K","PerChange_HNBAS_Min_K","PerChange_LNSED_Max_Ca","PerChange_HNSED_Max_Ca","PerChange_LNBAS_Max_Ca","PerChange_HNBAS_Max_Ca","PerChange_LNSED_Max_K","PerChange_HNSED_Max_K","PerChange_LNBAS_Max_K","PerChange_HNBAS_Max_K"
"1",0.0532961855733241,0.0446373900550781,-0.143644549291452,-0.744169526182825,0.193938068227296,0.480638275777614,-0.409701010251521,0.719675294529154,-0.00444034799379469,-0.00402855035464827,0.0858777233859445,0.0426089069391331,-0.0606333384026649,-0.00777626703655973,-0.793302724522742,-0.0348527130595237
