"";"LNS_Min";"LNS_Max";"LNB_Min";"LNB_Max";"HNB_Min";"HNB_Max";"HNS_Max";"HNS_Min";"ID"
"1";0,0258671083917174;0,0305911153400631;0,0318677418315395;0,0118131161225415;0,245053532243062;0,0888728245778802;0,114796931450025;0,105796084926232;"Mineral"
