"","PerChange_LNSED_Min_Ca","PerChange_HNSED_Min_Ca","PerChange_LNBAS_Min_Ca","PerChange_HNBAS_Min_Ca","PerChange_LNSED_Min_K","PerChange_HNSED_Min_K","PerChange_LNBAS_Min_K","PerChange_HNBAS_Min_K","PerChange_LNSED_Max_Ca","PerChange_HNSED_Max_Ca","PerChange_LNBAS_Max_Ca","PerChange_HNBAS_Max_Ca","PerChange_LNSED_Max_K","PerChange_HNSED_Max_K","PerChange_LNBAS_Max_K","PerChange_HNBAS_Max_K"
"1",0.234960234533397,0.922032083034361,0,6.66853582910099,-0.516112489317417,0.53045244473033,0,-0.594397968066969,-0.381018148782042,-1.25214859106415,-2.6385134818382,-8.62467116814873,0.76403704567075,-0.439161388349389,0.158377483893066,2.61941141045576
