"","PerChange_LNSED_Min_Ca","PerChange_HNSED_Min_Ca","PerChange_LNBAS_Min_Ca","PerChange_HNBAS_Min_Ca","PerChange_LNSED_Max_Ca","PerChange_HNSED_Max_Ca","PerChange_LNBAS_Max_Ca","PerChange_HNBAS_Max_Ca","PerChange_LNSED_Min_K","PerChange_HNSED_Min_K","PerChange_LNBAS_Min_K","PerChange_HNBAS_Min_K","PerChange_LNSED_Max_K","PerChange_HNSED_Max_K","PerChange_LNBAS_Max_K","PerChange_HNBAS_Max_K","PerChange_LNSED_Min_Mg","PerChange_HNSED_Min_Mg","PerChange_LNBAS_Min_Mg","PerChange_HNBAS_Min_Mg","PerChange_LNSED_Max_Mg","PerChange_HNSED_Max_Mg","PerChange_LNBAS_Max_Mg","PerChange_HNBAS_Max_Mg"
"1",-2.99949061260891,-7.86403783721148,-2.04700658418141,-7.10491194197947,2.17295253905022,0.342168354395753,1.64487187672983,0.511201418516715,-3.47584750358685,-5.52132342905458,-0.0463435930693617,-16.2557852743347,2.41526628989912,0.724586119161207,0.038077141469883,1.55090061144519,-2.79368195810459,-0.290967877875546,-1.51364216396151,-1.43528095361572,1.97918477763911,-0.016466091852842,0.930730276614456,0.168062493273398
