"","PerChange_LNSED_Min","PerChange_HNSED_Min","PerChange_LNBAS_Min","PerChange_HNBAS_Min","PerChange_LNSED_Max","PerChange_HNSED_Max","PerChange_LNBAS_Max","PerChange_HNBAS_Max"
"1",0.0923782596111593,-33.523221160136,-2.66325062768927,-27.648997252001,-0.108643782993358,48.125301144209,0.92517431011351,27.9533493076699
