"","PerChange_LNSED_Min","PerChange_HNSED_Min","PerChange_LNBAS_Min","PerChange_HNBAS_Min","PerChange_LNSED_Max","PerChange_HNSED_Max","PerChange_LNBAS_Max","PerChange_HNBAS_Max"
"1",-0.00125245487893912,-8.74722499972237e-05,0.666364599176595,-0.00451040898506891,5.53383444483275e-05,-8.74722499972237e-05,0.666364599176595,-0.00451040898506891
