"","PerChange_LNSED_Min_Ca","PerChange_HNSED_Min_Ca","PerChange_LNBAS_Min_Ca","PerChange_HNBAS_Min_Ca","PerChange_LNSED_Min_K","PerChange_HNSED_Min_K","PerChange_LNBAS_Min_K","PerChange_HNBAS_Min_K","PerChange_LNSED_Max_Ca","PerChange_HNSED_Max_Ca","PerChange_LNBAS_Max_Ca","PerChange_HNBAS_Max_Ca","PerChange_LNSED_Max_K","PerChange_HNSED_Max_K","PerChange_LNBAS_Max_K","PerChange_HNBAS_Max_K"
"1",-1.79960986976937,0,-0.049367600961818,-0.0251559484654515,-1.7926976317827,0,0.03278934112392,0.0108577006408038,-1.80334188641468,0,0.0194238656556563,-0.0251530359082394,-1.83155828656341,0,-0.0117613277742914,0.0108657268857097
