"","PerChange_LNSED_Min_Ca","PerChange_HNSED_Min_Ca","PerChange_LNBAS_Min_Ca","PerChange_HNBAS_Min_Ca","PerChange_LNSED_Min_K","PerChange_HNSED_Min_K","PerChange_LNBAS_Min_K","PerChange_HNBAS_Min_K","PerChange_LNSED_Max_Ca","PerChange_HNSED_Max_Ca","PerChange_LNBAS_Max_Ca","PerChange_HNBAS_Max_Ca","PerChange_LNSED_Max_K","PerChange_HNSED_Max_K","PerChange_LNBAS_Max_K","PerChange_HNBAS_Max_K"
"1",0.114335168447694,0.22715099632498,0.180709217211538,-0.0996541280531801,0.0662222634915414,0.944817856866479,0.440261853036388,0.968884537634184,-0.0895215695557726,-0.172242482262232,-0.222674285794016,0.0377140801530125,-0.0172663309166936,-0.716196376714671,-0.331300571500702,-0.914144077709425
