 ;;µmol/kg;;;;;;;kg/ha;;;;;
 YEAR;Month;Ca;Mg;K;Na;NH4;Al;H;Ca;Mg;K;Na;NH4;Al
        2005;           1;  14325.3896484;   3042.0332031;   1977.8953857;    368.6017761;      0.0102976;  64343.8007812;   4946.7246094;    617.2308960;     79.4867477;     83.1373901;      9.1101961;      0.0001551;   1866.4139404
        2005;           2;  14327.3876953;   3046.7880859;   1974.6600342;    349.3811035;      0.0183603;  64341.1640625;   4963.2270508;    617.3169556;     79.6109924;     83.0013885;      8.6351471;      0.0002765;   1866.3375244
        2005;           3;  14328.0302734;   3049.8276367;   1971.1074219;    332.4218140;      0.0316425;  64338.2226562;   4985.5200195;    617.3446655;     79.6904144;     82.8520660;      8.2159891;      0.0004765;   1866.2523193
        2005;           4;  14326.5781250;   3049.1550293;   1969.4141846;    326.5187378;      0.0239004;  64335.8437500;   5004.4086914;    617.2819824;     79.6728439;     82.7808838;      8.0700912;      0.0003599;   1866.1831055
        2005;           5;  14320.2460938;   3043.0378418;   1966.1945801;    324.5578613;      0.0100911;  64333.6718750;   5041.0292969;    617.0092773;     79.5130005;     82.6455612;      8.0216274;      0.0001520;   1866.1201172
        2005;           6;  14315.5869141;   3039.0512695;   1964.5358887;    327.9305420;      0.0000000;  64330.8125000;   5064.9448242;    616.8085327;     79.4088364;     82.5758438;      8.1049843;      0.0000000;   1866.0372314
        2005;           7;  14312.0634766;   3036.5056152;   1964.5791016;    337.5075378;      0.0000000;  64327.0585938;   5078.7890625;    616.6566772;     79.3423233;     82.5776520;      8.3416862;      0.0000000;   1865.9284668
        2005;           8;  14310.8427734;   3036.8701172;   1962.3853760;    339.1642151;      0.0000000;  64323.6757812;   5091.4228516;    616.6041260;     79.3518372;     82.4854431;      8.3826313;      0.0000000;   1865.8303223
        2005;           9;  14309.7490234;   3037.1582031;   1960.4711914;    340.6446838;      0.0000000;  64320.6054688;   5102.4721680;    616.5569458;     79.3593674;     82.4049835;      8.4192219;      0.0000000;   1865.7409668
        2005;          10;  14310.8984375;   3038.6215820;   1960.8509521;    342.0283203;      0.0000000;  64317.8007812;   5104.0917969;    616.6065063;     79.3976059;     82.4209518;      8.4534197;      0.0000000;   1865.6596680
        2005;          11;  14320.2646484;   3061.1833496;   1945.6060791;    298.9514771;      0.0030007;  64304.5156250;   5138.1523438;    617.0100708;     79.9871368;     81.7801590;      7.3887515;      0.0000452;   1865.2745361
        2005;          12;  14323.7958984;   3071.9687500;   1934.7703857;    280.1672058;      0.0055326;  64297.0976562;   5161.3081055;    617.1621704;     80.2689590;     81.3246994;      6.9244871;      0.0000833;   1865.0592041
        2006;           1;  14326.0195312;   3081.1496582;   1921.3299561;    264.2025757;      0.0100209;  64290.7304688;   5187.3994141;    617.2579956;     80.5088501;     80.7597580;      6.5299129;      0.0001509;   1864.8747559
        2006;           2;  14326.3056641;   3082.7287598;   1918.6612549;    261.0822449;      0.0181115;  64289.0742188;   5194.2314453;    617.2703247;     80.5501099;     80.6475830;      6.4527922;      0.0002727;   1864.8265381
        2006;           3;  14325.5820312;   3083.2731934;   1915.1065674;    257.0198975;      0.0247008;  64287.1210938;   5208.2958984;    617.2391357;     80.5643234;     80.4981613;      6.3523893;      0.0003719;   1864.7698975
        2006;           4;  14325.8945312;   3084.5495605;   1914.4320068;    258.0097656;      0.0120520;  64285.9257812;   5208.3945312;    617.2525635;     80.5976791;     80.4698181;      6.3768539;      0.0001815;   1864.7351074
        2006;           5;  14320.6298828;   3079.8361816;   1911.1519775;    256.5317993;      0.0000000;  64284.8867188;   5236.0512695;    617.0257568;     80.4745255;     80.3319397;      6.3403254;      0.0000000;   1864.7049561
        2006;           6;  14316.9697266;   3077.1899414;   1909.7685547;    260.5590210;      0.0000000;  64283.5312500;   5250.0644531;    616.8680420;     80.4053726;     80.2737885;      6.4398603;      0.0000000;   1864.6657715
