 ;;µmol/kg;;;;;;;kg/ha;;;;;
 YEAR;Month;Ca;Mg;K;Na;NH4;Al;H;Ca;Mg;K;Na;NH4;Al
        2005;           1;  44601.0039062;  15270.3085938;   8866.4746094;    885.9757690;      1.6025127;  21075.3437500;   6200.1508789;   1487.3243408;    308.8150635;    288.4455872;     16.9477482;      0.0186764;    473.1466980
        2005;           2;  44599.9882812;  15268.6474609;   8867.5136719;    872.3145752;      2.1611722;  21072.8691406;   6225.0273438;   1487.2904053;    308.7814636;    288.4793701;     16.6864243;      0.0251873;    473.0911255
        2005;           3;  44598.7851562;  15265.9746094;   8870.1269531;    853.4964600;      3.4909389;  21067.3281250;   6264.1855469;   1487.2503662;    308.7274170;    288.5643921;     16.3264561;      0.0406850;    472.9667358
        2005;           4;  44597.0117188;  15264.8369141;   8874.3251953;    850.8910522;      0.0000000;  21062.7929688;   6285.4208984;   1487.1911621;    308.7044067;    288.7009583;     16.2766171;      0.0000000;    472.8648987
        2005;           5;  44584.7421875;  15258.9384766;   8875.9501953;    853.6730347;      0.0000000;  21057.7558594;   6332.5039062;   1486.7821045;    308.5851135;    288.7538147;     16.3298340;      0.0000000;    472.7517700
        2005;           6;  44568.7421875;  15248.4804688;   8879.9394531;    856.6655884;      0.0000000;  21048.3945312;   6406.6938477;   1486.2485352;    308.3736267;    288.8836060;     16.3870792;      0.0000000;    472.5416565
        2005;           7;  44561.8945312;  15251.4931641;   8890.7558594;    883.8505249;      0.0000000;  21029.3632812;   6433.3232422;   1486.0201416;    308.4345398;    289.2354736;     16.9070969;      0.0000000;    472.1144104
        2005;           8;  44559.7656250;  15261.2861328;   8895.4033203;    892.8549194;      0.0000000;  21011.1035156;   6459.1875000;   1485.9489746;    308.6325989;    289.3866882;     17.0793400;      0.0000000;    471.7044983
        2005;           9;  44558.5898438;  15270.3769531;   8897.0458984;    896.3431396;      0.0000000;  20995.8496094;   6483.9145508;   1485.9100342;    308.8164368;    289.4401245;     17.1460667;      0.0000000;    471.3619995
        2005;          10;  44566.4765625;  15281.7382812;   8901.2451172;    897.5830078;      0.0000000;  20981.0488281;   6484.2954102;   1486.1728516;    309.0461731;    289.5767212;     17.1697845;      0.0000000;    471.0297241
        2005;          11;  44579.8281250;  15294.6289062;   8897.9082031;    856.4580688;      1.5082635;  20959.0488281;   6540.6679688;   1486.6181641;    309.3068848;    289.4681702;     16.3831100;      0.0175780;    470.5358276
        2005;          12;  44580.9960938;  15294.0039062;   8899.0468750;    851.7587891;      2.3245213;  20951.9062500;   6563.7666016;   1486.6572266;    309.2942200;    289.5052185;     16.2932148;      0.0270910;    470.3754578
        2006;           1;  44578.8867188;  15288.0458984;   8896.2958984;    844.7513428;      2.7791035;  20945.0371094;   6609.8549805;   1486.5869141;    309.1737671;    289.4157410;     16.1591721;      0.0323889;    470.2212219
        2006;           2;  44576.2734375;  15284.1552734;   8895.3515625;    837.8799438;      3.0546525;  20943.0136719;   6636.5546875;   1486.4995117;    309.0950623;    289.3850098;     16.0277309;      0.0356003;    470.1757812
        2006;           3;  44574.4101562;  15280.5751953;   8895.8750000;    834.4067383;      3.8873379;  20939.0566406;   6661.5014648;   1486.4375000;    309.0226746;    289.4020386;     15.9612913;      0.0453048;    470.0870056
        2006;           4;  44569.5039062;  15274.9326172;   8896.7148438;    831.0657349;      0.0000000;  20935.2441406;   6700.4145508;   1486.2739258;    308.9085693;    289.4293213;     15.8973789;      0.0000000;    470.0014343
        2006;           5;  44560.4140625;  15273.8466797;   8899.4365234;    839.9025879;      0.0000000;  20930.9648438;   6722.0405273;   1485.9707031;    308.8866272;    289.5178833;     16.0664196;      0.0000000;    469.9053345
        2006;           6;  44539.6445312;  15256.9775391;   8900.3681641;    839.1242065;      0.0000000;  20926.0859375;   6811.6699219;   1485.2781982;    308.5454712;    289.5482178;     16.0515308;      0.0000000;    469.7957764
        2006;           7;  44531.9101562;  15259.1337891;   8911.3632812;    867.8834839;      0.0000000;  20906.8183594;   6840.8789062;   1485.0202637;    308.5890503;    289.9059143;     16.6016655;      0.0000000;    469.3632202
        2006;           8;  44529.1601562;  15268.4335938;   8913.4472656;    871.1567993;      0.0000000;  20890.3750000;   6871.8427734;   1484.9284668;    308.7771301;    289.9736938;     16.6642799;      0.0000000;    468.9940796
        2006;           9;  44526.5742188;  15275.9589844;   8914.5634766;    874.0797729;      0.0000000;  20876.2695312;   6900.1933594;   1484.8422852;    308.9293213;    290.0100098;     16.7201920;      0.0000000;    468.6774292
        2006;          10;  44532.9414062;  15285.2148438;   8918.1728516;    875.7478027;      0.0000000;  20862.7558594;   6904.1699219;   1485.0548096;    309.1165161;    290.1274109;     16.7521000;      0.0000000;    468.3740540
        2006;          11;  44541.0664062;  15289.6718750;   8908.3789062;    845.8169556;      1.5835546;  20842.2871094;   6978.7070312;   1485.3256836;    309.2066040;    289.8088379;     16.1795559;      0.0184555;    467.9144897
        2006;          12;  44540.2695312;  15286.0634766;   8905.9570312;    843.2533569;      2.5010293;  20836.0390625;   7010.2861328;   1485.2989502;    309.1336670;    289.7300110;     16.1305180;      0.0291481;    467.7742615
        2007;           1;  44539.3085938;  15283.5390625;   8904.8310547;    841.1335449;      3.1632419;  20832.7324219;   7029.9223633;   1485.2669678;    309.0826416;    289.6933899;     16.0899677;      0.0368659;    467.7000122
        2007;           2;  44536.1445312;  15277.0605469;   8901.3759766;    840.8546143;      4.2308912;  20828.1308594;   7065.6704102;   1485.1614990;    308.9515991;    289.5809937;     16.0846310;      0.0493087;    467.5967102
        2007;           3;  44531.6484375;  15270.0761719;   8899.6621094;    837.1021118;      4.4229798;  20824.7148438;   7103.9697266;   1485.0114746;    308.8103638;    289.5252380;     16.0128517;      0.0515474;    467.5199890
        2007;           4;  44527.0625000;  15264.4326172;   8900.8261719;    840.9041138;      0.0000000;  20819.4082031;   7139.8291016;   1484.8586426;    308.6962280;    289.5631104;     16.0855770;      0.0000000;    467.4008484
        2007;           5;  44511.1640625;  15254.1093750;   8900.4775391;    843.7476807;      0.0000000;  20814.0019531;   7205.8598633;   1484.3286133;    308.4874268;    289.5517578;     16.1399708;      0.0000000;    467.2794495
        2007;           6;  44501.5156250;  15253.6484375;   8908.4433594;    864.7134399;      0.0000000;  20804.3164062;   7226.5170898;   1484.0067139;    308.4781494;    289.8109131;     16.5410233;      0.0000000;    467.0620728
        2007;           7;  44496.0117188;  15259.2080078;   8911.9804688;    871.4523315;      0.0000000;  20794.5039062;   7245.5415039;   1483.8231201;    308.5905762;    289.9259644;     16.6699314;      0.0000000;    466.8417358
        2007;           8;  44490.7773438;  15265.5742188;   8914.9267578;    873.8793945;      0.0000000;  20785.5859375;   7264.6245117;   1483.6485596;    308.7192993;    290.0218201;     16.7163582;      0.0000000;    466.6415710
        2007;           9;  44486.6640625;  15271.2714844;   8916.6787109;    876.4281616;      0.0000000;  20777.7285156;   7280.5317383;   1483.5114746;    308.8345337;    290.0788269;     16.7651157;      0.0000000;    466.4651489
        2007;          10;  44493.8632812;  15278.5996094;   8918.3808594;    879.6303101;      0.6632075;  20764.2558594;   7286.4506836;   1483.7514648;    308.9827576;    290.1341858;     16.8263683;      0.0077293;    466.1626892
        2007;          11;  44495.1093750;  15278.6386719;   8918.2656250;    877.2657471;      1.7293093;  20755.2988281;   7312.0117188;   1483.7930908;    308.9834900;    290.1304321;     16.7811356;      0.0201542;    465.9615784
        2007;          12;  44494.0000000;  15272.9707031;   8913.1679688;    887.8095703;      2.8430243;  20745.9199219;   7347.3637695;   1483.7559814;    308.8688660;    289.9645996;     16.9828281;      0.0331339;    465.7509766
        2008;           1;  44490.3281250;  15266.1074219;   8907.1464844;    879.1606445;      3.4391074;  20742.3027344;   7393.1679688;   1483.6335449;    308.7301025;    289.7687378;     16.8173847;      0.0400809;    465.6697693
        2008;           2;  44487.5742188;  15261.4414062;   8904.5683594;    873.2683716;      4.1483283;  20740.0253906;   7422.5664062;   1483.5418701;    308.6357422;    289.6848145;     16.7046719;      0.0483465;    465.6186829
        2008;           3;  44485.4609375;  15256.9248047;   8902.7548828;    873.4381104;      5.1499791;  20736.2597656;   7447.7666016;   1483.4711914;    308.5444031;    289.6258545;     16.7079201;      0.0600202;    465.5341187
        2008;           4;  44482.5429688;  15253.3544922;   8902.1777344;    873.2329102;      0.0000000;  20732.6171875;   7477.6230469;   1483.3740234;    308.4721985;    289.6070557;     16.7039928;      0.0000000;    465.4523926
        2008;           5;  44465.3632812;  15241.9218750;   8899.2460938;    868.3142090;      0.0000000;  20731.6093750;   7545.9638672;   1482.8011475;    308.2409668;    289.5116882;     16.6099033;      0.0000000;    465.4297485
        2008;           6;  44447.3750000;  15228.7128906;   8900.5996094;    873.0297241;      0.0000000;  20724.1132812;   7624.7563477;   1482.2012939;    307.9738464;    289.5557251;     16.7001057;      0.0000000;    465.2614746
        2008;           7;  44438.4179688;  15229.8583984;   8910.6767578;    899.3583984;      0.0000000;  20709.2187500;   7648.6342773;   1481.9024658;    307.9970093;    289.8835754;     17.2037449;      0.0000000;    464.9270630
        2008;           8;  44434.2695312;  15237.9560547;   8914.3203125;    905.9625854;      0.0000000;  20695.1484375;   7672.5166016;   1481.7640381;    308.1607666;    290.0021057;     17.3300743;      0.0000000;    464.6112366
        2008;           9;  44431.3203125;  15245.5468750;   8915.7255859;    909.1487427;      0.0000000;  20683.2011719;   7694.6665039;   1481.6657715;    308.3143005;    290.0477905;     17.3910236;      0.0000000;    464.3429565
        2008;          10;  44436.1875000;  15250.1376953;   8917.2089844;    908.4154663;      0.0000001;  20666.5996094;   7724.5483398;   1481.8280029;    308.4071350;    290.0960693;     17.3769951;      0.0000000;    463.9703064
        2008;          11;  44440.4062500;  15250.1337891;   8911.5625000;    903.1365967;      1.2260131;  20642.9355469;   7796.9516602;   1481.9687500;    308.4070435;    289.9123840;     17.2760181;      0.0142885;    463.4390564
        2008;          12;  44441.0507812;  15247.8955078;   8907.4990234;    903.9935303;      2.2789955;  20634.2617188;   7828.1362305;   1481.9903564;    308.3617859;    289.7801819;     17.2924099;      0.0265605;    463.2442627
        2009;           1;  44438.9375000;  15242.9804688;   8903.2802734;    901.2286987;      3.0815632;  20629.9375000;   7861.3935547;   1481.9199219;    308.2623596;    289.6429443;     17.2395229;      0.0359139;    463.1472168
        2009;           2;  44436.1875000;  15238.4667969;   8901.2929688;    895.9500122;      3.8107922;  20627.6523438;   7889.6044922;   1481.8280029;    308.1711121;    289.5782776;     17.1385460;      0.0444127;    463.0958557
        2009;           3;  44433.3203125;  15232.9775391;   8897.8398438;    889.9806519;      4.6923361;  20624.3417969;   7924.7802734;   1481.7325439;    308.0600891;    289.4659424;     17.0243607;      0.0546866;    463.0215454
        2009;           4;  44428.9023438;  15227.8144531;   8897.2050781;    887.0094604;      0.0000000;  20621.3496094;   7960.9692383;   1481.5852051;    307.9556580;    289.4452820;     16.9675236;      0.0000000;    462.9543762
        2009;           5;  44411.1171875;  15214.2714844;   8893.2119141;    881.9471436;      0.0000000;  20616.7441406;   8046.5859375;   1480.9920654;    307.6818237;    289.3153992;     16.8706856;      0.0000000;    462.8509827
        2009;           6;  44400.4960938;  15212.7714844;   8898.8876953;    898.2012329;      0.0000000;  20611.5761719;   8064.3027344;   1480.6379395;    307.6514587;    289.5000305;     17.1816101;      0.0000000;    462.7349243
        2009;           7;  44392.5664062;  15215.1210938;   8902.1767578;    906.5068359;      0.0000000;  20605.3652344;   8082.7470703;   1480.3734131;    307.6989746;    289.6070251;     17.3404865;      0.0000000;    462.5955200
        2009;           8;  44385.8789062;  15219.4726562;   8904.0039062;    908.5040894;      0.0000000;  20599.5273438;   8101.0458984;   1480.1503906;    307.7869568;    289.6664734;     17.3786907;      0.0000000;    462.4645081
        2009;           9;  44380.5507812;  15223.6210938;   8904.7304688;    910.8455200;      0.0000000;  20594.3515625;   8115.9335938;   1479.9729004;    307.8708801;    289.6900940;     17.4234810;      0.0000000;    462.3482971
