 ;;µmol/kg;;;;;;;kg/ha;;;;;
 YEAR;Month;Ca;Mg;K;Na;NH4;Al;H;Ca;Mg;K;Na;NH4;Al
        2005;           1;  39745.2500000;  16396.9804688;   7509.6157227;    983.8729248;      0.0013475;  31542.4199219;   4329.0166016;   1366.6221924;    341.9138794;    251.9027100;     19.4057961;      0.0000162;    730.1605225
        2005;           2;  39738.8867188;  16392.2988281;   7507.6054688;    993.2984619;      0.0012888;  31538.7734375;   4354.4624023;   1366.4034424;    341.8162842;    251.8352661;     19.5917034;      0.0000155;    730.0761719
        2005;           3;  39726.1953125;  16384.0507812;   7504.5761719;   1015.6522827;      0.0020370;  31531.1308594;   4400.1518555;   1365.9671631;    341.6442871;    251.7336578;     20.0326061;      0.0000245;    729.8992310
        2005;           4;  39718.8984375;  16379.4101562;   7506.6811523;   1029.1707764;      0.0000000;  31524.4082031;   4428.3911133;   1365.7163086;    341.5475159;    251.8042603;     20.2992458;      0.0000000;    729.7435913
        2005;           5;  39715.9687500;  16378.2109375;   7509.7666016;   1037.6416016;      0.0000000;  31518.9199219;   4441.8442383;   1365.6154785;    341.5225220;    251.9077759;     20.4663219;      0.0000000;    729.6165771
        2005;           6;  39714.5000000;  16379.0966797;   7513.7695312;   1046.7218018;      0.0000000;  31511.4511719;   4452.1762695;   1365.5650635;    341.5410156;    252.0420685;     20.6454201;      0.0000000;    729.4436646
        2005;           7;  39714.9609375;  16382.5839844;   7514.7436523;   1048.2670898;      0.0000000;  31504.4980469;   4462.5214844;   1365.5809326;    341.6137085;    252.0747223;     20.6758995;      0.0000000;    729.2827148
        2005;           8;  39715.0703125;  16385.9433594;   7516.1513672;   1049.6503906;      0.0000000;  31497.8417969;   4472.9472656;   1365.5845947;    341.6837769;    252.1219482;     20.7031822;      0.0000000;    729.1286011
        2005;           9;  39715.6757812;  16389.1308594;   7516.6523438;   1051.1375732;      0.0000000;  31491.7675781;   4481.4853516;   1365.6054688;    341.7502441;    252.1387482;     20.7325153;      0.0000000;    728.9879761
        2005;          10;  39718.8164062;  16393.6777344;   7519.3847656;   1052.7333984;      0.0000000;  31486.5195312;   4477.4340820;   1365.7135010;    341.8450317;    252.2304230;     20.7639923;      0.0000000;    728.8665771
        2005;          11;  39690.5859375;  16388.5332031;   7507.9062500;   1118.5744629;      0.0008914;  31460.2421875;   4568.8662109;   1364.7427979;    341.7377625;    251.8453674;     22.0626335;      0.0000107;    728.2583008
        2005;          12;  39676.0625000;  16382.2646484;   7501.4072266;   1140.8773193;      0.0015352;  31450.4414062;   4623.8964844;   1364.2435303;    341.6070557;    251.6273804;     22.5025330;      0.0000184;    728.0313721
        2006;           1;  39656.3398438;  16371.9238281;   7490.9589844;   1162.6118164;      0.0020519;  31441.0000000;   4701.0004883;   1363.5651855;    341.3914185;    251.2769165;     22.9312229;      0.0000247;    727.8128052
        2006;           2;  39651.2500000;  16368.5078125;   7489.3349609;   1163.7662354;      0.0017507;  31438.2187500;   4727.0205078;   1363.3902588;    341.3201904;    251.2224121;     22.9539890;      0.0000210;    727.7484131
        2006;           3;  39643.0156250;  16364.5244141;   7487.9472656;   1173.3437500;      0.0023173;  31432.7636719;   4759.4057617;   1363.1069336;    341.2371216;    251.1758728;     23.1428947;      0.0000278;    727.6221924
        2006;           4;  39636.2539062;  16360.5722656;   7489.0458984;   1179.2052002;      0.0000000;  31427.6132812;   4789.2700195;   1362.8745117;    341.1546936;    251.2127075;     23.2585068;      0.0000000;    727.5029297
        2006;           5;  39633.1796875;  16359.2275391;   7491.5468750;   1188.2137451;      0.0000000;  31423.4414062;   4799.4599609;   1362.7689209;    341.1266785;    251.2966003;     23.4361916;      0.0000000;    727.4063110
        2006;           6;  39630.9921875;  16359.2919922;   7493.7758789;   1196.0426025;      0.0000000;  31417.8339844;   4810.2495117;   1362.6937256;    341.1280212;    251.3713837;     23.5906048;      0.0000000;    727.2765503
        2006;           7;  39630.4609375;  16361.6562500;   7493.7163086;   1197.2835693;      0.0000000;  31412.5332031;   4821.3457031;   1362.6754150;    341.1773071;    251.3694000;     23.6150837;      0.0000000;    727.1538086
        2006;           8;  39629.5898438;  16363.9687500;   7493.9375000;   1198.3131104;      0.0000000;  31407.3964844;   4832.4282227;   1362.6453857;    341.2255249;    251.3768005;     23.6353893;      0.0000000;    727.0349731
        2006;           9;  39629.3320312;  16366.2802734;   7493.5561523;   1199.5703125;      0.0000000;  31402.6757812;   4841.8916016;   1362.6367188;    341.2737732;    251.3640137;     23.6601849;      0.0000000;    726.9256592
        2006;          10;  39631.7812500;  16370.0800781;   7495.9047852;   1201.0328369;      0.0000000;  31398.5468750;   4837.7670898;   1362.7208252;    341.3529968;    251.4428101;     23.6890335;      0.0000000;    726.8300781
        2006;          11;  39609.0820312;  16370.6503906;   7487.8002930;   1231.8173828;      0.0009657;  31374.8359375;   4930.5375977;   1361.9403076;    341.3648682;    251.1709442;     24.2962208;      0.0000116;    726.2812500
        2006;          12;  39597.1992188;  16366.7744141;   7482.6777344;   1239.4453125;      0.0016421;  31366.2695312;   4985.2895508;   1361.5317383;    341.2840271;    250.9990997;     24.4466743;      0.0000197;    726.0828857
        2007;           1;  39590.5742188;  16364.1669922;   7480.3471680;   1242.2722168;      0.0020275;  31361.7929688;   5016.7939453;   1361.3039551;    341.2296448;    250.9209290;     24.5024338;      0.0000244;    725.9793091
        2007;           2;  39579.9687500;  16359.2646484;   7476.2841797;   1246.3151855;      0.0030088;  31355.8554688;   5065.7055664;   1360.9392090;    341.1274414;    250.7846375;     24.5821781;      0.0000362;    725.8418579
        2007;           3;  39572.6796875;  16354.5087891;   7474.9399414;   1245.4409180;      0.0024148;  31351.6289062;   5104.5000000;   1360.6884766;    341.0282898;    250.7395477;     24.5649338;      0.0000290;    725.7440186
        2007;           4;  39566.2109375;  16351.7568359;   7476.7133789;   1251.9182129;      0.0000000;  31345.1230469;   5134.3515625;   1360.4661865;    340.9708862;    250.7990417;     24.6926899;      0.0000000;    725.5934448
        2007;           5;  39558.3515625;  16346.2167969;   7477.5239258;   1258.1739502;      0.0000000;  31338.2636719;   5174.7402344;   1360.1959229;    340.8553467;    250.8262329;     24.8160763;      0.0000000;    725.4346313
        2007;           6;  39555.6093750;  16345.9541016;   7484.7485352;   1276.7309570;      0.0000000;  31327.4042969;   5187.3583984;   1360.1015625;    340.8498840;    251.0685577;     25.1820946;      0.0000000;    725.1832275
        2007;           7;  39556.9492188;  16350.9218750;   7486.6884766;   1280.3815918;      0.0000000;  31317.1835938;   5199.8769531;   1360.1477051;    340.9534912;    251.1336365;     25.2540970;      0.0000000;    724.9466553
        2007;           8;  39558.0000000;  16355.9033203;   7488.7402344;   1282.3586426;      0.0000000;  31307.7695312;   5211.7807617;   1360.1838379;    341.0573425;    251.2024689;     25.2930946;      0.0000000;    724.7286987
        2007;           9;  39559.4062500;  16360.3886719;   7489.8256836;   1284.4097900;      0.0000000;  31299.3496094;   5222.2036133;   1360.2322998;    341.1509094;    251.2388763;     25.3335495;      0.0000000;    724.5338745
        2007;          10;  39556.8593750;  16365.2519531;   7491.0385742;   1290.5168457;      0.0000000;  31285.4746094;   5252.0126953;   1360.1445312;    341.2522888;    251.2795563;     25.4540043;      0.0000000;    724.2126465
        2007;          11;  39549.6601562;  16365.6806641;   7490.1728516;   1298.0511475;      0.0004332;  31270.8691406;   5302.5424805;   1359.8970947;    341.2612305;    251.2505341;     25.6026115;      0.0000052;    723.8745117
        2007;          12;  39534.6953125;  16361.8369141;   7484.2460938;   1309.3925781;      0.0017459;  31257.0175781;   5376.3540039;   1359.3825684;    341.1810608;    251.0517120;     25.8263073;      0.0000210;    723.5539551
        2008;           1;  39524.3476562;  16357.0683594;   7478.9428711;   1310.9005127;      0.0024583;  31251.0585938;   5428.5131836;   1359.0267334;    341.0816345;    250.8738251;     25.8560505;      0.0000295;    723.4159546
        2008;           2;  39518.0078125;  16353.4863281;   7476.5932617;   1309.9038086;      0.0027870;  31247.6582031;   5461.7875977;   1358.8085938;    341.0069580;    250.7950134;     25.8363934;      0.0000335;    723.3372803
