"","Ca_Tot","Mg_Tot","K_Tot","N_Tot","P_Tot","S_Tot","Ca_Har","Mg_Har","K_Har","N_Har","P_Har","S_Har","Ca_Leach","Mg_Leach","K_Leach","N_Leach","P_Leach","S_Leach","P_OCC","S_OCC","Site","Treatment"
"1",4080.47277334947,2655.89468038205,1646.34535681281,2806.20348053115,636.743559547786,5620.33315922096,1934.93839904947,295.22183258205,1319.67155001281,2801.05048513115,328.655587947786,675.719591920956,2145.5343743,2360.6728478,326.6738068,125.091466,7.7494954,3770.3006316,300.5893268,1174.3129357,"LNS","40WTH"
"2",3871.52183943874,3302.1255274211,1072.0015784921,2235.84619902708,780.471705457212,5558.37297269565,1371.90525783874,210.977201021103,866.746459092096,2116.85022892708,246.029790757212,453.211887095649,2499.6165816,3091.1483264,205.2551194,241.0533238,8.212419,2148.3947367,526.7036896,2956.7663489,"LNB","40WTH"
"3",1141.88371601236,1451.76738515817,1069.91369376034,4345.24475275558,423.555336350632,5358.49816880136,735.352747612362,185.303888058168,854.662627760337,2368.15653155558,257.916548950632,320.435918801361,406.5309684,1266.4634971,215.251066,1996.1368704,10.9074393,4141.5889711,162.1605185,896.4732789,"HNS","40WTH"
"4",1284.0381088748,1697.39847759014,441.387029238502,3625.11636393541,991.563116207454,3366.34956262406,569.599536874797,115.273445390136,435.345044438502,1435.58496413541,123.958128407454,183.564176424057,714.438572,1582.1250322,6.0419848,2228.3558681,11.7393421,3595.2190424,866.7525405,-412.4336562,"HNB","40WTH"
