"";"YEAR";"Litter_N_Min";"Litter_Ca_Min";"Litter_Mg_Min";"Litter_K_Min";"Litter_S_Min";"Litter_P_Min";"SOM_N_Min";"SOM_Ca_Min";"SOM_Mg_Min";"SOM_K_Min";"SOM_S_Min";"SOM_P_Min";"MB_NUP_SOM";"MB_CaUP_SOM";"MB_MgUP_SOM";"MB_KUP_SOM";"MB_SUP_SOM";"MB_PUP_SOM";"MB_NUP_DOC";"MB_CaUP_DOC";"MB_MgUP_DOC";"MB_KUP_DOC";"MB_SUP_DOC";"MB_PUP_DOC";"MB_NT";"MB_CaT";"MB_MgT";"MB_KT";"MB_ST";"MB_PT";"X";"Net_N_Minz";"Net_P_Minz";"Net_Ca_Minz";"Net_K_Minz";"Net_Mg_Minz";"Net_S_Minz"
"1";2005;235,4776668;36,7693506;16,7418939;9,7995837;10,8078082;7,5010558;198,2883544;3,62e-05;3,62e-05;3,61e-05;2,4869254;5,5956107;49,3822102;3,62e-05;3,62e-05;3,61e-05;0,0547866;0,4798336;121,5814755;0,0951664;0,0951664;0,0920303;0,0904331;0,823919;74,8902019;0,046237;0,046237;0,0449104;0,0720444;0,6248572;0;43,705836398;3,80086990075;14,697560567504;3,79547334271;4,045995917285;4,2332987403
"2";2006;170,9734367;24,9639129;11,6196448;9,9430471;7,1609341;5,6344786;198,063612;0,0002164;0,0002164;0,0002152;2,4802785;5,5723582;49,399345;0,0002164;0,0002164;0,0002152;0,0547781;0,4800055;109,9356425;0,091886;0,0928213;0,0888879;0,0880898;0,7905704;116,3354855;0,0792514;0,0796206;0,0765787;0,1227093;1,0850852;0;36,274196868;3,22591770408;9,967800224908;3,852863302912;2,801647047695;3,06273116968
"3";2007;177,9990683;24,7765811;11,7218482;12,3017125;6,974829;5,997724;197,9235806;0,0004526;0,0004537;0,0004511;2,472795;5,5503783;49,4443103;0,0004526;0,0004537;0,0004511;0,0547914;0,4804532;113,7291293;0,0910252;0,0939776;0,0903862;0,0805664;0,8137353;129,86329;0,0883669;0,0899254;0,0864206;0,1334689;1,2298211;0;36,707092744;3,3244334599;9,89316476646;4,774560727852;2,826264221115;3,00307866656
"4";2008;183,5603021;24,5771707;11,7869346;14,1828811;6,8072734;6,2908068;197,8275152;0,000706;0,0007108;0,000706;2,4658461;5,5290112;49,5001183;0,000706;0,0007108;0,000706;0,0548124;0,4810085;117,2095858;0,0891289;0,0949693;0,0916992;0,0803309;0,8292794;135,9226065;0,0899584;0,0937703;0,0903678;0,1349499;1,2837044;0;36,98495241;3,40376980442;9,814110568328;5,509646331142;2,841904926105;2,94720802516
"5";2009;187,8419617;24,347885;11,8136096;15,672491;6,6482727;6,5246795;197,7516403;0,0009638;0,0009759;0,0009695;2,4574577;5,5078926;49,5622554;0,0009638;0,0009759;0,0009695;0,0548373;0,4816274;118,3068174;0,0864959;0,0958193;0,0926872;0,0811588;0,8413628;138,303174;0,0887392;0,0956844;0,0924446;0,1355031;1,3086681;0;37,420149844;3,46591752021;9,723380548204;6,091770744834;2,84824612491;2,89327765496
"6";2010;191,3080471;24,1220305;11,8227542;16,8961595;6,5036226;6,718374;197,6836325;0,0012243;0,001246;0,0012376;2,4483538;5,4869695;49,6295748;0,0012243;0,001246;0,0012376;0,054865;0,4822979;120,4260763;0,0872489;0,0965716;0,0934394;0,0818894;0,8535953;140,4687368;0,0883134;0,0969783;0,0938103;0,1362241;1,3250779;0;37,599184462;3,51563641754;9,632669724484;6,570011381546;2,85035152123;2,8437498922
"7";2011;194,1795865;23,9101287;11,8226632;17,9239781;6,3739707;6,8815341;197,6260653;0,0014876;0,0015195;0,0015097;2,4389794;5,4662556;49,7018707;0,0014876;0,0015195;0,0015097;0,054895;0,4830184;122,9652813;0,0881678;0,0972487;0,0941164;0,0825449;0,8668209;142,5896817;0,0890221;0,0980423;0,0948933;0,1369359;1,3396635;0;37,63765187;3,55565603736;9,54748522086;6,971709589972;2,8502313087;2,79896790712
"8";2012;196,5052213;23,7067886;11,8127767;18,7848208;6,2564053;7,0171211;197,5777407;0,0017538;0,0017962;0,0017847;2,429097;5,4457749;49,7791453;0,0017538;0,0017962;0,0017847;0,054928;0,4837887;123,6620355;0,0877457;0,0978588;0,0936628;0,0831333;0,878493;143,6743708;0,0893915;0,0989944;0,0952945;0,1375978;1,3530155;0;37,85892971;3,5876896091;9,466270485492;7,308566736846;2,847747362005;2,7579195014
"9";2013;198,3109879;23,5057349;11,7917618;19,4708055;6,1480479;7,1270799;197,534119;0,0020222;0,0020756;0,0020619;2,4190531;5,4255466;49,8614094;0,0020222;0,0020756;0,0020619;0,054963;0,4846087;125,1420498;0,088051;0,0984048;0,0937013;0,0836574;0,8901521;145,1861505;0,0897274;0,0998695;0,0955152;0,1382005;1,3658501;0;37,898427994;3,61186832168;9,385681416636;7,576866361778;2,84257489343;2,71979201816
"10";2014;199,5856143;23,2879219;11,7566485;19,9675388;6,0456053;7,2118104;197,4983959;0,0022926;0,0023571;0,0023409;2,4093567;5,4055427;49,9486171;0,0022926;0,0023571;0,0023409;0,0550007;0,4854786;126,5582162;0,0893022;0,0988877;0,0906452;0,0841183;0,8990042;146,8865974;0,0907022;0,1006803;0,0945587;0,1387434;1,376976;0;37,87361116;3,62917265433;9,297997613348;7,77238310481;2,833991655595;2,68369249022
