"";"Ca_L1";"Mg_L1";"K_L1";"Na_L1";"Al_L1";"Si_L1";"P_L1";"Ca_L2";"Mg_L2";"K_L2";"Na_L2";"Al_L2";"Si_L2";"P_L2";"Ca_L3";"Mg_L3";"K_L3";"Na_L3";"Al_L3";"Si_L3";"P_L3";"Ca_L4";"Mg_L4";"K_L4";"Na_L4";"Al_L4";"Si_L4";"P_L4";"Ca_L5";"Mg_L5";"K_L5";"Na_L5";"Al_L5";"Si_L5";"P_L5";"Ca_L6";"Mg_L6";"K_L6";"Na_L6";"Al_L6";"Si_L6";"P_L6";"Ca_L7";"Mg_L7";"K_L7";"Na_L7";"Al_L7";"Si_L7";"P_L7";"Ca_L8";"Mg_L8";"K_L8";"Na_L8";"Al_L8";"Si_L8";"P_L8";"Date";"Total_Ca"
"33";0,0754278;0,1041124;0,1937198;0,02106;0,6191843;0,9668624;0,0086596;0,0528552;0,0855314;0,1584388;0,0132691;0,4732519;0,7499233;0,010281;0,0724236;0,1072684;0,2038743;0,0190333;0,6274068;0,9841422;0,0114648;0,1387304;0,1341662;0,0817245;0,0638252;0,5227444;1,0943118;0,0158249;0,1371966;0,1311125;0,0785261;0,0623245;0,5060024;1,0654174;0,0155846;0,0941183;0,0941162;0,0586115;0,0426944;0,3641952;0,757859;0,0111442;0,0084179;0,0084015;0,0052485;0,0038934;0,0329424;0,0683048;0,0009912;0,0007562;0,0007456;0,0004627;0,0003518;0,0029311;0,0060902;8,8e-05;2007-07-01;0,579926
"34";0,0671248;0,1055779;0,1890861;0,0185697;0,5832034;0,9221582;0,008659;0,0600179;0,0980275;0,1818385;0,0149807;0,5401979;0,8565951;0,0119971;0,0825184;0,1236109;0,2354842;0,0216229;0,7204311;1,130699;0,0133435;0,1493323;0,1460494;0,0898242;0,0682927;0,5675741;1,1859459;0,017169;0,1438677;0,1390746;0,0845916;0,0657711;0,5392836;1,1308662;0,0163474;0,0985605;0,1006405;0,0630022;0,0434519;0,3840141;0,7984108;0,0120351;0,0090541;0,0091702;0,0057568;0,0041089;0,0356109;0,0737934;0,0010861;0,0008499;0,0008432;0,0005247;0,0003912;0,0032963;0,0068506;9,95e-05;2007-08-01;0,6113256
"35";0,041633;0,0700983;0,1201574;0,0113891;0,3679025;0,5871502;0,0057565;0,0467036;0,0741306;0,1369659;0,0117347;0,4117371;0,6519336;0,0090332;0,0641894;0,0923504;0,1751065;0,0169545;0,5450302;0,8535139;0,009847;0,1108209;0,1097994;0,0681092;0,0506607;0,4265692;0,8885621;0,0129724;0,1056555;0,1034409;0,0636871;0,0485702;0,4026765;0,8407131;0,0122055;0,0733231;0,0763476;0,0475491;0,0315496;0,2870825;0,5968529;0,0091953;0,008386;0,0085729;0,005387;0,0037629;0,0330754;0,0685235;0,001019;0,0009384;0,0009134;0,0005604;0,000434;0,0035732;0,007459;0,0001078;2007-09-01;0,4516499
"36";0,0279972;0,0400811;0,0693716;0,0078497;0,2236339;0,3525437;0,0032704;0,0361519;0,0473608;0,0881264;0,0098185;0,2860178;0,4457324;0,0047487;0,0406485;0,0524069;0,0980811;0,0108989;0,3197668;0,4977749;0,0055913;0,0884746;0,0841318;0,0504616;0,0412064;0,3299697;0,691722;0,0102145;0,0628166;0,0610245;0,0374963;0,0297163;0,2408214;0,5016346;0,0072211;0,044249;0,045767;0,0282585;0,0196828;0,174037;0,361463;0,0053872;0,0062602;0,0064106;0,0040187;0,0028409;0,0248126;0,0513505;0,000757;0,0006715;0,0006569;0,0004055;0,0003149;0,0025883;0,0053845;7,77e-05;2007-10-01;0,3072695
"37";0,0293012;0,0326528;0,0599725;0,0082162;0,2087801;0,3219003;0,0030619;0,0257557;0,0317854;0,0586765;0,0070079;0,1952511;0,303352;0,0032949;0,029322;0,0349687;0,0649364;0,0079453;0,21902;0,339361;0,0037308;0,0643994;0,0603667;0,0356522;0,0299542;0,2363467;0,4970508;0,0075972;0,0562966;0,0524542;0,0309254;0,0264536;0,2059177;0,4334674;0,0065559;0,0460204;0,0435817;0,0263636;0,0222651;0,1739164;0,3631373;0,00524;0,0047087;0,0047432;0,0029631;0,0022058;0,0186244;0,0385368;0,000554;0,0004899;0,0004745;0,0002916;0,0002341;0,0018866;0,0039231;5,63e-05;2007-11-01;0,2562939
"38";0,0253985;0,0276053;0,0506479;0,0070591;0,1779878;0,2741175;0,0027854;0,0222407;0,0248246;0,0456012;0,006171;0,158561;0,2446147;0,0024707;0,0251864;0,0269264;0,0496961;0,0069786;0,1759546;0,2705552;0,0027438;0,0468201;0,0434324;0,0258159;0,0227721;0,1738529;0,3642132;0,005391;0,04442;0,0408501;0,023939;0,0212581;0,1617299;0,3405578;0,0051755;0,0423552;0,0389776;0,0229021;0,0203763;0,1547506;0,3255717;0,004909;0,00537;0,0050546;0,0030416;0,0025997;0,0201516;0,0421493;0,0006103;0,0004032;0,0003858;0,0002356;0,0001959;0,0015422;0,0032115;4,58e-05;2007-12-01;0,2121941
"39";0,0258721;0,029369;0,0539081;0,0070653;0,1854032;0,28663;0,0032045;0,0227552;0,024602;0,0451372;0,0063578;0,15905;0,2448009;0,0024133;0,0252719;0,0261266;0,0480756;0,0070787;0,1727585;0,2649845;0,0025718;0,0400224;0,0373355;0,0224406;0,0198502;0,150535;0,3145098;0,0044927;0,0398035;0,0365156;0,021525;0,0194714;0,1459866;0,3068497;0,0045317;0,0383802;0,0352399;0,0207913;0,0187786;0,140951;0,2961579;0,0043724;0,0044106;0,0041503;0,0025049;0,0021635;0,0166319;0,0347455;0,0004964;0,0003333;0,0003191;0,000195;0,0001637;0,0012789;0,0026618;3,74e-05;2008-01-01;0,1968492
"40";0,0239197;0,0255374;0,0467165;0,0067346;0,1657353;0,254841;0,0024125;0,0212216;0,0230142;0,0422253;0,0059412;0,1486205;0,2287724;0,0022258;0,0235743;0,0245196;0,0451315;0,006608;0,1617177;0,2481388;0,0023959;0,0386069;0,0359615;0,0215561;0,0190596;0,144509;0,3023394;0,0043348;0,0372065;0,0342139;0,0202137;0,0182028;0,1366863;0,2872612;0,0042134;0,0352414;0,0325081;0,0192792;0,017286;0,1301206;0,2731158;0,003984;0,0039704;0,0037397;0,0022582;0,001947;0,0149726;0,0312841;0,0004459;0,0003011;0,0002884;0,0001762;0,0001477;0,0011543;0,0024034;3,38e-05;2008-02-01;0,1840419
"41";0,0301195;0,0330643;0,0605311;0,0084861;0,2120677;0,3266777;0,0030675;0,0262895;0,0291891;0,053666;0,0073548;0,1868782;0,2880779;0,0027935;0,0291607;0,0310533;0,0572866;0,0081684;0,2030206;0,3119637;0,003002;0,0481582;0,0449113;0,0268832;0,0235722;0,1796724;0,3762834;0,0054298;0,0454944;0,0419912;0,0248421;0,0221158;0,1671608;0,3514025;0,0051531;0,0419585;0,0389847;0,023245;0,0205016;0,1557294;0,3265617;0,0047337;0,0043693;0,0041471;0,002518;0,0021385;0,0165908;0,0346142;0,0004911;0,0003378;0,000325;0,0001991;0,0001651;0,0012989;0,0027028;3,8e-05;2008-03-01;0,2258879
"42";0,0433859;0,0510599;0,0940863;0,0121717;0,3189701;0,4935148;0,0047066;0,0366453;0,0434639;0,0806111;0,0101738;0,2719938;0,4209691;0,0041946;0,0412767;0,0465777;0,086755;0,0114858;0,2987427;0,4606055;0,0045286;0,066983;0,062791;0,037499;0,0320171;0,2479935;0,5207658;0,0075951;0,061947;0,0576537;0,0341375;0,0294732;0,2267934;0,4776323;0,0070268;0,0561499;0,0527096;0,0315335;0,0268783;0,2082362;0,437136;0,0063533;0,0049461;0,0047347;0,0028859;0,0023906;0,0188289;0,0392743;0,00056;0,0003978;0,0003834;0,0002348;0,0001921;0,0015245;0,0031752;4,51e-05;2008-04-01;0,3117317
"43";0,0585753;0,0745524;0,1372624;0,0164179;0,4508637;0,7012995;0,0066458;0,052434;0,0660602;0,1235273;0,0144982;0,4057912;0,6301281;0,0062811;0,0592809;0,0705833;0,1325966;0,0164553;0,4453818;0,6886429;0,0067299;0,1054392;0,099232;0,0590682;0,0492186;0,3864807;0,8144857;0,0119246;0,0952945;0,089469;0,053054;0,0443288;0,3477858;0,7337511;0,0107929;0,0806948;0,0770705;0,0466013;0,0378508;0,3015533;0,632404;0,0091702;0,0060511;0,0059757;0,0036971;0,0028401;0,0234265;0,048721;0,0007013;0,0005551;0,0005393;0,0003311;0,0002627;0,0021246;0,0044283;6,37e-05;2008-05-01;0,4583249
"44";0,0767264;0,1008028;0,189321;0,0212932;0,611975;0,9522115;0,0091128;0,0516261;0,0794914;0,1485288;0,0133912;0,4512837;0,7114034;0,0088506;0,0666646;0,0898792;0,1710212;0,0181064;0,5467178;0,851448;0,0087036;0,1477398;0,1393912;0,0815595;0,0654878;0,5287526;1,1223303;0,0170622;0,1271975;0,1201989;0,0707227;0,0569693;0,4588249;0,9717495;0,0145956;0,1019199;0,0978294;0,0592635;0,0471905;0,3811175;0,7993377;0,0115995;0,0086804;0,0083814;0,0051191;0,0040703;0,0329861;0,0688558;0,0009957;0,0007383;0,0007112;0,0004334;0,000346;0,0027971;0,0058431;8,46e-05;2008-06-01;0,581293
"45";0,0718198;0,1145649;0,2153809;0,0187058;0,6474026;1,0216047;0,01214;0,0597134;0,0928332;0,1749089;0,0157438;0,5307996;0,8357127;0,0095158;0,07697;0,1078566;0,2057611;0,020698;0,6470621;1,0102361;0,010746;0,1401051;0,1354759;0,0824715;0,0643988;0,5278767;1,105055;0,0159786;0,1374628;0,1318157;0,0790426;0,0621469;0,5083312;1,0695854;0,0156805;0,1075299;0,1054598;0,0650854;0,0495202;0,4119852;0,8588099;0,0124195;0,0094544;0,0092955;0,0057628;0,0044135;0,0367323;0,0762473;0,0010947;0,0007973;0,0007833;0,0004853;0,0003722;0,0030962;0,0064275;9,22e-05;2008-07-01;0,6038527
"46";0,0896593;0,1237614;0,2329004;0,0249582;0,7413004;1,1563983;0,0104807;0,0683854;0,1069308;0,2022548;0,0180747;0,6117648;0,9630116;0,0108439;0,0882642;0,1239257;0,2371641;0,0237797;0,7442496;1,1616613;0,0122688;0,156684;0,1524498;0,0933288;0,0717056;0,5928411;1,2400587;0,0178936;0,1536101;0,148005;0,0893879;0,0696554;0,5719574;1,201544;0,0174173;0,1194256;0,118188;0,0733777;0,0545011;0,4600075;0,9579139;0,0139027;0,0101214;0,0100903;0,0063153;0,0046823;0,0397364;0,0822996;0,0011852;0,0009227;0,0009086;0,0005634;0,0004277;0,0035789;0,0074339;0,0001066;2008-08-01;0,6870727
"47";0,0600147;0,0812266;0,1508707;0,0167796;0,4872643;0,7599055;0,0066651;0,0537245;0,0803078;0,1513155;0,0143491;0,4662522;0,731981;0,007964;0,0684925;0,0911876;0,1734434;0,0186291;0,5567445;0,8664191;0,0088768;0,1189824;0,1166569;0,0719426;0,0547485;0,4549246;0,9489229;0,0137553;0,1180371;0,1140651;0,0694301;0,0543212;0,4444374;0,9305452;0,0134613;0,0927136;0,092386;0,0575891;0,0424068;0,3599268;0,7480257;0,0109074;0,0093418;0,00939;0,0059015;0,0042991;0,0368719;0,0762833;0,0011054;0,0009041;0,0008887;0,0005502;0,0004188;0,0034961;0,0072678;0,0001044;2008-09-01;0,5222107
"48";0,0334311;0,0424463;0,0767976;0,0094358;0,2562681;0,3988704;0,0034513;0,0322792;0,0444946;0,0827222;0,0086853;0,2639552;0,4127994;0,0044563;0,0402167;0,0499927;0,0937073;0,0109633;0,3105587;0,4818752;0,0049939;0,0721094;0,0699111;0,0429172;0,0341529;0,2763122;0,5755275;0,0082864;0,0703772;0,0673381;0,0408691;0,0332843;0,265976;0,5557393;0,0080564;0,0563771;0,0555691;0,0345008;0,0266276;0,2197262;0,4558379;0,0065491;0,0069523;0,006992;0,0043952;0,0032418;0,0276034;0,0570135;0,0008229;0,0006858;0,0006712;0,0004151;0,0003224;0,0026587;0,0055206;7,93e-05;2008-10-01;0,3124288
"49";0,0286016;0,0335526;0,0618566;0,007903;0,2106417;0,3259727;0,0032901;0,0250858;0,0314789;0,0580987;0,0068101;0,1922263;0,2989941;0,0032491;0,029237;0,0346071;0,0642904;0,0079561;0,2176662;0,3370122;0,0036195;0,0623194;0,0585299;0,0347602;0,0292828;0,2305417;0,4838147;0,0072942;0,0553048;0,0516427;0,0305687;0,026119;0,2034246;0,4275801;0,0064199;0,0406461;0,039217;0,0241061;0,0197324;0,1571611;0,3263463;0,0046463;0,0048495;0,0048676;0,0030579;0,0023018;0,0193603;0,0399253;0,0005699;0,00049;0,0004761;0,0002936;0,0002345;0,0019016;0,0039452;5,65e-05;2008-11-01;0,2465342
"50";0,0247907;0,0277401;0,0509139;0,0068424;0,1767226;0,2727764;0,0028499;0,0215008;0,0250691;0,0460547;0,0058922;0,157146;0,2432748;0,0025964;0,024714;0,027258;0,050344;0,0067894;0,175853;0,2710478;0,0028483;0,048812;0,0452452;0,0267179;0,0233792;0,1798033;0,3774114;0,0057154;0,0455737;0,0419816;0,0244917;0,0214574;0,1649366;0,3478322;0,0054072;0,0425446;0,0392188;0,0229985;0,0202762;0,1551068;0,3264768;0,0049879;0,0052002;0,0049186;0,0029731;0,0025185;0,0196637;0,041041;0,0005939;0,0003977;0,0003812;0,0002333;0,0001935;0,0015296;0,0031796;4,54e-05;2008-12-01;0,2135337
"51";0,0257653;0,027744;0,0508404;0,0072199;0,1796822;0,2764606;0,002671;0,0220383;0,0248517;0,0456592;0,0060941;0,1580288;0,2439966;0,002506;0,0250649;0,0268348;0,0495279;0,0069416;0,1752536;0,2695083;0,0027389;0,0449626;0,0415203;0,0245643;0,0218476;0,1660648;0,3482992;0,0052006;0,042005;0,0385482;0,0225442;0,0201034;0,1526628;0,3215401;0,0049185;0,0399761;0,0367359;0,0215547;0,0192337;0,1459525;0,3070407;0,0046588;0,0046188;0,0043307;0,0026039;0,0022565;0,0173741;0,0362967;0,0005261;0,0003455;0,0003295;0,0002013;0,0001699;0,0013277;0,0027601;3,92e-05;2009-01-01;0,2047765
"52";0,0240791;0,0262095;0,0481006;0,0067219;0,1690368;0,2602903;0,0025682;0,0208596;0,0234455;0,043104;0,0057793;0,1493334;0,2304896;0,002347;0,0235447;0,0251841;0,0465048;0,0065337;0,1645813;0,2530479;0,0025447;0,0428073;0,0395414;0,0233809;0,0207494;0,157816;0,3312248;0,0049394;0,0393664;0,0361939;0,0212222;0,0188792;0,1434625;0,3020073;0,0045813;0,036353;0,0335781;0,019861;0,0176371;0,1340641;0,2813552;0,0041897;0,0039251;0,0037162;0,002256;0,0019262;0,0149508;0,0311433;0,0004455;0,0003028;0,0002905;0,0001782;0,0001489;0,0011702;0,0024296;3,43e-05;2009-02-01;0,191238
"53";0,0307579;0,0338121;0,0620911;0,0086256;0,2171355;0,3345014;0,0032198;0,0262965;0,029905;0,0551061;0,0072905;0,189749;0,2930373;0,0029685;0,0297392;0,0322713;0,0597425;0,008249;0,2098218;0,3228639;0,0032493;0,0519675;0,0481801;0,0285669;0,0251248;0,1919146;0,4027702;0,005965;0,0489135;0,0450421;0,0263801;0,0232871;0,177671;0,3744857;0,0056828;0,045433;0,042009;0,0247952;0,0218485;0,1667784;0,3505554;0,0052375;0,004591;0,0043381;0,0026268;0,0022453;0,017413;0,0363133;0,0005213;0,0003561;0,0003406;0,0002084;0,0001746;0,0013701;0,0028479;4,04e-05;2009-03-01;0,2380547
"54";0,0372668;0,0467281;0,0845642;0,0105164;0,2813649;0,4377684;0,0040319;0,0361748;0,0436189;0,0809897;0,0100035;0,2714743;0,4206321;0,0042428;0,0410295;0,046996;0,0877104;0,0113641;0,3001805;0,4632668;0,00462;0,0720785;0,0672098;0,0397309;0,0339947;0,2638261;0,5555297;0,0082756;0,0655634;0,0609296;0,0357974;0,0306959;0,2380113;0,5022776;0,0075606;0,0596574;0,0558004;0,0331509;0,0282812;0,2197964;0,4620205;0,0068304;0,0051115;0,0048792;0,0029715;0,0024736;0,0194838;0,0406022;0,0005823;0,0004096;0,0003938;0,0002412;0,0001984;0,001574;0,0032739;4,67e-05;2009-04-01;0,3172915
"55";0,0608921;0,0764352;0,1413167;0,0170462;0,4660498;0,7240168;0,0069048;0,0510838;0,068787;0,1288732;0,013811;0,4118458;0,6427016;0,0070274;0,0586119;0,0752805;0,1421083;0,0158872;0,4627451;0,7192466;0,0076769;0,1140736;0,107447;0,0633867;0,0520068;0,4145042;0,8754675;0,0131535;0,100495;0,0944516;0,0556103;0,0458339;0,3640845;0,7696061;0,0115675;0,0854693;0,0812966;0,0489082;0,0399493;0,3183836;0,6679805;0,0097452;0,006837;0,006626;0,0040703;0,0032485;0,02627;0,054666;0,0007863;0,0005707;0,0005532;0,0003399;0,0002711;0,0021931;0,0045636;6,56e-05;2009-05-01;0,4780334
"56";0,0721343;0,0950731;0,1766286;0,0201471;0,5715424;0,8902903;0,0083848;0,0541791;0,0812576;0,1527092;0,0143375;0,4690004;0,7370247;0,0084515;0,0614046;0,0901959;0,1708918;0,016138;0,5282621;0,8284827;0,0096546;0,1469637;0,1394108;0,0818867;0,0648578;0,5289159;1,1209508;0,0170866;0,1311714;0,1248686;0,0730803;0,0566673;0,4692086;0,9960645;0,0155666;0,10804;0,1035532;0,0623875;0,0495775;0,402644;0,8451034;0,0123341;0,0087444;0,0084746;0,0051873;0,0040921;0,0334634;0,0697079;0,0010069;0,0007446;0,0007198;0,0004393;0,0003478;0,0028377;0,0059176;8,57e-05;2009-06-01;0,5833821
"57";0,0834905;0,1192414;0,2260838;0,0227855;0,7077053;1,1063225;0,0110162;0,0620927;0,0935761;0,1770416;0,0166578;0,5438911;0,8537028;0,009026;0,0668991;0,1031326;0,1949614;0,0172051;0,5909228;0,9305211;0,0117126;0,1631834;0,1583436;0,0943109;0,0701428;0,5978597;1,2614943;0,0193768;0,148741;0,1428734;0,0845345;0,0645936;0,5398383;1,1419476;0,0174315;0,1192993;0,1157791;0,0706814;0,0547932;0,4518989;0,9446341;0,0136336;0,008943;0,008879;0,0055489;0,0041777;0,0351807;0,0727983;0,0010427;0,0007939;0,0007815;0,0004849;0,0003707;0,0030933;0,0064158;9,19e-05;2009-07-01;0,6534429
"58";0,0889278;0,1228852;0,2313438;0,0247516;0,7361277;1,1483494;0,0103909;0,0706988;0,107537;0,2040788;0,0189622;0,6239513;0,9796134;0,0103683;0,0744591;0,1168188;0,220103;0,0187552;0,6602596;1,0422332;0,0142859;0,1949469;0,1892198;0,1121722;0,0822342;0,7068678;1,4962054;0,023286;0,1698676;0,1634345;0,0971534;0,074297;0,6195634;1,3093008;0,0195866;0,1374198;0,1337567;0,0818276;0,0627855;0,5206371;1,0885898;0,015669;0,0102187;0,0101848;0,0063773;0,0047356;0,0401936;0,0831981;0,0011941;0,0009672;0,000948;0,0005847;0,0004471;0,0037292;0,0077576;0,0001113;2009-08-01;0,7475059
"59";0,0509435;0,0760571;0,1358558;0,0141873;0,4265046;0,6722677;0,0062778;0,0552833;0,0802898;0,1515768;0,0149481;0,4723452;0,7397161;0,0076376;0,0572319;0,0873069;0,1633208;0,0143802;0,4953614;0,7814282;0,0109703;0,1586886;0,1529309;0,0907114;0,0687689;0,5781317;1,2216609;0,0186759;0,1283916;0,1233626;0,0742658;0,0583444;0,477401;1,0029489;0,0146395;0,1090418;0,1062456;0,0652024;0,0502724;0,4155461;0,86727;0,0125041;0,0096041;0,0096199;0,0060403;0,0044378;0,0378953;0,0783905;0,0011297;0,0009544;0,0009331;0,0005741;0,0004408;0,0036649;0,0076321;0,0001097;2009-09-01;0,5701392
"60";0,0400233;0,0480676;0,088839;0,011192;0,299754;0,4642247;0,0043318;0,0341577;0,0460925;0,0857044;0,0092091;0,2751821;0,4297913;0,0046795;0,0355983;0,049742;0,0922749;0,0091589;0,2908255;0,4562915;0,0060431;0,0958424;0,0910131;0,0536477;0,042724;0,348787;0,736056;0,0114433;0,0791363;0,0749868;0,0447506;0,0366897;0,2930262;0,6154652;0,0091471;0,0666404;0,0641241;0,0391187;0,0315386;0,2540581;0,5295829;0,0076588;0,0073624;0,0073384;0,004598;0,0034558;0,0291074;0,0601577;0,0008634;0,000704;0,0006873;0,0004239;0,0003309;0,0027231;0,0056571;8,13e-05;2009-10-01;0,3594648
"61";0,0294593;0,0342412;0,0631275;0,0081156;0,2153247;0,3330973;0,0034699;0,0257397;0,0319527;0,0589636;0,0069815;0,1956434;0,3041387;0,0033593;0,0295034;0,0351638;0,065284;0,0079837;0,2201404;0,3411199;0,0037873;0,0638392;0,0598588;0,0353967;0,0297734;0,2347139;0,4933794;0,0075144;0,058968;0,0549213;0,0321131;0,0271277;0,2131986;0,4501825;0,0070006;0,055537;0,051811;0,0304316;0,0257582;0,2021369;0,4260601;0,0065503;0,0064848;0,0062133;0,0037812;0,0030879;0,0246962;0,0514763;0,0007455;0,0006848;0,0006509;0,0003784;0,0002872;0,0024275;0,0051519;8,94e-05;2009-11-01;0,2702162
"62";0,025127;0,0275592;0,0505699;0,0069742;0,1770815;0,2728972;0,0027797;0,0218606;0,0250645;0,0460546;0,0060153;0,1582309;0,2446349;0,0025708;0,0249082;0,027232;0,0502901;0,006855;0,1762963;0,2715562;0,002838;0,0490155;0,0453643;0,0267576;0,0234922;0,1802203;0,3784788;0,0057292;0,0455607;0,0419549;0,0244757;0,0214699;0,164883;0,3477253;0,0053996;0,0433491;0,0399868;0,0234113;0,0205372;0,1577042;0,3321207;0,0051157;0,0054939;0,0051776;0,0031137;0,0026467;0,0206558;0,0431667;0,0006309;0,0004407;0,0004183;0,0002534;0,000213;0,0016752;0,0034909;5,07e-05;2009-12-01;0,2157557
"63";0,0260687;0,0281678;0,0516692;0,0072778;0,1821397;0,2803417;0,0027751;0,0219848;0,0252119;0,0463181;0,0060338;0,1589761;0,2458344;0,0026331;0,0252434;0,0269122;0,0496654;0,0069933;0,1760139;0,2706033;0,002754;0,0443108;0,0409409;0,0242762;0,0216314;0,1640966;0,3439562;0,0050968;0,041716;0,0382668;0,0224062;0,0200491;0,1518387;0,3196896;0,0048606;0,0401243;0,0368523;0,0216083;0,0192961;0,1463484;0,3079561;0,0046765;0,0047958;0,0044775;0,0026773;0,0023314;0,0179157;0,0374895;0,0005489;0,0003605;0,0003419;0,0002079;0,000177;0,0013781;0,0028677;4,1e-05;2010-01-01;0,2046043
"64";0,0236551;0,0253546;0,0463563;0,0066659;0,1642919;0,2526847;0,0023705;0,0208584;0,0235838;0,0433646;0,0057652;0,1498045;0,2313338;0,0023865;0,0237351;0,0253657;0,0468434;0,0065809;0,1657827;0,2548925;0,0025814;0,046997;0,0431697;0,0250821;0,0220439;0,1690921;0,3571448;0,0055941;0,0399945;0,0367251;0,0214744;0,0191019;0,1451938;0,3059604;0,0046705;0,0373217;0,0343808;0,0202438;0,0180097;0,1367892;0,2875328;0,0043198;0,0040838;0,0038445;0,0023212;0,0019993;0,0154429;0,0322228;0,0004642;0,0003184;0,0003032;0,000185;0,0001565;0,001222;0,0025408;3,62e-05;2010-02-01;0,196964
"65";0,0310566;0,0343916;0,0632724;0,0086684;0,2203674;0,3396708;0,0033526;0,0261688;0,0300581;0,055407;0,0072314;0,1899309;0,2935488;0,0030202;0,0297481;0,0322777;0,0597559;0,0082499;0,2098632;0,3229285;0,0032547;0,0519557;0,0481775;0,0285683;0,0251152;0,1919086;0,4027339;0,0059658;0,0486066;0,0447675;0,0262469;0,0231941;0,1767975;0,3725146;0,0056341;0,0457811;0,0422811;0,0249162;0,0219884;0,1676808;0,3526622;0,00528;0,0047655;0,0044781;0,0026966;0,0023244;0,0179433;0,0374838;0,000542;0,000367;0,0003494;0,000213;0,0001799;0,0014052;0,0029238;4,17e-05;2010-03-01;0,2384494
"66";0,0445678;0,0522369;0,0965869;0,01246;0,3275879;0,5066301;0,0049159;0,0364972;0,0443395;0,0823776;0,0100464;0,2750054;0,4263873;0,0044137;0,041686;0,0478269;0,0893071;0,0115137;0,3052212;0,4711425;0,0047801;0,0710419;0,0663646;0,0393428;0,0335986;0,2610227;0,5490717;0,0081458;0,065409;0,0607746;0,0357243;0,030677;0,2375815;0,5013025;0,0075292;0,0612382;0,0571003;0,0337692;0,0289148;0,2242464;0,4721386;0,0070227;0,0054027;0,0051136;0,0030901;0,0026083;0,0203794;0,0425745;0,0006153;0,0004212;0,0004032;0,0002461;0,0002039;0,0016112;0,0033547;4,8e-05;2010-04-01;0,326264
"67";0,0581098;0,074391;0,1366472;0,0162942;0,4479915;0,6972564;0,006616;0,0524107;0,0686782;0,1286959;0,0142885;0,4157063;0,647387;0,0068587;0,0606963;0,0744743;0,1404359;0,0166455;0,465568;0,7213194;0,0074047;0,1114718;0,1046892;0,0619073;0,0514783;0,4058671;0,8567702;0,0127054;0,0989913;0,0929223;0,054863;0,0455966;0,3597398;0,7597888;0,0113008;0,0875905;0,0830161;0,0497566;0,0409016;0,3244942;0,6818194;0,0099663;0,0069015;0,0066742;0,0040914;0,0032772;0,0264177;0,0550318;0,0007921;0,0005699;0,0005523;0,0003392;0,0002706;0,0021868;0,0045528;6,55e-05;2010-05-01;0,4767418
"68";0,0752823;0,097898;0,1820626;0,0210148;0,5910057;0,919835;0,008807;0,0597152;0,0867608;0,163071;0,0158374;0,5051702;0,7924083;0,0092442;0,0692411;0,0965328;0,1830866;0,0184082;0,576095;0,9002428;0,0102624;0,1479322;0,1406534;0,0828012;0,0652727;0,5341426;1,1310123;0,017224;0,1319484;0,1248925;0,0732583;0,0583657;0,4739359;1,0049759;0,0152936;0,1145285;0,1090516;0,065202;0,0523812;0,4221484;0,8887045;0,0130411;0,0085057;0,0082575;0,0050687;0,003992;0,0325926;0,0678823;0,0009791;0,000741;0,0007153;0,0004366;0,0003471;0,0028185;0,0058809;8,51e-05;2010-06-01;0,6078944
"69";0,0851176;0,1230419;0,2330772;0,0229904;0,7245364;1,1341738;0,011999;0,0578135;0,0915815;0,1710474;0,0148329;0,514137;0,8122408;0,0104227;0,0671677;0,1035477;0,1954112;0,0171832;0,5916852;0,9321595;0,0120354;0,1765293;0,1684902;0,0988529;0,0761705;0,6326206;1,3428581;0,0207406;0,1582223;0,1512214;0,0884477;0,0672688;0,563853;1,1986423;0,0188764;0,1352025;0,1296864;0,0776987;0,0609569;0,4994932;1,0512866;0,0154455;0,0104013;0,0101166;0,0061984;0,0048265;0,0398122;0,0829521;0,0011968;0,0008846;0,0008589;0,0005248;0,0004092;0,0033743;0,007037;0,0001018;2010-07-01;0,6913388
"70";0,0884183;0,121747;0,2273366;0,0246545;0,7241191;1,1304253;0,0104218;0,0625725;0,1016496;0,1906947;0,0161138;0,5691045;0,8996578;0,0111298;0,0700775;0,1114798;0,2088567;0,0173402;0,6230832;0,9857447;0,0143046;0,1829925;0,1785456;0,1073146;0,0794644;0,678534;1,427672;0,0213304;0,1735785;0,1688544;0,0999485;0,072114;0,6268808;1,3280985;0,0211267;0,1459342;0,1422547;0,0865323;0,0656254;0,5504067;1,1524371;0,0166811;0,0104927;0,0104218;0,00651;0,0048674;0,0411532;0,0852397;0,0012209;0,0009343;0,0009197;0,0005699;0,0004329;0,0036246;0,007528;0,0001078;2010-08-01;0,7350005
"71";0,0487858;0,0759011;0,133707;0,0135238;0,4145089;0,656269;0,006363;0,0485906;0,0765731;0,1421057;0,0123535;0,4282647;0,6771352;0,0090173;0,0524643;0,0807894;0,1490244;0,0126177;0,4486852;0,7107903;0,0116173;0,1563689;0,1517349;0,0903146;0,067065;0,5723336;1,2079021;0,0186263;0,1433921;0,1389115;0,0820075;0,0599566;0,5171426;1,0955126;0,0175631;0,1225957;0,1190257;0,0720432;0,0551431;0,4603636;0,9647275;0,0141123;0,0098042;0,0097946;0,0061425;0,0045394;0,038643;0,0799504;0,0011486;0,0009328;0,0009147;0,0005647;0,0004315;0,0035982;0,0074843;0,0001074;2010-09-01;0,5829344
