 ;;µmol/kg;;;;;;;kg/ha;;;;;
 YEAR;Month;Ca;Mg;K;Na;NH4;Al;H;Ca;Mg;K;Na;NH4;Al
        2005;           1;  12702.0878906;   6683.3847656;   2383.6333008;    183.8188629;      0.0021517;  27732.9121094;   2874.0039062;    735.5738525;    234.7130280;    134.6611938;      6.1061912;      0.0000435;   1081.2016602
        2005;           2;  12702.5839844;   6684.5341797;   2389.2070312;    180.4342499;      0.0054647;  27732.8593750;   2868.6652832;    735.6025391;    234.7534027;    134.9760590;      5.9937596;      0.0001106;   1081.1995850
        2005;           3;  12703.4316406;   6686.4931641;   2402.6545410;    167.0236664;      0.0096098;  27732.8222656;   2863.1667480;    735.6516113;    234.8222046;    135.7357635;      5.5482793;      0.0001945;   1081.1981201
        2005;           4;  12703.8613281;   6687.8046875;   2410.2385254;    158.4425812;      0.0029454;  27732.7871094;   2860.8166504;    735.6765137;    234.8682556;    136.1642303;      5.2632284;      0.0000596;   1081.1966553
        2005;           5;  12702.4384766;   6687.0019531;   2408.1101074;    159.7531433;      0.0000000;  27732.7597656;   2866.0324707;    735.5941162;    234.8400726;    136.0439911;      5.3067632;      0.0000000;   1081.1958008
        2005;           6;  12701.0146484;   6686.2104492;   2406.0061035;    161.1370087;      0.0000000;  27732.7246094;   2871.4218750;    735.5117188;    234.8122864;    135.9251099;      5.3527331;      0.0000000;   1081.1943359
        2005;           7;  12699.6367188;   6685.5117188;   2403.7622070;    162.2353058;      0.0000000;  27732.6875000;   2876.7143555;    735.4318237;    234.7877350;    135.7983551;      5.3892169;      0.0000000;   1081.1928711
        2005;           8;  12698.2607422;   6684.8256836;   2401.5192871;    163.3492737;      0.0000000;  27732.6542969;   2882.1711426;    735.3521729;    234.7636566;    135.6716461;      5.4262214;      0.0000000;   1081.1915283
        2005;           9;  12697.0585938;   6684.2221680;   2399.6198730;    164.4817810;      0.0000000;  27732.6210938;   2886.6604004;    735.2825317;    234.7424469;    135.5643311;      5.4638414;      0.0000000;   1081.1903076
        2005;          10;  12697.0849609;   6684.2905273;   2400.1254883;    165.6286163;      0.0000000;  27732.5898438;   2884.8874512;    735.2840576;    234.7448273;    135.5929108;      5.5019379;      0.0000000;   1081.1890869
        2005;          11;  12709.9121094;   6714.3154297;   2447.0275879;     68.3399734;      0.0001485;  27731.8847656;   2851.5903320;    736.0269165;    235.7992859;    138.2425842;      2.2701528;      0.0000030;   1081.1616211
        2005;          12;  12714.0722656;   6724.1269531;   2455.1279297;     49.8204842;      0.0015527;  27731.6464844;   2834.8371582;    736.2678223;    236.1438751;    138.7002258;      1.6549628;      0.0000314;   1081.1523438
        2006;           1;  12718.3916016;   6734.3623047;   2455.2585449;     40.9312325;      0.0028486;  27731.4531250;   2814.9907227;    736.5180054;    236.5033417;    138.7075806;      1.3596750;      0.0000577;   1081.1447754
        2006;           2;  12719.2968750;   6736.5063477;   2455.7089844;     39.7877617;      0.0049971;  27731.3984375;   2809.7541504;    736.5704346;    236.5786133;    138.7330475;      1.3216907;      0.0001011;   1081.1427002
        2006;           3;  12721.2929688;   6741.2675781;   2453.2497559;     37.5439415;      0.0046571;  27731.2792969;   2801.3842773;    736.6860352;    236.7458038;    138.5941010;      1.2471542;      0.0000943;   1081.1380615
        2006;           4;  12722.2705078;   6743.9848633;   2448.0622559;     35.5311127;      0.0002379;  27731.1406250;   2801.6113281;    736.7426147;    236.8412323;    138.3010406;      1.1802909;      0.0000048;   1081.1325684
        2006;           5;  12720.7509766;   6743.0698242;   2447.4680176;     36.4852333;      0.0000000;  27731.0390625;   2806.4860840;    736.6546021;    236.8091125;    138.2674866;      1.2119855;      0.0000000;   1081.1286621
