 ;;µmol/kg;;;;;;;kg/ha;;;;;
 YEAR;Month;Ca;Mg;K;Na;NH4;Al;H;Ca;Mg;K;Na;NH4;Al
        2005;           1;   7849.3618164;   3093.4846191;   1469.3903809;    137.3767548;      0.0000176;  32606.3203125;   3255.2863770;    461.3536682;    110.2648849;     84.2536469;      4.6317167;      0.0000004;   1290.2132568
        2005;           2;   7849.2080078;   3093.5720215;   1471.9937744;    139.9420471;      0.0000428;  32606.0546875;   3251.0019531;    461.3446350;    110.2679977;     84.4029160;      4.7182078;      0.0000009;   1290.2028809
        2005;           3;   7849.0659180;   3093.6491699;   1476.5037842;    139.5198822;      0.0000907;  32605.9179688;   3247.4724121;    461.3362732;    110.2707443;     84.6615143;      4.7039738;      0.0000019;   1290.1972656
        2005;           4;   7848.7885742;   3093.5727539;   1478.9114990;    139.2572937;      0.0000295;  32605.8203125;   3246.3046875;    461.3199768;    110.2680206;     84.7995758;      4.6951203;      0.0000006;   1290.1934814
        2005;           5;   7847.3032227;   3092.7480469;   1476.6215820;    140.3888702;      0.0000000;  32605.7402344;   3252.4775391;    461.2326965;    110.2386246;     84.6682816;      4.7332721;      0.0000000;   1290.1903076
        2005;           6;   7845.7939453;   3091.9082031;   1474.3857422;    141.6623688;      0.0000000;  32605.6230469;   3258.5190430;    461.1440125;    110.2086868;     84.5400696;      4.7762084;      0.0000000;   1290.1856689
        2005;           7;   7844.3872070;   3091.1904297;   1471.9661865;    142.5302124;      0.0000000;  32605.5097656;   3264.5432129;    461.0613098;    110.1831055;     84.4013367;      4.8054686;      0.0000000;   1290.1811523
        2005;           8;   7842.9824219;   3090.4860840;   1469.5472412;    143.4094696;      0.0000000;  32605.4023438;   3270.7001953;    460.9787598;    110.1579895;     84.2626343;      4.8351135;      0.0000000;   1290.1768799
        2005;           9;   7841.7543945;   3089.8666992;   1467.4711914;    144.2882233;      0.0000000;  32605.2988281;   3275.8967285;    460.9065552;    110.1359177;     84.1436081;      4.8647408;      0.0000000;   1290.1728516
        2005;          10;   7841.7851562;   3089.9350586;   1467.8425293;    145.1708679;      0.0000000;  32605.2011719;   3274.6813965;    460.9083557;    110.1383591;     84.1648941;      4.8944993;      0.0000000;   1290.1689453
